Project name			: /project/fmu/tutorial/reek/resmod/ff/2019a/users/hakal/r001/rms/model/reek.rms11.0.1
Date				: 2019.11.13 14:23:28
Grid model name			: Geogrid

   Zone      Region index          Bulk                Pore                Hcpv               Stoiip       
UpperReek  1                       298474336.62         39947577.13         26470536.79         16648136.07
UpperReek  2                               0.00                0.00                0.00                0.00
UpperReek  Totals                  298474336.62         39947577.13         26470536.79         16648136.07
MidReek    1                       228563029.44         34087203.35         23489592.03         14773328.07
MidReek    2                               0.00                0.00                0.00                0.00
MidReek    Totals                  228563029.44         34087203.35         23489592.03         14773328.07
LowerReek  1                       136393914.74         21363869.48         15546637.27          9777759.12
LowerReek  2                               0.00                0.00                0.00                0.00
LowerReek  Totals                  136393914.74         21363869.48         15546637.27          9777759.12
Totals     1                       663431280.79         95398649.96         65506766.09         41199223.27
Totals     2                               0.00                0.00                0.00                0.00
Totals     Totals                  663431280.79         95398649.96         65506766.09         41199223.27
