FIPNUM,STOIIP_OIL,ASSOCIATEDOIL_GAS,STOIIP_TOTAL,WATER_TOTAL,GIIP_GAS,ASSOCIATEDGAS_OIL,GIIP_TOTAL,PORV_TOTAL,HCPV_OIL,WATER_PORV,HCPV_GAS,HCPV_TOTAL
1,16647159.0,0,16647159.0,41363226.0,0.0,3063077324.0,3063077324.0,69186801.0,26556260.0,42630540.0,0.0,26556260.0
2,0.0,0,0.0,64173132.0,0.0,0.0,0.0,66144827.0,0.0,66144827.0,0.0,0.0
3,14709837.0,0,14709837.0,47003859.0,0.0,2706609988.0,2706609988.0,71902236.0,23460081.0,48442155.0,0.0,23460081.0
4,0.0,0,0.0,75651057.0,0.0,0.0,0.0,77970947.0,0.0,77970947.0,0.0,0.0
5,9734045.0,0,9734045.0,31476690.0,0.0,1791064258.0,1791064258.0,47959456.0,15521927.0,32437529.0,0.0,15521927.0
6,0.0,0,0.0,47794372.0,0.0,0.0,0.0,49257738.0,0.0,49257738.0,0.0,0.0
