DATE,BLOCK,BPR
2000-01-01,1095,309.26385498046875
2000-01-01,"15,28,1",309.26385498046875
2000-01-01,"15,28,10",310.6907043457031
2000-01-01,"15,28,13",311.55560302734375
2000-01-01,24135,310.6907043457031
2000-01-01,31815,311.55560302734375
2000-02-01,1095,309.30743408203125
2000-02-01,"15,28,1",309.30743408203125
2000-02-01,"15,28,10",310.75335693359375
2000-02-01,"15,28,13",311.62237548828125
2000-02-01,24135,310.75335693359375
2000-02-01,31815,311.62237548828125
2000-03-01,1095,311.6173400878906
2000-03-01,"15,28,1",311.6173400878906
2000-03-01,"15,28,10",305.80535888671875
2000-03-01,"15,28,13",306.7153015136719
2000-03-01,24135,305.80535888671875
2000-03-01,31815,306.7153015136719
2000-04-01,1095,305.69342041015625
2000-04-01,"15,28,1",305.69342041015625
2000-04-01,"15,28,10",299.6650085449219
2000-04-01,"15,28,13",300.6242370605469
2000-04-01,24135,299.6650085449219
2000-04-01,31815,300.6242370605469
2000-05-01,1095,300.0090026855469
2000-05-01,"15,28,1",300.0090026855469
2000-05-01,"15,28,10",294.19940185546875
2000-05-01,"15,28,13",295.1819763183594
2000-05-01,24135,294.19940185546875
2000-05-01,31815,295.1819763183594
2000-06-01,1095,294.6119384765625
2000-06-01,"15,28,1",294.6119384765625
2000-06-01,"15,28,10",288.6947326660156
2000-06-01,"15,28,13",289.68804931640625
2000-06-01,24135,288.6947326660156
2000-06-01,31815,289.68804931640625
2000-07-01,1095,291.4091491699219
2000-07-01,"15,28,1",291.4091491699219
2000-07-01,"15,28,10",286.0654296875
2000-07-01,"15,28,13",287.0104064941406
2000-07-01,24135,286.0654296875
2000-07-01,31815,287.0104064941406
2000-08-01,1095,289.7137145996094
2000-08-01,"15,28,1",289.7137145996094
2000-08-01,"15,28,10",284.2893371582031
2000-08-01,"15,28,13",285.22088623046875
2000-08-01,24135,284.2893371582031
2000-08-01,31815,285.22088623046875
2000-09-01,1095,288.50982666015625
2000-09-01,"15,28,1",288.50982666015625
2000-09-01,"15,28,10",282.8742980957031
2000-09-01,"15,28,13",283.79962158203125
2000-09-01,24135,282.8742980957031
2000-09-01,31815,283.79962158203125
2000-10-01,1095,287.6379089355469
2000-10-01,"15,28,1",287.6379089355469
2000-10-01,"15,28,10",281.7549133300781
2000-10-01,"15,28,13",282.6772155761719
2000-10-01,24135,281.7549133300781
2000-10-01,31815,282.6772155761719
2000-11-01,1095,286.9709167480469
2000-11-01,"15,28,1",286.9709167480469
2000-11-01,"15,28,10",280.80596923828125
2000-11-01,"15,28,13",281.72637939453125
2000-11-01,24135,280.80596923828125
2000-11-01,31815,281.72637939453125
2000-12-01,1095,286.4831848144531
2000-12-01,"15,28,1",286.4831848144531
2000-12-01,"15,28,10",280.03936767578125
2000-12-01,"15,28,13",280.9588317871094
2000-12-01,24135,280.03936767578125
2000-12-01,31815,280.9588317871094
2001-01-01,1095,286.1304016113281
2001-01-01,"15,28,1",286.1304016113281
2001-01-01,"15,28,10",279.365966796875
2001-01-01,"15,28,13",280.2843322753906
2001-01-01,24135,279.365966796875
2001-01-01,31815,280.2843322753906
2001-02-01,1095,272.1867370605469
2001-02-01,"15,28,1",272.1867370605469
2001-02-01,"15,28,10",269.6889343261719
2001-02-01,"15,28,13",270.8392028808594
2001-02-01,24135,269.6889343261719
2001-02-01,31815,270.8392028808594
2001-03-01,1095,271.8296813964844
2001-03-01,"15,28,1",271.8296813964844
2001-03-01,"15,28,10",268.66046142578125
2001-03-01,"15,28,13",269.7332458496094
2001-03-01,24135,268.66046142578125
2001-03-01,31815,269.7332458496094
2001-04-01,1095,272.99884033203125
2001-04-01,"15,28,1",272.99884033203125
2001-04-01,"15,28,10",270.57037353515625
2001-04-01,"15,28,13",271.68798828125
2001-04-01,24135,270.57037353515625
2001-04-01,31815,271.68798828125
2001-05-01,1095,273.7545471191406
2001-05-01,"15,28,1",273.7545471191406
2001-05-01,"15,28,10",271.40570068359375
2001-05-01,"15,28,13",272.5141296386719
2001-05-01,24135,271.40570068359375
2001-05-01,31815,272.5141296386719
2001-06-01,1095,274.204345703125
2001-06-01,"15,28,1",274.204345703125
2001-06-01,"15,28,10",271.9906005859375
2001-06-01,"15,28,13",273.0873718261719
2001-06-01,24135,271.9906005859375
2001-06-01,31815,273.0873718261719
2001-07-01,1095,274.7661437988281
2001-07-01,"15,28,1",274.7661437988281
2001-07-01,"15,28,10",272.61956787109375
2001-07-01,"15,28,13",273.7029113769531
2001-07-01,24135,272.61956787109375
2001-07-01,31815,273.7029113769531
2001-08-01,1095,275.5716857910156
2001-08-01,"15,28,1",275.5716857910156
2001-08-01,"15,28,10",273.3746337890625
2001-08-01,"15,28,13",274.4428405761719
2001-08-01,24135,273.3746337890625
2001-08-01,31815,274.4428405761719
2001-09-01,1095,276.151611328125
2001-09-01,"15,28,1",276.151611328125
2001-09-01,"15,28,10",273.9630126953125
2001-09-01,"15,28,13",275.0232238769531
2001-09-01,24135,273.9630126953125
2001-09-01,31815,275.0232238769531
2001-10-01,1095,276.60467529296875
2001-10-01,"15,28,1",276.60467529296875
2001-10-01,"15,28,10",274.4583740234375
2001-10-01,"15,28,13",275.51263427734375
2001-10-01,24135,274.4583740234375
2001-10-01,31815,275.51263427734375
2001-11-01,1095,277.0686340332031
2001-11-01,"15,28,1",277.0686340332031
2001-11-01,"15,28,10",274.9665222167969
2001-11-01,"15,28,13",276.0141906738281
