ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL,BULK_GAS,PORV_GAS,HCPV_GAS,GIIP_GAS,ASSOCIATEDOIL_GAS
Valysar,WestLowland,5151327,671037,305963,213364,30041599,0,0,0,0,0
Valysar,CentralSouth,69657785,12745306,9656047,6733645,948097290,0,0,0,0,0
Valysar,CentralNorth,39294912,6877978,4998469,3485683,490784119,0,0,0,0,0
Valysar,NorthHorst,3727091,574458,306122,188036,36836170,25084053,3475483,2276642,529451600,81006
Valysar,CentralRamp,13710263,1994318,1276640,890265,125349351,0,0,0,0,0
Valysar,CentralHorst,87891121,13973911,10554600,7360251,1036323430,0,0,0,0,0
Valysar,EastLowland,2010177,352748,205040,142985,20132281,0,0,0,0,0
Therys,WestLowland,2211502,406176,203133,141655,19944973,0,0,0,0,0
Therys,CentralSouth,13499824,3253402,2027628,1413966,199086447,0,0,0,0,0
Therys,CentralNorth,21857705,4006572,2345048,1635319,230252957,0,0,0,0,0
Therys,NorthHorst,5081862,682259,247071,151763,29730426,18029467,2999712,1882571,437807307,66985
Therys,CentralRamp,6635773,1503585,1156367,806392,113540039,0,0,0,0,0
Therys,CentralHorst,30421664,7569155,5841804,4073783,573588621,0,0,0,0,0
Therys,EastLowland,0,0,0,0,0,0,0,0,0,0
Volon,WestLowland,259135,36095,17721,12358,1739987,0,0,0,0,0
Volon,CentralSouth,33023422,6156789,4703708,3280131,461842489,0,0,0,0,0
Volon,CentralNorth,8092806,1129881,597118,416400,58629164,0,0,0,0,0
Volon,NorthHorst,3423433,613580,449130,275878,54044588,4294063,717067,550576,128040994,19590
Volon,CentralRamp,12713721,2417161,1905908,1329085,187135201,0,0,0,0,0
Volon,CentralHorst,82764729,14839002,11795282,8225441,1158142124,0,0,0,0,0
Volon,EastLowland,0,0,0,0,0,0,0,0,0,0
