DEPTH,CONJPOS,PRESSURE,SGAS,CONIDX,DRAWDOWN,WELLMODEL,CONBPRES,WELL,CONKPOS,SWAT,DATE,CONIPOS
1640.2091064453125,30,300.5461730957031,0.0,1,0,STANDARD,300.5461730957031,R_A2,1,0.057742346078157425,2018-01-01,22
1641.96875,30,300.6641540527344,0.0,2,0,STANDARD,300.6641540527344,R_A2,2,0.059308744966983795,2018-01-01,22
1643.728271484375,30,300.7821350097656,0.0,3,0,STANDARD,300.7821350097656,R_A2,3,0.06249866634607315,2018-01-01,22
1645.488037109375,30,300.9001159667969,0.0,4,0,STANDARD,300.9001159667969,R_A2,4,0.06843745708465576,2018-01-01,22
1647.24755859375,30,301.01812744140625,0.0,5,0,STANDARD,301.01812744140625,R_A2,5,0.07110298424959183,2018-01-01,22
1649.0072021484375,30,301.1361083984375,0.0,6,0,STANDARD,301.1361083984375,R_A2,6,0.24057374894618988,2018-01-01,22
1650.766845703125,30,301.2541198730469,0.0,7,0,STANDARD,301.2541198730469,R_A2,7,0.2322341650724411,2018-01-01,22
1652.5264892578125,30,301.37213134765625,0.0,8,0,STANDARD,301.37213134765625,R_A2,8,0.8803433775901794,2018-01-01,22
1654.2860107421875,30,301.4901428222656,0.0,9,0,STANDARD,301.4901428222656,R_A2,9,0.8966776728630066,2018-01-01,22
1656.045654296875,30,301.608154296875,0.0,10,0,STANDARD,301.608154296875,R_A2,10,0.9197201728820801,2018-01-01,22
1657.9237060546875,30,301.7341003417969,0.0,11,0,STANDARD,301.7341003417969,R_A2,11,0.0787147507071495,2018-01-01,22
1659.9202880859375,30,301.8680114746094,0.0,12,0,STANDARD,301.8680114746094,R_A2,12,0.07515903562307358,2018-01-01,22
1661.916748046875,30,302.0019226074219,0.0,13,0,STANDARD,302.0019226074219,R_A2,13,0.47131189703941345,2018-01-01,22
1663.9132080078125,30,302.1358337402344,0.0,14,0,STANDARD,302.1358337402344,R_A2,14,0.5304933786392212,2018-01-01,22
1665.90966796875,30,302.2697448730469,0.0,15,0,STANDARD,302.2697448730469,R_A2,15,0.9593876004219055,2018-01-01,22
1667.90625,30,302.4036865234375,0.0,16,0,STANDARD,302.4036865234375,R_A2,16,0.979854941368103,2018-01-01,22
1671.2550048828125,29,302.6283264160156,0.0,17,0,STANDARD,302.6283264160156,R_A2,16,0.994293749332428,2018-01-01,22
1673.3736572265625,29,302.7704772949219,0.0,18,0,STANDARD,302.7704772949219,R_A2,17,0.9964051842689514,2018-01-01,22
1675.2222900390625,29,303.0721130371094,0.0,19,0,STANDARD,303.0721130371094,R_A2,18,1.0,2018-01-01,22
1676.904052734375,29,303.38018798828125,0.0,20,0,STANDARD,303.38018798828125,R_A2,26,1.0,2018-01-01,22
1678.6435546875,29,303.5450134277344,0.0,21,0,STANDARD,303.5450134277344,R_A2,27,1.0,2018-01-01,22
1680.383056640625,29,303.7098388671875,0.0,22,0,STANDARD,303.7098388671875,R_A2,28,1.0,2018-01-01,22
1682.1224365234375,29,303.8746643066406,0.0,23,0,STANDARD,303.8746643066406,R_A2,29,1.0,2018-01-01,22
1683.8619384765625,29,304.0395202636719,0.0,24,0,STANDARD,304.0395202636719,R_A2,30,1.0,2018-01-01,22
1609.022216796875,41,298.45562744140625,0.0,1,0,STANDARD,298.45562744140625,R_A3,1,0.6481541991233826,2018-01-01,28
1611.029296875,41,298.5901184082031,0.0,2,0,STANDARD,298.5901184082031,R_A3,2,0.19929702579975128,2018-01-01,28
1613.036376953125,41,298.7246398925781,0.0,3,0,STANDARD,298.7246398925781,R_A3,3,0.11823459714651108,2018-01-01,28
1603.3070068359375,41,298.0726318359375,0.0,4,0,STANDARD,298.0726318359375,R_A3,3,0.1630517840385437,2018-01-01,29
1605.39892578125,41,298.2127990722656,0.0,5,0,STANDARD,298.2127990722656,R_A3,4,0.6481541991233826,2018-01-01,29
1607.4908447265625,41,298.3529968261719,0.0,6,0,STANDARD,298.3529968261719,R_A3,5,0.8198502659797668,2018-01-01,29
1609.582763671875,41,298.4931945800781,0.0,7,0,STANDARD,298.4931945800781,R_A3,6,0.22362321615219116,2018-01-01,29
1611.6746826171875,41,298.63336181640625,0.0,8,0,STANDARD,298.63336181640625,R_A3,7,0.201506108045578,2018-01-01,29
1613.7666015625,41,298.7735900878906,0.0,9,0,STANDARD,298.7735900878906,R_A3,8,0.24000196158885956,2018-01-01,29
1615.858642578125,41,298.9137878417969,0.0,10,0,STANDARD,298.9137878417969,R_A3,9,0.8054154515266418,2018-01-01,29
1617.9505615234375,41,299.0539855957031,0.0,11,0,STANDARD,299.0539855957031,R_A3,10,0.8144927024841309,2018-01-01,29
1620.175537109375,41,299.203125,0.0,12,0,STANDARD,299.203125,R_A3,11,0.04887895658612251,2018-01-01,29
1622.533935546875,41,299.3612060546875,0.0,13,0,STANDARD,299.3612060546875,R_A3,12,0.057662494480609894,2018-01-01,29
1624.8922119140625,41,299.519287109375,0.0,14,0,STANDARD,299.519287109375,R_A3,13,0.3797355890274048,2018-01-01,29
1627.25048828125,41,299.6773681640625,0.0,15,0,STANDARD,299.6773681640625,R_A3,14,0.24826078116893768,2018-01-01,29
1629.6087646484375,41,299.8354797363281,0.0,16,0,STANDARD,299.8354797363281,R_A3,15,0.5130903124809265,2018-01-01,29
1631.4459228515625,41,299.9586181640625,0.0,17,0,STANDARD,299.9586181640625,R_A3,16,0.8151144981384277,2018-01-01,29
1633.9169921875,41,300.1242980957031,0.0,18,0,STANDARD,300.1242980957031,R_A3,26,0.39412757754325867,2018-01-01,29
1637.543212890625,41,300.3674011230469,0.0,19,0,STANDARD,300.3674011230469,R_A3,27,0.04655567184090614,2018-01-01,29
1641.1695556640625,41,300.6105651855469,0.0,20,0,STANDARD,300.6105651855469,R_A3,28,0.054013896733522415,2018-01-01,29
1644.7957763671875,41,300.85369873046875,0.0,21,0,STANDARD,300.85369873046875,R_A3,29,0.6481541991233826,2018-01-01,29
1648.422119140625,41,301.09686279296875,0.0,22,0,STANDARD,301.09686279296875,R_A3,30,0.06835363060235977,2018-01-01,29
1630.273193359375,52,299.8800048828125,0.0,1,0,STANDARD,299.8800048828125,R_A4,1,0.053561463952064514,2018-01-01,30
1625.4630126953125,52,299.55755615234375,0.0,2,0,STANDARD,299.55755615234375,R_A4,1,0.04958745837211609,2018-01-01,31
1627.570068359375,52,299.69879150390625,0.0,3,0,STANDARD,299.69879150390625,R_A4,2,0.050612349063158035,2018-01-01,31
1629.67724609375,52,299.8400573730469,0.0,4,0,STANDARD,299.8400573730469,R_A4,3,0.05368439853191376,2018-01-01,31
1631.7843017578125,52,299.9813232421875,0.0,5,0,STANDARD,299.9813232421875,R_A4,4,0.05533025786280632,2018-01-01,31
1633.891357421875,52,300.1225891113281,0.0,6,0,STANDARD,300.1225891113281,R_A4,5,0.057269420474767685,2018-01-01,31
1632.5211181640625,52,300.03070068359375,0.0,7,0,STANDARD,300.03070068359375,R_A4,5,0.0568496398627758,2018-01-01,32
1634.4117431640625,52,300.157470703125,0.0,8,0,STANDARD,300.157470703125,R_A4,6,0.06090037152171135,2018-01-01,32
1634.6409912109375,51,300.1728210449219,0.0,9,0,STANDARD,300.1728210449219,R_A4,5,0.05815070867538452,2018-01-01,32
1637.43896484375,51,300.36041259765625,0.0,10,0,STANDARD,300.36041259765625,R_A4,5,0.061873141676187515,2018-01-01,33
1635.6065673828125,51,300.2375793457031,0.0,11,0,STANDARD,300.2375793457031,R_A4,4,0.07908282428979874,2018-01-01,33
1644.49365234375,50,300.83343505859375,0.0,12,0,STANDARD,300.83343505859375,R_A4,5,0.16209471225738525,2018-01-01,33
1643.23388671875,50,300.74896240234375,0.0,13,0,STANDARD,300.74896240234375,R_A4,5,0.06832211464643478,2018-01-01,34
