PRESSURE,SWAT,WELLMODEL,WELL,CONKPOS,DATE,CONIPOS,DEPTH,CONBPRES,CONJPOS,CONIDX,DRAWDOWN,SGAS
302.8123779296875,0.980763852596283,STANDARD,R_A2,18,2018-01-01,22,1672.9881591796875,302.8123779296875,30,18,0,0.0
302.89569091796875,0.999263346195221,STANDARD,R_A2,18,2018-01-01,22,1674.229736328125,302.89569091796875,29,19,0,0.0
303.02569580078125,1.0,STANDARD,R_A2,27,2018-01-01,22,1676.1676025390625,303.02569580078125,29,20,0,0.0
303.47802734375,1.0,STANDARD,R_A2,28,2018-01-01,22,1677.9368896484375,303.47802734375,29,21,0,0.0
303.64569091796875,1.0,STANDARD,R_A2,29,2018-01-01,22,1679.7061767578125,303.64569091796875,29,22,0,0.0
303.8133544921875,1.0,STANDARD,R_A2,30,2018-01-01,22,1681.4754638671875,303.8133544921875,29,23,0,0.0
303.98101806640625,1.0,STANDARD,R_A2,31,2018-01-01,22,1683.2447509765625,303.98101806640625,29,24,0,0.0
298.53814697265625,0.6481541991233826,STANDARD,R_A3,1,2018-01-01,28,1609.243408203125,298.53814697265625,41,1,0,0.0
298.676513671875,0.22876429557800293,STANDARD,R_A3,2,2018-01-01,28,1611.3077392578125,298.676513671875,41,2,0,0.0
298.8148498535156,0.19760067760944366,STANDARD,R_A3,3,2018-01-01,28,1613.3720703125,298.8148498535156,41,3,0,0.0
298.9532165527344,0.3792901039123535,STANDARD,R_A3,4,2018-01-01,28,1615.4365234375,298.9532165527344,41,4,0,0.0
299.0915832519531,0.8267315626144409,STANDARD,R_A3,5,2018-01-01,28,1617.5008544921875,299.0915832519531,41,5,0,0.0
299.2299499511719,0.22688354551792145,STANDARD,R_A3,6,2018-01-01,28,1619.565185546875,299.2299499511719,41,6,0,0.0
298.54638671875,0.26596105098724365,STANDARD,R_A3,6,2018-01-01,29,1609.3663330078125,298.54638671875,41,7,0,0.0
298.68377685546875,0.19722381234169006,STANDARD,R_A3,7,2018-01-01,29,1611.4163818359375,298.68377685546875,41,8,0,0.0
298.8211669921875,0.3807685971260071,STANDARD,R_A3,8,2018-01-01,29,1613.46630859375,298.8211669921875,41,9,0,0.0
298.95855712890625,0.8020743727684021,STANDARD,R_A3,9,2018-01-01,29,1615.516357421875,298.95855712890625,41,10,0,0.0
299.095947265625,0.7998339533805847,STANDARD,R_A3,10,2018-01-01,29,1617.5662841796875,299.095947265625,41,11,0,0.0
299.24237060546875,0.048946261405944824,STANDARD,R_A3,11,2018-01-01,29,1619.750732421875,299.24237060546875,41,12,0,0.0
299.3978271484375,0.05424661189317703,STANDARD,R_A3,12,2018-01-01,29,1622.0697021484375,299.3978271484375,41,13,0,0.0
299.5532531738281,0.3695291578769684,STANDARD,R_A3,13,2018-01-01,29,1624.388671875,299.5532531738281,41,14,0,0.0
299.7087097167969,0.36767199635505676,STANDARD,R_A3,14,2018-01-01,29,1626.707763671875,299.7087097167969,41,15,0,0.0
299.8641662597656,0.4412824809551239,STANDARD,R_A3,15,2018-01-01,29,1629.026611328125,299.8641662597656,41,16,0,0.0
299.992919921875,0.8111897110939026,STANDARD,R_A3,16,2018-01-01,29,1630.9468994140625,299.992919921875,41,17,0,0.0
300.16583251953125,0.37905046343803406,STANDARD,R_A3,27,2018-01-01,29,1633.5262451171875,300.16583251953125,41,18,0,0.0
300.40966796875,0.04574024677276611,STANDARD,R_A3,28,2018-01-01,29,1637.1630859375,300.40966796875,41,19,0,0.0
300.6535339355469,0.05056381970643997,STANDARD,R_A3,29,2018-01-01,29,1640.8001708984375,300.6535339355469,41,20,0,0.0
300.89739990234375,0.6481541991233826,STANDARD,R_A3,30,2018-01-01,29,1644.4371337890625,300.89739990234375,41,21,0,0.0
301.14129638671875,0.06256569176912308,STANDARD,R_A3,31,2018-01-01,29,1648.0740966796875,301.14129638671875,41,22,0,0.0
300.009033203125,0.05170147493481636,STANDARD,R_A4,1,2018-01-01,30,1631.1873779296875,300.009033203125,52,1,0,0.0
299.7571105957031,0.048609890043735504,STANDARD,R_A4,1,2018-01-01,31,1627.4293212890625,299.7571105957031,52,2,0,0.0
299.89520263671875,0.05221238359808922,STANDARD,R_A4,2,2018-01-01,31,1629.4896240234375,299.89520263671875,52,3,0,0.0
300.0333251953125,0.054313696920871735,STANDARD,R_A4,3,2018-01-01,31,1631.5498046875,300.0333251953125,52,4,0,0.0
300.17144775390625,0.05736476555466652,STANDARD,R_A4,4,2018-01-01,31,1633.610107421875,300.17144775390625,52,5,0,0.0
300.0901184082031,0.056389473378658295,STANDARD,R_A4,4,2018-01-01,32,1632.3968505859375,300.0901184082031,52,6,0,0.0
300.3236999511719,0.05910776928067207,STANDARD,R_A4,4,2018-01-01,32,1635.880615234375,300.3236999511719,51,7,0,0.0
300.4202575683594,0.05742491036653519,STANDARD,R_A4,4,2018-01-01,33,1637.321044921875,300.4202575683594,51,8,0,0.0
300.29644775390625,0.05627985671162605,STANDARD,R_A4,3,2018-01-01,33,1635.474609375,300.29644775390625,51,9,0,0.0
300.74395751953125,0.06314294040203094,STANDARD,R_A4,4,2018-01-01,33,1642.1485595703125,300.74395751953125,50,10,0,0.0
300.67578125,0.06145904213190079,STANDARD,R_A4,4,2018-01-01,34,1641.132080078125,300.67578125,50,11,0,0.0
300.5467224121094,0.1401393711566925,STANDARD,R_A4,3,2018-01-01,34,1639.20703125,300.5467224121094,50,12,0,0.0
300.66064453125,0.14248615503311157,STANDARD,R_A4,3,2018-01-01,35,1640.9061279296875,300.66064453125,50,13,0,0.0
300.53570556640625,0.23273660242557526,STANDARD,R_A4,2,2018-01-01,35,1639.0426025390625,300.53570556640625,50,14,0,0.0
300.72943115234375,0.23657433688640594,STANDARD,R_A4,2,2018-01-01,35,1641.93212890625,300.72943115234375,49,15,0,0.0
300.7579650878906,1.0,STANDARD,R_A4,30,2018-01-01,36,1642.357421875,300.7579650878906,49,16,0,0.0
300.5735168457031,0.6481541991233826,STANDARD,R_A4,30,2018-01-01,36,1639.6068115234375,300.5735168457031,48,17,0,0.0
301.0526123046875,0.6481541991233826,STANDARD,R_A4,30,2018-01-01,37,1646.7513427734375,301.0526123046875,48,18,0,0.0
301.5025939941406,0.6481541991233826,STANDARD,R_A4,30,2018-01-01,38,1653.461669921875,301.5025939941406,48,19,0,0.0
301.7947998046875,0.6481541991233826,STANDARD,R_A4,30,2018-01-01,38,1657.8184814453125,301.7947998046875,47,20,0,0.0
303.8440856933594,1.0,STANDARD,R_A5,1,2018-01-01,31,1685.026611328125,303.8440856933594,20,1,0,0.0
304.0601806640625,1.0,STANDARD,R_A5,2,2018-01-01,31,1687.3070068359375,304.0601806640625,20,2,0,0.0
304.27630615234375,1.0,STANDARD,R_A5,3,2018-01-01,31,1689.5875244140625,304.27630615234375,20,3,0,0.0
304.4924011230469,1.0,STANDARD,R_A5,4,2018-01-01,31,1691.8680419921875,304.4924011230469,20,4,0,0.0
304.7085266113281,1.0,STANDARD,R_A5,5,2018-01-01,31,1694.1485595703125,304.7085266113281,20,5,0,0.0
304.9246520996094,1.0,STANDARD,R_A5,6,2018-01-01,31,1696.4290771484375,304.9246520996094,20,6,0,0.0
305.446533203125,1.0,STANDARD,R_A5,7,2018-01-01,31,1698.70947265625,305.446533203125,20,7,0,0.0
305.988037109375,1.0,STANDARD,R_A5,11,2018-01-01,31,1707.6488037109375,305.988037109375,20,8,0,0.0
306.1695251464844,1.0,STANDARD,R_A5,12,2018-01-01,31,1709.5638427734375,306.1695251464844,20,9,0,0.0
305.4322814941406,1.0,STANDARD,R_A5,12,2018-01-01,31,1701.7845458984375,305.4322814941406,21,10,0,0.0
305.6291198730469,1.0,STANDARD,R_A5,13,2018-01-01,31,1703.735107421875,305.6291198730469,21,11,0,0.0
305.81396484375,1.0,STANDARD,R_A5,14,2018-01-01,31,1705.6856689453125,305.81396484375,21,12,0,0.0
305.9988098144531,1.0,STANDARD,R_A5,15,2018-01-01,31,1707.63623046875,305.9988098144531,21,13,0,0.0
306.3287048339844,1.0,STANDARD,R_A5,16,2018-01-01,31,1709.5867919921875,306.3287048339844,21,14,0,0.0
306.5135498046875,1.0,STANDARD,R_A5,17,2018-01-01,31,1711.537353515625,306.5135498046875,21,15,0,0.0
306.6856994628906,1.0,STANDARD,R_A5,18,2018-01-01,31,1713.35400390625,306.6856994628906,21,16,0,0.0
306.7843933105469,1.0,STANDARD,R_A5,19,2018-01-01,31,1714.3951416015625,306.7843933105469,21,17,0,0.0
306.75689697265625,1.0,STANDARD,R_A5,27,2018-01-01,31,1715.7628173828125,306.75689697265625,21,18,0,0.0
306.978271484375,1.0,STANDARD,R_A5,28,2018-01-01,31,1718.098388671875,306.978271484375,21,19,0,0.0
307.5054016113281,1.0,STANDARD,R_A5,29,2018-01-01,31,1720.43408203125,307.5054016113281,21,20,0,0.0
307.7267761230469,1.0,STANDARD,R_A5,30,2018-01-01,31,1722.7696533203125,307.7267761230469,21,21,0,0.0
307.9481506347656,1.0,STANDARD,R_A5,31,2018-01-01,31,1725.105224609375,307.9481506347656,21,22,0,0.0
305.11419677734375,1.0,STANDARD,R_A6,1,2018-01-01,17,1695.20263671875,305.11419677734375,42,1,0,0.0
305.2609558105469,1.0,STANDARD,R_A6,2,2018-01-01,17,1696.7510986328125,305.2609558105469,42,2,0,0.0
305.4076843261719,1.0,STANDARD,R_A6,3,2018-01-01,17,1698.299560546875,305.4076843261719,42,3,0,0.0
305.554443359375,1.0,STANDARD,R_A6,4,2018-01-01,17,1699.84814453125,305.554443359375,42,4,0,0.0
305.7012023925781,1.0,STANDARD,R_A6,5,2018-01-01,17,1701.3966064453125,305.7012023925781,42,5,0,0.0
305.84796142578125,1.0,STANDARD,R_A6,6,2018-01-01,17,1702.9451904296875,305.84796142578125,42,6,0,0.0
305.6956481933594,1.0,STANDARD,R_A6,7,2018-01-01,17,1704.49365234375,305.6956481933594,42,7,0,0.0
305.8424072265625,1.0,STANDARD,R_A6,8,2018-01-01,17,1706.042236328125,305.8424072265625,42,8,0,0.0
306.2882080078125,1.0,STANDARD,R_A6,9,2018-01-01,17,1707.5906982421875,306.2882080078125,42,9,0,0.0
306.1291809082031,1.0,STANDARD,R_A6,10,2018-01-01,17,1709.1392822265625,306.1291809082031,42,10,0,0.0
306.3109130859375,1.0,STANDARD,R_A6,11,2018-01-01,17,1711.055419921875,306.3109130859375,42,11,0,0.0
306.52734375,1.0,STANDARD,R_A6,12,2018-01-01,17,1713.3392333984375,306.52734375,42,12,0,0.0
306.7557678222656,1.0,STANDARD,R_A6,13,2018-01-01,17,1715.623046875,306.7557678222656,42,13,0,0.0
306.9721984863281,1.0,STANDARD,R_A6,14,2018-01-01,17,1717.9068603515625,306.9721984863281,42,14,0,0.0
307.18865966796875,1.0,STANDARD,R_A6,15,2018-01-01,17,1720.190673828125,307.18865966796875,42,15,0,0.0
307.55010986328125,1.0,STANDARD,R_A6,16,2018-01-01,17,1722.474365234375,307.55010986328125,42,16,0,0.0
307.7665710449219,1.0,STANDARD,R_A6,17,2018-01-01,17,1724.7581787109375,307.7665710449219,42,17,0,0.0
307.921630859375,1.0,STANDARD,R_A6,18,2018-01-01,17,1726.394287109375,307.921630859375,42,18,0,0.0
307.8930969238281,1.0,STANDARD,R_A6,27,2018-01-01,17,1727.7508544921875,307.8930969238281,42,19,0,0.0
308.3623352050781,1.0,STANDARD,R_A6,28,2018-01-01,17,1729.4755859375,308.3623352050781,42,20,0,0.0
308.52581787109375,1.0,STANDARD,R_A6,29,2018-01-01,17,1731.2001953125,308.52581787109375,42,21,0,0.0
308.68927001953125,1.0,STANDARD,R_A6,30,2018-01-01,17,1732.9249267578125,308.68927001953125,42,22,0,0.0
308.5469665527344,1.0,STANDARD,R_A6,31,2018-01-01,17,1734.649658203125,308.5469665527344,42,23,0,0.0
298.5945129394531,0.05651046335697174,STANDARD,R_A2,1,2018-03-01,22,1641.094970703125,298.5945129394531,30,1,0,0.0
298.7147521972656,0.05710241198539734,STANDARD,R_A2,2,2018-03-01,22,1642.8890380859375,298.7147521972656,30,2,0,0.0
298.8349914550781,0.06135234609246254,STANDARD,R_A2,3,2018-03-01,22,1644.68310546875,298.8349914550781,30,3,0,0.0
298.9552307128906,0.0675407275557518,STANDARD,R_A2,4,2018-03-01,22,1646.4771728515625,298.9552307128906,30,4,0,0.0
299.0754699707031,0.07105127722024918,STANDARD,R_A2,5,2018-03-01,22,1648.2713623046875,299.0754699707031,30,5,0,0.0
299.1991271972656,0.3216046094894409,STANDARD,R_A2,6,2018-03-01,22,1650.0654296875,299.1991271972656,30,6,0,0.0
299.3717956542969,0.6902682185173035,STANDARD,R_A2,7,2018-03-01,22,1651.859619140625,299.3717956542969,30,7,0,0.0
299.52093505859375,0.6482815146446228,STANDARD,R_A2,8,2018-03-01,22,1653.6536865234375,299.52093505859375,30,8,0,0.0
299.64874267578125,0.6485092639923096,STANDARD,R_A2,9,2018-03-01,22,1655.44775390625,299.64874267578125,30,9,0,0.0
299.9609069824219,0.9161404371261597,STANDARD,R_A2,10,2018-03-01,22,1657.2418212890625,299.9609069824219,30,10,0,0.0
300.1288757324219,0.07606329768896103,STANDARD,R_A2,11,2018-03-01,22,1659.1368408203125,300.1288757324219,30,11,0,0.0
300.2626953125,0.08102461695671082,STANDARD,R_A2,12,2018-03-01,22,1661.132568359375,300.2626953125,30,12,0,0.0
300.3974609375,0.4567981958389282,STANDARD,R_A2,13,2018-03-01,22,1663.12841796875,300.3974609375,30,13,0,0.0
300.5333557128906,0.5043449401855469,STANDARD,R_A2,14,2018-03-01,22,1665.1241455078125,300.5333557128906,30,14,0,0.0
300.6708068847656,0.6864746809005737,STANDARD,R_A2,15,2018-03-01,22,1667.1199951171875,300.6708068847656,30,15,0,0.0
300.8052062988281,0.9750916361808777,STANDARD,R_A2,16,2018-03-01,22,1669.11572265625,300.8052062988281,30,16,0,0.0
300.9397888183594,0.9595697522163391,STANDARD,R_A2,17,2018-03-01,22,1671.111572265625,300.9397888183594,30,17,0,0.0
301.0659484863281,0.9807537198066711,STANDARD,R_A2,18,2018-03-01,22,1672.9881591796875,301.0659484863281,30,18,0,0.0
301.0679626464844,0.9992631077766418,STANDARD,R_A2,18,2018-03-01,22,1674.229736328125,301.0679626464844,29,19,0,0.0
302.9804992675781,1.0,STANDARD,R_A2,27,2018-03-01,22,1676.1676025390625,302.9804992675781,29,20,0,-7.188060503803342e-15
303.4347839355469,1.0,STANDARD,R_A2,28,2018-03-01,22,1677.9368896484375,303.4347839355469,29,21,0,-6.259273207029478e-15
302.94647216796875,1.0,STANDARD,R_A2,29,2018-03-01,22,1679.7061767578125,302.94647216796875,29,22,0,-2.482776484402649e-11
303.7580871582031,1.0,STANDARD,R_A2,30,2018-03-01,22,1681.4754638671875,303.7580871582031,29,23,0,-7.144472865963994e-14
303.9347839355469,1.0,STANDARD,R_A2,31,2018-03-01,22,1683.2447509765625,303.9347839355469,29,24,0,-8.911321082904957e-15
276.809326171875,1.0,STANDARD,R_A5,1,2018-04-28,31,1685.026611328125,276.809326171875,20,1,0,3.365466203788213e-14
277.0254211425781,1.0,STANDARD,R_A5,2,2018-04-28,31,1687.3070068359375,277.0254211425781,20,2,0,1.8102203763747937e-11
277.2414245605469,1.0,STANDARD,R_A5,3,2018-04-28,31,1689.5875244140625,277.2414245605469,20,3,0,2.46769167600025e-11
277.4573669433594,1.0,STANDARD,R_A5,4,2018-04-28,31,1691.8680419921875,277.4573669433594,20,4,0,2.1002642333622923e-11
277.67333984375,1.0,STANDARD,R_A5,5,2018-04-28,31,1694.1485595703125,277.67333984375,20,5,0,1.890730280673658e-11
277.8892822265625,1.0,STANDARD,R_A5,6,2018-04-28,31,1696.4290771484375,277.8892822265625,20,6,0,1.8884453029111015e-11
278.4239807128906,1.0,STANDARD,R_A5,7,2018-04-28,31,1698.70947265625,278.4239807128906,20,7,0,1.3635640739358829e-13
277.39556884765625,1.0,STANDARD,R_A5,11,2018-04-28,31,1707.6488037109375,277.39556884765625,20,8,0,5.042830302642853e-13
277.5775146484375,1.0,STANDARD,R_A5,12,2018-04-28,31,1709.5638427734375,277.5775146484375,20,9,0,8.567994404240498e-13
276.1751403808594,1.0,STANDARD,R_A5,12,2018-04-28,31,1701.7845458984375,276.1751403808594,21,10,0,1.6798637134107786e-11
276.3753967285156,1.0,STANDARD,R_A5,13,2018-04-28,31,1703.735107421875,276.3753967285156,21,11,0,4.2736999919870677e-13
276.5655212402344,1.0,STANDARD,R_A5,14,2018-04-28,31,1705.6856689453125,276.5655212402344,21,12,0,7.141970933925712e-13
276.7699890136719,1.0,STANDARD,R_A5,15,2018-04-28,31,1707.63623046875,276.7699890136719,21,13,0,1.5281626333275844e-13
277.1728210449219,1.0,STANDARD,R_A5,16,2018-04-28,31,1709.5867919921875,277.1728210449219,21,14,0,1.455637232928783e-13
277.5432434082031,1.0,STANDARD,R_A5,17,2018-04-28,31,1711.537353515625,277.5432434082031,21,15,0,4.429667556696791e-14
277.907958984375,1.0,STANDARD,R_A5,18,2018-04-28,31,1713.35400390625,277.907958984375,21,16,0,7.68092729176717e-14
278.084228515625,1.0,STANDARD,R_A5,19,2018-04-28,31,1714.3951416015625,278.084228515625,21,17,0,0.0
278.1108093261719,1.0,STANDARD,R_A5,27,2018-04-28,31,1715.7628173828125,278.1108093261719,21,18,0,6.22690985688408e-14
278.3541259765625,1.0,STANDARD,R_A5,28,2018-04-28,31,1718.098388671875,278.3541259765625,21,19,0,8.342223531973905e-14
278.9190673828125,1.0,STANDARD,R_A5,29,2018-04-28,31,1720.43408203125,278.9190673828125,21,20,0,2.363250253775478e-18
283.2295837402344,1.0,STANDARD,R_A5,30,2018-04-28,31,1722.7696533203125,283.2295837402344,21,21,0,5.211826546982416e-16
298.42706298828125,1.0,STANDARD,R_A5,31,2018-04-28,31,1725.105224609375,298.42706298828125,21,22,0,4.7203019650073043e-20
280.1925354003906,0.6500462889671326,STANDARD,R_A3,1,2018-07-03,28,1609.243408203125,280.1925354003906,41,1,0,0.0
280.33538818359375,0.22985240817070007,STANDARD,R_A3,2,2018-07-03,28,1611.3077392578125,280.33538818359375,41,2,0,0.0
280.4732971191406,0.19908691942691803,STANDARD,R_A3,3,2018-07-03,28,1613.3720703125,280.4732971191406,41,3,0,0.0
280.65191650390625,0.3823067545890808,STANDARD,R_A3,4,2018-07-03,28,1615.4365234375,280.65191650390625,41,4,0,0.0
281.0272521972656,0.8192085027694702,STANDARD,R_A3,5,2018-07-03,28,1617.5008544921875,281.0272521972656,41,5,0,0.0
281.1907653808594,0.22740590572357178,STANDARD,R_A3,6,2018-07-03,28,1619.565185546875,281.1907653808594,41,6,0,0.0
280.48443603515625,0.26619890332221985,STANDARD,R_A3,6,2018-07-03,29,1609.3663330078125,280.48443603515625,41,7,0,0.0
280.6214904785156,0.1980222761631012,STANDARD,R_A3,7,2018-07-03,29,1611.4163818359375,280.6214904785156,41,8,0,0.0
280.76177978515625,0.3827684223651886,STANDARD,R_A3,8,2018-07-03,29,1613.46630859375,280.76177978515625,41,9,0,0.0
280.9688415527344,0.8010328412055969,STANDARD,R_A3,9,2018-07-03,29,1615.516357421875,280.9688415527344,41,10,0,0.0
283.0265808105469,0.7979321479797363,STANDARD,R_A3,10,2018-07-03,29,1617.5662841796875,283.0265808105469,41,11,0,0.0
283.388427734375,0.04906141012907028,STANDARD,R_A3,11,2018-07-03,29,1619.750732421875,283.388427734375,41,12,0,0.0
283.5432434082031,0.05437697842717171,STANDARD,R_A3,12,2018-07-03,29,1622.0697021484375,283.5432434082031,41,13,0,0.0
283.6991271972656,0.37010452151298523,STANDARD,R_A3,13,2018-07-03,29,1624.388671875,283.6991271972656,41,14,0,0.0
283.8552551269531,0.3684271275997162,STANDARD,R_A3,14,2018-07-03,29,1626.707763671875,283.8552551269531,41,15,0,0.0
284.0181884765625,0.44227471947669983,STANDARD,R_A3,15,2018-07-03,29,1629.026611328125,284.0181884765625,41,16,0,0.0
284.1734619140625,0.8102924227714539,STANDARD,R_A3,16,2018-07-03,29,1630.9468994140625,284.1734619140625,41,17,0,0.0
284.0645751953125,0.3790343403816223,STANDARD,R_A3,27,2018-07-03,29,1633.5262451171875,284.0645751953125,41,18,0,0.0
284.2796325683594,0.04582715034484863,STANDARD,R_A3,28,2018-07-03,29,1637.1630859375,284.2796325683594,41,19,0,0.0
284.52252197265625,0.05068885162472725,STANDARD,R_A3,29,2018-07-03,29,1640.8001708984375,284.52252197265625,41,20,0,0.0
284.7744140625,0.6495290994644165,STANDARD,R_A3,30,2018-07-03,29,1644.4371337890625,284.7744140625,41,21,0,0.0
285.0168151855469,0.0626683160662651,STANDARD,R_A3,31,2018-07-03,29,1648.0740966796875,285.0168151855469,41,22,0,0.0
277.368896484375,0.05179964751005173,STANDARD,R_A4,1,2018-09-12,30,1631.1873779296875,277.368896484375,52,1,0,0.0
277.2463684082031,0.048754528164863586,STANDARD,R_A4,1,2018-09-12,31,1627.4293212890625,277.2463684082031,52,2,0,0.0
277.3836669921875,0.052346017211675644,STANDARD,R_A4,2,2018-09-12,31,1629.4896240234375,277.3836669921875,52,3,0,0.0
277.5209045410156,0.05443995073437691,STANDARD,R_A4,3,2018-09-12,31,1631.5498046875,277.5209045410156,52,4,0,0.0
277.6581726074219,0.05747368559241295,STANDARD,R_A4,4,2018-09-12,31,1633.610107421875,277.6581726074219,52,5,0,0.0
277.7021484375,0.056524019688367844,STANDARD,R_A4,4,2018-09-12,32,1632.3968505859375,277.7021484375,52,6,0,0.0
277.7722473144531,0.0591878667473793,STANDARD,R_A4,4,2018-09-12,32,1635.880615234375,277.7722473144531,51,7,0,0.0
278.0041198730469,0.05755458027124405,STANDARD,R_A4,4,2018-09-12,33,1637.321044921875,278.0041198730469,51,8,0,0.0
277.8810729980469,0.05642819032073021,STANDARD,R_A4,3,2018-09-12,33,1635.474609375,277.8810729980469,51,9,0,0.0
278.1482238769531,0.06333737075328827,STANDARD,R_A4,4,2018-09-12,33,1642.1485595703125,278.1482238769531,50,10,0,0.0
278.2449645996094,0.06167956069111824,STANDARD,R_A4,4,2018-09-12,34,1641.132080078125,278.2449645996094,50,11,0,0.0
278.11700439453125,0.1403723508119583,STANDARD,R_A4,3,2018-09-12,34,1639.20703125,278.11700439453125,50,12,0,0.0
278.35296630859375,0.1428191065788269,STANDARD,R_A4,3,2018-09-12,35,1640.9061279296875,278.35296630859375,50,13,0,0.0
278.2285461425781,0.23306360840797424,STANDARD,R_A4,2,2018-09-12,35,1639.0426025390625,278.2285461425781,50,14,0,0.0
278.3435363769531,0.23688694834709167,STANDARD,R_A4,2,2018-09-12,35,1641.93212890625,278.3435363769531,49,15,0,0.0
284.9494934082031,1.0,STANDARD,R_A4,30,2018-09-12,36,1642.357421875,284.9494934082031,49,16,0,7.234235346181839e-12
278.4975280761719,0.6498845219612122,STANDARD,R_A4,30,2018-09-12,36,1639.6068115234375,278.4975280761719,48,17,0,0.0
279.2186279296875,0.6511009335517883,STANDARD,R_A4,30,2018-09-12,37,1646.7513427734375,279.2186279296875,48,18,0,0.0
279.9122009277344,0.6541351675987244,STANDARD,R_A4,30,2018-09-12,38,1653.461669921875,279.9122009277344,48,19,0,0.0
280.009521484375,0.6822723150253296,STANDARD,R_A4,30,2018-09-12,38,1657.8184814453125,280.009521484375,47,20,0,0.0
274.9933776855469,1.0,STANDARD,R_A6,1,2018-11-07,17,1695.20263671875,274.9933776855469,42,1,0,5.945941747105205e-18
275.138427734375,1.0,STANDARD,R_A6,2,2018-11-07,17,1696.7510986328125,275.138427734375,42,2,0,3.393491712591392e-18
275.2806396484375,1.0,STANDARD,R_A6,3,2018-11-07,17,1698.299560546875,275.2806396484375,42,3,0,3.0589261061351315e-18
275.4184265136719,1.0,STANDARD,R_A6,4,2018-11-07,17,1699.84814453125,275.4184265136719,42,4,0,3.639186481601027e-18
275.5539855957031,1.0,STANDARD,R_A6,5,2018-11-07,17,1701.3966064453125,275.5539855957031,42,5,0,2.937343584184484e-18
275.6937561035156,1.0,STANDARD,R_A6,6,2018-11-07,17,1702.9451904296875,275.6937561035156,42,6,0,5.224134266578266e-17
275.5379638671875,1.0,STANDARD,R_A6,7,2018-11-07,17,1704.49365234375,275.5379638671875,42,7,0,6.250331556661347e-17
275.68475341796875,1.0,STANDARD,R_A6,8,2018-11-07,17,1706.042236328125,275.68475341796875,42,8,0,2.921952648117016e-17
276.1296081542969,1.0,STANDARD,R_A6,9,2018-11-07,17,1707.5906982421875,276.1296081542969,42,9,0,-5.601433016095751e-18
275.96710205078125,1.0,STANDARD,R_A6,10,2018-11-07,17,1709.1392822265625,275.96710205078125,42,10,0,2.712282347518423e-16
276.1593017578125,1.0,STANDARD,R_A6,11,2018-11-07,17,1711.055419921875,276.1593017578125,42,11,0,4.398692387672825e-17
276.37542724609375,1.0,STANDARD,R_A6,12,2018-11-07,17,1713.3392333984375,276.37542724609375,42,12,0,1.3169911455009952e-17
276.60321044921875,1.0,STANDARD,R_A6,13,2018-11-07,17,1715.623046875,276.60321044921875,42,13,0,-1.0240921154241335e-17
276.81854248046875,1.0,STANDARD,R_A6,14,2018-11-07,17,1717.9068603515625,276.81854248046875,42,14,0,6.1173712067440634e-18
277.02606201171875,1.0,STANDARD,R_A6,15,2018-11-07,17,1720.190673828125,277.02606201171875,42,15,0,4.231289395101691e-18
