ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL,BULK_GAS,PORV_GAS,HCPV_GAS,GIIP_GAS,ASSOCIATEDOIL_GAS
Valysar,WestLowland,17096389,2972053,1639576,1143359,160984916,0,0,0,0,0
Valysar,CentralSouth,67734969,12708140,9636870,6720272,946214354,0,0,0,0,0
Valysar,CentralNorth,33872312,5584163,4054233,2827220,398072545,0,0,0,0,0
Valysar,NorthHorst,3869283,600057,353383,217066,42523200,25296062,2827715,1707601,397116597,60759
Valysar,CentralRamp,13555203,2139180,1444572,1007372,141838035,0,0,0,0,0
Valysar,CentralHorst,88357395,14146954,10609327,7398415,1041696880,0,0,0,0,0
Valysar,EastLowland,3871513,446138,134732,93955,13228910,0,0,0,0,0
Therys,WestLowland,3922515,868323,492563,343489,48363271,0,0,0,0,0
Therys,CentralSouth,14934146,3670355,2381334,1660623,233815776,0,0,0,0,0
Therys,CentralNorth,19898407,3906489,2315620,1614798,227363570,0,0,0,0,0
Therys,NorthHorst,6330043,870389,349385,214610,42042086,17729368,2862860,1793763,417154135,63825
Therys,CentralRamp,6588292,1669810,1275212,889269,125209078,0,0,0,0,0
Therys,CentralHorst,31202336,7627157,5852298,4081101,574618980,0,0,0,0,0
Therys,EastLowland,0,0,0,0,0,0,0,0,0,0
Volon,WestLowland,510874,78445,42840,29874,4206295,0,0,0,0,0
Volon,CentralSouth,28453844,5189553,3892385,2714355,382181239,0,0,0,0,0
Volon,CentralNorth,7682546,1122492,682241,475761,66987091,0,0,0,0,0
Volon,NorthHorst,3810274,645059,447319,274766,53826664,4083765,733013,602519,140120610,21438
Volon,CentralRamp,12790726,2004274,1378417,961239,135342463,0,0,0,0,0
Volon,CentralHorst,83139686,14362539,11250112,7845267,1104613563,0,0,0,0,0
Volon,EastLowland,0,0,0,0,0,0,0,0,0,0
