SGAS,CONBPRES,WELL,CONIDX,CONKPOS,DEPTH,CONJPOS,PRESSURE,DATE,WELLMODEL,CONIPOS,SWAT,DRAWDOWN
0.0,300.3528137207031,R_A4,8,5,1635.865478515625,51,300.3528137207031,2018-01-01,STANDARD,32,0.05812928080558777,0
0.0,300.27386474609375,R_A4,9,5,1634.68798828125,51,300.27386474609375,2018-01-01,STANDARD,33,0.05828496068716049,0
0.0,300.39678955078125,R_A4,10,6,1636.5213623046875,51,300.39678955078125,2018-01-01,STANDARD,33,0.05679210647940636,0
0.0,300.8279113769531,R_A4,11,6,1642.951416015625,50,300.8279113769531,2018-01-01,STANDARD,33,0.0633738711476326,0
0.0,300.7547607421875,R_A4,12,6,1641.860107421875,50,300.7547607421875,2018-01-01,STANDARD,34,0.09643682092428207,0
0.0,300.629150390625,R_A4,13,5,1639.9869384765625,50,300.629150390625,2018-01-01,STANDARD,34,0.06352140009403229,0
0.0,300.7298889160156,R_A4,14,5,1641.489501953125,50,300.7298889160156,2018-01-01,STANDARD,35,0.10079744458198547,0
0.0,300.61004638671875,R_A4,15,4,1639.7022705078125,50,300.61004638671875,2018-01-01,STANDARD,35,0.23065224289894104,0
0.0,300.91741943359375,R_A4,16,4,1644.2860107421875,49,300.91741943359375,2018-01-01,STANDARD,35,0.1401418298482895,0
0.0,300.7928161621094,R_A4,17,3,1642.427978515625,49,300.7928161621094,2018-01-01,STANDARD,35,0.23434120416641235,0
0.0,300.6682434082031,R_A4,18,2,1640.570068359375,49,300.6682434082031,2018-01-01,STANDARD,35,0.2049020379781723,0
0.0,300.8034973144531,R_A4,19,30,1642.5869140625,49,300.8034973144531,2018-01-01,STANDARD,36,0.05604909732937813,0
0.0,300.68634033203125,R_A4,20,30,1640.83984375,48,300.68634033203125,2018-01-01,STANDARD,36,0.08528924733400345,0
0.0,301.12451171875,R_A4,21,30,1647.374267578125,48,301.12451171875,2018-01-01,STANDARD,37,0.17148533463478088,0
0.0,301.4443054199219,R_A4,22,30,1652.142822265625,48,301.4443054199219,2018-01-01,STANDARD,38,0.05999382957816124,0
0.0,301.870361328125,R_A4,23,30,1658.4954833984375,47,301.870361328125,2018-01-01,STANDARD,38,0.1494845449924469,0
0.0,303.6189270019531,R_A5,1,1,1682.650390625,20,303.6189270019531,2018-01-01,STANDARD,31,1.0,0
0.0,303.8291015625,R_A5,2,2,1684.8685302734375,20,303.8291015625,2018-01-01,STANDARD,31,1.0,0
0.0,304.039306640625,R_A5,3,3,1687.086669921875,20,304.039306640625,2018-01-01,STANDARD,31,1.0,0
0.0,304.24951171875,R_A5,4,4,1689.3048095703125,20,304.24951171875,2018-01-01,STANDARD,31,1.0,0
0.0,304.459716796875,R_A5,5,5,1691.52294921875,20,304.459716796875,2018-01-01,STANDARD,31,1.0,0
0.0,304.669921875,R_A5,6,6,1693.7410888671875,20,304.669921875,2018-01-01,STANDARD,31,1.0,0
0.0,305.1859130859375,R_A5,7,7,1695.959228515625,20,305.1859130859375,2018-01-01,STANDARD,31,1.0,0
0.0,305.6334533691406,R_A5,8,11,1703.9071044921875,21,305.6334533691406,2018-01-01,STANDARD,31,1.0,0
0.0,305.8128356933594,R_A5,9,12,1705.8001708984375,21,305.8128356933594,2018-01-01,STANDARD,31,1.0,0
0.0,306.00421142578125,R_A5,10,13,1707.6932373046875,21,306.00421142578125,2018-01-01,STANDARD,31,1.0,0
0.0,306.1836242675781,R_A5,11,14,1709.5863037109375,21,306.1836242675781,2018-01-01,STANDARD,31,1.0,0
0.0,306.363037109375,R_A5,12,15,1711.4793701171875,21,306.363037109375,2018-01-01,STANDARD,31,1.0,0
0.0,306.6874694824219,R_A5,13,16,1713.3724365234375,21,306.6874694824219,2018-01-01,STANDARD,31,1.0,0
0.0,306.8583679199219,R_A5,14,17,1715.17578125,21,306.8583679199219,2018-01-01,STANDARD,31,1.0,0
0.0,307.0025329589844,R_A5,15,18,1716.697021484375,21,307.0025329589844,2018-01-01,STANDARD,31,1.0,0
0.0,307.0819091796875,R_A5,16,19,1717.534423828125,21,307.0819091796875,2018-01-01,STANDARD,31,1.0,0
0.0,307.04638671875,R_A5,17,27,1718.8172607421875,21,307.04638671875,2018-01-01,STANDARD,31,1.0,0
0.0,307.25677490234375,R_A5,18,28,1721.037109375,21,307.25677490234375,2018-01-01,STANDARD,31,1.0,0
0.0,307.77294921875,R_A5,19,29,1723.2569580078125,21,307.77294921875,2018-01-01,STANDARD,31,1.0,0
0.0,307.98333740234375,R_A5,20,30,1725.476806640625,21,307.98333740234375,2018-01-01,STANDARD,31,1.0,0
0.0,308.1937561035156,R_A5,21,31,1727.6966552734375,21,308.1937561035156,2018-01-01,STANDARD,31,1.0,0
0.0,305.1309509277344,R_A6,1,1,1695.37939453125,42,305.1309509277344,2018-01-01,STANDARD,17,1.0,0
0.0,305.27825927734375,R_A6,2,2,1696.9337158203125,42,305.27825927734375,2018-01-01,STANDARD,17,1.0,0
0.0,305.4255676269531,R_A6,3,3,1698.488037109375,42,305.4255676269531,2018-01-01,STANDARD,17,1.0,0
0.0,305.5728454589844,R_A6,4,4,1700.04248046875,42,305.5728454589844,2018-01-01,STANDARD,17,1.0,0
0.0,305.72015380859375,R_A6,5,5,1701.5966796875,42,305.72015380859375,2018-01-01,STANDARD,17,1.0,0
0.0,305.8674621582031,R_A6,6,6,1703.151123046875,42,305.8674621582031,2018-01-01,STANDARD,17,1.0,0
0.0,305.7157287597656,R_A6,7,7,1704.7054443359375,42,305.7157287597656,2018-01-01,STANDARD,17,1.0,0
0.0,305.863037109375,R_A6,8,8,1706.259765625,42,305.863037109375,2018-01-01,STANDARD,17,1.0,0
0.0,306.30938720703125,R_A6,9,9,1707.814208984375,42,306.30938720703125,2018-01-01,STANDARD,17,1.0,0
0.0,306.1509094238281,R_A6,10,10,1709.3685302734375,42,306.1509094238281,2018-01-01,STANDARD,17,1.0,0
0.0,306.33563232421875,R_A6,11,11,1711.3162841796875,42,306.33563232421875,2018-01-01,STANDARD,17,1.0,0
0.0,306.5574951171875,R_A6,12,12,1713.657470703125,42,306.5574951171875,2018-01-01,STANDARD,17,1.0,0
0.0,306.7913513183594,R_A6,13,13,1715.9986572265625,42,306.7913513183594,2018-01-01,STANDARD,17,1.0,0
0.0,307.01324462890625,R_A6,14,14,1718.33984375,42,307.01324462890625,2018-01-01,STANDARD,17,1.0,0
0.0,307.2351379394531,R_A6,15,15,1720.68115234375,42,307.2351379394531,2018-01-01,STANDARD,17,1.0,0
0.0,307.6020202636719,R_A6,16,16,1723.0223388671875,42,307.6020202636719,2018-01-01,STANDARD,17,1.0,0
0.0,307.82391357421875,R_A6,17,17,1725.363525390625,42,307.82391357421875,2018-01-01,STANDARD,17,1.0,0
0.0,307.96453857421875,R_A6,18,18,1726.84716796875,42,307.96453857421875,2018-01-01,STANDARD,17,1.0,0
0.0,307.91900634765625,R_A6,19,27,1728.0242919921875,42,307.91900634765625,2018-01-01,STANDARD,17,1.0,0
0.0,308.38861083984375,R_A6,20,28,1729.75244140625,42,308.38861083984375,2018-01-01,STANDARD,17,1.0,0
0.0,308.2466125488281,R_A6,21,29,1731.480712890625,42,308.2466125488281,2018-01-01,STANDARD,17,1.0,0
0.0,308.7161865234375,R_A6,22,30,1733.2088623046875,42,308.7161865234375,2018-01-01,STANDARD,17,1.0,0
0.0,308.57421875,R_A6,23,31,1734.93701171875,42,308.57421875,2018-01-01,STANDARD,17,1.0,0
0.0,299.0345458984375,R_A2,1,1,1640.89013671875,30,299.0345458984375,2018-03-01,STANDARD,22,0.054983653128147125,0
0.0,299.1559753417969,R_A2,2,2,1642.7017822265625,30,299.1559753417969,2018-03-01,STANDARD,22,0.05738925188779831,0
0.0,299.2774353027344,R_A2,3,3,1644.5133056640625,30,299.2774353027344,2018-03-01,STANDARD,22,0.05979621037840843,0
0.0,299.39886474609375,R_A2,4,4,1646.324951171875,30,299.39886474609375,2018-03-01,STANDARD,22,0.06705747544765472,0
0.0,299.52032470703125,R_A2,5,5,1648.1365966796875,30,299.52032470703125,2018-03-01,STANDARD,22,0.07046191394329071,0
0.0,299.6529846191406,R_A2,6,6,1649.9482421875,30,299.6529846191406,2018-03-01,STANDARD,22,0.30540731549263,0
0.0,299.7773742675781,R_A2,7,7,1651.759765625,30,299.7773742675781,2018-03-01,STANDARD,22,0.6482822299003601,0
0.0,299.9078369140625,R_A2,8,8,1653.5714111328125,30,299.9078369140625,2018-03-01,STANDARD,22,0.3094078600406647,0
0.0,300.13702392578125,R_A2,9,9,1655.383056640625,30,300.13702392578125,2018-03-01,STANDARD,22,0.8924987316131592,0
0.0,300.40631103515625,R_A2,10,10,1657.1947021484375,30,300.40631103515625,2018-03-01,STANDARD,22,0.9143204689025879,0
0.0,299.9708251953125,R_A2,11,11,1659.0751953125,30,299.9708251953125,2018-03-01,STANDARD,22,0.0746840089559555,0
0.0,300.1048278808594,R_A2,12,12,1661.024169921875,30,300.1048278808594,2018-03-01,STANDARD,22,0.07739857584238052,0
0.0,300.2462158203125,R_A2,13,13,1662.9732666015625,30,300.2462158203125,2018-03-01,STANDARD,22,0.43885529041290283,0
0.0,300.3783874511719,R_A2,14,14,1664.92236328125,30,300.3783874511719,2018-03-01,STANDARD,22,0.47947415709495544,0
0.0,300.5184326171875,R_A2,15,15,1666.8714599609375,30,300.5184326171875,2018-03-01,STANDARD,22,0.6753622889518738,0
0.0,300.6500244140625,R_A2,16,16,1668.820556640625,30,300.6500244140625,2018-03-01,STANDARD,22,0.9527894258499146,0
0.0,300.7815246582031,R_A2,17,17,1670.7696533203125,30,300.7815246582031,2018-03-01,STANDARD,22,0.9388256072998047,0
0.0,300.55291748046875,R_A2,18,17,1669.233642578125,29,300.55291748046875,2018-03-01,STANDARD,22,0.9085834622383118,0
0.0,300.6920471191406,R_A2,19,18,1671.303466796875,29,300.6920471191406,2018-03-01,STANDARD,22,0.9454810619354248,0
0.0,300.7846984863281,R_A2,20,19,1672.68359375,29,300.7846984863281,2018-03-01,STANDARD,22,0.9343045353889465,0
-1.3445852504317957e-13,301.92578125,R_A2,21,27,1673.955078125,29,301.92578125,2018-03-01,STANDARD,22,1.0,0
-1.627233830299934e-15,302.1871337890625,R_A2,22,28,1675.795654296875,29,302.1871337890625,2018-03-01,STANDARD,22,1.0,0
2.3747903600199183e-14,301.8997497558594,R_A2,23,29,1677.6361083984375,29,301.8997497558594,2018-03-01,STANDARD,22,1.0,0
1.1583033199258352e-08,301.6872253417969,R_A2,24,30,1679.4765625,29,301.6872253417969,2018-03-01,STANDARD,22,1.0000001192092896,0
3.191117414758082e-08,301.86163330078125,R_A2,25,31,1681.317138671875,29,301.86163330078125,2018-03-01,STANDARD,22,1.0000003576278687,0
-4.210921975694726e-14,273.4756164550781,R_A5,1,1,1682.650390625,20,273.4756164550781,2018-04-28,STANDARD,31,1.0,0
-4.735066302268866e-14,273.68560791015625,R_A5,2,2,1684.8685302734375,20,273.68560791015625,2018-04-28,STANDARD,31,1.0,0
-4.3179273091081827e-14,273.8955993652344,R_A5,3,3,1687.086669921875,20,273.8955993652344,2018-04-28,STANDARD,31,1.0,0
-5.2865121947989063e-14,274.1055908203125,R_A5,4,4,1689.3048095703125,20,274.1055908203125,2018-04-28,STANDARD,31,1.0,0
-4.4727940697996543e-14,274.3155212402344,R_A5,5,5,1691.52294921875,20,274.3155212402344,2018-04-28,STANDARD,31,1.0,0
-3.7517013692749124e-14,274.5254211425781,R_A5,6,6,1693.7410888671875,20,274.5254211425781,2018-04-28,STANDARD,31,1.0,0
-2.442732702310352e-13,275.0819091796875,R_A5,7,7,1695.959228515625,20,275.0819091796875,2018-04-28,STANDARD,31,1.0,0
-5.7393187424814585e-11,276.1639099121094,R_A5,8,11,1703.9071044921875,21,276.1639099121094,2018-04-28,STANDARD,31,1.0,0
-1.2460937837133201e-10,276.52166748046875,R_A5,9,12,1705.8001708984375,21,276.52166748046875,2018-04-28,STANDARD,31,1.0,0
-5.6218124773466105e-12,276.7122802734375,R_A5,10,13,1707.6932373046875,21,276.7122802734375,2018-04-28,STANDARD,31,1.0,0
-1.067197458876068e-11,276.8904113769531,R_A5,11,14,1709.5863037109375,21,276.8904113769531,2018-04-28,STANDARD,31,1.0,0
-2.7329939526754554e-12,277.0589294433594,R_A5,12,15,1711.4793701171875,21,277.0589294433594,2018-04-28,STANDARD,31,1.0,0
-1.7542347782728562e-12,277.35174560546875,R_A5,13,16,1713.3724365234375,21,277.35174560546875,2018-04-28,STANDARD,31,1.0,0
-3.5166609750093836e-13,277.4456787109375,R_A5,14,17,1715.17578125,21,277.4456787109375,2018-04-28,STANDARD,31,1.0,0
-7.728848485689943e-13,277.50909423828125,R_A5,15,18,1716.697021484375,21,277.50909423828125,2018-04-28,STANDARD,31,1.0,0
0.0,277.55364990234375,R_A5,16,19,1717.534423828125,21,277.55364990234375,2018-04-28,STANDARD,31,1.0,0
-3.2547382876265156e-15,277.348876953125,R_A5,17,27,1718.8172607421875,21,277.348876953125,2018-04-28,STANDARD,31,1.0,0
-5.875330959730996e-15,277.5738220214844,R_A5,18,28,1721.037109375,21,277.5738220214844,2018-04-28,STANDARD,31,1.0,0
-4.4231906443230476e-20,282.7169189453125,R_A5,19,29,1723.2569580078125,21,282.7169189453125,2018-04-28,STANDARD,31,1.0,0
-2.647579088864443e-16,278.321533203125,R_A5,20,30,1725.476806640625,21,278.321533203125,2018-04-28,STANDARD,31,1.0,0
-5.674050788481475e-18,278.4942321777344,R_A5,21,31,1727.6966552734375,21,278.4942321777344,2018-04-28,STANDARD,31,1.0,0
0.0,282.7685241699219,R_A3,1,1,1605.72265625,41,282.7685241699219,2018-07-03,STANDARD,28,0.21534715592861176,0
0.0,282.8962707519531,R_A3,2,2,1607.635986328125,41,282.8962707519531,2018-07-03,STANDARD,28,0.19462278485298157,0
0.0,282.6072998046875,R_A3,3,2,1603.729248046875,41,282.6072998046875,2018-07-03,STANDARD,29,0.1918204426765442,0
0.0,282.7425842285156,R_A3,4,3,1605.7552490234375,41,282.7425842285156,2018-07-03,STANDARD,29,0.1875878870487213,0
0.0,282.8886413574219,R_A3,5,4,1607.7813720703125,41,282.8886413574219,2018-07-03,STANDARD,29,0.36675363779067993,0
0.0,283.1029052734375,R_A3,6,5,1609.8074951171875,41,283.1029052734375,2018-07-03,STANDARD,29,0.8099834322929382,0
0.0,283.193603515625,R_A3,7,6,1611.8336181640625,41,283.193603515625,2018-07-03,STANDARD,29,0.6491392254829407,0
0.0,283.3277282714844,R_A3,8,7,1613.8597412109375,41,283.3277282714844,2018-07-03,STANDARD,29,0.19811345636844635,0
0.0,283.4630126953125,R_A3,9,8,1615.8858642578125,41,283.4630126953125,2018-07-03,STANDARD,29,0.20147991180419922,0
0.0,283.6693115234375,R_A3,10,9,1617.9119873046875,41,283.6693115234375,2018-07-03,STANDARD,29,0.7997632622718811,0
0.0,283.8668212890625,R_A3,11,10,1619.9381103515625,41,283.8668212890625,2018-07-03,STANDARD,29,0.8058847188949585,0
0.0,283.50518798828125,R_A3,12,11,1622.08837890625,41,283.50518798828125,2018-07-03,STANDARD,29,0.04853849112987518,0
0.0,283.65704345703125,R_A3,13,12,1624.3626708984375,41,283.65704345703125,2018-07-03,STANDARD,29,0.05486616864800453,0
0.0,283.80975341796875,R_A3,14,13,1626.636962890625,41,283.80975341796875,2018-07-03,STANDARD,29,0.3807792067527771,0
0.0,284.01104736328125,R_A3,15,14,1628.9112548828125,41,284.01104736328125,2018-07-03,STANDARD,29,0.24448509514331818,0
0.0,284.2840576171875,R_A3,16,15,1631.185546875,41,284.2840576171875,2018-07-03,STANDARD,29,0.49210163950920105,0
0.0,284.4269714355469,R_A3,17,16,1632.9547119140625,41,284.4269714355469,2018-07-03,STANDARD,29,0.8138282299041748,0
3.1475825635132737e-13,287.60064697265625,R_A3,18,27,1635.3074951171875,41,287.60064697265625,2018-07-03,STANDARD,29,1.0,0
0.0,283.31964111328125,R_A3,19,28,1638.7491455078125,41,283.31964111328125,2018-07-03,STANDARD,29,0.045511066913604736,0
0.0,283.5493469238281,R_A3,20,29,1642.190673828125,41,283.5493469238281,2018-07-03,STANDARD,29,0.051537975668907166,0
0.0,288.03411865234375,R_A3,21,30,1645.63232421875,41,288.03411865234375,2018-07-03,STANDARD,29,0.8147177696228027,0
0.0,283.7518005371094,R_A3,22,31,1649.073974609375,41,283.7518005371094,2018-07-03,STANDARD,29,0.06307774782180786,0
0.0,275.6363830566406,R_A4,1,1,1630.289794921875,52,275.6363830566406,2018-09-12,STANDARD,30,0.04985390603542328,0
0.0,275.5323181152344,R_A4,2,1,1627.13232421875,52,275.5323181152344,2018-09-12,STANDARD,31,0.049401409924030304,0
0.0,275.6676025390625,R_A4,3,2,1629.1630859375,52,275.6676025390625,2018-09-12,STANDARD,31,0.05120968446135521,0
0.0,275.8028869628906,R_A4,4,3,1631.19384765625,52,275.8028869628906,2018-09-12,STANDARD,31,0.05145400017499924,0
0.0,275.9381408691406,R_A4,5,4,1633.224609375,52,275.9381408691406,2018-09-12,STANDARD,31,0.053505826741456985,0
0.0,275.82659912109375,R_A4,6,4,1629.85693359375,52,275.82659912109375,2018-09-12,STANDARD,32,0.05422906577587128,0
0.0,275.95220947265625,R_A4,7,5,1631.744384765625,52,275.95220947265625,2018-09-12,STANDARD,32,0.05461832135915756,0
0.0,276.0489501953125,R_A4,8,5,1635.865478515625,51,276.0489501953125,2018-09-12,STANDARD,32,0.0582648441195488,0
0.0,276.0807800292969,R_A4,9,5,1634.68798828125,51,276.0807800292969,2018-09-12,STANDARD,33,0.05842382833361626,0
0.0,276.20281982421875,R_A4,10,6,1636.5213623046875,51,276.20281982421875,2018-09-12,STANDARD,33,0.05692875012755394,0
0.0,276.3869934082031,R_A4,11,6,1642.951416015625,50,276.3869934082031,2018-09-12,STANDARD,33,0.0635320395231247,0
0.0,276.48138427734375,R_A4,12,6,1641.860107421875,50,276.48138427734375,2018-09-12,STANDARD,34,0.09663733839988708,0
0.0,276.35662841796875,R_A4,13,5,1639.9869384765625,50,276.35662841796875,2018-09-12,STANDARD,34,0.06373234838247299,0
0.0,276.7005615234375,R_A4,14,5,1641.489501953125,50,276.7005615234375,2018-09-12,STANDARD,35,0.10108479112386703,0
0.0,276.5827331542969,R_A4,15,4,1639.7022705078125,50,276.5827331542969,2018-09-12,STANDARD,35,0.23110425472259521,0
0.0,276.66748046875,R_A4,16,4,1644.2860107421875,49,276.66748046875,2018-09-12,STANDARD,35,0.14039021730422974,0
0.0,276.5456848144531,R_A4,17,3,1642.427978515625,49,276.5456848144531,2018-09-12,STANDARD,35,0.23476749658584595,0
0.0,276.4234924316406,R_A4,18,2,1640.570068359375,49,276.4234924316406,2018-09-12,STANDARD,35,0.20540408790111542,0
0.0,279.6039123535156,R_A4,19,30,1642.5869140625,49,279.6039123535156,2018-09-12,STANDARD,36,0.0562337301671505,0
0.0,279.47930908203125,R_A4,20,30,1640.83984375,48,279.47930908203125,2018-09-12,STANDARD,36,0.08580636978149414,0
0.0,279.9656982421875,R_A4,21,30,1647.374267578125,48,279.9656982421875,2018-09-12,STANDARD,37,0.17127135396003723,0
0.0,280.3424072265625,R_A4,22,30,1652.142822265625,48,280.3424072265625,2018-09-12,STANDARD,38,0.10095813125371933,0
0.0,280.7934265136719,R_A4,23,30,1658.4954833984375,47,280.7934265136719,2018-09-12,STANDARD,38,0.1553078442811966,0
1.0271407205678096e-12,271.98779296875,R_A6,1,1,1695.37939453125,42,271.98779296875,2018-11-07,STANDARD,17,1.0,0
3.552883898541581e-13,272.0526428222656,R_A6,2,2,1696.9337158203125,42,272.0526428222656,2018-11-07,STANDARD,17,1.0,0
2.8870124606922287e-13,272.05865478515625,R_A6,3,3,1698.488037109375,42,272.05865478515625,2018-11-07,STANDARD,17,1.0,0
2.2715104807963932e-13,272.02593994140625,R_A6,4,4,1700.04248046875,42,272.02593994140625,2018-11-07,STANDARD,17,1.0,0
2.7891127992243914e-13,272.0030517578125,R_A6,5,5,1701.5966796875,42,272.0030517578125,2018-11-07,STANDARD,17,1.0,0
1.6498146598875607e-11,272.0575256347656,R_A6,6,6,1703.151123046875,42,272.0575256347656,2018-11-07,STANDARD,17,1.0,0
2.6111836651243614e-11,271.9051208496094,R_A6,7,7,1704.7054443359375,42,271.9051208496094,2018-11-07,STANDARD,17,1.0,0
1.908247518334072e-11,272.0760498046875,R_A6,8,8,1706.259765625,42,272.0760498046875,2018-11-07,STANDARD,17,1.0,0
9.171883088091026e-13,272.6484069824219,R_A6,9,9,1707.814208984375,42,272.6484069824219,2018-11-07,STANDARD,17,1.0,0
