WELL,CONIPOS,SGAS,DRAWDOWN,CONKPOS,CONIDX,WELLMODEL,CONBPRES,CONJPOS,DEPTH,SWAT,PRESSURE,DATE
R_A6,17,0.0,0,6,6,STANDARD,305.84796142578125,42,1702.9451904296875,1.0,305.84796142578125,2018-01-01
R_A6,17,0.0,0,7,7,STANDARD,305.6956481933594,42,1704.49365234375,1.0,305.6956481933594,2018-01-01
R_A6,17,0.0,0,8,8,STANDARD,305.8424072265625,42,1706.042236328125,1.0,305.8424072265625,2018-01-01
R_A6,17,0.0,0,9,9,STANDARD,306.2882080078125,42,1707.5906982421875,1.0,306.2882080078125,2018-01-01
R_A6,17,0.0,0,10,10,STANDARD,306.1291809082031,42,1709.1392822265625,1.0,306.1291809082031,2018-01-01
R_A6,17,0.0,0,11,11,STANDARD,306.3109130859375,42,1711.055419921875,1.0,306.3109130859375,2018-01-01
R_A6,17,0.0,0,12,12,STANDARD,306.52734375,42,1713.3392333984375,1.0,306.52734375,2018-01-01
R_A6,17,0.0,0,13,13,STANDARD,306.7557678222656,42,1715.623046875,1.0,306.7557678222656,2018-01-01
R_A6,17,0.0,0,14,14,STANDARD,306.9721984863281,42,1717.9068603515625,1.0,306.9721984863281,2018-01-01
R_A6,17,0.0,0,15,15,STANDARD,307.18865966796875,42,1720.190673828125,1.0,307.18865966796875,2018-01-01
R_A6,17,0.0,0,16,16,STANDARD,307.55010986328125,42,1722.474365234375,1.0,307.55010986328125,2018-01-01
R_A6,17,0.0,0,17,17,STANDARD,307.7665710449219,42,1724.7581787109375,1.0,307.7665710449219,2018-01-01
R_A6,17,0.0,0,18,18,STANDARD,307.921630859375,42,1726.394287109375,1.0,307.921630859375,2018-01-01
R_A6,17,0.0,0,27,19,STANDARD,307.8930969238281,42,1727.7508544921875,1.0,307.8930969238281,2018-01-01
R_A6,17,0.0,0,28,20,STANDARD,308.3623352050781,42,1729.4755859375,1.0,308.3623352050781,2018-01-01
R_A6,17,0.0,0,29,21,STANDARD,308.52581787109375,42,1731.2001953125,1.0,308.52581787109375,2018-01-01
R_A6,17,0.0,0,30,22,STANDARD,308.68927001953125,42,1732.9249267578125,1.0,308.68927001953125,2018-01-01
R_A6,17,0.0,0,31,23,STANDARD,308.8527526855469,42,1734.649658203125,1.0,308.8527526855469,2018-01-01
R_A2,22,0.0,0,1,1,STANDARD,298.6927490234375,30,1641.094970703125,0.10822609812021255,298.6927490234375,2018-03-01
R_A2,22,0.0,0,2,2,STANDARD,298.8130187988281,30,1642.8890380859375,0.11059646308422089,298.8130187988281,2018-03-01
R_A2,22,0.0,0,3,3,STANDARD,298.93328857421875,30,1644.68310546875,0.07775327563285828,298.93328857421875,2018-03-01
R_A2,22,0.0,0,4,4,STANDARD,299.05352783203125,30,1646.4771728515625,0.06679876893758774,299.05352783203125,2018-03-01
R_A2,22,0.0,0,5,5,STANDARD,299.1737976074219,30,1648.2713623046875,0.07245762646198273,299.1737976074219,2018-03-01
R_A2,22,0.0,0,6,6,STANDARD,299.2940673828125,30,1650.0654296875,0.11854436993598938,299.2940673828125,2018-03-01
R_A2,22,0.0,0,7,7,STANDARD,299.4143371582031,30,1651.859619140625,0.6482796669006348,299.4143371582031,2018-03-01
R_A2,22,0.0,0,8,8,STANDARD,299.5495300292969,30,1653.6536865234375,0.648352324962616,299.5495300292969,2018-03-01
R_A2,22,0.0,0,9,9,STANDARD,299.6966857910156,30,1655.44775390625,0.173451229929924,299.6966857910156,2018-03-01
R_A2,22,0.0,0,10,10,STANDARD,299.7424011230469,30,1657.2418212890625,0.32596904039382935,299.7424011230469,2018-03-01
R_A2,22,0.0,0,11,11,STANDARD,299.8391418457031,30,1659.1368408203125,0.07781273871660233,299.8391418457031,2018-03-01
R_A2,22,0.0,0,12,12,STANDARD,299.9717102050781,30,1661.132568359375,0.07673484086990356,299.9717102050781,2018-03-01
R_A2,22,0.0,0,13,13,STANDARD,300.1289367675781,30,1663.12841796875,0.4559847414493561,300.1289367675781,2018-03-01
R_A2,22,0.0,0,14,14,STANDARD,300.2642822265625,30,1665.1241455078125,0.49749401211738586,300.2642822265625,2018-03-01
R_A2,22,0.0,0,15,15,STANDARD,300.4020690917969,30,1667.1199951171875,0.697791576385498,300.4020690917969,2018-03-01
R_A2,22,0.0,0,16,16,STANDARD,300.5362548828125,30,1669.11572265625,0.9701833128929138,300.5362548828125,2018-03-01
R_A2,22,0.0,0,17,17,STANDARD,300.6705627441406,30,1671.111572265625,0.9522993564605713,300.6705627441406,2018-03-01
R_A2,22,0.0,0,18,18,STANDARD,300.79656982421875,30,1672.9881591796875,0.9832425713539124,300.79656982421875,2018-03-01
R_A2,22,0.0,0,18,19,STANDARD,300.7424011230469,29,1674.229736328125,0.9928646087646484,300.7424011230469,2018-03-01
R_A2,22,0.0,0,27,20,STANDARD,300.7527770996094,29,1676.1676025390625,0.6483153104782104,300.7527770996094,2018-03-01
R_A2,22,-2.631807811842601e-15,0,28,21,STANDARD,303.460693359375,29,1677.9368896484375,1.0,303.460693359375,2018-03-01
R_A2,22,-5.9149125975979525e-16,0,29,22,STANDARD,303.63092041015625,29,1679.7061767578125,1.0,303.63092041015625,2018-03-01
R_A2,22,-5.283568517079181e-17,0,30,23,STANDARD,303.7987060546875,29,1681.4754638671875,1.0,303.7987060546875,2018-03-01
R_A2,22,-4.495295254536259e-18,0,31,24,STANDARD,303.9715576171875,29,1683.2447509765625,1.0,303.9715576171875,2018-03-01
R_A5,31,-7.630655547534448e-14,0,1,1,STANDARD,271.8343200683594,20,1685.026611328125,1.0,271.8343200683594,2018-04-28
R_A5,31,-1.3354606049481577e-13,0,2,2,STANDARD,272.05035400390625,20,1687.3070068359375,1.0,272.05035400390625,2018-04-28
R_A5,31,-1.5228730819785707e-13,0,3,3,STANDARD,272.2664489746094,20,1689.5875244140625,1.0,272.2664489746094,2018-04-28
R_A5,31,-1.502259417123647e-13,0,4,4,STANDARD,272.4825744628906,20,1691.8680419921875,1.0,272.4825744628906,2018-04-28
R_A5,31,-1.4546496602749204e-13,0,5,5,STANDARD,272.6986083984375,20,1694.1485595703125,1.0,272.6986083984375,2018-04-28
R_A5,31,-1.1901974360500195e-13,0,6,6,STANDARD,272.9145202636719,20,1696.4290771484375,1.0,272.9145202636719,2018-04-28
R_A5,31,-4.4213236045399784e-14,0,7,7,STANDARD,273.45721435546875,20,1698.70947265625,1.0,273.45721435546875,2018-04-28
R_A5,31,-2.419712433893162e-12,0,11,8,STANDARD,273.5212097167969,20,1707.6488037109375,1.0,273.5212097167969,2018-04-28
R_A5,31,-2.348363691007105e-12,0,12,9,STANDARD,273.7024230957031,20,1709.5638427734375,1.0,273.7024230957031,2018-04-28
R_A5,31,-4.511670551043956e-11,0,12,10,STANDARD,272.22821044921875,21,1701.7845458984375,1.0,272.22821044921875,2018-04-28
R_A5,31,-1.484065799937928e-12,0,13,11,STANDARD,272.42535400390625,21,1703.735107421875,1.0,272.42535400390625,2018-04-28
R_A5,31,-3.0485689927334247e-12,0,14,12,STANDARD,272.6106262207031,21,1705.6856689453125,1.0,272.6106262207031,2018-04-28
R_A5,31,-3.2646515699119583e-12,0,15,13,STANDARD,273.2202453613281,21,1707.63623046875,1.0,273.2202453613281,2018-04-28
R_A5,31,-2.09927968021148e-14,0,16,14,STANDARD,273.952392578125,21,1709.5867919921875,1.0,273.952392578125,2018-04-28
R_A5,31,4.6315621795428846e-15,0,17,15,STANDARD,274.25927734375,21,1711.537353515625,1.0,274.25927734375,2018-04-28
R_A5,31,8.300438380246314e-15,0,18,16,STANDARD,274.4154968261719,21,1713.35400390625,1.0,274.4154968261719,2018-04-28
R_A5,31,0.0,0,19,17,STANDARD,274.50567626953125,21,1714.3951416015625,1.0,274.50567626953125,2018-04-28
R_A5,31,4.3153005582947934e-13,0,27,18,STANDARD,274.472412109375,21,1715.7628173828125,1.0,274.472412109375,2018-04-28
R_A5,31,3.6428024767672096e-13,0,28,19,STANDARD,274.7136535644531,21,1718.098388671875,1.0,274.7136535644531,2018-04-28
R_A5,31,6.252873123377144e-21,0,29,20,STANDARD,285.6680603027344,21,1720.43408203125,1.0,285.6680603027344,2018-04-28
R_A5,31,-1.6612093541357084e-16,0,30,21,STANDARD,281.65570068359375,21,1722.7696533203125,1.0,281.65570068359375,2018-04-28
R_A5,31,-3.533940466555572e-20,0,31,22,STANDARD,298.26153564453125,21,1725.105224609375,1.0,298.26153564453125,2018-04-28
R_A3,28,0.0,0,1,1,STANDARD,283.0809020996094,41,1609.243408203125,0.13515163958072662,283.0809020996094,2018-07-03
R_A3,28,0.0,0,2,2,STANDARD,283.21875,41,1611.3077392578125,0.11842123419046402,283.21875,2018-07-03
R_A3,28,0.0,0,3,3,STANDARD,283.35662841796875,41,1613.3720703125,0.12274976074695587,283.35662841796875,2018-07-03
R_A3,28,0.0,0,4,4,STANDARD,283.4951477050781,41,1615.4365234375,0.24893353879451752,283.4951477050781,2018-07-03
R_A3,28,0.0,0,5,5,STANDARD,283.6333923339844,41,1617.5008544921875,0.6494870185852051,283.6333923339844,2018-07-03
R_A3,28,0.0,0,6,6,STANDARD,283.77410888671875,41,1619.565185546875,0.34144237637519836,283.77410888671875,2018-07-03
R_A3,29,0.0,0,6,7,STANDARD,283.09844970703125,41,1609.3663330078125,0.6491434574127197,283.09844970703125,2018-07-03
R_A3,29,0.0,0,7,8,STANDARD,283.250244140625,41,1611.4163818359375,0.1986255645751953,283.250244140625,2018-07-03
R_A3,29,0.0,0,8,9,STANDARD,283.3870544433594,41,1613.46630859375,0.2012380212545395,283.3870544433594,2018-07-03
R_A3,29,0.0,0,9,10,STANDARD,283.5220031738281,41,1615.516357421875,0.6499695181846619,283.5220031738281,2018-07-03
R_A3,29,0.0,0,10,11,STANDARD,284.4068603515625,41,1617.5662841796875,0.7970941662788391,284.4068603515625,2018-07-03
R_A3,29,0.0,0,11,12,STANDARD,283.91387939453125,41,1619.750732421875,0.050980739295482635,283.91387939453125,2018-07-03
R_A3,29,0.0,0,12,13,STANDARD,284.0687255859375,41,1622.0697021484375,0.054677680134773254,284.0687255859375,2018-07-03
R_A3,29,0.0,0,13,14,STANDARD,284.2239074707031,41,1624.388671875,0.36853137612342834,284.2239074707031,2018-07-03
R_A3,29,0.0,0,14,15,STANDARD,284.4230651855469,41,1626.707763671875,0.3719727694988251,284.4230651855469,2018-07-03
R_A3,29,0.0,0,15,16,STANDARD,284.3794860839844,41,1629.026611328125,0.48986518383026123,284.3794860839844,2018-07-03
R_A3,29,0.0,0,16,17,STANDARD,284.50225830078125,41,1630.9468994140625,0.8014635443687439,284.50225830078125,2018-07-03
R_A3,29,0.0,0,27,18,STANDARD,284.4800720214844,41,1633.5262451171875,0.30688321590423584,284.4800720214844,2018-07-03
R_A3,29,0.0,0,28,19,STANDARD,284.6646728515625,41,1637.1630859375,0.04453956335783005,284.6646728515625,2018-07-03
R_A3,29,0.0,0,29,20,STANDARD,284.90753173828125,41,1640.8001708984375,0.08932570368051529,284.90753173828125,2018-07-03
R_A3,29,-5.721048634832471e-11,0,30,21,STANDARD,288.70947265625,41,1644.4371337890625,1.0,288.70947265625,2018-07-03
R_A3,29,0.0,0,31,22,STANDARD,285.3856201171875,41,1648.0740966796875,0.0638403668999672,285.3856201171875,2018-07-03
R_A4,30,0.0,0,1,1,STANDARD,276.064697265625,52,1631.1873779296875,0.05160505324602127,276.064697265625,2018-09-12
R_A4,31,0.0,0,1,2,STANDARD,275.95257568359375,52,1627.4293212890625,0.049548763781785965,275.95257568359375,2018-09-12
R_A4,31,0.0,0,2,3,STANDARD,276.0898742675781,52,1629.4896240234375,0.05107223987579346,276.0898742675781,2018-09-12
R_A4,31,0.0,0,3,4,STANDARD,276.2272033691406,52,1631.5498046875,0.05296195670962334,276.2272033691406,2018-09-12
R_A4,31,0.0,0,4,5,STANDARD,276.36456298828125,52,1633.610107421875,0.059124283492565155,276.36456298828125,2018-09-12
R_A4,32,0.0,0,4,6,STANDARD,276.4515686035156,52,1632.3968505859375,0.05655011162161827,276.4515686035156,2018-09-12
R_A4,32,0.0,0,4,7,STANDARD,276.5690612792969,51,1635.880615234375,0.05802364647388458,276.5690612792969,2018-09-12
R_A4,33,0.0,0,4,8,STANDARD,276.85009765625,51,1637.321044921875,0.058745015412569046,276.85009765625,2018-09-12
R_A4,33,0.0,0,3,9,STANDARD,276.72705078125,51,1635.474609375,0.059172388166189194,276.72705078125,2018-09-12
R_A4,33,0.0,0,4,10,STANDARD,277.0810241699219,50,1642.1485595703125,0.1391747146844864,277.0810241699219,2018-09-12
R_A4,34,0.0,0,4,11,STANDARD,277.210693359375,50,1641.132080078125,0.13822130858898163,277.210693359375,2018-09-12
R_A4,34,0.0,0,3,12,STANDARD,277.097412109375,50,1639.20703125,0.14044417440891266,277.097412109375,2018-09-12
R_A4,35,0.0,0,3,13,STANDARD,277.4083557128906,50,1640.9061279296875,0.23439641296863556,277.4083557128906,2018-09-12
R_A4,35,0.0,0,2,14,STANDARD,277.28399658203125,50,1639.0426025390625,0.2296501100063324,277.28399658203125,2018-09-12
R_A4,35,0.0,0,2,15,STANDARD,277.40203857421875,49,1641.93212890625,0.2365843653678894,277.40203857421875,2018-09-12
R_A4,36,0.0,0,30,16,STANDARD,279.5065612792969,49,1642.357421875,0.649573564529419,279.5065612792969,2018-09-12
R_A4,36,0.0,0,30,17,STANDARD,279.3144836425781,48,1639.6068115234375,0.2725883424282074,279.3144836425781,2018-09-12
R_A4,37,0.0,0,30,18,STANDARD,279.8064880371094,48,1646.7513427734375,0.6508175730705261,279.8064880371094,2018-09-12
R_A4,38,0.0,0,30,19,STANDARD,280.2880554199219,48,1653.461669921875,0.7027008533477783,280.2880554199219,2018-09-12
R_A4,38,0.0,0,30,20,STANDARD,280.56219482421875,47,1657.8184814453125,0.35975730419158936,280.56219482421875,2018-09-12
R_A6,17,-2.0093204401692186e-16,0,1,1,STANDARD,274.33892822265625,42,1695.20263671875,1.0,274.33892822265625,2018-11-07
R_A6,17,-6.663082770924487e-17,0,2,2,STANDARD,274.4848937988281,42,1696.7510986328125,1.0,274.4848937988281,2018-11-07
R_A6,17,-5.848442878202253e-17,0,3,3,STANDARD,274.627685546875,42,1698.299560546875,1.0,274.627685546875,2018-11-07
R_A6,17,-5.102649889607298e-17,0,4,4,STANDARD,274.7663879394531,42,1699.84814453125,1.0,274.7663879394531,2018-11-07
R_A6,17,-5.741426221017083e-17,0,5,5,STANDARD,274.9035339355469,42,1701.3966064453125,1.0,274.9035339355469,2018-11-07
R_A6,17,-3.2505844380531805e-15,0,6,6,STANDARD,275.0438537597656,42,1702.9451904296875,1.0,275.0438537597656,2018-11-07
R_A6,17,-5.659044061264926e-15,0,7,7,STANDARD,274.8890075683594,42,1704.49365234375,1.0,274.8890075683594,2018-11-07
R_A6,17,-3.8366162528305665e-15,0,8,8,STANDARD,275.033935546875,42,1706.042236328125,1.0,275.033935546875,2018-11-07
R_A6,17,-2.284560620005951e-16,0,9,9,STANDARD,275.4731750488281,42,1707.5906982421875,1.0,275.4731750488281,2018-11-07
R_A6,17,-2.5592814204152513e-14,0,10,10,STANDARD,275.2955322265625,42,1709.1392822265625,1.0,275.2955322265625,2018-11-07
R_A6,17,-1.5769164945188263e-14,0,11,11,STANDARD,275.5436096191406,42,1711.055419921875,1.0,275.5436096191406,2018-11-07
R_A6,17,-6.8459540608026975e-15,0,12,12,STANDARD,275.759765625,42,1713.3392333984375,1.0,275.759765625,2018-11-07
R_A6,17,-5.844496631110334e-16,0,13,13,STANDARD,275.9883117675781,42,1715.623046875,1.0,275.9883117675781,2018-11-07
R_A6,17,-4.4359348381768204e-16,0,14,14,STANDARD,276.2052307128906,42,1717.9068603515625,1.0,276.2052307128906,2018-11-07
R_A6,17,-2.3820861406682393e-16,0,15,15,STANDARD,276.4461364746094,42,1720.190673828125,1.0,276.4461364746094,2018-11-07
