WELL,CONIPOS,SGAS,DRAWDOWN,CONKPOS,CONIDX,WELLMODEL,CONBPRES,CONJPOS,DEPTH,SWAT,PRESSURE,DATE
R_A2,22,0.0,0,1,1,STANDARD,300.6733093261719,30,1641.094970703125,0.10821601003408432,300.6733093261719,2018-01-01
R_A2,22,0.0,0,2,2,STANDARD,300.7936096191406,30,1642.8890380859375,0.11058630049228668,300.7936096191406,2018-01-01
R_A2,22,0.0,0,3,3,STANDARD,300.9139099121094,30,1644.68310546875,0.07774579524993896,300.9139099121094,2018-01-01
R_A2,22,0.0,0,4,4,STANDARD,301.0342102050781,30,1646.4771728515625,0.06678543984889984,301.0342102050781,2018-01-01
R_A2,22,0.0,0,5,5,STANDARD,301.1545104980469,30,1648.2713623046875,0.07244458049535751,301.1545104980469,2018-01-01
R_A2,22,0.0,0,6,6,STANDARD,301.27484130859375,30,1650.0654296875,0.1185254231095314,301.27484130859375,2018-01-01
R_A2,22,0.0,0,7,7,STANDARD,301.3951721191406,30,1651.859619140625,0.6481541991233826,301.3951721191406,2018-01-01
R_A2,22,0.0,0,8,8,STANDARD,301.5154724121094,30,1653.6536865234375,0.6481541991233826,301.5154724121094,2018-01-01
R_A2,22,0.0,0,9,9,STANDARD,301.63580322265625,30,1655.44775390625,0.1735297441482544,301.63580322265625,2018-01-01
R_A2,22,0.0,0,10,10,STANDARD,301.7561340332031,30,1657.2418212890625,0.32667964696884155,301.7561340332031,2018-01-01
R_A2,22,0.0,0,11,11,STANDARD,301.88323974609375,30,1659.1368408203125,0.07769951224327087,301.88323974609375,2018-01-01
R_A2,22,0.0,0,12,12,STANDARD,302.01708984375,30,1661.132568359375,0.07633190602064133,302.01708984375,2018-01-01
R_A2,22,0.0,0,13,13,STANDARD,302.1509704589844,30,1663.12841796875,0.4555773138999939,302.1509704589844,2018-01-01
R_A2,22,0.0,0,14,14,STANDARD,302.28485107421875,30,1665.1241455078125,0.49689048528671265,302.28485107421875,2018-01-01
R_A2,22,0.0,0,15,15,STANDARD,302.4187316894531,30,1667.1199951171875,0.697963297367096,302.4187316894531,2018-01-01
R_A2,22,0.0,0,16,16,STANDARD,302.5526123046875,30,1669.11572265625,0.9702016711235046,302.5526123046875,2018-01-01
R_A2,22,0.0,0,17,17,STANDARD,302.6864929199219,30,1671.111572265625,0.9523286819458008,302.6864929199219,2018-01-01
R_A2,22,0.0,0,18,18,STANDARD,302.8123779296875,30,1672.9881591796875,0.9832528829574585,302.8123779296875,2018-01-01
R_A2,22,0.0,0,18,19,STANDARD,302.89569091796875,29,1674.229736328125,0.9928692579269409,302.89569091796875,2018-01-01
R_A2,22,0.0,0,27,20,STANDARD,303.02569580078125,29,1676.1676025390625,0.6481541991233826,303.02569580078125,2018-01-01
R_A2,22,0.0,0,28,21,STANDARD,303.47802734375,29,1677.9368896484375,1.0,303.47802734375,2018-01-01
R_A2,22,0.0,0,29,22,STANDARD,303.64569091796875,29,1679.7061767578125,1.0,303.64569091796875,2018-01-01
R_A2,22,0.0,0,30,23,STANDARD,303.8133544921875,29,1681.4754638671875,1.0,303.8133544921875,2018-01-01
R_A2,22,0.0,0,31,24,STANDARD,303.98101806640625,29,1683.2447509765625,1.0,303.98101806640625,2018-01-01
R_A3,28,0.0,0,1,1,STANDARD,298.53814697265625,41,1609.243408203125,0.1351146101951599,298.53814697265625,2018-01-01
R_A3,28,0.0,0,2,2,STANDARD,298.676513671875,41,1611.3077392578125,0.11823459714651108,298.676513671875,2018-01-01
R_A3,28,0.0,0,3,3,STANDARD,298.8148498535156,41,1613.3720703125,0.12243370711803436,298.8148498535156,2018-01-01
R_A3,28,0.0,0,4,4,STANDARD,298.9532165527344,41,1615.4365234375,0.24829745292663574,298.9532165527344,2018-01-01
R_A3,28,0.0,0,5,5,STANDARD,299.0915832519531,41,1617.5008544921875,0.6481541991233826,299.0915832519531,2018-01-01
R_A3,28,0.0,0,6,6,STANDARD,299.2299499511719,41,1619.565185546875,0.3404858112335205,299.2299499511719,2018-01-01
R_A3,29,0.0,0,6,7,STANDARD,298.54638671875,41,1609.3663330078125,0.6481541991233826,298.54638671875,2018-01-01
R_A3,29,0.0,0,7,8,STANDARD,298.68377685546875,41,1611.4163818359375,0.1983322650194168,298.68377685546875,2018-01-01
R_A3,29,0.0,0,8,9,STANDARD,298.8211669921875,41,1613.46630859375,0.20094092190265656,298.8211669921875,2018-01-01
R_A3,29,0.0,0,9,10,STANDARD,298.95855712890625,41,1615.516357421875,0.6481541991233826,298.95855712890625,2018-01-01
R_A3,29,0.0,0,10,11,STANDARD,299.095947265625,41,1617.5662841796875,0.7979751825332642,299.095947265625,2018-01-01
R_A3,29,0.0,0,11,12,STANDARD,299.24237060546875,41,1619.750732421875,0.05079192295670509,299.24237060546875,2018-01-01
R_A3,29,0.0,0,12,13,STANDARD,299.3978271484375,41,1622.0697021484375,0.05455172061920166,299.3978271484375,2018-01-01
R_A3,29,0.0,0,13,14,STANDARD,299.5532531738281,41,1624.388671875,0.3680056035518646,299.5532531738281,2018-01-01
R_A3,29,0.0,0,14,15,STANDARD,299.7087097167969,41,1626.707763671875,0.3714577257633209,299.7087097167969,2018-01-01
R_A3,29,0.0,0,15,16,STANDARD,299.8641662597656,41,1629.026611328125,0.4909714162349701,299.8641662597656,2018-01-01
R_A3,29,0.0,0,16,17,STANDARD,299.992919921875,41,1630.9468994140625,0.8089039921760559,299.992919921875,2018-01-01
R_A3,29,0.0,0,27,18,STANDARD,300.16583251953125,41,1633.5262451171875,0.3014692962169647,300.16583251953125,2018-01-01
R_A3,29,0.0,0,28,19,STANDARD,300.40966796875,41,1637.1630859375,0.044041041284799576,300.40966796875,2018-01-01
R_A3,29,0.0,0,29,20,STANDARD,300.6535339355469,41,1640.8001708984375,0.08846355974674225,300.6535339355469,2018-01-01
R_A3,29,0.0,0,30,21,STANDARD,300.89739990234375,41,1644.4371337890625,1.0,300.89739990234375,2018-01-01
R_A3,29,0.0,0,31,22,STANDARD,301.14129638671875,41,1648.0740966796875,0.06317919492721558,301.14129638671875,2018-01-01
R_A4,30,0.0,0,1,1,STANDARD,300.009033203125,52,1631.1873779296875,0.05148448422551155,300.009033203125,2018-01-01
R_A4,31,0.0,0,1,2,STANDARD,299.7571105957031,52,1627.4293212890625,0.04942012205719948,299.7571105957031,2018-01-01
R_A4,31,0.0,0,2,3,STANDARD,299.89520263671875,52,1629.4896240234375,0.05094006285071373,299.89520263671875,2018-01-01
R_A4,31,0.0,0,3,4,STANDARD,300.0333251953125,52,1631.5498046875,0.05282565578818321,300.0333251953125,2018-01-01
R_A4,31,0.0,0,4,5,STANDARD,300.17144775390625,52,1633.610107421875,0.059012703597545624,300.17144775390625,2018-01-01
R_A4,32,0.0,0,4,6,STANDARD,300.0901184082031,52,1632.3968505859375,0.05643600597977638,300.0901184082031,2018-01-01
R_A4,32,0.0,0,4,7,STANDARD,300.3236999511719,51,1635.880615234375,0.05788363516330719,300.3236999511719,2018-01-01
R_A4,33,0.0,0,4,8,STANDARD,300.4202575683594,51,1637.321044921875,0.058634817600250244,300.4202575683594,2018-01-01
R_A4,33,0.0,0,3,9,STANDARD,300.29644775390625,51,1635.474609375,0.05906778573989868,300.29644775390625,2018-01-01
R_A4,33,0.0,0,4,10,STANDARD,300.74395751953125,50,1642.1485595703125,0.13861097395420074,300.74395751953125,2018-01-01
R_A4,34,0.0,0,4,11,STANDARD,300.67578125,50,1641.132080078125,0.13421428203582764,300.67578125,2018-01-01
R_A4,34,0.0,0,3,12,STANDARD,300.5467224121094,50,1639.20703125,0.1400769203901291,300.5467224121094,2018-01-01
R_A4,35,0.0,0,3,13,STANDARD,300.66064453125,50,1640.9061279296875,0.23393802344799042,300.66064453125,2018-01-01
R_A4,35,0.0,0,2,14,STANDARD,300.53570556640625,50,1639.0426025390625,0.22923102974891663,300.53570556640625,2018-01-01
R_A4,35,0.0,0,2,15,STANDARD,300.72943115234375,49,1641.93212890625,0.23608194291591644,300.72943115234375,2018-01-01
R_A4,36,0.0,0,30,16,STANDARD,300.7579650878906,49,1642.357421875,0.6481541991233826,300.7579650878906,2018-01-01
R_A4,36,0.0,0,30,17,STANDARD,300.5735168457031,48,1639.6068115234375,0.31965819001197815,300.5735168457031,2018-01-01
R_A4,37,0.0,0,30,18,STANDARD,301.0526123046875,48,1646.7513427734375,0.6481541991233826,301.0526123046875,2018-01-01
R_A4,38,0.0,0,30,19,STANDARD,301.5025939941406,48,1653.461669921875,0.6481541991233826,301.5025939941406,2018-01-01
R_A4,38,0.0,0,30,20,STANDARD,301.7947998046875,47,1657.8184814453125,0.23997251689434052,301.7947998046875,2018-01-01
R_A5,31,0.0,0,1,1,STANDARD,303.8440856933594,20,1685.026611328125,1.0,303.8440856933594,2018-01-01
R_A5,31,0.0,0,2,2,STANDARD,304.0601806640625,20,1687.3070068359375,1.0,304.0601806640625,2018-01-01
R_A5,31,0.0,0,3,3,STANDARD,304.27630615234375,20,1689.5875244140625,1.0,304.27630615234375,2018-01-01
R_A5,31,0.0,0,4,4,STANDARD,304.4924011230469,20,1691.8680419921875,1.0,304.4924011230469,2018-01-01
R_A5,31,0.0,0,5,5,STANDARD,304.7085266113281,20,1694.1485595703125,1.0,304.7085266113281,2018-01-01
R_A5,31,0.0,0,6,6,STANDARD,304.9246520996094,20,1696.4290771484375,1.0,304.9246520996094,2018-01-01
R_A5,31,0.0,0,7,7,STANDARD,305.446533203125,20,1698.70947265625,1.0,305.446533203125,2018-01-01
R_A5,31,0.0,0,11,8,STANDARD,305.988037109375,20,1707.6488037109375,1.0,305.988037109375,2018-01-01
R_A5,31,0.0,0,12,9,STANDARD,306.1695251464844,20,1709.5638427734375,1.0,306.1695251464844,2018-01-01
R_A5,31,0.0,0,12,10,STANDARD,305.4322814941406,21,1701.7845458984375,1.0,305.4322814941406,2018-01-01
R_A5,31,0.0,0,13,11,STANDARD,305.6291198730469,21,1703.735107421875,1.0,305.6291198730469,2018-01-01
R_A5,31,0.0,0,14,12,STANDARD,305.81396484375,21,1705.6856689453125,1.0,305.81396484375,2018-01-01
R_A5,31,0.0,0,15,13,STANDARD,305.9988098144531,21,1707.63623046875,1.0,305.9988098144531,2018-01-01
R_A5,31,0.0,0,16,14,STANDARD,306.1836853027344,21,1709.5867919921875,1.0,306.1836853027344,2018-01-01
R_A5,31,0.0,0,17,15,STANDARD,306.5135498046875,21,1711.537353515625,1.0,306.5135498046875,2018-01-01
R_A5,31,0.0,0,18,16,STANDARD,306.6856994628906,21,1713.35400390625,1.0,306.6856994628906,2018-01-01
R_A5,31,0.0,0,19,17,STANDARD,306.7843933105469,21,1714.3951416015625,1.0,306.7843933105469,2018-01-01
R_A5,31,0.0,0,27,18,STANDARD,306.75689697265625,21,1715.7628173828125,1.0,306.75689697265625,2018-01-01
R_A5,31,0.0,0,28,19,STANDARD,306.978271484375,21,1718.098388671875,1.0,306.978271484375,2018-01-01
R_A5,31,0.0,0,29,20,STANDARD,307.5054016113281,21,1720.43408203125,1.0,307.5054016113281,2018-01-01
R_A5,31,0.0,0,30,21,STANDARD,307.7267761230469,21,1722.7696533203125,1.0,307.7267761230469,2018-01-01
R_A5,31,0.0,0,31,22,STANDARD,307.9481506347656,21,1725.105224609375,1.0,307.9481506347656,2018-01-01
R_A6,17,0.0,0,1,1,STANDARD,305.11419677734375,42,1695.20263671875,1.0,305.11419677734375,2018-01-01
R_A6,17,0.0,0,2,2,STANDARD,305.2609558105469,42,1696.7510986328125,1.0,305.2609558105469,2018-01-01
R_A6,17,0.0,0,3,3,STANDARD,305.4076843261719,42,1698.299560546875,1.0,305.4076843261719,2018-01-01
R_A6,17,0.0,0,4,4,STANDARD,305.554443359375,42,1699.84814453125,1.0,305.554443359375,2018-01-01
R_A6,17,0.0,0,5,5,STANDARD,305.7012023925781,42,1701.3966064453125,1.0,305.7012023925781,2018-01-01
