CONIPOS,CONJPOS,CONKPOS,DEPTH,PRESSURE,SWAT,SGAS,CONIDX,Drawdown,DATE,WELL,WELLMODEL,CONBPRES
27,30,5,1609.9368896484375,303.58984375,0.0404554046690464,0.0,1,0,2000-02-01,OP_1,MULTISEG,303.58984375
27,30,6,1612.9014892578125,303.77874755859375,0.032435715198516846,0.0,2,0,2000-02-01,OP_1,MULTISEG,303.77874755859375
27,30,7,1616.1470947265625,303.98577880859375,0.02773701399564743,0.0,3,0,2000-02-01,OP_1,MULTISEG,303.98577880859375
27,30,8,1619.3929443359375,304.19287109375,0.027586279436945915,0.0,4,0,2000-02-01,OP_1,MULTISEG,304.19287109375
27,30,9,1622.6387939453125,304.3999328613281,0.02886953577399254,0.0,5,0,2000-02-01,OP_1,MULTISEG,304.3999328613281
27,30,10,1625.884521484375,304.60699462890625,0.08339900523424149,0.0,6,0,2000-02-01,OP_1,MULTISEG,304.60699462890625
20,13,6,1654.5609130859375,306.0521240234375,0.1401289701461792,0.0,1,0,2000-02-01,OP_2,MULTISEG,306.0521240234375
20,13,7,1657.308349609375,306.2284851074219,0.06603624671697617,0.0,2,0,2000-02-01,OP_2,MULTISEG,306.2284851074219
20,13,8,1660.05615234375,306.4038391113281,0.05597325786948204,0.0,3,0,2000-02-01,OP_2,MULTISEG,306.4038391113281
20,13,9,1662.8037109375,306.5791320800781,0.04863695055246353,0.0,4,0,2000-02-01,OP_2,MULTISEG,306.5791320800781
20,13,10,1665.5513916015625,306.7539978027344,0.2137744277715683,0.0,5,0,2000-02-01,OP_2,MULTISEG,306.7539978027344
28,47,8,1655.9273681640625,306.52374267578125,0.17482271790504456,0.0,1,0,2000-02-01,OP_3,MULTISEG,306.52374267578125
28,47,9,1659.0406494140625,306.7225036621094,0.10132522881031036,0.0,2,0,2000-02-01,OP_3,MULTISEG,306.7225036621094
28,47,10,1662.153564453125,306.9212341308594,0.080137237906456,0.0,3,0,2000-02-01,OP_3,MULTISEG,306.9212341308594
28,47,11,1665.059814453125,307.1068115234375,0.06543288379907608,0.0,4,0,2000-02-01,OP_3,MULTISEG,307.1068115234375
28,47,12,1667.7591552734375,307.2791442871094,0.052544672042131424,0.0,5,0,2000-02-01,OP_3,MULTISEG,307.2791442871094
