Project name			: /private/asny/Desktop/reek/resmod/ff/2019a/r001/rms/model/reek.rms11.0.1
Date				: 2020.02.19 17:18:42
Grid model name			: Geogrid

   Zone      Region index          Bulk                Pore                Hcpv               Stoiip       
UpperReek  1                       285458328.32         47273677.58         37213908.52         23404973.53
UpperReek  2                               0.00                0.00                0.00                0.00
UpperReek  Totals                  285458328.32         47273677.58         37213908.52         23404973.53
MidReek    1                       195413445.12         37037084.61         29716282.23         18689485.38
MidReek    2                               0.00                0.00                0.00                0.00
MidReek    Totals                  195413445.12         37037084.61         29716282.23         18689485.38
LowerReek  1                       131127005.20         26655217.09         22117221.74         13910202.12
LowerReek  2                               0.00                0.00                0.00                0.00
LowerReek  Totals                  131127005.20         26655217.09         22117221.74         13910202.12
Totals     1                       611998778.64        110965979.28         89047412.50         56004661.02
Totals     2                               0.00                0.00                0.00                0.00
Totals     Totals                  611998778.64        110965979.28         89047412.50         56004661.02
