WELL,SWAT,CONIDX,CONIPOS,PRESSURE,CONKPOS,CONJPOS,SGAS,WELLMODEL,DATE,DEPTH,CONBPRES,DRAWDOWN
R_A3,0.8055763840675354,16,29,300.05242919921875,16,41,0.0,STANDARD,2018-01-01,1630.08642578125,300.05242919921875,0
R_A3,1.0,17,29,300.2431945800781,26,41,0.0,STANDARD,2018-01-01,1632.931884765625,300.2431945800781,0
R_A3,0.08082250505685806,18,29,300.50018310546875,27,41,0.0,STANDARD,2018-01-01,1636.764892578125,300.50018310546875,0
R_A3,0.04964383319020271,19,29,300.7572021484375,28,41,0.0,STANDARD,2018-01-01,1640.5977783203125,300.7572021484375,0
R_A3,0.6481541991233826,20,29,301.01422119140625,29,41,0.0,STANDARD,2018-01-01,1644.4307861328125,301.01422119140625,0
R_A3,0.057525232434272766,21,29,301.271240234375,30,41,0.0,STANDARD,2018-01-01,1648.263671875,301.271240234375,0
R_A4,0.04894454777240753,1,30,300.0755920410156,1,52,0.0,STANDARD,2018-01-01,1630.431884765625,300.0755920410156,0
R_A4,0.049618083983659744,2,31,299.9133605957031,1,52,0.0,STANDARD,2018-01-01,1628.0123291015625,299.9133605957031,0
R_A4,0.049342621117830276,3,31,300.0508728027344,2,52,0.0,STANDARD,2018-01-01,1630.063232421875,300.0508728027344,0
R_A4,0.051421720534563065,4,31,300.1883544921875,3,52,0.0,STANDARD,2018-01-01,1632.1141357421875,300.1883544921875,0
R_A4,0.04998230189085007,5,32,300.12890625,3,52,0.0,STANDARD,2018-01-01,1631.227294921875,300.12890625,0
R_A4,0.05496721714735031,6,32,300.2558288574219,4,52,0.0,STANDARD,2018-01-01,1633.120361328125,300.2558288574219,0
R_A4,0.31730741262435913,7,32,300.38275146484375,5,52,0.0,STANDARD,2018-01-01,1635.0133056640625,300.38275146484375,0
R_A4,0.3375956118106842,8,32,300.5880432128906,5,51,0.0,STANDARD,2018-01-01,1638.074951171875,300.5880432128906,0
R_A4,0.0548236109316349,9,32,300.46728515625,4,51,0.0,STANDARD,2018-01-01,1636.274169921875,300.46728515625,0
R_A4,0.056754596531391144,10,33,300.54754638671875,4,51,0.0,STANDARD,2018-01-01,1637.47119140625,300.54754638671875,0
R_A4,0.054566990584135056,11,33,300.42620849609375,3,51,0.0,STANDARD,2018-01-01,1635.6614990234375,300.42620849609375,0
R_A4,0.06174767389893532,12,33,301.01824951171875,4,50,0.0,STANDARD,2018-01-01,1644.490966796875,301.01824951171875,0
R_A4,0.15623627603054047,13,34,300.8321228027344,4,50,0.0,STANDARD,2018-01-01,1641.71533203125,300.8321228027344,0
R_A4,0.059911590069532394,14,34,300.7053527832031,3,50,0.0,STANDARD,2018-01-01,1639.8248291015625,300.7053527832031,0
R_A4,0.05544157326221466,15,35,300.44537353515625,3,50,0.0,STANDARD,2018-01-01,1635.947509765625,300.44537353515625,0
R_A4,0.05582203343510628,16,35,300.8017883300781,30,49,0.0,STANDARD,2018-01-01,1641.2628173828125,300.8017883300781,0
R_A4,0.06035197898745537,17,36,301.100830078125,30,49,0.0,STANDARD,2018-01-01,1645.72265625,301.100830078125,0
R_A4,0.04876846820116043,18,36,300.7017822265625,29,49,0.0,STANDARD,2018-01-01,1639.7713623046875,300.7017822265625,0
R_A4,0.052886296063661575,19,36,300.77728271484375,29,48,0.0,STANDARD,2018-01-01,1640.897216796875,300.77728271484375,0
R_A4,0.09423448145389557,20,37,301.1371154785156,29,48,0.0,STANDARD,2018-01-01,1646.263427734375,301.1371154785156,0
R_A4,0.8517898917198181,21,38,301.2370300292969,29,48,0.0,STANDARD,2018-01-01,1647.753173828125,301.2370300292969,0
R_A4,0.6481541991233826,22,38,301.927001953125,29,47,0.0,STANDARD,2018-01-01,1658.041259765625,301.927001953125,0
R_A5,1.0,1,31,303.86053466796875,1,20,0.0,STANDARD,2018-01-01,1685.2001953125,303.86053466796875,0
R_A5,1.0,2,31,304.08941650390625,2,20,0.0,STANDARD,2018-01-01,1687.6153564453125,304.08941650390625,0
R_A5,1.0,3,31,304.31829833984375,3,20,0.0,STANDARD,2018-01-01,1690.0306396484375,304.31829833984375,0
R_A5,1.0,4,31,304.54718017578125,4,20,0.0,STANDARD,2018-01-01,1692.44580078125,304.54718017578125,0
R_A5,1.0,5,31,304.7760314941406,5,20,0.0,STANDARD,2018-01-01,1694.861083984375,304.7760314941406,0
R_A5,1.0,6,31,305.0049133300781,6,20,0.0,STANDARD,2018-01-01,1697.2762451171875,305.0049133300781,0
R_A5,1.0,7,31,305.53961181640625,7,20,0.0,STANDARD,2018-01-01,1699.6915283203125,305.53961181640625,0
R_A5,1.0,8,31,305.2785949707031,11,21,0.0,STANDARD,2018-01-01,1700.16259765625,305.2785949707031,0
R_A5,1.0,9,31,305.4560241699219,12,21,0.0,STANDARD,2018-01-01,1702.034912109375,305.4560241699219,0
R_A5,1.0,10,31,305.6454162597656,13,21,0.0,STANDARD,2018-01-01,1703.9072265625,305.6454162597656,0
R_A5,1.0,11,31,305.8228759765625,14,21,0.0,STANDARD,2018-01-01,1705.7796630859375,305.8228759765625,0
R_A5,1.0,12,31,306.00030517578125,15,21,0.0,STANDARD,2018-01-01,1707.6519775390625,306.00030517578125,0
R_A5,1.0,13,31,306.3227844238281,16,21,0.0,STANDARD,2018-01-01,1709.5242919921875,306.3227844238281,0
R_A5,1.0,14,31,306.5002136230469,17,21,0.0,STANDARD,2018-01-01,1711.396728515625,306.5002136230469,0
R_A5,1.0,15,31,306.66497802734375,18,21,0.0,STANDARD,2018-01-01,1713.1351318359375,306.66497802734375,0
R_A5,1.0,16,31,306.78448486328125,19,21,0.0,STANDARD,2018-01-01,1714.3961181640625,306.78448486328125,0
R_A5,1.0,17,31,306.78375244140625,26,21,0.0,STANDARD,2018-01-01,1716.046142578125,306.78375244140625,0
R_A5,1.0,18,31,307.0095520019531,27,21,0.0,STANDARD,2018-01-01,1718.428466796875,307.0095520019531,0
R_A5,1.0,19,31,307.5411071777344,28,21,0.0,STANDARD,2018-01-01,1720.810791015625,307.5411071777344,0
R_A5,1.0,20,31,307.76690673828125,29,21,0.0,STANDARD,2018-01-01,1723.193115234375,307.76690673828125,0
R_A5,1.0,21,31,307.9927062988281,30,21,0.0,STANDARD,2018-01-01,1725.575439453125,307.9927062988281,0
R_A6,1.0,1,17,305.13031005859375,1,42,0.0,STANDARD,2018-01-01,1695.3726806640625,305.13031005859375,0
R_A6,1.0,2,17,305.27728271484375,2,42,0.0,STANDARD,2018-01-01,1696.9234619140625,305.27728271484375,0
R_A6,1.0,3,17,305.42425537109375,3,42,0.0,STANDARD,2018-01-01,1698.474365234375,305.42425537109375,0
R_A6,1.0,4,17,305.57122802734375,4,42,0.0,STANDARD,2018-01-01,1700.025146484375,305.57122802734375,0
R_A6,1.0,5,17,305.71820068359375,5,42,0.0,STANDARD,2018-01-01,1701.575927734375,305.71820068359375,0
R_A6,1.0,6,17,305.8651428222656,6,42,0.0,STANDARD,2018-01-01,1703.126708984375,305.8651428222656,0
R_A6,1.0,7,17,305.71307373046875,7,42,0.0,STANDARD,2018-01-01,1704.677490234375,305.71307373046875,0
R_A6,1.0,8,17,305.86004638671875,8,42,0.0,STANDARD,2018-01-01,1706.228271484375,305.86004638671875,0
R_A6,1.0,9,17,306.3060607910156,9,42,0.0,STANDARD,2018-01-01,1707.7791748046875,306.3060607910156,0
R_A6,1.0,10,17,306.1472473144531,10,42,0.0,STANDARD,2018-01-01,1709.3299560546875,306.1472473144531,0
R_A6,1.0,11,17,306.3285217285156,11,42,0.0,STANDARD,2018-01-01,1711.2413330078125,306.3285217285156,0
R_A6,1.0,12,17,306.5438232421875,12,42,0.0,STANDARD,2018-01-01,1713.5130615234375,306.5438232421875,0
R_A6,1.0,13,17,306.7710876464844,13,42,0.0,STANDARD,2018-01-01,1715.784912109375,306.7710876464844,0
R_A6,1.0,14,17,306.98638916015625,14,42,0.0,STANDARD,2018-01-01,1718.056640625,306.98638916015625,0
R_A6,1.0,15,17,307.20172119140625,15,42,0.0,STANDARD,2018-01-01,1720.328369140625,307.20172119140625,0
R_A6,1.0,16,17,307.5620422363281,16,42,0.0,STANDARD,2018-01-01,1722.6002197265625,307.5620422363281,0
R_A6,1.0,17,17,307.77734375,17,42,0.0,STANDARD,2018-01-01,1724.8720703125,307.77734375,0
R_A6,1.0,18,17,307.9361267089844,18,42,0.0,STANDARD,2018-01-01,1726.5472412109375,307.9361267089844,0
R_A6,1.0,19,17,307.9117736816406,26,42,0.0,STANDARD,2018-01-01,1727.94775390625,307.9117736816406,0
R_A6,1.0,20,17,308.3807678222656,27,42,0.0,STANDARD,2018-01-01,1729.6700439453125,308.3807678222656,0
R_A6,1.0,21,17,308.54400634765625,28,42,0.0,STANDARD,2018-01-01,1731.3922119140625,308.54400634765625,0
R_A6,1.0,22,17,308.7072448730469,29,42,0.0,STANDARD,2018-01-01,1733.114501953125,308.7072448730469,0
R_A6,1.0,23,17,308.564697265625,30,42,0.0,STANDARD,2018-01-01,1734.8367919921875,308.564697265625,0
R_A2,0.05255613848567009,1,22,299.2095947265625,1,30,0.0,STANDARD,2018-03-01,1639.912109375,299.2095947265625,0
R_A2,0.05381801724433899,2,22,299.33056640625,2,30,0.0,STANDARD,2018-03-01,1641.7171630859375,299.33056640625,0
R_A2,0.05820106714963913,3,22,299.4515380859375,3,30,0.0,STANDARD,2018-03-01,1643.522216796875,299.4515380859375,0
R_A2,0.06211434304714203,4,22,299.5725402832031,4,30,0.0,STANDARD,2018-03-01,1645.327392578125,299.5725402832031,0
R_A2,0.06516966968774796,5,22,299.69354248046875,5,30,0.0,STANDARD,2018-03-01,1647.1324462890625,299.69354248046875,0
R_A2,0.3036486506462097,6,22,299.8423767089844,6,30,0.0,STANDARD,2018-03-01,1648.9375,299.8423767089844,0
R_A2,0.6504086256027222,7,22,299.9506530761719,7,30,0.0,STANDARD,2018-03-01,1650.74267578125,299.9506530761719,0
R_A2,0.6484763026237488,8,22,300.06512451171875,8,30,0.0,STANDARD,2018-03-01,1652.5477294921875,300.06512451171875,0
R_A2,0.8813116550445557,9,22,300.3565979003906,9,30,0.0,STANDARD,2018-03-01,1654.352783203125,300.3565979003906,0
R_A2,0.8878153562545776,10,22,300.6142578125,10,30,0.0,STANDARD,2018-03-01,1656.1578369140625,300.6142578125,0
R_A2,0.06710094213485718,11,22,300.45220947265625,11,30,0.0,STANDARD,2018-03-01,1658.038818359375,300.45220947265625,0
R_A2,0.06875057518482208,12,22,300.58343505859375,12,30,0.0,STANDARD,2018-03-01,1659.99560546875,300.58343505859375,0
R_A2,0.41902443766593933,13,22,300.71673583984375,13,30,0.0,STANDARD,2018-03-01,1661.952392578125,300.71673583984375,0
R_A2,0.46712785959243774,14,22,300.8514709472656,14,30,0.0,STANDARD,2018-03-01,1663.9093017578125,300.8514709472656,0
R_A2,0.6398869156837463,15,22,300.9893493652344,15,30,0.0,STANDARD,2018-03-01,1665.8660888671875,300.9893493652344,0
R_A2,0.9107372760772705,16,22,301.12200927734375,16,30,0.0,STANDARD,2018-03-01,1667.8228759765625,301.12200927734375,0
R_A2,0.8814845681190491,17,22,301.2548522949219,17,30,0.0,STANDARD,2018-03-01,1669.7796630859375,301.2548522949219,0
R_A2,0.9132592678070068,18,22,301.38031005859375,18,30,0.0,STANDARD,2018-03-01,1671.63818359375,301.38031005859375,0
R_A2,0.9314623475074768,19,22,301.6234130859375,18,29,0.0,STANDARD,2018-03-01,1672.7904052734375,301.6234130859375,0
R_A2,0.940376341342926,20,22,301.6935119628906,19,29,0.0,STANDARD,2018-03-01,1673.8358154296875,301.6935119628906,0
R_A2,1.0,21,22,303.0285339355469,26,29,-9.913754678364361e-18,STANDARD,2018-03-01,1674.8087158203125,303.0285339355469,0
R_A2,1.0,22,22,303.1570129394531,27,29,-1.473120162631399e-17,STANDARD,2018-03-01,1676.576171875,303.1570129394531,0
R_A2,1.0,23,22,303.2796936035156,28,29,-1.5688252903760294e-17,STANDARD,2018-03-01,1678.343505859375,303.2796936035156,0
R_A2,1.0,24,22,303.3990783691406,29,29,-7.599887313953452e-18,STANDARD,2018-03-01,1680.11083984375,303.3990783691406,0
R_A2,1.0,25,22,303.84503173828125,30,29,-3.0676301141307207e-18,STANDARD,2018-03-01,1681.878173828125,303.84503173828125,0
R_A5,1.0,1,31,262.23736572265625,1,20,0.0,STANDARD,2018-04-28,1685.2001953125,262.23736572265625,0
R_A5,1.0,2,31,262.4661560058594,2,20,0.0,STANDARD,2018-04-28,1687.6153564453125,262.4661560058594,0
R_A5,1.0,3,31,262.6949768066406,3,20,0.0,STANDARD,2018-04-28,1690.0306396484375,262.6949768066406,0
R_A5,1.0,4,31,262.9234619140625,4,20,0.0,STANDARD,2018-04-28,1692.44580078125,262.9234619140625,0
R_A5,1.0,5,31,263.1519470214844,5,20,0.0,STANDARD,2018-04-28,1694.861083984375,263.1519470214844,0
R_A5,1.0,6,31,263.38043212890625,6,20,0.0,STANDARD,2018-04-28,1697.2762451171875,263.38043212890625,0
R_A5,1.0,7,31,263.9324951171875,7,20,0.0,STANDARD,2018-04-28,1699.6915283203125,263.9324951171875,0
R_A5,1.0,8,31,276.5154113769531,11,21,4.946870170441375e-12,STANDARD,2018-04-28,1700.16259765625,276.5154113769531,0
R_A5,1.0,9,31,276.7216796875,12,21,5.1600568436172e-12,STANDARD,2018-04-28,1702.034912109375,276.7216796875,0
R_A5,1.0,10,31,276.9781188964844,13,21,4.4900641906799044e-13,STANDARD,2018-04-28,1703.9072265625,276.9781188964844,0
R_A5,1.0,11,31,277.1571350097656,14,21,4.5137599712606613e-13,STANDARD,2018-04-28,1705.7796630859375,277.1571350097656,0
R_A5,1.0,12,31,277.3359375,15,21,1.2775318183975287e-13,STANDARD,2018-04-28,1707.6519775390625,277.3359375,0
R_A5,1.0,13,31,282.35687255859375,16,21,-1.2289027217712856e-12,STANDARD,2018-04-28,1709.5242919921875,282.35687255859375,0
R_A5,1.0,14,31,287.05279541015625,17,21,-1.539137307188243e-12,STANDARD,2018-04-28,1711.396728515625,287.05279541015625,0
R_A5,1.0,15,31,287.2369384765625,18,21,-2.1883686269347224e-12,STANDARD,2018-04-28,1713.1351318359375,287.2369384765625,0
R_A5,1.0,16,31,287.3653564453125,19,21,-3.74438240829944e-12,STANDARD,2018-04-28,1714.3961181640625,287.3653564453125,0
R_A5,1.0,17,31,288.0432434082031,26,21,-4.298492117804642e-12,STANDARD,2018-04-28,1716.046142578125,288.0432434082031,0
R_A5,1.0,18,31,288.2686767578125,27,21,-5.49876246966341e-12,STANDARD,2018-04-28,1718.428466796875,288.2686767578125,0
R_A5,1.0,19,31,289.1121520996094,28,21,-5.153765326830484e-13,STANDARD,2018-04-28,1720.810791015625,289.1121520996094,0
R_A5,1.0,20,31,298.2144775390625,29,21,-9.764755332558826e-20,STANDARD,2018-04-28,1723.193115234375,298.2144775390625,0
R_A5,1.0,21,31,305.327392578125,30,21,-3.0592189987539124e-22,STANDARD,2018-04-28,1725.575439453125,305.327392578125,0
R_A3,0.6499103903770447,1,28,281.5074462890625,1,41,0.0,STANDARD,2018-07-03,1611.0322265625,281.5074462890625,0
R_A3,0.19541186094284058,2,28,281.64166259765625,2,41,0.0,STANDARD,2018-07-03,1613.04541015625,281.64166259765625,0
R_A3,0.191644087433815,3,28,281.7760009765625,3,41,0.0,STANDARD,2018-07-03,1615.05859375,281.7760009765625,0
R_A3,0.18228361010551453,4,29,280.92626953125,3,41,0.0,STANDARD,2018-07-03,1601.9808349609375,280.92626953125,0
R_A3,0.35763537883758545,5,29,281.0632019042969,4,41,0.0,STANDARD,2018-07-03,1604.05712890625,281.0632019042969,0
R_A3,0.8131247758865356,6,29,281.19647216796875,5,41,0.0,STANDARD,2018-07-03,1606.1334228515625,281.19647216796875,0
R_A3,0.6505259871482849,7,29,281.3236999511719,6,41,0.0,STANDARD,2018-07-03,1608.209716796875,281.3236999511719,0
R_A3,0.19288881123065948,8,29,281.4628601074219,7,41,0.0,STANDARD,2018-07-03,1610.2860107421875,281.4628601074219,0
R_A3,0.19312438368797302,9,29,281.6014099121094,8,41,0.0,STANDARD,2018-07-03,1612.3623046875,281.6014099121094,0
R_A3,0.6502530574798584,10,29,281.7402648925781,9,41,0.0,STANDARD,2018-07-03,1614.4385986328125,281.7402648925781,0
R_A3,0.7927075028419495,11,29,282.2369689941406,10,41,0.0,STANDARD,2018-07-03,1616.514892578125,282.2369689941406,0
R_A3,0.046238042414188385,12,29,287.1268615722656,11,41,0.0,STANDARD,2018-07-03,1618.732666015625,287.1268615722656,0
R_A3,0.052871089428663254,13,29,287.2845153808594,12,41,0.0,STANDARD,2018-07-03,1621.0919189453125,287.2845153808594,0
R_A3,0.23395580053329468,14,29,287.4425354003906,13,41,0.0,STANDARD,2018-07-03,1623.451171875,287.4425354003906,0
R_A3,0.4854487180709839,15,29,289.6087951660156,15,41,0.0,STANDARD,2018-07-03,1628.1602783203125,289.6087951660156,0
R_A3,0.8049735426902771,16,29,289.74822998046875,16,41,0.0,STANDARD,2018-07-03,1630.08642578125,289.74822998046875,0
R_A3,0.9999999403953552,17,29,289.0021057128906,26,41,-4.442057388587273e-09,STANDARD,2018-07-03,1632.931884765625,289.0021057128906,0
R_A3,0.08303262293338776,18,29,283.9449462890625,27,41,0.0,STANDARD,2018-07-03,1636.764892578125,283.9449462890625,0
R_A3,0.05077933520078659,19,29,284.2027893066406,28,41,0.0,STANDARD,2018-07-03,1640.5977783203125,284.2027893066406,0
R_A3,0.6537840962409973,20,29,284.43524169921875,29,41,0.0,STANDARD,2018-07-03,1644.4307861328125,284.43524169921875,0
R_A3,0.05770377442240715,21,29,284.82781982421875,30,41,0.0,STANDARD,2018-07-03,1648.263671875,284.82781982421875,0
R_A4,0.04931238666176796,1,30,281.54949951171875,1,52,0.0,STANDARD,2018-09-12,1630.431884765625,281.54949951171875,0
R_A4,0.049759212881326675,2,31,281.4254150390625,1,52,0.0,STANDARD,2018-09-12,1628.0123291015625,281.4254150390625,0
R_A4,0.049503665417432785,3,31,281.562255859375,2,52,0.0,STANDARD,2018-09-12,1630.063232421875,281.562255859375,0
R_A4,0.05159010365605354,4,31,281.6991271972656,3,52,0.0,STANDARD,2018-09-12,1632.1141357421875,281.6991271972656,0
R_A4,0.05020786449313164,5,32,281.68096923828125,3,52,0.0,STANDARD,2018-09-12,1631.227294921875,281.68096923828125,0
R_A4,0.05519413203001022,6,32,281.8072814941406,4,52,0.0,STANDARD,2018-09-12,1633.120361328125,281.8072814941406,0
R_A4,0.3179180324077606,7,32,281.94970703125,5,52,0.0,STANDARD,2018-09-12,1635.0133056640625,281.94970703125,0
R_A4,0.33896440267562866,8,32,282.122314453125,5,51,0.0,STANDARD,2018-09-12,1638.074951171875,282.122314453125,0
R_A4,0.05518658831715584,9,32,281.9828186035156,4,51,0.0,STANDARD,2018-09-12,1636.274169921875,281.9828186035156,0
R_A4,0.056860774755477905,10,33,282.09771728515625,4,51,0.0,STANDARD,2018-09-12,1637.47119140625,282.09771728515625,0
R_A4,0.05467402562499046,11,33,281.9769592285156,3,51,0.0,STANDARD,2018-09-12,1635.6614990234375,281.9769592285156,0
R_A4,0.06314800679683685,12,33,282.53326416015625,4,50,0.0,STANDARD,2018-09-12,1644.490966796875,282.53326416015625,0
R_A4,0.15700846910476685,13,34,282.368408203125,4,50,0.0,STANDARD,2018-09-12,1641.71533203125,282.368408203125,0
R_A4,0.06007370352745056,14,34,282.2421569824219,3,50,0.0,STANDARD,2018-09-12,1639.8248291015625,282.2421569824219,0
R_A4,0.055618394166231155,15,35,281.9715881347656,3,50,0.0,STANDARD,2018-09-12,1635.947509765625,281.9715881347656,0
R_A4,0.056543439626693726,16,35,281.2365417480469,30,49,0.0,STANDARD,2018-09-12,1641.2628173828125,281.2365417480469,0
R_A4,0.06074516102671623,17,36,281.5653991699219,30,49,0.0,STANDARD,2018-09-12,1645.72265625,281.5653991699219,0
R_A4,0.049597688019275665,18,36,281.16802978515625,29,49,0.0,STANDARD,2018-09-12,1639.7713623046875,281.16802978515625,0
R_A4,0.05317320674657822,19,36,281.19610595703125,29,48,0.0,STANDARD,2018-09-12,1640.897216796875,281.19610595703125,0
R_A4,0.09456901252269745,20,37,281.62005615234375,29,48,0.0,STANDARD,2018-09-12,1646.263427734375,281.62005615234375,0
R_A4,0.8509905338287354,21,38,283.6791076660156,29,48,0.0,STANDARD,2018-09-12,1647.753173828125,283.6791076660156,0
R_A4,0.6537860035896301,22,38,282.4532775878906,29,47,0.0,STANDARD,2018-09-12,1658.041259765625,282.4532775878906,0
R_A6,1.0,1,17,275.67938232421875,1,42,-5.367846839493106e-16,STANDARD,2018-11-07,1695.3726806640625,275.67938232421875,0
R_A6,1.0,2,17,275.8213195800781,2,42,-2.805623525421275e-16,STANDARD,2018-11-07,1696.9234619140625,275.8213195800781,0
R_A6,1.0,3,17,275.9569091796875,3,42,-2.1313356685700985e-16,STANDARD,2018-11-07,1698.474365234375,275.9569091796875,0
R_A6,1.0,4,17,276.0860900878906,4,42,-1.75648242890279e-16,STANDARD,2018-11-07,1700.025146484375,276.0860900878906,0
R_A6,1.0,5,17,276.21368408203125,5,42,-2.6737936997907796e-16,STANDARD,2018-11-07,1701.575927734375,276.21368408203125,0
R_A6,1.0,6,17,276.347900390625,6,42,-1.4932935056143244e-14,STANDARD,2018-11-07,1703.126708984375,276.347900390625,0
R_A6,1.0,7,17,276.1899719238281,7,42,-2.5693287558289923e-14,STANDARD,2018-11-07,1704.677490234375,276.1899719238281,0
R_A6,1.0,8,17,276.3359375,8,42,-1.406908426972121e-14,STANDARD,2018-11-07,1706.228271484375,276.3359375,0
R_A6,1.0,9,17,276.780029296875,9,42,-4.833600628583422e-14,STANDARD,2018-11-07,1707.7791748046875,276.780029296875,0
R_A6,1.0,10,17,276.6017761230469,10,42,-1.4791568306565112e-13,STANDARD,2018-11-07,1709.3299560546875,276.6017761230469,0
R_A6,1.0,11,17,279.0682678222656,11,42,9.865760985938721e-11,STANDARD,2018-11-07,1711.2413330078125,279.0682678222656,0
R_A6,1.0,12,17,279.2790222167969,12,42,5.965530847085176e-11,STANDARD,2018-11-07,1713.5130615234375,279.2790222167969,0
R_A6,1.0,13,17,279.51416015625,13,42,4.646040930450512e-12,STANDARD,2018-11-07,1715.784912109375,279.51416015625,0
R_A6,1.0,14,17,279.72930908203125,14,42,2.983455062860463e-12,STANDARD,2018-11-07,1718.056640625,279.72930908203125,0
