CONIPOS,DEPTH,CONKPOS,SGAS,CONIDX,CONBPRES,PRESSURE,WELL,CONJPOS,DRAWDOWN,SWAT,DATE,WELLMODEL
22,1669.3074951171875,16,0.0,15,302.6805419921875,302.6805419921875,R_A2,30,0,0.9316920638084412,2018-01-01,STANDARD
22,1671.3299560546875,17,0.0,16,302.81622314453125,302.81622314453125,R_A2,30,0,0.8900184631347656,2018-01-01,STANDARD
22,1674.2235107421875,17,0.0,17,303.0103454589844,303.0103454589844,R_A2,29,0,0.9206165075302124,2018-01-01,STANDARD
22,1675.925048828125,18,0.0,18,303.12451171875,303.12451171875,R_A2,29,0,0.9822361469268799,2018-01-01,STANDARD
22,1677.4378662109375,26,0.0,19,303.22601318359375,303.22601318359375,R_A2,29,0,1.0,2018-01-01,STANDARD
22,1679.16943359375,27,0.0,20,303.3421936035156,303.3421936035156,R_A2,29,0,0.865900993347168,2018-01-01,STANDARD
22,1680.901123046875,28,0.0,21,303.4583740234375,303.4583740234375,R_A2,29,0,1.0,2018-01-01,STANDARD
22,1682.6326904296875,29,0.0,22,303.92303466796875,303.92303466796875,R_A2,29,0,1.0,2018-01-01,STANDARD
22,1684.3643798828125,30,0.0,23,304.0871276855469,304.0871276855469,R_A2,29,0,1.0,2018-01-01,STANDARD
28,1609.8787841796875,1,0.0,1,298.6956787109375,298.6956787109375,R_A3,41,0,0.1601228266954422,2018-01-01,STANDARD
28,1611.864990234375,2,0.0,2,298.82879638671875,298.82879638671875,R_A3,41,0,0.10887767374515533,2018-01-01,STANDARD
28,1613.8511962890625,3,0.0,3,298.9619140625,298.9619140625,R_A3,41,0,0.07869993895292282,2018-01-01,STANDARD
29,1604.382568359375,3,0.0,4,298.3273620605469,298.3273620605469,R_A3,41,0,0.14719730615615845,2018-01-01,STANDARD
29,1606.400146484375,4,0.0,5,298.4625549316406,298.4625549316406,R_A3,41,0,0.22983723878860474,2018-01-01,STANDARD
29,1608.4176025390625,5,0.0,6,298.5977478027344,298.5977478027344,R_A3,41,0,0.6481541991233826,2018-01-01,STANDARD
29,1610.43505859375,6,0.0,7,298.73297119140625,298.73297119140625,R_A3,41,0,0.3359817564487457,2018-01-01,STANDARD
29,1612.4525146484375,7,0.0,8,298.8681945800781,298.8681945800781,R_A3,41,0,0.19500291347503662,2018-01-01,STANDARD
29,1614.469970703125,8,0.0,9,299.0033874511719,299.0033874511719,R_A3,41,0,0.19531892240047455,2018-01-01,STANDARD
29,1616.4874267578125,9,0.0,10,299.13861083984375,299.13861083984375,R_A3,41,0,0.7946059107780457,2018-01-01,STANDARD
29,1618.5048828125,10,0.0,11,299.2738342285156,299.2738342285156,R_A3,41,0,0.7994004487991333,2018-01-01,STANDARD
29,1620.67626953125,11,0.0,12,299.4194030761719,299.4194030761719,R_A3,41,0,0.04810136556625366,2018-01-01,STANDARD
29,1623.001708984375,12,0.0,13,299.57525634765625,299.57525634765625,R_A3,41,0,0.05477166920900345,2018-01-01,STANDARD
29,1625.3271484375,13,0.0,14,299.73114013671875,299.73114013671875,R_A3,41,0,0.36760106682777405,2018-01-01,STANDARD
29,1629.977783203125,15,0.0,15,300.0429382324219,300.0429382324219,R_A3,41,0,0.5000868439674377,2018-01-01,STANDARD
29,1631.648681640625,16,0.0,16,300.1549377441406,300.1549377441406,R_A3,41,0,0.8021578788757324,2018-01-01,STANDARD
29,1634.056396484375,26,0.0,17,300.3163757324219,300.3163757324219,R_A3,41,0,0.6481541991233826,2018-01-01,STANDARD
29,1637.5782470703125,27,0.0,18,300.5525207519531,300.5525207519531,R_A3,41,0,0.04612923786044121,2018-01-01,STANDARD
29,1641.1002197265625,28,0.0,19,300.7886657714844,300.7886657714844,R_A3,41,0,0.052311670035123825,2018-01-01,STANDARD
29,1644.6220703125,29,0.0,20,301.02484130859375,301.02484130859375,R_A3,41,0,1.0,2018-01-01,STANDARD
29,1648.1439208984375,30,0.0,21,301.2610168457031,301.2610168457031,R_A3,41,0,0.2078387290239334,2018-01-01,STANDARD
30,1628.997314453125,1,0.0,1,299.9772033691406,299.9772033691406,R_A4,52,0,0.04879217594861984,2018-01-01,STANDARD
31,1625.0518798828125,1,0.0,2,299.71270751953125,299.71270751953125,R_A4,52,0,0.045350439846515656,2018-01-01,STANDARD
31,1627.0850830078125,2,0.0,3,299.8489990234375,299.8489990234375,R_A4,52,0,0.0476507730782032,2018-01-01,STANDARD
31,1629.1182861328125,3,0.0,4,299.9853210449219,299.9853210449219,R_A4,52,0,0.049092214554548264,2018-01-01,STANDARD
31,1631.1514892578125,4,0.0,5,300.1216125488281,300.1216125488281,R_A4,52,0,0.06966082751750946,2018-01-01,STANDARD
31,1633.1846923828125,5,0.0,6,300.2579345703125,300.2579345703125,R_A4,52,0,0.05403666943311691,2018-01-01,STANDARD
32,1633.70263671875,5,0.0,7,300.29266357421875,300.29266357421875,R_A4,52,0,0.05406438931822777,2018-01-01,STANDARD
32,1635.4688720703125,5,0.0,8,300.41107177734375,300.41107177734375,R_A4,51,0,0.05659686401486397,2018-01-01,STANDARD
32,1633.7071533203125,4,0.0,9,300.29296875,300.29296875,R_A4,51,0,0.055029768496751785,2018-01-01,STANDARD
33,1637.0015869140625,4,0.0,10,300.51385498046875,300.51385498046875,R_A4,51,0,0.05655737221240997,2018-01-01,STANDARD
33,1638.8255615234375,5,0.0,11,300.6361389160156,300.6361389160156,R_A4,51,0,0.060659006237983704,2018-01-01,STANDARD
33,1643.8017578125,5,0.0,12,300.9698181152344,300.9698181152344,R_A4,50,0,0.06030535697937012,2018-01-01,STANDARD
34,1642.34228515625,5,0.0,13,300.8719482421875,300.8719482421875,R_A4,50,0,0.058724068105220795,2018-01-01,STANDARD
34,1640.468017578125,4,0.0,14,300.74627685546875,300.74627685546875,R_A4,50,0,0.061054568737745285,2018-01-01,STANDARD
34,1638.59375,3,0.0,15,300.62060546875,300.62060546875,R_A4,50,0,0.19948282837867737,2018-01-01,STANDARD
35,1639.4105224609375,3,0.0,16,300.67535400390625,300.67535400390625,R_A4,50,0,0.2008773237466812,2018-01-01,STANDARD
35,1640.2523193359375,29,0.0,17,300.7318115234375,300.7318115234375,R_A4,49,0,0.7521512508392334,2018-01-01,STANDARD
36,1645.1580810546875,29,0.0,18,301.0607604980469,301.0607604980469,R_A4,49,0,0.6481541991233826,2018-01-01,STANDARD
36,1644.86767578125,29,0.0,19,301.0412902832031,301.0412902832031,R_A4,48,0,1.0,2018-01-01,STANDARD
37,1649.0069580078125,29,0.0,20,301.3188781738281,301.3188781738281,R_A4,48,0,1.0,2018-01-01,STANDARD
38,1651.452880859375,29,0.0,21,301.48291015625,301.48291015625,R_A4,48,0,0.8550940155982971,2018-01-01,STANDARD
38,1659.6708984375,29,0.0,22,302.0340881347656,302.0340881347656,R_A4,47,0,0.8580368161201477,2018-01-01,STANDARD
31,1685.220703125,1,0.0,1,303.86248779296875,303.86248779296875,R_A5,20,0,1.0,2018-01-01,STANDARD
31,1687.5831298828125,2,0.0,2,304.08636474609375,304.08636474609375,R_A5,20,0,1.0,2018-01-01,STANDARD
31,1689.945556640625,3,0.0,3,304.31024169921875,304.31024169921875,R_A5,20,0,1.0,2018-01-01,STANDARD
31,1692.30810546875,4,0.0,4,304.53411865234375,304.53411865234375,R_A5,20,0,1.0,2018-01-01,STANDARD
31,1694.6705322265625,5,0.0,5,304.75799560546875,304.75799560546875,R_A5,20,0,1.0,2018-01-01,STANDARD
31,1697.032958984375,6,0.0,6,304.98187255859375,304.98187255859375,R_A5,20,0,1.0,2018-01-01,STANDARD
31,1699.3953857421875,7,0.0,7,305.51153564453125,305.51153564453125,R_A5,20,0,1.0,2018-01-01,STANDARD
31,1701.7578125,8,0.0,8,305.73541259765625,305.73541259765625,R_A5,20,0,1.0,2018-01-01,STANDARD
31,1701.099609375,11,0.0,9,305.36737060546875,305.36737060546875,R_A5,21,0,1.0,2018-01-01,STANDARD
31,1703.1552734375,12,0.0,10,305.56219482421875,305.56219482421875,R_A5,21,0,1.0,2018-01-01,STANDARD
31,1705.2109375,13,0.0,11,305.76898193359375,305.76898193359375,R_A5,21,0,1.0,2018-01-01,STANDARD
31,1707.2666015625,14,0.0,12,305.9637756347656,305.9637756347656,R_A5,21,0,1.0,2018-01-01,STANDARD
31,1709.322265625,15,0.0,13,306.1585998535156,306.1585998535156,R_A5,21,0,1.0,2018-01-01,STANDARD
31,1711.3779296875,16,0.0,14,306.4984436035156,306.4984436035156,R_A5,21,0,1.0,2018-01-01,STANDARD
31,1713.40771484375,17,0.0,15,306.6908264160156,306.6908264160156,R_A5,21,0,1.0,2018-01-01,STANDARD
31,1714.8143310546875,18,0.0,16,306.8241271972656,306.8241271972656,R_A5,21,0,1.0,2018-01-01,STANDARD
31,1715.4127197265625,19,0.0,17,306.8808288574219,306.8808288574219,R_A5,21,0,1.0,2018-01-01,STANDARD
31,1716.7281494140625,26,0.0,18,306.848388671875,306.848388671875,R_A5,21,0,1.0,2018-01-01,STANDARD
31,1718.9710693359375,27,0.0,19,307.06097412109375,307.06097412109375,R_A5,21,0,1.0,2018-01-01,STANDARD
31,1721.2138671875,28,0.0,20,307.579345703125,307.579345703125,R_A5,21,0,1.0,2018-01-01,STANDARD
31,1723.456787109375,29,0.0,21,307.7919006347656,307.7919006347656,R_A5,21,0,1.0,2018-01-01,STANDARD
31,1725.69970703125,30,0.0,22,308.0044860839844,308.0044860839844,R_A5,21,0,1.0,2018-01-01,STANDARD
17,1693.5960693359375,1,0.0,1,304.9619445800781,304.9619445800781,R_A6,42,0,1.0,2018-01-01,STANDARD
17,1695.1192626953125,2,0.0,2,305.1062927246094,305.1062927246094,R_A6,42,0,1.0,2018-01-01,STANDARD
17,1696.642333984375,3,0.0,3,305.2506408691406,305.2506408691406,R_A6,42,0,1.0,2018-01-01,STANDARD
17,1698.1654052734375,4,0.0,4,305.3949890136719,305.3949890136719,R_A6,42,0,1.0,2018-01-01,STANDARD
17,1699.6885986328125,5,0.0,5,305.5393371582031,305.5393371582031,R_A6,42,0,1.0,2018-01-01,STANDARD
17,1701.211669921875,6,0.0,6,305.6836853027344,305.6836853027344,R_A6,42,0,1.0,2018-01-01,STANDARD
17,1702.73486328125,7,0.0,7,305.5289611816406,305.5289611816406,R_A6,42,0,1.0,2018-01-01,STANDARD
17,1704.2579345703125,8,0.0,8,305.6733093261719,305.6733093261719,R_A6,42,0,1.0,2018-01-01,STANDARD
17,1705.781005859375,9,0.0,9,306.11669921875,306.11669921875,R_A6,42,0,1.0,2018-01-01,STANDARD
17,1707.30419921875,10,0.0,10,305.95526123046875,305.95526123046875,R_A6,42,0,1.0,2018-01-01,STANDARD
17,1709.219970703125,11,0.0,11,306.1369323730469,306.1369323730469,R_A6,42,0,1.0,2018-01-01,STANDARD
17,1711.528076171875,12,0.0,12,306.355712890625,306.355712890625,R_A6,42,0,1.0,2018-01-01,STANDARD
17,1713.83642578125,13,0.0,13,306.58642578125,306.58642578125,R_A6,42,0,1.0,2018-01-01,STANDARD
17,1716.14453125,14,0.0,14,306.80517578125,306.80517578125,R_A6,42,0,1.0,2018-01-01,STANDARD
17,1718.4527587890625,15,0.0,15,307.02392578125,307.02392578125,R_A6,42,0,1.0,2018-01-01,STANDARD
17,1720.760986328125,16,0.0,16,307.3877258300781,307.3877258300781,R_A6,42,0,1.0,2018-01-01,STANDARD
17,1723.0692138671875,17,0.0,17,307.6064758300781,307.6064758300781,R_A6,42,0,1.0,2018-01-01,STANDARD
17,1724.50048828125,18,0.0,18,307.74212646484375,307.74212646484375,R_A6,42,0,1.0,2018-01-01,STANDARD
17,1725.6265869140625,26,0.0,19,307.6917724609375,307.6917724609375,R_A6,42,0,1.0,2018-01-01,STANDARD
17,1727.3243408203125,27,0.0,20,308.158447265625,308.158447265625,R_A6,42,0,1.0,2018-01-01,STANDARD
17,1729.02197265625,28,0.0,21,308.3193664550781,308.3193664550781,R_A6,42,0,1.0,2018-01-01,STANDARD
17,1730.7197265625,29,0.0,22,308.4802551269531,308.4802551269531,R_A6,42,0,1.0,2018-01-01,STANDARD
17,1732.4173583984375,30,0.0,23,308.33538818359375,308.33538818359375,R_A6,42,0,1.0,2018-01-01,STANDARD
22,1641.580322265625,1,0.0,1,297.7851867675781,297.7851867675781,R_A2,30,0,0.06975355744361877,2018-03-01,STANDARD
22,1643.3280029296875,2,0.0,2,297.9022521972656,297.9022521972656,R_A2,30,0,0.055632371455430984,2018-03-01,STANDARD
22,1645.07568359375,3,0.0,3,298.01934814453125,298.01934814453125,R_A2,30,0,0.05943182110786438,2018-03-01,STANDARD
22,1646.823486328125,4,0.0,4,298.1365051269531,298.1365051269531,R_A2,30,0,0.06530493497848511,2018-03-01,STANDARD
22,1648.5711669921875,5,0.0,5,298.2536926269531,298.2536926269531,R_A2,30,0,0.0667523443698883,2018-03-01,STANDARD
22,1650.31884765625,6,0.0,6,298.4687805175781,298.4687805175781,R_A2,30,0,0.2941780984401703,2018-03-01,STANDARD
22,1652.0665283203125,7,0.0,7,298.6789245605469,298.6789245605469,R_A2,30,0,0.8787397146224976,2018-03-01,STANDARD
22,1653.8143310546875,8,0.0,8,298.9626770019531,298.9626770019531,R_A2,30,0,0.8450794219970703,2018-03-01,STANDARD
22,1655.56201171875,9,0.0,9,299.1252746582031,299.1252746582031,R_A2,30,0,0.1202813982963562,2018-03-01,STANDARD
22,1657.3096923828125,10,0.0,10,299.2512512207031,299.2512512207031,R_A2,30,0,0.1406843215227127,2018-03-01,STANDARD
22,1659.19482421875,11,0.0,11,299.38739013671875,299.38739013671875,R_A2,30,0,0.06862635910511017,2018-03-01,STANDARD
22,1663.2398681640625,13,0.0,12,299.9496765136719,299.9496765136719,R_A2,30,0,0.42971089482307434,2018-03-01,STANDARD
22,1665.262451171875,14,0.0,13,300.08551025390625,300.08551025390625,R_A2,30,0,0.4728148579597473,2018-03-01,STANDARD
22,1667.284912109375,15,0.0,14,300.22113037109375,300.22113037109375,R_A2,30,0,0.9050309658050537,2018-03-01,STANDARD
22,1669.3074951171875,16,0.0,15,300.3565673828125,300.3565673828125,R_A2,30,0,0.931643545627594,2018-03-01,STANDARD
22,1671.3299560546875,17,0.0,16,300.4920959472656,300.4920959472656,R_A2,30,0,0.8899403810501099,2018-03-01,STANDARD
22,1674.2235107421875,17,0.0,17,300.545166015625,300.545166015625,R_A2,29,0,0.9205567240715027,2018-03-01,STANDARD
22,1675.925048828125,18,0.0,18,300.6591491699219,300.6591491699219,R_A2,29,0,0.9822227954864502,2018-03-01,STANDARD
22,1677.4378662109375,26,-5.018795101729978e-11,19,302.9466552734375,302.9466552734375,R_A2,29,0,1.0,2018-03-01,STANDARD
22,1679.16943359375,27,0.0,20,302.9161071777344,302.9161071777344,R_A2,29,0,0.8658835887908936,2018-03-01,STANDARD
22,1680.901123046875,28,-5.871106378840807e-10,21,302.0346984863281,302.0346984863281,R_A2,29,0,1.0,2018-03-01,STANDARD
22,1682.6326904296875,29,-3.576070273236809e-10,22,300.94573974609375,300.94573974609375,R_A2,29,0,1.0,2018-03-01,STANDARD
22,1684.3643798828125,30,-9.567686405512546e-14,23,302.3148498535156,302.3148498535156,R_A2,29,0,1.0,2018-03-01,STANDARD
31,1685.220703125,1,-3.714653862285644e-10,1,280.476806640625,280.476806640625,R_A5,20,0,1.0,2018-04-28,STANDARD
31,1687.5831298828125,2,-3.9643660576516027e-10,2,280.7005920410156,280.7005920410156,R_A5,20,0,1.0,2018-04-28,STANDARD
31,1689.945556640625,3,-3.7473332770154855e-10,3,280.9244079589844,280.9244079589844,R_A5,20,0,1.0,2018-04-28,STANDARD
31,1692.30810546875,4,-3.535765846773842e-10,4,281.148193359375,281.148193359375,R_A5,20,0,1.0,2018-04-28,STANDARD
31,1694.6705322265625,5,-3.1106403564074014e-10,5,281.3721618652344,281.3721618652344,R_A5,20,0,1.0,2018-04-28,STANDARD
31,1697.032958984375,6,-2.557073996989345e-10,6,281.5964050292969,281.5964050292969,R_A5,20,0,1.0,2018-04-28,STANDARD
31,1699.3953857421875,7,-1.129057893185792e-12,7,282.1485900878906,282.1485900878906,R_A5,20,0,1.0,2018-04-28,STANDARD
31,1701.7578125,8,0.0,8,282.63134765625,282.63134765625,R_A5,20,0,1.0,2018-04-28,STANDARD
31,1701.099609375,11,-9.421174951285138e-11,9,282.5378723144531,282.5378723144531,R_A5,21,0,1.0,2018-04-28,STANDARD
31,1703.1552734375,12,-6.441095573572753e-11,10,282.7795715332031,282.7795715332031,R_A5,21,0,1.0,2018-04-28,STANDARD
31,1705.2109375,13,-5.4858383460865134e-12,11,282.98651123046875,282.98651123046875,R_A5,21,0,1.0,2018-04-28,STANDARD
31,1707.2666015625,14,-6.078371313222863e-12,12,283.1818542480469,283.1818542480469,R_A5,21,0,1.0,2018-04-28,STANDARD
31,1709.322265625,15,-1.7573760372271985e-12,13,283.3772888183594,283.3772888183594,R_A5,21,0,1.0,2018-04-28,STANDARD
31,1711.3779296875,16,-2.99225189981725e-13,14,283.7364807128906,283.7364807128906,R_A5,21,0,1.0,2018-04-28,STANDARD
31,1713.40771484375,17,-4.438526640410806e-13,15,283.9437561035156,283.9437561035156,R_A5,21,0,1.0,2018-04-28,STANDARD
31,1714.8143310546875,18,-7.760942089722958e-14,16,284.0786437988281,284.0786437988281,R_A5,21,0,1.0,2018-04-28,STANDARD
31,1715.4127197265625,19,0.0,17,284.13580322265625,284.13580322265625,R_A5,21,0,1.0,2018-04-28,STANDARD
31,1716.7281494140625,26,-1.5363194928470075e-13,18,286.53778076171875,286.53778076171875,R_A5,21,0,1.0,2018-04-28,STANDARD
31,1718.9710693359375,27,-1.6003096471681882e-13,19,286.72186279296875,286.72186279296875,R_A5,21,0,1.0,2018-04-28,STANDARD
31,1721.2138671875,28,-6.013960395285134e-16,20,290.5715026855469,290.5715026855469,R_A5,21,0,1.0,2018-04-28,STANDARD
31,1723.456787109375,29,-3.142436205751651e-20,21,301.885986328125,301.885986328125,R_A5,21,0,1.0,2018-04-28,STANDARD
31,1725.69970703125,30,-1.1104748262230594e-22,22,306.4795837402344,306.4795837402344,R_A5,21,0,1.0,2018-04-28,STANDARD
28,1609.8787841796875,1,0.0,1,281.24591064453125,281.24591064453125,R_A3,41,0,0.16046643257141113,2018-07-03,STANDARD
28,1611.864990234375,2,0.0,2,281.3784484863281,281.3784484863281,R_A3,41,0,0.10920119285583496,2018-07-03,STANDARD
28,1613.8511962890625,3,0.0,3,281.510986328125,281.510986328125,R_A3,41,0,0.07886604219675064,2018-07-03,STANDARD
29,1604.382568359375,3,0.0,4,280.8525390625,280.8525390625,R_A3,41,0,0.1474606692790985,2018-07-03,STANDARD
29,1606.400146484375,4,0.0,5,280.98773193359375,280.98773193359375,R_A3,41,0,0.22986236214637756,2018-07-03,STANDARD
29,1608.4176025390625,5,0.0,6,281.1219482421875,281.1219482421875,R_A3,41,0,0.6493524312973022,2018-07-03,STANDARD
29,1610.43505859375,6,0.0,7,281.25628662109375,281.25628662109375,R_A3,41,0,0.3356592655181885,2018-07-03,STANDARD
29,1612.4525146484375,7,0.0,8,281.3861389160156,281.3861389160156,R_A3,41,0,0.19531382620334625,2018-07-03,STANDARD
29,1614.469970703125,8,0.0,9,281.5204162597656,281.5204162597656,R_A3,41,0,0.19579260051250458,2018-07-03,STANDARD
29,1616.4874267578125,9,0.0,10,281.7030029296875,281.7030029296875,R_A3,41,0,0.7936235666275024,2018-07-03,STANDARD
29,1618.5048828125,10,0.0,11,283.6556701660156,283.6556701660156,R_A3,41,0,0.7975616455078125,2018-07-03,STANDARD
29,1620.67626953125,11,0.0,12,284.267822265625,284.267822265625,R_A3,41,0,0.04822736978530884,2018-07-03,STANDARD
29,1623.001708984375,12,0.0,13,284.4231262207031,284.4231262207031,R_A3,41,0,0.054877541959285736,2018-07-03,STANDARD
29,1625.3271484375,13,0.0,14,284.5792236328125,284.5792236328125,R_A3,41,0,0.36805781722068787,2018-07-03,STANDARD
29,1629.977783203125,15,0.0,15,285.97503662109375,285.97503662109375,R_A3,41,0,0.49901461601257324,2018-07-03,STANDARD
29,1631.648681640625,16,0.0,16,286.0863342285156,286.0863342285156,R_A3,41,0,0.8012418746948242,2018-07-03,STANDARD
29,1634.056396484375,26,0.0,17,291.0718078613281,291.0718078613281,R_A3,41,0,0.648739755153656,2018-07-03,STANDARD
29,1637.5782470703125,27,0.0,18,286.1578369140625,286.1578369140625,R_A3,41,0,0.04674028232693672,2018-07-03,STANDARD
29,1641.1002197265625,28,0.0,19,286.3931579589844,286.3931579589844,R_A3,41,0,0.052882418036460876,2018-07-03,STANDARD
29,1644.6220703125,29,1.4294946790952695e-13,20,289.1612548828125,289.1612548828125,R_A3,41,0,1.0,2018-07-03,STANDARD
29,1648.1439208984375,30,0.0,21,286.63763427734375,286.63763427734375,R_A3,41,0,0.20578236877918243,2018-07-03,STANDARD
30,1628.997314453125,1,0.0,1,276.9482421875,276.9482421875,R_A4,52,0,0.048871953040361404,2018-09-12,STANDARD
31,1625.0518798828125,1,0.0,2,276.9149475097656,276.9149475097656,R_A4,52,0,0.04547704756259918,2018-09-12,STANDARD
31,1627.0850830078125,2,0.0,3,277.05047607421875,277.05047607421875,R_A4,52,0,0.04778251424431801,2018-09-12,STANDARD
31,1629.1182861328125,3,0.0,4,277.18597412109375,277.18597412109375,R_A4,52,0,0.04923337697982788,2018-09-12,STANDARD
31,1631.1514892578125,4,0.0,5,277.32147216796875,277.32147216796875,R_A4,52,0,0.06987078487873077,2018-09-12,STANDARD
31,1633.1846923828125,5,0.0,6,277.4569396972656,277.4569396972656,R_A4,52,0,0.05418342351913452,2018-09-12,STANDARD
32,1633.70263671875,5,0.0,7,277.6605224609375,277.6605224609375,R_A4,52,0,0.054436150938272476,2018-09-12,STANDARD
32,1635.4688720703125,5,0.0,8,277.6301574707031,277.6301574707031,R_A4,51,0,0.05681414157152176,2018-09-12,STANDARD
32,1633.7071533203125,4,0.0,9,277.51275634765625,277.51275634765625,R_A4,51,0,0.055236462503671646,2018-09-12,STANDARD
33,1637.0015869140625,4,0.0,10,277.89581298828125,277.89581298828125,R_A4,51,0,0.05724721774458885,2018-09-12,STANDARD
33,1638.8255615234375,5,0.0,11,278.0173645019531,278.0173645019531,R_A4,51,0,0.06240112707018852,2018-09-12,STANDARD
33,1643.8017578125,5,0.0,12,278.1437683105469,278.1437683105469,R_A4,50,0,0.06010887771844864,2018-09-12,STANDARD
34,1642.34228515625,5,0.0,13,278.2659912109375,278.2659912109375,R_A4,50,0,0.059160567820072174,2018-09-12,STANDARD
34,1640.468017578125,4,0.0,14,278.1412048339844,278.1412048339844,R_A4,50,0,0.06212543696165085,2018-09-12,STANDARD
34,1638.59375,3,0.0,15,278.0183410644531,278.0183410644531,R_A4,50,0,0.20078766345977783,2018-09-12,STANDARD
35,1639.4105224609375,3,0.0,16,278.4307861328125,278.4307861328125,R_A4,50,0,0.20117031037807465,2018-09-12,STANDARD
35,1640.2523193359375,29,0.0,17,278.6567687988281,278.6567687988281,R_A4,49,0,0.730466365814209,2018-09-12,STANDARD
36,1645.1580810546875,29,0.0,18,279.0639953613281,279.0639953613281,R_A4,49,0,0.6592788696289062,2018-09-12,STANDARD
36,1644.86767578125,29,3.4356341556407433e-12,19,285.4547424316406,285.4547424316406,R_A4,48,0,1.0,2018-09-12,STANDARD
37,1649.0069580078125,29,2.5441669170706005e-12,20,283.9459228515625,283.9459228515625,R_A4,48,0,1.0,2018-09-12,STANDARD
38,1651.452880859375,29,0.0,21,282.89788818359375,282.89788818359375,R_A4,48,0,0.8542657494544983,2018-09-12,STANDARD
38,1659.6708984375,29,0.0,22,288.2224426269531,288.2224426269531,R_A4,47,0,0.8574366569519043,2018-09-12,STANDARD
17,1693.5960693359375,1,-6.970861388122529e-12,1,277.64874267578125,277.64874267578125,R_A6,42,0,1.0,2018-11-07,STANDARD
17,1695.1192626953125,2,-1.841101923694133e-12,2,277.7955322265625,277.7955322265625,R_A6,42,0,1.0,2018-11-07,STANDARD
17,1696.642333984375,3,-1.1396307075112189e-12,3,277.94366455078125,277.94366455078125,R_A6,42,0,1.0,2018-11-07,STANDARD
17,1698.1654052734375,4,-7.571068880336818e-13,4,278.0923767089844,278.0923767089844,R_A6,42,0,1.0,2018-11-07,STANDARD
17,1699.6885986328125,5,-8.582605654817999e-13,5,278.2396545410156,278.2396545410156,R_A6,42,0,1.0,2018-11-07,STANDARD
17,1701.211669921875,6,-4.214024615367684e-11,6,278.38482666015625,278.38482666015625,R_A6,42,0,1.0,2018-11-07,STANDARD
17,1702.73486328125,7,-6.955242631834224e-11,7,278.2333068847656,278.2333068847656,R_A6,42,0,1.0,2018-11-07,STANDARD
17,1704.2579345703125,8,-3.89070373141287e-11,8,278.390380859375,278.390380859375,R_A6,42,0,1.0,2018-11-07,STANDARD
17,1705.781005859375,9,-2.1166098387870314e-12,9,278.8621520996094,278.8621520996094,R_A6,42,0,1.0,2018-11-07,STANDARD
17,1707.30419921875,10,-2.936928478192158e-10,10,278.7650451660156,278.7650451660156,R_A6,42,0,1.0,2018-11-07,STANDARD
17,1709.219970703125,11,-6.817685999083167e-11,11,279.1922607421875,279.1922607421875,R_A6,42,0,1.0,2018-11-07,STANDARD
17,1711.528076171875,12,-2.0843177878093755e-11,12,279.4664611816406,279.4664611816406,R_A6,42,0,1.0,2018-11-07,STANDARD
17,1713.83642578125,13,-1.6227832879550652e-12,13,279.6964111328125,279.6964111328125,R_A6,42,0,1.0,2018-11-07,STANDARD
17,1716.14453125,14,-1.5014257198631142e-12,14,279.9149475097656,279.9149475097656,R_A6,42,0,1.0,2018-11-07,STANDARD
17,1718.4527587890625,15,-7.310581176880881e-13,15,280.1337585449219,280.1337585449219,R_A6,42,0,1.0,2018-11-07,STANDARD
