DATE,DEPTH,SWAT,PRESSURE,CONJPOS,CONKPOS,DRAWDOWN,WELL,CONIPOS,SGAS,WELLMODEL,CONIDX,CONBPRES
2018-01-01,1636.1248779296875,0.05899733304977417,300.3702087402344,51,4,0,R_A4,33,0.0,STANDARD,10,300.3702087402344
2018-01-01,1644.39697265625,0.06499841809272766,300.92486572265625,50,4,0,R_A4,33,0.0,STANDARD,11,300.92486572265625
2018-01-01,1642.2083740234375,0.06419932097196579,300.7781066894531,50,4,0,R_A4,34,0.0,STANDARD,12,300.7781066894531
2018-01-01,1640.4068603515625,0.06402122229337692,300.65728759765625,50,3,0,R_A4,34,0.0,STANDARD,13,300.65728759765625
2018-01-01,1638.79736328125,0.06130713224411011,300.54937744140625,50,3,0,R_A4,35,0.0,STANDARD,14,300.54937744140625
2018-01-01,1641.89892578125,0.0865723192691803,300.7573547363281,49,29,0,R_A4,35,0.0,STANDARD,15,300.7573547363281
2018-01-01,1644.9979248046875,0.18091271817684174,300.96514892578125,49,29,0,R_A4,36,0.0,STANDARD,16,300.96514892578125
2018-01-01,1647.0498046875,0.09374062716960907,301.1027526855469,48,29,0,R_A4,36,0.0,STANDARD,17,301.1027526855469
2018-01-01,1649.2633056640625,0.6481541991233826,301.2511901855469,48,29,0,R_A4,37,0.0,STANDARD,18,301.2511901855469
2018-01-01,1651.323974609375,0.6481541991233826,301.3893737792969,48,29,0,R_A4,38,0.0,STANDARD,19,301.3893737792969
2018-01-01,1658.975830078125,0.7308685779571533,301.902587890625,47,29,0,R_A4,38,0.0,STANDARD,20,301.902587890625
2018-01-01,1685.760009765625,1.0,303.91357421875,20,1,0,R_A5,31,0.0,STANDARD,1,303.91357421875
2018-01-01,1687.8983154296875,1.0,304.1162109375,20,2,0,R_A5,31,0.0,STANDARD,2,304.1162109375
2018-01-01,1690.03662109375,1.0,304.31884765625,20,3,0,R_A5,31,0.0,STANDARD,3,304.31884765625
2018-01-01,1692.175048828125,1.0,304.521484375,20,4,0,R_A5,31,0.0,STANDARD,4,304.521484375
2018-01-01,1694.3133544921875,1.0,304.7241516113281,20,5,0,R_A5,31,0.0,STANDARD,5,304.7241516113281
2018-01-01,1696.4517822265625,1.0,304.9267883300781,20,6,0,R_A5,31,0.0,STANDARD,6,304.9267883300781
2018-01-01,1698.590087890625,1.0,305.4352111816406,20,7,0,R_A5,31,0.0,STANDARD,7,305.4352111816406
2018-01-01,1707.013671875,1.0,305.9278564453125,20,11,0,R_A5,31,0.0,STANDARD,8,305.9278564453125
2018-01-01,1708.892333984375,1.0,306.10589599609375,20,12,0,R_A5,31,0.0,STANDARD,9,306.10589599609375
2018-01-01,1703.2139892578125,1.0,305.5677490234375,21,12,0,R_A5,31,0.0,STANDARD,10,305.5677490234375
2018-01-01,1705.03564453125,1.0,305.7523498535156,21,13,0,R_A5,31,0.0,STANDARD,11,305.7523498535156
2018-01-01,1706.857421875,1.0,305.9250183105469,21,14,0,R_A5,31,0.0,STANDARD,12,305.9250183105469
2018-01-01,1708.6790771484375,1.0,306.09765625,21,15,0,R_A5,31,0.0,STANDARD,13,306.09765625
2018-01-01,1710.500732421875,1.0,306.4153137207031,21,16,0,R_A5,31,0.0,STANDARD,14,306.4153137207031
2018-01-01,1712.322509765625,1.0,306.58795166015625,21,17,0,R_A5,31,0.0,STANDARD,15,306.58795166015625
2018-01-01,1713.9310302734375,1.0,306.74041748046875,21,18,0,R_A5,31,0.0,STANDARD,16,306.74041748046875
2018-01-01,1714.8531494140625,1.0,306.8277893066406,21,19,0,R_A5,31,0.0,STANDARD,17,306.8277893066406
2018-01-01,1716.1829833984375,1.0,306.7967224121094,21,26,0,R_A5,31,0.0,STANDARD,18,306.7967224121094
2018-01-01,1718.3939208984375,1.0,307.00628662109375,21,27,0,R_A5,31,0.0,STANDARD,19,307.00628662109375
2018-01-01,1720.604736328125,1.0,307.2158203125,21,28,0,R_A5,31,0.0,STANDARD,20,307.2158203125
2018-01-01,1722.8155517578125,1.0,307.73114013671875,21,29,0,R_A5,31,0.0,STANDARD,21,307.73114013671875
2018-01-01,1725.0264892578125,1.0,307.940673828125,21,30,0,R_A5,31,0.0,STANDARD,22,307.940673828125
2018-01-01,1694.527099609375,1.0,305.0502014160156,42,1,0,R_A6,17,0.0,STANDARD,1,305.0502014160156
2018-01-01,1696.0638427734375,1.0,305.1958312988281,42,2,0,R_A6,17,0.0,STANDARD,2,305.1958312988281
2018-01-01,1697.6007080078125,1.0,305.3414611816406,42,3,0,R_A6,17,0.0,STANDARD,3,305.3414611816406
2018-01-01,1699.137451171875,1.0,305.4870910644531,42,4,0,R_A6,17,0.0,STANDARD,4,305.4870910644531
2018-01-01,1700.6741943359375,1.0,305.6327209472656,42,5,0,R_A6,17,0.0,STANDARD,5,305.6327209472656
2018-01-01,1702.2109375,1.0,305.77838134765625,42,6,0,R_A6,17,0.0,STANDARD,6,305.77838134765625
2018-01-01,1703.747802734375,1.0,305.6249694824219,42,7,0,R_A6,17,0.0,STANDARD,7,305.6249694824219
2018-01-01,1705.2845458984375,1.0,305.7705993652344,42,8,0,R_A6,17,0.0,STANDARD,8,305.7705993652344
2018-01-01,1706.8212890625,1.0,306.2153015136719,42,9,0,R_A6,17,0.0,STANDARD,9,306.2153015136719
2018-01-01,1708.3580322265625,1.0,306.0551452636719,42,10,0,R_A6,17,0.0,STANDARD,10,306.0551452636719
2018-01-01,1710.1964111328125,1.0,306.2294921875,42,11,0,R_A6,17,0.0,STANDARD,11,306.2294921875
2018-01-01,1712.33642578125,1.0,306.43231201171875,42,12,0,R_A6,17,0.0,STANDARD,12,306.43231201171875
2018-01-01,1714.476318359375,1.0,306.6470642089844,42,13,0,R_A6,17,0.0,STANDARD,13,306.6470642089844
2018-01-01,1716.6163330078125,1.0,306.8498840332031,42,14,0,R_A6,17,0.0,STANDARD,14,306.8498840332031
2018-01-01,1718.75634765625,1.0,307.0527038574219,42,15,0,R_A6,17,0.0,STANDARD,15,307.0527038574219
2018-01-01,1720.8963623046875,1.0,307.4005432128906,42,16,0,R_A6,17,0.0,STANDARD,16,307.4005432128906
2018-01-01,1723.036376953125,1.0,307.6033630371094,42,17,0,R_A6,17,0.0,STANDARD,17,307.6033630371094
2018-01-01,1725.0189208984375,1.0,307.791259765625,42,18,0,R_A6,17,0.0,STANDARD,18,307.791259765625
2018-01-01,1726.8331298828125,1.0,307.8061218261719,42,26,0,R_A6,17,0.0,STANDARD,19,307.8061218261719
2018-01-01,1728.5472412109375,1.0,308.27435302734375,42,27,0,R_A6,17,0.0,STANDARD,20,308.27435302734375
2018-01-01,1730.2613525390625,1.0,308.43682861328125,42,28,0,R_A6,17,0.0,STANDARD,21,308.43682861328125
2018-01-01,1731.9754638671875,1.0,308.5992736816406,42,29,0,R_A6,17,0.0,STANDARD,22,308.5992736816406
2018-01-01,1733.6895751953125,1.0,308.4559631347656,42,30,0,R_A6,17,0.0,STANDARD,23,308.4559631347656
2018-03-01,1642.22509765625,0.6483407020568848,298.3589782714844,30,1,0,R_A2,22,0.0,STANDARD,1,298.3589782714844
2018-03-01,1643.984130859375,0.11433123797178268,298.4770202636719,30,2,0,R_A2,22,0.0,STANDARD,2,298.4770202636719
2018-03-01,1645.7431640625,0.0629143938422203,298.59503173828125,30,3,0,R_A2,22,0.0,STANDARD,3,298.59503173828125
2018-03-01,1647.5023193359375,0.06824793666601181,298.7130126953125,30,4,0,R_A2,22,0.0,STANDARD,4,298.7130126953125
2018-03-01,1649.26123046875,0.07035136967897415,298.83099365234375,30,5,0,R_A2,22,0.0,STANDARD,5,298.83099365234375
2018-03-01,1651.020263671875,0.30769068002700806,299.0028076171875,30,6,0,R_A2,22,0.0,STANDARD,6,299.0028076171875
2018-03-01,1652.779296875,0.8967425227165222,299.13055419921875,30,7,0,R_A2,22,0.0,STANDARD,7,299.13055419921875
2018-03-01,1654.538330078125,0.8839007019996643,299.26312255859375,30,8,0,R_A2,22,0.0,STANDARD,8,299.26312255859375
2018-03-01,1656.29736328125,0.8926151990890503,299.99383544921875,30,9,0,R_A2,22,0.0,STANDARD,9,299.99383544921875
2018-03-01,1658.0565185546875,0.9119564294815063,300.5413513183594,30,10,0,R_A2,22,0.0,STANDARD,10,300.5413513183594
2018-03-01,1659.8994140625,0.07641037553548813,300.53814697265625,30,11,0,R_A2,22,0.0,STANDARD,11,300.53814697265625
2018-03-01,1661.826171875,0.08003827184438705,300.6673278808594,30,12,0,R_A2,22,0.0,STANDARD,12,300.6673278808594
2018-03-01,1663.7529296875,0.4501250684261322,300.7969055175781,30,13,0,R_A2,22,0.0,STANDARD,13,300.7969055175781
2018-03-01,1665.6798095703125,0.4887300133705139,300.927001953125,30,14,0,R_A2,22,0.0,STANDARD,14,300.927001953125
2018-03-01,1667.6065673828125,0.7101374864578247,301.05810546875,30,15,0,R_A2,22,0.0,STANDARD,15,301.05810546875
2018-03-01,1668.4063720703125,0.711879312992096,301.0220031738281,29,15,0,R_A2,22,0.0,STANDARD,16,301.0220031738281
2018-03-01,1670.3760986328125,0.9839000105857849,301.1545104980469,29,16,0,R_A2,22,0.0,STANDARD,17,301.1545104980469
2018-03-01,1672.3458251953125,0.9742830991744995,301.2870178222656,29,17,0,R_A2,22,0.0,STANDARD,18,301.2870178222656
2018-03-01,1674.3154296875,0.9860448241233826,301.4193420410156,29,18,0,R_A2,22,0.0,STANDARD,19,301.4193420410156
2018-03-01,1675.694091796875,0.9999999403953552,301.5118408203125,29,19,0,R_A2,22,-3.1593803129226217e-09,STANDARD,20,301.5118408203125
2018-03-01,1676.96240234375,1.0,302.6883850097656,29,26,0,R_A2,22,-4.7918800004376205e-12,STANDARD,21,302.6883850097656
2018-03-01,1678.71142578125,1.0,303.3805847167969,29,27,0,R_A2,22,-1.4732813569717285e-15,STANDARD,22,303.3805847167969
2018-03-01,1680.4603271484375,1.0,303.63629150390625,29,28,0,R_A2,22,-2.1897311291141573e-18,STANDARD,23,303.63629150390625
2018-03-01,1682.2093505859375,1.0,303.8196105957031,29,29,0,R_A2,22,-1.6784219704206623e-19,STANDARD,24,303.8196105957031
2018-03-01,1683.958251953125,1.0,303.99273681640625,29,30,0,R_A2,22,5.688217600639941e-19,STANDARD,25,303.99273681640625
2018-04-28,1685.760009765625,1.0,270.9156799316406,20,1,0,R_A5,31,-5.5029206424929075e-14,STANDARD,1,270.9156799316406
2018-04-28,1687.8983154296875,1.0,271.11968994140625,20,2,0,R_A5,31,-1.5059296066489351e-15,STANDARD,2,271.11968994140625
2018-04-28,1690.03662109375,1.0,271.32745361328125,20,3,0,R_A5,31,-9.999881782005171e-13,STANDARD,3,271.32745361328125
2018-04-28,1692.175048828125,1.0,271.5370178222656,20,4,0,R_A5,31,-1.678966644533264e-12,STANDARD,4,271.5370178222656
2018-04-28,1694.3133544921875,1.0,271.74420166015625,20,5,0,R_A5,31,-3.278813418688964e-12,STANDARD,5,271.74420166015625
2018-04-28,1696.4517822265625,1.0,271.9504699707031,20,6,0,R_A5,31,-1.1597679414054873e-11,STANDARD,6,271.9504699707031
2018-04-28,1698.590087890625,1.0,272.9024963378906,20,7,0,R_A5,31,-1.0160682191451276e-11,STANDARD,7,272.9024963378906
2018-04-28,1707.013671875,1.0,277.9703369140625,20,11,0,R_A5,31,0.0,STANDARD,8,277.9703369140625
2018-04-28,1708.892333984375,1.0,280.46343994140625,20,12,0,R_A5,31,-1.5098375327760039e-10,STANDARD,9,280.46343994140625
2018-04-28,1703.2139892578125,1.0,278.87823486328125,21,12,0,R_A5,31,-3.181175600719399e-10,STANDARD,10,278.87823486328125
2018-04-28,1705.03564453125,1.0,279.0639953613281,21,13,0,R_A5,31,-1.3553794371568006e-11,STANDARD,11,279.0639953613281
2018-04-28,1706.857421875,1.0,279.2388610839844,21,14,0,R_A5,31,-2.5348615567688526e-11,STANDARD,12,279.2388610839844
2018-04-28,1708.6790771484375,1.0,279.4143981933594,21,15,0,R_A5,31,-5.962978808643493e-12,STANDARD,13,279.4143981933594
2018-04-28,1710.500732421875,1.0,279.7439270019531,21,16,0,R_A5,31,-1.46723594645487e-12,STANDARD,14,279.7439270019531
2018-04-28,1712.322509765625,1.0,279.9368896484375,21,17,0,R_A5,31,-1.271429901465726e-12,STANDARD,15,279.9368896484375
2018-04-28,1713.9310302734375,1.0,280.1034851074219,21,18,0,R_A5,31,-1.4328030949195547e-12,STANDARD,16,280.1034851074219
2018-04-28,1714.8531494140625,1.0,280.1962585449219,21,19,0,R_A5,31,-1.5971851662424652e-12,STANDARD,17,280.1962585449219
2018-04-28,1716.1829833984375,1.0,280.222412109375,21,26,0,R_A5,31,-4.473111811509334e-11,STANDARD,18,280.222412109375
2018-04-28,1718.3939208984375,1.0,280.44891357421875,21,27,0,R_A5,31,-3.3628076018255015e-11,STANDARD,19,280.44891357421875
2018-04-28,1720.604736328125,1.0,280.6688537597656,21,28,0,R_A5,31,-2.918154259901051e-11,STANDARD,20,280.6688537597656
2018-04-28,1722.8155517578125,1.0,283.93402099609375,21,29,0,R_A5,31,-4.2877559955269845e-14,STANDARD,21,283.93402099609375
2018-04-28,1725.0264892578125,1.0,298.078125,21,30,0,R_A5,31,-1.2567097845046434e-19,STANDARD,22,298.078125
2018-07-03,1608.9246826171875,0.35631123185157776,288.76898193359375,41,1,0,R_A3,28,0.0,STANDARD,1,288.76898193359375
2018-07-03,1610.95458984375,0.19765809178352356,288.8857116699219,41,2,0,R_A3,28,0.0,STANDARD,2,288.8857116699219
2018-07-03,1612.9844970703125,0.20093993842601776,289.0205383300781,41,3,0,R_A3,28,0.0,STANDARD,3,289.0205383300781
2018-07-03,1605.16650390625,0.19156767427921295,288.4989318847656,41,3,0,R_A3,29,0.0,STANDARD,4,288.4989318847656
2018-07-03,1607.166015625,0.22237823903560638,288.6325378417969,41,4,0,R_A3,29,0.0,STANDARD,5,288.6325378417969
2018-07-03,1609.16552734375,0.8146404027938843,288.7923278808594,41,5,0,R_A3,29,0.0,STANDARD,6,288.7923278808594
2018-07-03,1611.1650390625,0.2048923373222351,288.8897399902344,41,6,0,R_A3,29,0.0,STANDARD,7,288.8897399902344
2018-07-03,1613.16455078125,0.1465168297290802,289.0234069824219,41,7,0,R_A3,29,0.0,STANDARD,8,289.0234069824219
2018-07-03,1615.1640625,0.19935670495033264,289.15716552734375,41,8,0,R_A3,29,0.0,STANDARD,9,289.15716552734375
2018-07-03,1617.16357421875,0.7954863905906677,289.3428649902344,41,9,0,R_A3,29,0.0,STANDARD,10,289.3428649902344
2018-07-03,1619.1630859375,0.8034075498580933,290.259521484375,41,10,0,R_A3,29,0.0,STANDARD,11,290.259521484375
2018-07-03,1621.2176513671875,0.050624340772628784,288.8227233886719,41,11,0,R_A3,29,0.0,STANDARD,12,288.8227233886719
2018-07-03,1623.3272705078125,0.053299449384212494,288.9637451171875,41,12,0,R_A3,29,0.0,STANDARD,13,288.9637451171875
2018-07-03,1625.436767578125,0.24362079799175262,289.10455322265625,41,13,0,R_A3,29,0.0,STANDARD,14,289.10455322265625
2018-07-03,1629.656005859375,0.647535502910614,289.981201171875,41,15,0,R_A3,29,0.0,STANDARD,15,289.981201171875
2018-07-03,1631.681640625,0.8048624992370605,290.1627502441406,41,16,0,R_A3,29,0.0,STANDARD,16,290.1627502441406
2018-07-03,1632.757080078125,0.7483773827552795,290.2348937988281,41,17,0,R_A3,29,0.0,STANDARD,17,290.2348937988281
2018-07-03,1634.6259765625,0.648829996585846,289.9548034667969,41,26,0,R_A3,29,0.0,STANDARD,18,289.9548034667969
2018-07-03,1638.154541015625,0.04391559213399887,289.0745849609375,41,27,0,R_A3,29,0.0,STANDARD,19,289.0745849609375
2018-07-03,1641.6829833984375,0.0478845089673996,289.31048583984375,41,28,0,R_A3,29,0.0,STANDARD,20,289.31048583984375
2018-07-03,1645.2115478515625,0.6492289900779724,289.53472900390625,41,29,0,R_A3,29,0.0,STANDARD,21,289.53472900390625
2018-07-03,1648.7401123046875,0.06395824998617172,289.75994873046875,41,30,0,R_A3,29,0.0,STANDARD,22,289.75994873046875
2018-09-12,1634.2259521484375,0.05294758081436157,280.646240234375,52,1,0,R_A4,30,0.0,STANDARD,1,280.646240234375
2018-09-12,1627.8421630859375,0.0498160719871521,280.3458557128906,52,1,0,R_A4,31,0.0,STANDARD,2,280.3458557128906
2018-09-12,1629.84130859375,0.05177704617381096,280.4792175292969,52,2,0,R_A4,31,0.0,STANDARD,3,280.4792175292969
2018-09-12,1631.84033203125,0.05436529964208603,280.612548828125,52,3,0,R_A4,31,0.0,STANDARD,4,280.612548828125
2018-09-12,1633.8394775390625,0.05626051127910614,280.745849609375,52,4,0,R_A4,31,0.0,STANDARD,5,280.745849609375
2018-09-12,1631.34130859375,0.05551879107952118,280.70501708984375,52,4,0,R_A4,32,0.0,STANDARD,6,280.70501708984375
2018-09-12,1633.169677734375,0.056226201355457306,280.8269958496094,52,5,0,R_A4,32,0.0,STANDARD,7,280.8269958496094
2018-09-12,1638.072265625,0.05849004164338112,280.88897705078125,51,5,0,R_A4,32,0.0,STANDARD,8,280.88897705078125
2018-09-12,1636.2550048828125,0.05804738029837608,280.7685546875,51,4,0,R_A4,32,0.0,STANDARD,9,280.7685546875
2018-09-12,1636.1248779296875,0.05910671129822731,280.9646301269531,51,4,0,R_A4,33,0.0,STANDARD,10,280.9646301269531
2018-09-12,1644.39697265625,0.0651417002081871,281.30712890625,50,4,0,R_A4,33,0.0,STANDARD,11,281.30712890625
2018-09-12,1642.2083740234375,0.0643535777926445,281.3577575683594,50,4,0,R_A4,34,0.0,STANDARD,12,281.3577575683594
2018-09-12,1640.4068603515625,0.06417891383171082,281.2373962402344,50,3,0,R_A4,34,0.0,STANDARD,13,281.2373962402344
2018-09-12,1638.79736328125,0.061463817954063416,281.43896484375,50,3,0,R_A4,35,0.0,STANDARD,14,281.43896484375
2018-09-12,1641.89892578125,0.08750666677951813,281.6692810058594,49,29,0,R_A4,35,0.0,STANDARD,15,281.6692810058594
2018-09-12,1644.9979248046875,0.17790909111499786,281.96124267578125,49,29,0,R_A4,36,0.0,STANDARD,16,281.96124267578125
2018-09-12,1647.0498046875,0.0945638045668602,282.0222473144531,48,29,0,R_A4,36,0.0,STANDARD,17,282.0222473144531
2018-09-12,1649.2633056640625,0.6493712067604065,282.27947998046875,48,29,0,R_A4,37,0.0,STANDARD,18,282.27947998046875
2018-09-12,1651.323974609375,0.6623576879501343,282.5490417480469,48,29,0,R_A4,38,0.0,STANDARD,19,282.5490417480469
2018-09-12,1658.975830078125,0.7251472473144531,283.0003356933594,47,29,0,R_A4,38,0.0,STANDARD,20,283.0003356933594
2018-11-07,1694.527099609375,1.0,279.701904296875,42,1,0,R_A6,17,-3.6342223718247024e-13,STANDARD,1,279.701904296875
2018-11-07,1696.0638427734375,1.0,279.84637451171875,42,2,0,R_A6,17,-1.8259310350602492e-13,STANDARD,2,279.84637451171875
2018-11-07,1697.6007080078125,1.0,279.98883056640625,42,3,0,R_A6,17,-1.4549384646286162e-13,STANDARD,3,279.98883056640625
2018-11-07,1699.137451171875,1.0,280.1281433105469,42,4,0,R_A6,17,-1.1543450386102688e-13,STANDARD,4,280.1281433105469
2018-11-07,1700.6741943359375,1.0,280.26580810546875,42,5,0,R_A6,17,-1.6540891920047152e-13,STANDARD,5,280.26580810546875
2018-11-07,1702.2109375,1.0,280.4062805175781,42,6,0,R_A6,17,-8.95061021827237e-12,STANDARD,6,280.4062805175781
2018-11-07,1703.747802734375,1.0,280.2519226074219,42,7,0,R_A6,17,-1.4264069959912806e-11,STANDARD,7,280.2519226074219
2018-11-07,1705.2845458984375,1.0,280.3973693847656,42,8,0,R_A6,17,-1.258499034151317e-11,STANDARD,8,280.3973693847656
2018-11-07,1706.8212890625,1.0,280.8416442871094,42,9,0,R_A6,17,-9.449691463353505e-13,STANDARD,9,280.8416442871094
2018-11-07,1708.3580322265625,1.0,280.6778259277344,42,10,0,R_A6,17,-1.8661255873908544e-10,STANDARD,10,280.6778259277344
2018-11-07,1710.1964111328125,0.9999999403953552,284.0281066894531,42,11,0,R_A6,17,-2.2027095702981114e-09,STANDARD,11,284.0281066894531
2018-11-07,1712.33642578125,1.0,284.2307434082031,42,12,0,R_A6,17,-1.2773320179348957e-09,STANDARD,12,284.2307434082031
2018-11-07,1714.476318359375,1.0,284.44537353515625,42,13,0,R_A6,17,-7.83397444137357e-11,STANDARD,13,284.44537353515625
