WELL,DRAWDOWN,CONIDX,SGAS,CONJPOS,WELLMODEL,SWAT,CONIPOS,PRESSURE,CONBPRES,DEPTH,CONKPOS,DATE
R_A2,0,19,0.0,29,STANDARD,0.9921049475669861,22,302.89569091796875,302.89569091796875,1674.229736328125,18,2018-01-01
R_A2,0,20,0.0,29,STANDARD,0.4429566264152527,22,303.02569580078125,303.02569580078125,1676.1676025390625,27,2018-01-01
R_A2,0,21,0.0,29,STANDARD,1.0,22,303.47802734375,303.47802734375,1677.9368896484375,28,2018-01-01
R_A2,0,22,0.0,29,STANDARD,1.0,22,303.64569091796875,303.64569091796875,1679.7061767578125,29,2018-01-01
R_A2,0,23,0.0,29,STANDARD,1.0,22,303.8133544921875,303.8133544921875,1681.4754638671875,30,2018-01-01
R_A2,0,24,0.0,29,STANDARD,1.0,22,303.98101806640625,303.98101806640625,1683.2447509765625,31,2018-01-01
R_A3,0,1,0.0,41,STANDARD,0.6481541991233826,28,298.53814697265625,298.53814697265625,1609.243408203125,1,2018-01-01
R_A3,0,2,0.0,41,STANDARD,0.1953458935022354,28,298.676513671875,298.676513671875,1611.3077392578125,2,2018-01-01
R_A3,0,3,0.0,41,STANDARD,0.19456657767295837,28,298.8148498535156,298.8148498535156,1613.3720703125,3,2018-01-01
R_A3,0,4,0.0,41,STANDARD,0.3696915805339813,28,298.9532165527344,298.9532165527344,1615.4365234375,4,2018-01-01
R_A3,0,5,0.0,41,STANDARD,0.834352970123291,28,299.0915832519531,299.0915832519531,1617.5008544921875,5,2018-01-01
R_A3,0,6,0.0,41,STANDARD,0.6481541991233826,28,299.2299499511719,299.2299499511719,1619.565185546875,6,2018-01-01
R_A3,0,7,0.0,41,STANDARD,0.6481541991233826,29,298.54638671875,298.54638671875,1609.3663330078125,6,2018-01-01
R_A3,0,8,0.0,41,STANDARD,0.1984773725271225,29,298.68377685546875,298.68377685546875,1611.4163818359375,7,2018-01-01
R_A3,0,9,0.0,41,STANDARD,0.1977151483297348,29,298.8211669921875,298.8211669921875,1613.46630859375,8,2018-01-01
R_A3,0,10,0.0,41,STANDARD,0.800819993019104,29,298.95855712890625,298.95855712890625,1615.516357421875,9,2018-01-01
R_A3,0,11,0.0,41,STANDARD,0.7992424964904785,29,299.095947265625,299.095947265625,1617.5662841796875,10,2018-01-01
R_A3,0,12,0.0,41,STANDARD,0.05049673467874527,29,299.24237060546875,299.24237060546875,1619.750732421875,11,2018-01-01
R_A3,0,13,0.0,41,STANDARD,0.05441533401608467,29,299.3978271484375,299.3978271484375,1622.0697021484375,12,2018-01-01
R_A3,0,14,0.0,41,STANDARD,0.3730502128601074,29,299.5532531738281,299.5532531738281,1624.388671875,13,2018-01-01
R_A3,0,15,0.0,41,STANDARD,0.4005099833011627,29,299.7087097167969,299.7087097167969,1626.707763671875,14,2018-01-01
R_A3,0,16,0.0,41,STANDARD,0.4975426495075226,29,299.8641662597656,299.8641662597656,1629.026611328125,15,2018-01-01
R_A3,0,17,0.0,41,STANDARD,0.8084018230438232,29,299.992919921875,299.992919921875,1630.9468994140625,16,2018-01-01
R_A3,0,18,0.0,41,STANDARD,1.0,29,300.16583251953125,300.16583251953125,1633.5262451171875,27,2018-01-01
R_A3,0,19,0.0,41,STANDARD,0.04364456981420517,29,300.40966796875,300.40966796875,1637.1630859375,28,2018-01-01
R_A3,0,20,0.0,41,STANDARD,0.05188838392496109,29,300.6535339355469,300.6535339355469,1640.8001708984375,29,2018-01-01
R_A3,0,21,0.0,41,STANDARD,1.0,29,300.89739990234375,300.89739990234375,1644.4371337890625,30,2018-01-01
R_A3,0,22,0.0,41,STANDARD,0.0641801506280899,29,301.14129638671875,301.14129638671875,1648.0740966796875,31,2018-01-01
R_A4,0,1,0.0,52,STANDARD,0.05036125332117081,30,300.009033203125,300.009033203125,1631.1873779296875,1,2018-01-01
R_A4,0,2,0.0,52,STANDARD,0.08347222208976746,31,299.7571105957031,299.7571105957031,1627.4293212890625,1,2018-01-01
R_A4,0,3,0.0,52,STANDARD,0.05255189538002014,31,299.89520263671875,299.89520263671875,1629.4896240234375,2,2018-01-01
R_A4,0,4,0.0,52,STANDARD,0.05367308482527733,31,300.0333251953125,300.0333251953125,1631.5498046875,3,2018-01-01
R_A4,0,5,0.0,52,STANDARD,0.05652542784810066,31,300.17144775390625,300.17144775390625,1633.610107421875,4,2018-01-01
R_A4,0,6,0.0,52,STANDARD,0.05670516937971115,32,300.0901184082031,300.0901184082031,1632.3968505859375,4,2018-01-01
R_A4,0,7,0.0,51,STANDARD,0.06039223074913025,32,300.3236999511719,300.3236999511719,1635.880615234375,4,2018-01-01
R_A4,0,8,0.0,51,STANDARD,0.062218718230724335,33,300.4202575683594,300.4202575683594,1637.321044921875,4,2018-01-01
R_A4,0,9,0.0,51,STANDARD,0.05870724841952324,33,300.29644775390625,300.29644775390625,1635.474609375,3,2018-01-01
R_A4,0,10,0.0,50,STANDARD,0.06312906742095947,33,300.74395751953125,300.74395751953125,1642.1485595703125,4,2018-01-01
R_A4,0,11,0.0,50,STANDARD,0.06255592405796051,34,300.67578125,300.67578125,1641.132080078125,4,2018-01-01
R_A4,0,12,0.0,50,STANDARD,0.1182539239525795,34,300.5467224121094,300.5467224121094,1639.20703125,3,2018-01-01
R_A4,0,13,0.0,50,STANDARD,0.10039374977350235,35,300.66064453125,300.66064453125,1640.9061279296875,3,2018-01-01
R_A4,0,14,0.0,50,STANDARD,0.18232817947864532,35,300.53570556640625,300.53570556640625,1639.0426025390625,2,2018-01-01
R_A4,0,15,0.0,49,STANDARD,0.23937761783599854,35,300.72943115234375,300.72943115234375,1641.93212890625,2,2018-01-01
R_A4,0,16,0.0,49,STANDARD,0.05827876925468445,36,300.7579650878906,300.7579650878906,1642.357421875,30,2018-01-01
R_A4,0,17,0.0,48,STANDARD,0.6481541991233826,36,300.5735168457031,300.5735168457031,1639.6068115234375,30,2018-01-01
R_A4,0,18,0.0,48,STANDARD,0.05980163440108299,37,301.0526123046875,301.0526123046875,1646.7513427734375,30,2018-01-01
R_A4,0,19,0.0,48,STANDARD,0.10777666419744492,38,301.5025939941406,301.5025939941406,1653.461669921875,30,2018-01-01
R_A4,0,20,0.0,47,STANDARD,0.07282351702451706,38,301.7947998046875,301.7947998046875,1657.8184814453125,30,2018-01-01
R_A5,0,1,0.0,20,STANDARD,1.0,31,303.8440856933594,303.8440856933594,1685.026611328125,1,2018-01-01
R_A5,0,2,0.0,20,STANDARD,1.0,31,304.0601806640625,304.0601806640625,1687.3070068359375,2,2018-01-01
R_A5,0,3,0.0,20,STANDARD,1.0,31,304.27630615234375,304.27630615234375,1689.5875244140625,3,2018-01-01
R_A5,0,4,0.0,20,STANDARD,1.0,31,304.4924011230469,304.4924011230469,1691.8680419921875,4,2018-01-01
R_A5,0,5,0.0,20,STANDARD,1.0,31,304.7085266113281,304.7085266113281,1694.1485595703125,5,2018-01-01
R_A5,0,6,0.0,20,STANDARD,1.0,31,304.9246520996094,304.9246520996094,1696.4290771484375,6,2018-01-01
R_A5,0,7,0.0,20,STANDARD,1.0,31,305.446533203125,305.446533203125,1698.70947265625,7,2018-01-01
R_A5,0,8,0.0,20,STANDARD,1.0,31,305.988037109375,305.988037109375,1707.6488037109375,11,2018-01-01
R_A5,0,9,0.0,20,STANDARD,1.0,31,306.1695251464844,306.1695251464844,1709.5638427734375,12,2018-01-01
R_A5,0,10,0.0,21,STANDARD,1.0,31,305.4322814941406,305.4322814941406,1701.7845458984375,12,2018-01-01
R_A5,0,11,0.0,21,STANDARD,1.0,31,305.6291198730469,305.6291198730469,1703.735107421875,13,2018-01-01
R_A5,0,12,0.0,21,STANDARD,1.0,31,305.81396484375,305.81396484375,1705.6856689453125,14,2018-01-01
R_A5,0,13,0.0,21,STANDARD,1.0,31,305.9988098144531,305.9988098144531,1707.63623046875,15,2018-01-01
R_A5,0,14,0.0,21,STANDARD,1.0,31,306.3287048339844,306.3287048339844,1709.5867919921875,16,2018-01-01
R_A5,0,15,0.0,21,STANDARD,1.0,31,306.5135498046875,306.5135498046875,1711.537353515625,17,2018-01-01
R_A5,0,16,0.0,21,STANDARD,1.0,31,306.6856994628906,306.6856994628906,1713.35400390625,18,2018-01-01
R_A5,0,17,0.0,21,STANDARD,1.0,31,306.7843933105469,306.7843933105469,1714.3951416015625,19,2018-01-01
R_A5,0,18,0.0,21,STANDARD,1.0,31,306.75689697265625,306.75689697265625,1715.7628173828125,27,2018-01-01
R_A5,0,19,0.0,21,STANDARD,1.0,31,306.978271484375,306.978271484375,1718.098388671875,28,2018-01-01
R_A5,0,20,0.0,21,STANDARD,1.0,31,307.5054016113281,307.5054016113281,1720.43408203125,29,2018-01-01
R_A5,0,21,0.0,21,STANDARD,1.0,31,307.7267761230469,307.7267761230469,1722.7696533203125,30,2018-01-01
R_A5,0,22,0.0,21,STANDARD,1.0,31,307.9481506347656,307.9481506347656,1725.105224609375,31,2018-01-01
R_A6,0,1,0.0,42,STANDARD,1.0,17,305.11419677734375,305.11419677734375,1695.20263671875,1,2018-01-01
R_A6,0,2,0.0,42,STANDARD,1.0,17,305.2609558105469,305.2609558105469,1696.7510986328125,2,2018-01-01
R_A6,0,3,0.0,42,STANDARD,1.0,17,305.4076843261719,305.4076843261719,1698.299560546875,3,2018-01-01
R_A6,0,4,0.0,42,STANDARD,1.0,17,305.554443359375,305.554443359375,1699.84814453125,4,2018-01-01
R_A6,0,5,0.0,42,STANDARD,1.0,17,305.7012023925781,305.7012023925781,1701.3966064453125,5,2018-01-01
R_A6,0,6,0.0,42,STANDARD,1.0,17,305.84796142578125,305.84796142578125,1702.9451904296875,6,2018-01-01
R_A6,0,7,0.0,42,STANDARD,1.0,17,305.6956481933594,305.6956481933594,1704.49365234375,7,2018-01-01
R_A6,0,8,0.0,42,STANDARD,1.0,17,306.1414489746094,306.1414489746094,1706.042236328125,8,2018-01-01
R_A6,0,9,0.0,42,STANDARD,1.0,17,306.2882080078125,306.2882080078125,1707.5906982421875,9,2018-01-01
R_A6,0,10,0.0,42,STANDARD,1.0,17,306.1291809082031,306.1291809082031,1709.1392822265625,10,2018-01-01
R_A6,0,11,0.0,42,STANDARD,1.0,17,306.3109130859375,306.3109130859375,1711.055419921875,11,2018-01-01
R_A6,0,12,0.0,42,STANDARD,1.0,17,306.52734375,306.52734375,1713.3392333984375,12,2018-01-01
R_A6,0,13,0.0,42,STANDARD,1.0,17,306.7557678222656,306.7557678222656,1715.623046875,13,2018-01-01
R_A6,0,14,0.0,42,STANDARD,1.0,17,306.9721984863281,306.9721984863281,1717.9068603515625,14,2018-01-01
R_A6,0,15,0.0,42,STANDARD,1.0,17,307.18865966796875,307.18865966796875,1720.190673828125,15,2018-01-01
R_A6,0,16,0.0,42,STANDARD,1.0,17,307.55010986328125,307.55010986328125,1722.474365234375,16,2018-01-01
R_A6,0,17,0.0,42,STANDARD,1.0,17,307.7665710449219,307.7665710449219,1724.7581787109375,17,2018-01-01
R_A6,0,18,0.0,42,STANDARD,1.0,17,307.921630859375,307.921630859375,1726.394287109375,18,2018-01-01
R_A6,0,19,0.0,42,STANDARD,1.0,17,307.8930969238281,307.8930969238281,1727.7508544921875,27,2018-01-01
R_A6,0,20,0.0,42,STANDARD,1.0,17,308.3623352050781,308.3623352050781,1729.4755859375,28,2018-01-01
R_A6,0,21,0.0,42,STANDARD,1.0,17,308.22003173828125,308.22003173828125,1731.2001953125,29,2018-01-01
R_A6,0,22,0.0,42,STANDARD,1.0,17,308.68927001953125,308.68927001953125,1732.9249267578125,30,2018-01-01
R_A6,0,23,0.0,42,STANDARD,1.0,17,308.5469665527344,308.5469665527344,1734.649658203125,31,2018-01-01
R_A2,0,1,0.0,30,STANDARD,0.05683597922325134,22,298.4297790527344,298.4297790527344,1641.094970703125,1,2018-03-01
R_A2,0,2,0.0,30,STANDARD,0.059880658984184265,22,298.5500183105469,298.5500183105469,1642.8890380859375,2,2018-03-01
R_A2,0,3,0.0,30,STANDARD,0.06266243010759354,22,298.6702575683594,298.6702575683594,1644.68310546875,3,2018-03-01
R_A2,0,4,0.0,30,STANDARD,0.06651418656110764,22,298.79046630859375,298.79046630859375,1646.4771728515625,4,2018-03-01
R_A2,0,5,0.0,30,STANDARD,0.07090828567743301,22,298.9106750488281,298.9106750488281,1648.2713623046875,5,2018-03-01
R_A2,0,6,0.0,30,STANDARD,0.23946800827980042,22,299.0309143066406,299.0309143066406,1650.0654296875,6,2018-03-01
R_A2,0,7,0.0,30,STANDARD,0.8950660824775696,22,299.16009521484375,299.16009521484375,1651.859619140625,7,2018-03-01
R_A2,0,8,0.0,30,STANDARD,0.868425190448761,22,299.2874755859375,299.2874755859375,1653.6536865234375,8,2018-03-01
R_A2,0,9,0.0,30,STANDARD,0.8944944143295288,22,299.4141845703125,299.4141845703125,1655.44775390625,9,2018-03-01
R_A2,0,10,0.0,30,STANDARD,0.9061720371246338,22,299.7168884277344,299.7168884277344,1657.2418212890625,10,2018-03-01
R_A2,0,11,0.0,30,STANDARD,0.0778089314699173,22,299.8836669921875,299.8836669921875,1659.1368408203125,11,2018-03-01
R_A2,0,12,0.0,30,STANDARD,0.08119391649961472,22,300.0174560546875,300.0174560546875,1661.132568359375,12,2018-03-01
R_A2,0,13,0.0,30,STANDARD,0.4636891782283783,22,300.1525573730469,300.1525573730469,1663.12841796875,13,2018-03-01
R_A2,0,14,0.0,30,STANDARD,0.5082356333732605,22,300.2887268066406,300.2887268066406,1665.1241455078125,14,2018-03-01
R_A2,0,15,0.0,30,STANDARD,0.6799120903015137,22,300.42626953125,300.42626953125,1667.1199951171875,15,2018-03-01
R_A2,0,16,0.0,30,STANDARD,0.9764847159385681,22,300.5605163574219,300.5605163574219,1669.11572265625,16,2018-03-01
R_A2,0,17,0.0,30,STANDARD,0.9520864486694336,22,300.6949462890625,300.6949462890625,1671.111572265625,17,2018-03-01
R_A2,0,18,0.0,30,STANDARD,0.9803769588470459,22,300.82098388671875,300.82098388671875,1672.9881591796875,18,2018-03-01
R_A2,0,19,0.0,29,STANDARD,0.9920998215675354,22,300.7929382324219,300.7929382324219,1674.229736328125,18,2018-03-01
R_A2,0,20,0.0,29,STANDARD,0.44448524713516235,22,301.1428527832031,301.1428527832031,1676.1676025390625,27,2018-03-01
R_A2,0,21,-5.495693418573755e-13,29,STANDARD,1.0,22,302.3265686035156,302.3265686035156,1677.9368896484375,28,2018-03-01
R_A2,0,22,-1.998230174263347e-14,29,STANDARD,1.0,22,303.1712951660156,303.1712951660156,1679.7061767578125,29,2018-03-01
R_A2,0,23,-7.967598477688631e-16,29,STANDARD,1.0,22,303.6156311035156,303.6156311035156,1681.4754638671875,30,2018-03-01
R_A2,0,24,-9.220103846862299e-17,29,STANDARD,1.0,22,303.8779296875,303.8779296875,1683.2447509765625,31,2018-03-01
R_A5,0,1,-3.4013898875208046e-14,20,STANDARD,1.0,31,274.8263244628906,274.8263244628906,1685.026611328125,1,2018-04-28
R_A5,0,2,-2.8151272139136443e-14,20,STANDARD,1.0,31,275.04229736328125,275.04229736328125,1687.3070068359375,2,2018-04-28
R_A5,0,3,-2.7478106256833244e-14,20,STANDARD,1.0,31,275.2578430175781,275.2578430175781,1689.5875244140625,3,2018-04-28
R_A5,0,4,-2.949774281714619e-14,20,STANDARD,1.0,31,275.4731140136719,275.4731140136719,1691.8680419921875,4,2018-04-28
R_A5,0,5,-2.8283307634954444e-14,20,STANDARD,1.0,31,275.688720703125,275.688720703125,1694.1485595703125,5,2018-04-28
R_A5,0,6,-2.8337056957655413e-14,20,STANDARD,1.0,31,275.9045104980469,275.9045104980469,1696.4290771484375,6,2018-04-28
R_A5,0,7,-7.678016547747225e-15,20,STANDARD,1.0,31,276.44415283203125,276.44415283203125,1698.70947265625,7,2018-04-28
R_A5,0,8,-6.007107246526477e-13,20,STANDARD,1.0,31,277.36639404296875,277.36639404296875,1707.6488037109375,11,2018-04-28
R_A5,0,9,-1.156025253822024e-12,20,STANDARD,1.0,31,277.919921875,277.919921875,1709.5638427734375,12,2018-04-28
R_A5,0,10,-6.830021357512317e-12,21,STANDARD,1.0,31,276.251220703125,276.251220703125,1701.7845458984375,12,2018-04-28
R_A5,0,11,-4.126941030666714e-13,21,STANDARD,1.0,31,276.450439453125,276.450439453125,1703.735107421875,13,2018-04-28
R_A5,0,12,-5.688902040418276e-13,21,STANDARD,1.0,31,276.6392822265625,276.6392822265625,1705.6856689453125,14,2018-04-28
R_A5,0,13,-1.067851793860701e-13,21,STANDARD,1.0,31,276.84234619140625,276.84234619140625,1707.63623046875,15,2018-04-28
R_A5,0,14,-1.129924265589298e-13,21,STANDARD,1.0,31,277.2490539550781,277.2490539550781,1709.5867919921875,16,2018-04-28
R_A5,0,15,-2.3343565646563764e-14,21,STANDARD,1.0,31,277.6220397949219,277.6220397949219,1711.537353515625,17,2018-04-28
R_A5,0,16,-2.9794312768902445e-14,21,STANDARD,1.0,31,278.0140686035156,278.0140686035156,1713.35400390625,18,2018-04-28
R_A5,0,17,0.0,21,STANDARD,1.0,31,278.23223876953125,278.23223876953125,1714.3951416015625,19,2018-04-28
R_A5,0,18,-4.339690065635615e-12,21,STANDARD,1.0,31,278.26971435546875,278.26971435546875,1715.7628173828125,27,2018-04-28
R_A5,0,19,-5.452048534859699e-12,21,STANDARD,1.0,31,278.5299987792969,278.5299987792969,1718.098388671875,28,2018-04-28
R_A5,0,20,-2.780233508692387e-12,21,STANDARD,1.0,31,279.5791015625,279.5791015625,1720.43408203125,29,2018-04-28
R_A5,0,21,-1.943413699898423e-17,21,STANDARD,1.0,31,292.0726623535156,292.0726623535156,1722.7696533203125,30,2018-04-28
R_A5,0,22,-2.4571115752552122e-20,21,STANDARD,1.0,31,302.4148254394531,302.4148254394531,1725.105224609375,31,2018-04-28
R_A3,0,1,0.0,41,STANDARD,0.6492776274681091,28,282.0672607421875,282.0672607421875,1609.243408203125,1,2018-07-03
R_A3,0,2,0.0,41,STANDARD,0.1972390115261078,28,282.2127685546875,282.2127685546875,1611.3077392578125,2,2018-07-03
R_A3,0,3,0.0,41,STANDARD,0.1977563351392746,28,282.35064697265625,282.35064697265625,1613.3720703125,3,2018-07-03
R_A3,0,4,0.0,41,STANDARD,0.3865051567554474,28,282.51336669921875,282.51336669921875,1615.4365234375,4,2018-07-03
R_A3,0,5,0.0,41,STANDARD,0.7989193201065063,28,283.81072998046875,283.81072998046875,1617.5008544921875,5,2018-07-03
R_A3,0,6,0.0,41,STANDARD,0.6492513418197632,28,284.0209045410156,284.0209045410156,1619.565185546875,6,2018-07-03
R_A3,0,7,0.0,41,STANDARD,0.6491600275039673,29,283.0395202636719,283.0395202636719,1609.3663330078125,6,2018-07-03
R_A3,0,8,0.0,41,STANDARD,0.19939975440502167,29,283.187744140625,283.187744140625,1611.4163818359375,7,2018-07-03
R_A3,0,9,0.0,41,STANDARD,0.19908888638019562,29,283.324951171875,283.324951171875,1613.46630859375,8,2018-07-03
R_A3,0,10,0.0,41,STANDARD,0.7987902164459229,29,283.566650390625,283.566650390625,1615.516357421875,9,2018-07-03
R_A3,0,11,0.0,41,STANDARD,0.7983724474906921,29,284.3974609375,284.3974609375,1617.5662841796875,10,2018-07-03
R_A3,0,12,0.0,41,STANDARD,0.05062420666217804,29,284.2891845703125,284.2891845703125,1619.750732421875,11,2018-07-03
R_A3,0,13,0.0,41,STANDARD,0.05453379452228546,29,284.4440612792969,284.4440612792969,1622.0697021484375,12,2018-07-03
R_A3,0,14,0.0,41,STANDARD,0.3735532760620117,29,284.5994873046875,284.5994873046875,1624.388671875,13,2018-07-03
R_A3,0,15,0.0,41,STANDARD,0.401066392660141,29,285.4307556152344,285.4307556152344,1626.707763671875,14,2018-07-03
R_A3,0,16,0.0,41,STANDARD,0.4978419542312622,29,286.1806945800781,286.1806945800781,1629.026611328125,15,2018-07-03
R_A3,0,17,0.0,41,STANDARD,0.8076162934303284,29,286.32427978515625,286.32427978515625,1630.9468994140625,16,2018-07-03
R_A3,0,18,-2.067518423132242e-08,41,STANDARD,0.9999997019767761,29,288.3103942871094,288.3103942871094,1633.5262451171875,27,2018-07-03
R_A3,0,19,0.0,41,STANDARD,0.04387010633945465,29,285.5435485839844,285.5435485839844,1637.1630859375,28,2018-07-03
R_A3,0,20,0.0,41,STANDARD,0.05210775136947632,29,285.7865295410156,285.7865295410156,1640.8001708984375,29,2018-07-03
R_A3,0,21,-4.813234255607313e-09,41,STANDARD,0.9999999403953552,29,288.85205078125,288.85205078125,1644.4371337890625,30,2018-07-03
R_A3,0,22,0.0,41,STANDARD,0.0644720196723938,29,286.27447509765625,286.27447509765625,1648.0740966796875,31,2018-07-03
R_A4,0,1,0.0,52,STANDARD,0.05051221325993538,30,276.69073486328125,276.69073486328125,1631.1873779296875,1,2018-09-12
R_A4,0,2,0.0,52,STANDARD,0.08368797600269318,31,276.5291748046875,276.5291748046875,1627.4293212890625,1,2018-09-12
R_A4,0,3,0.0,52,STANDARD,0.05267659202218056,31,276.6664123535156,276.6664123535156,1629.4896240234375,2,2018-09-12
R_A4,0,4,0.0,52,STANDARD,0.053814928978681564,31,276.8036804199219,276.8036804199219,1631.5498046875,3,2018-09-12
R_A4,0,5,0.0,52,STANDARD,0.05666773021221161,31,276.94097900390625,276.94097900390625,1633.610107421875,4,2018-09-12
R_A4,0,6,0.0,52,STANDARD,0.05682208761572838,32,276.9312438964844,276.9312438964844,1632.3968505859375,4,2018-09-12
R_A4,0,7,0.0,51,STANDARD,0.06136643514037132,32,276.9718933105469,276.9718933105469,1635.880615234375,4,2018-09-12
R_A4,0,8,0.0,51,STANDARD,0.0635119080543518,33,277.1157531738281,277.1157531738281,1637.321044921875,4,2018-09-12
R_A4,0,9,0.0,51,STANDARD,0.059161413460969925,33,276.99273681640625,276.99273681640625,1635.474609375,3,2018-09-12
R_A4,0,10,0.0,50,STANDARD,0.06416656821966171,33,277.1966857910156,277.1966857910156,1642.1485595703125,4,2018-09-12
R_A4,0,11,0.0,50,STANDARD,0.06313542276620865,34,277.23443603515625,277.23443603515625,1641.132080078125,4,2018-09-12
R_A4,0,12,0.0,50,STANDARD,0.11853943765163422,34,277.1064147949219,277.1064147949219,1639.20703125,3,2018-09-12
R_A4,0,13,0.0,50,STANDARD,0.10057121515274048,35,277.37335205078125,277.37335205078125,1640.9061279296875,3,2018-09-12
R_A4,0,14,0.0,50,STANDARD,0.18268990516662598,35,277.24981689453125,277.24981689453125,1639.0426025390625,2,2018-09-12
R_A4,0,15,0.0,49,STANDARD,0.2394949048757553,35,277.286865234375,277.286865234375,1641.93212890625,2,2018-09-12
R_A4,0,16,0.0,49,STANDARD,0.05854269862174988,36,278.9029541015625,278.9029541015625,1642.357421875,30,2018-09-12
R_A4,0,17,0.0,48,STANDARD,0.6497251987457275,36,278.6630554199219,278.6630554199219,1639.6068115234375,30,2018-09-12
R_A4,0,18,0.0,48,STANDARD,0.06099334731698036,37,279.2188415527344,279.2188415527344,1646.7513427734375,30,2018-09-12
R_A4,0,19,0.0,48,STANDARD,0.15884585678577423,38,279.7644348144531,279.7644348144531,1653.461669921875,30,2018-09-12
R_A4,0,20,0.0,47,STANDARD,0.1088566780090332,38,279.9766845703125,279.9766845703125,1657.8184814453125,30,2018-09-12
R_A6,0,1,-2.8917997045628616e-15,42,STANDARD,1.0,17,275.86627197265625,275.86627197265625,1695.20263671875,1,2018-11-07
R_A6,0,2,-1.499240587464468e-15,42,STANDARD,1.0,17,276.01055908203125,276.01055908203125,1696.7510986328125,2,2018-11-07
R_A6,0,3,-1.0625519044745661e-15,42,STANDARD,1.0,17,276.15045166015625,276.15045166015625,1698.299560546875,3,2018-11-07
R_A6,0,4,-9.141094863473684e-16,42,STANDARD,1.0,17,276.2848815917969,276.2848815917969,1699.84814453125,4,2018-11-07
R_A6,0,5,-1.023706761755247e-15,42,STANDARD,1.0,17,276.4167785644531,276.4167785644531,1701.3966064453125,5,2018-11-07
R_A6,0,6,-1.5640836065547448e-15,42,STANDARD,1.0,17,276.55096435546875,276.55096435546875,1702.9451904296875,6,2018-11-07
R_A6,0,7,-5.6422833121178365e-14,42,STANDARD,1.0,17,276.3914489746094,276.3914489746094,1704.49365234375,7,2018-11-07
R_A6,0,8,-3.1042974011393897e-15,42,STANDARD,1.0,17,276.830322265625,276.830322265625,1706.042236328125,8,2018-11-07
R_A6,0,9,-3.3010496022594076e-15,42,STANDARD,1.0,17,276.96234130859375,276.96234130859375,1707.5906982421875,9,2018-11-07
R_A6,0,10,-6.298246429600751e-13,42,STANDARD,1.0,17,276.7763977050781,276.7763977050781,1709.1392822265625,10,2018-11-07
R_A6,0,11,-6.799095791584775e-13,42,STANDARD,1.0,17,276.948974609375,276.948974609375,1711.055419921875,11,2018-11-07
R_A6,0,12,-3.893373525052507e-13,42,STANDARD,1.0,17,277.1648864746094,277.1648864746094,1713.3392333984375,12,2018-11-07
R_A6,0,13,-2.964852823428461e-14,42,STANDARD,1.0,17,277.39862060546875,277.39862060546875,1715.623046875,13,2018-11-07
R_A6,0,14,-1.763887328570541e-14,42,STANDARD,1.0,17,277.61480712890625,277.61480712890625,1717.9068603515625,14,2018-11-07
R_A6,0,15,-1.325067934201821e-14,42,STANDARD,1.0,17,277.83087158203125,277.83087158203125,1720.190673828125,15,2018-11-07
