SWAT,CONKPOS,PRESSURE,DEPTH,CONBPRES,CONIDX,DRAWDOWN,SGAS,DATE,WELLMODEL,CONJPOS,WELL,CONIPOS
0.05751340091228485,1,300.6627197265625,1641.3328857421875,300.6627197265625,1,0,0.0,2018-01-01,STANDARD,30,R_A2,22
0.059735603630542755,2,300.7894287109375,1643.2227783203125,300.7894287109375,2,0,0.0,2018-01-01,STANDARD,30,R_A2,22
0.06321407854557037,3,300.9161682128906,1645.112548828125,300.9161682128906,3,0,0.0,2018-01-01,STANDARD,30,R_A2,22
0.06918308138847351,4,301.0428771972656,1647.00244140625,301.0428771972656,4,0,0.0,2018-01-01,STANDARD,30,R_A2,22
0.07343445718288422,5,301.16961669921875,1648.892333984375,301.16961669921875,5,0,0.0,2018-01-01,STANDARD,30,R_A2,22
0.31971707940101624,6,301.2963562011719,1650.7822265625,301.2963562011719,6,0,0.0,2018-01-01,STANDARD,30,R_A2,22
0.9027448296546936,7,301.423095703125,1652.672119140625,301.423095703125,7,0,0.0,2018-01-01,STANDARD,30,R_A2,22
0.886666476726532,8,301.5498352050781,1654.5618896484375,301.5498352050781,8,0,0.0,2018-01-01,STANDARD,30,R_A2,22
0.18731997907161713,9,301.67657470703125,1656.45166015625,301.67657470703125,9,0,0.0,2018-01-01,STANDARD,30,R_A2,22
0.3109835684299469,10,301.8033447265625,1658.341552734375,301.8033447265625,10,0,0.0,2018-01-01,STANDARD,30,R_A2,22
0.081195168197155,11,301.93585205078125,1660.3172607421875,301.93585205078125,11,0,0.0,2018-01-01,STANDARD,30,R_A2,22
0.08964034169912338,12,302.0741271972656,1662.378662109375,302.0741271972656,12,0,0.0,2018-01-01,STANDARD,30,R_A2,22
0.46572601795196533,13,302.21240234375,1664.4400634765625,302.21240234375,13,0,0.0,2018-01-01,STANDARD,30,R_A2,22
0.5537761449813843,14,302.3506774902344,1666.50146484375,302.3506774902344,14,0,0.0,2018-01-01,STANDARD,30,R_A2,22
0.7085563540458679,15,302.48895263671875,1668.5628662109375,302.48895263671875,15,0,0.0,2018-01-01,STANDARD,30,R_A2,22
0.9838330149650574,16,302.62725830078125,1670.624267578125,302.62725830078125,16,0,0.0,2018-01-01,STANDARD,30,R_A2,22
0.9769983887672424,17,302.7655334472656,1672.6856689453125,302.7655334472656,17,0,0.0,2018-01-01,STANDARD,30,R_A2,22
1.0,18,302.90106201171875,1674.7060546875,302.90106201171875,18,0,0.0,2018-01-01,STANDARD,30,R_A2,22
1.0,19,302.98046875,1675.8892822265625,302.98046875,19,0,0.0,2018-01-01,STANDARD,30,R_A2,22
1.0,26,303.3872985839844,1676.979248046875,303.3872985839844,20,0,0.0,2018-01-01,STANDARD,30,R_A2,22
0.9508692622184753,26,302.895751953125,1674.6265869140625,302.895751953125,21,0,0.0,2018-01-01,STANDARD,29,R_A2,22
1.0,27,303.3360290527344,1676.438232421875,303.3360290527344,22,0,0.0,2018-01-01,STANDARD,29,R_A2,22
1.0,28,303.5076904296875,1678.249755859375,303.5076904296875,23,0,0.0,2018-01-01,STANDARD,29,R_A2,22
1.0,29,303.6793518066406,1680.0611572265625,303.6793518066406,24,0,0.0,2018-01-01,STANDARD,29,R_A2,22
1.0,30,303.85101318359375,1681.8726806640625,303.85101318359375,25,0,0.0,2018-01-01,STANDARD,29,R_A2,22
0.6481541991233826,1,298.48724365234375,1608.87939453125,298.48724365234375,1,0,0.0,2018-01-01,STANDARD,41,R_A3,28
0.1988813430070877,2,298.6182861328125,1610.835205078125,298.6182861328125,2,0,0.0,2018-01-01,STANDARD,41,R_A3,28
0.1942526400089264,3,298.7493591308594,1612.790771484375,298.7493591308594,3,0,0.0,2018-01-01,STANDARD,41,R_A3,28
0.12194288522005081,4,298.88043212890625,1614.7464599609375,298.88043212890625,4,0,0.0,2018-01-01,STANDARD,41,R_A3,28
0.3205539286136627,4,298.26104736328125,1605.50439453125,298.26104736328125,5,0,0.0,2018-01-01,STANDARD,41,R_A3,29
0.25827890634536743,5,298.3993225097656,1607.5675048828125,298.3993225097656,6,0,0.0,2018-01-01,STANDARD,41,R_A3,29
0.18310463428497314,6,298.5375671386719,1609.6304931640625,298.5375671386719,7,0,0.0,2018-01-01,STANDARD,41,R_A3,29
0.1959303617477417,7,298.6758117675781,1611.6934814453125,298.6758117675781,8,0,0.0,2018-01-01,STANDARD,41,R_A3,29
0.20027601718902588,8,298.8140869140625,1613.756591796875,298.8140869140625,9,0,0.0,2018-01-01,STANDARD,41,R_A3,29
0.8010030388832092,9,298.9523620605469,1615.819580078125,298.9523620605469,10,0,0.0,2018-01-01,STANDARD,41,R_A3,29
0.8048524856567383,10,299.09063720703125,1617.8826904296875,299.09063720703125,11,0,0.0,2018-01-01,STANDARD,41,R_A3,29
0.04876593127846718,11,299.2361145019531,1620.05322265625,299.2361145019531,12,0,0.0,2018-01-01,STANDARD,41,R_A3,29
0.05501769855618477,12,299.3888244628906,1622.331298828125,299.3888244628906,13,0,0.0,2018-01-01,STANDARD,41,R_A3,29
0.36564943194389343,13,299.54150390625,1624.609375,299.54150390625,14,0,0.0,2018-01-01,STANDARD,41,R_A3,29
0.6442122459411621,15,299.8469543457031,1629.16552734375,299.8469543457031,15,0,0.0,2018-01-01,STANDARD,41,R_A3,29
0.8162768483161926,16,299.9742126464844,1631.06396484375,299.9742126464844,16,0,0.0,2018-01-01,STANDARD,41,R_A3,29
0.6793097853660583,26,300.14739990234375,1633.64697265625,300.14739990234375,17,0,0.0,2018-01-01,STANDARD,41,R_A3,29
0.04964199289679527,27,300.38470458984375,1637.1866455078125,300.38470458984375,18,0,0.0,2018-01-01,STANDARD,41,R_A3,29
0.054542023688554764,28,300.6220397949219,1640.7261962890625,300.6220397949219,19,0,0.0,2018-01-01,STANDARD,41,R_A3,29
1.0,29,300.859375,1644.2657470703125,300.859375,20,0,0.0,2018-01-01,STANDARD,41,R_A3,29
0.06438899785280228,30,301.09674072265625,1647.805419921875,301.09674072265625,21,0,0.0,2018-01-01,STANDARD,41,R_A3,29
0.05101613700389862,1,299.90777587890625,1630.0728759765625,299.90777587890625,1,0,0.0,2018-01-01,STANDARD,52,R_A4,30
0.050626639276742935,1,299.8559265136719,1629.299560546875,299.8559265136719,2,0,0.0,2018-01-01,STANDARD,52,R_A4,31
0.05574853718280792,2,299.9937744140625,1631.3555908203125,299.9937744140625,3,0,0.0,2018-01-01,STANDARD,52,R_A4,31
0.05817428603768349,2,300.15093994140625,1633.699951171875,300.15093994140625,4,0,0.0,2018-01-01,STANDARD,52,R_A4,32
0.06014972925186157,3,300.2808837890625,1635.6380615234375,300.2808837890625,5,0,0.0,2018-01-01,STANDARD,52,R_A4,32
0.09564756602048874,3,300.1376953125,1633.502197265625,300.1376953125,6,0,0.0,2018-01-01,STANDARD,51,R_A4,32
0.05867692455649376,4,300.26641845703125,1635.42236328125,300.26641845703125,7,0,0.0,2018-01-01,STANDARD,51,R_A4,32
0.07874869555234909,4,300.3612365722656,1636.836669921875,300.3612365722656,8,0,0.0,2018-01-01,STANDARD,51,R_A4,33
0.06280653923749924,5,300.4913330078125,1638.7769775390625,300.4913330078125,9,0,0.0,2018-01-01,STANDARD,51,R_A4,33
0.06449483335018158,6,300.6214294433594,1640.71728515625,300.6214294433594,10,0,0.0,2018-01-01,STANDARD,51,R_A4,33
0.06432079523801804,6,300.597900390625,1640.366455078125,300.597900390625,11,0,0.0,2018-01-01,STANDARD,50,R_A4,33
0.06439634412527084,6,300.7379455566406,1642.454833984375,300.7379455566406,12,0,0.0,2018-01-01,STANDARD,50,R_A4,34
0.1344018429517746,5,300.60894775390625,1640.531005859375,300.60894775390625,13,0,0.0,2018-01-01,STANDARD,50,R_A4,34
0.1458134800195694,4,300.4799499511719,1638.607177734375,300.4799499511719,14,0,0.0,2018-01-01,STANDARD,50,R_A4,34
0.4346459209918976,3,300.3509521484375,1636.683349609375,300.3509521484375,15,0,0.0,2018-01-01,STANDARD,50,R_A4,34
0.3780917525291443,3,300.72265625,1642.2266845703125,300.72265625,16,0,0.0,2018-01-01,STANDARD,50,R_A4,35
0.17047908902168274,3,300.67547607421875,1641.5234375,300.67547607421875,17,0,0.0,2018-01-01,STANDARD,49,R_A4,35
0.23658841848373413,2,300.5508728027344,1639.6651611328125,300.5508728027344,18,0,0.0,2018-01-01,STANDARD,49,R_A4,35
0.6481541991233826,30,300.9715270996094,1645.9384765625,300.9715270996094,19,0,0.0,2018-01-01,STANDARD,49,R_A4,36
0.17732524871826172,30,300.62353515625,1640.748779296875,300.62353515625,20,0,0.0,2018-01-01,STANDARD,48,R_A4,36
0.06328586488962173,30,301.2215576171875,1649.6668701171875,301.2215576171875,21,0,0.0,2018-01-01,STANDARD,48,R_A4,37
0.8409532904624939,29,300.8411560058594,1643.993896484375,300.8411560058594,22,0,0.0,2018-01-01,STANDARD,48,R_A4,37
0.19509778916835785,29,301.202392578125,1649.381103515625,301.202392578125,23,0,0.0,2018-01-01,STANDARD,48,R_A4,38
0.07117294520139694,30,301.58563232421875,1655.0955810546875,301.58563232421875,24,0,0.0,2018-01-01,STANDARD,48,R_A4,38
0.06935592740774155,30,301.6380920410156,1655.8778076171875,301.6380920410156,25,0,0.0,2018-01-01,STANDARD,47,R_A4,38
1.0,1,304.18524169921875,1685.39990234375,304.18524169921875,1,0,0.0,2018-01-01,STANDARD,20,R_A5,31
1.0,2,304.07061767578125,1687.4169921875,304.07061767578125,2,0,0.0,2018-01-01,STANDARD,20,R_A5,31
1.0,3,304.26177978515625,1689.4342041015625,304.26177978515625,3,0,0.0,2018-01-01,STANDARD,20,R_A5,31
1.0,4,304.45294189453125,1691.451416015625,304.45294189453125,4,0,0.0,2018-01-01,STANDARD,20,R_A5,31
1.0,5,304.64410400390625,1693.4686279296875,304.64410400390625,5,0,0.0,2018-01-01,STANDARD,20,R_A5,31
1.0,6,304.83526611328125,1695.48583984375,304.83526611328125,6,0,0.0,2018-01-01,STANDARD,20,R_A5,31
1.0,7,305.33221435546875,1697.5030517578125,305.33221435546875,7,0,0.0,2018-01-01,STANDARD,20,R_A5,31
1.0,11,305.2876892089844,1700.2587890625,305.2876892089844,8,0,0.0,2018-01-01,STANDARD,21,R_A5,31
1.0,12,305.4756164550781,1702.24169921875,305.4756164550781,9,0,0.0,2018-01-01,STANDARD,21,R_A5,31
1.0,13,305.6755065917969,1704.224609375,305.6755065917969,10,0,0.0,2018-01-01,STANDARD,21,R_A5,31
1.0,14,305.8634033203125,1706.2073974609375,305.8634033203125,11,0,0.0,2018-01-01,STANDARD,21,R_A5,31
1.0,15,306.05133056640625,1708.1903076171875,306.05133056640625,12,0,0.0,2018-01-01,STANDARD,21,R_A5,31
1.0,16,306.3842468261719,1710.173095703125,306.3842468261719,13,0,0.0,2018-01-01,STANDARD,21,R_A5,31
1.0,17,306.5687255859375,1712.119384765625,306.5687255859375,14,0,0.0,2018-01-01,STANDARD,21,R_A5,31
1.0,18,306.7043762207031,1713.5509033203125,306.7043762207031,15,0,0.0,2018-01-01,STANDARD,21,R_A5,31
1.0,19,306.7731018066406,1714.2760009765625,306.7731018066406,16,0,0.0,2018-01-01,STANDARD,21,R_A5,31
