WELLMODEL,DATE,CONBPRES,PRESSURE,DRAWDOWN,SGAS,CONKPOS,CONJPOS,CONIPOS,CONIDX,DEPTH,WELL,SWAT
STANDARD,2018-01-01,300.70538330078125,300.70538330078125,0,0.0,3,49,35,15,1641.573486328125,R_A4,0.23733478784561157
STANDARD,2018-01-01,300.58343505859375,300.58343505859375,0,0.0,2,49,35,16,1639.754638671875,R_A4,0.23470616340637207
STANDARD,2018-01-01,300.46148681640625,300.46148681640625,0,0.0,1,49,35,17,1637.935791015625,R_A4,0.2741243541240692
STANDARD,2018-01-01,300.9945983886719,300.9945983886719,0,0.0,31,49,36,18,1645.8863525390625,R_A4,0.20263125002384186
STANDARD,2018-01-01,300.6379699707031,300.6379699707031,0,0.0,31,48,36,19,1640.568115234375,R_A4,0.2914995551109314
STANDARD,2018-01-01,301.0762939453125,301.0762939453125,0,0.0,31,48,37,20,1647.104736328125,R_A4,0.6481541991233826
STANDARD,2018-01-01,301.2555236816406,301.2555236816406,0,0.0,31,48,38,21,1649.7774658203125,R_A4,0.6481541991233826
STANDARD,2018-01-01,301.6429138183594,301.6429138183594,0,0.0,32,48,38,22,1655.553466796875,R_A4,0.07211219519376755
STANDARD,2018-01-01,301.5610656738281,301.5610656738281,0,0.0,32,47,38,23,1654.333251953125,R_A4,0.06663943082094193
STANDARD,2018-01-01,303.6806335449219,303.6806335449219,0,0.0,1,20,31,1,1683.3018798828125,R_A5,1.0
STANDARD,2018-01-01,303.8875732421875,303.8875732421875,0,0.0,2,20,31,2,1685.485595703125,R_A5,1.0
STANDARD,2018-01-01,304.09454345703125,304.09454345703125,0,0.0,3,20,31,3,1687.66943359375,R_A5,1.0
STANDARD,2018-01-01,304.3014831542969,304.3014831542969,0,0.0,4,20,31,4,1689.8531494140625,R_A5,1.0
STANDARD,2018-01-01,304.5084228515625,304.5084228515625,0,0.0,5,20,31,5,1692.0369873046875,R_A5,1.0
STANDARD,2018-01-01,304.7153625488281,304.7153625488281,0,0.0,6,20,31,6,1694.220703125,R_A5,1.0
STANDARD,2018-01-01,305.22808837890625,305.22808837890625,0,0.0,7,20,31,7,1696.404541015625,R_A5,1.0
STANDARD,2018-01-01,305.43505859375,305.43505859375,0,0.0,8,20,31,8,1698.5882568359375,R_A5,1.0
STANDARD,2018-01-01,305.1141052246094,305.1141052246094,0,0.0,8,21,31,9,1695.20166015625,R_A5,1.0
STANDARD,2018-01-01,305.3392028808594,305.3392028808594,0,0.0,9,21,31,10,1697.5767822265625,R_A5,1.0
STANDARD,2018-01-01,305.46697998046875,305.46697998046875,0,0.0,11,21,31,11,1702.150634765625,R_A5,1.0
STANDARD,2018-01-01,305.65863037109375,305.65863037109375,0,0.0,12,21,31,12,1704.1727294921875,R_A5,1.0
STANDARD,2018-01-01,305.8622131347656,305.8622131347656,0,0.0,13,21,31,13,1706.1949462890625,R_A5,1.0
STANDARD,2018-01-01,306.0538635253906,306.0538635253906,0,0.0,14,21,31,14,1708.217041015625,R_A5,1.0
STANDARD,2018-01-01,306.2455139160156,306.2455139160156,0,0.0,15,21,31,15,1710.2392578125,R_A5,1.0
STANDARD,2018-01-01,306.5821533203125,306.5821533203125,0,0.0,16,21,31,16,1712.2613525390625,R_A5,1.0
STANDARD,2018-01-01,306.7738037109375,306.7738037109375,0,0.0,17,21,31,17,1714.283447265625,R_A5,1.0
STANDARD,2018-01-01,306.9273681640625,306.9273681640625,0,0.0,18,21,31,18,1715.9036865234375,R_A5,1.0
STANDARD,2018-01-01,307.00341796875,307.00341796875,0,0.0,19,21,31,19,1716.706298828125,R_A5,1.0
STANDARD,2018-01-01,306.97357177734375,306.97357177734375,0,0.0,28,21,31,20,1718.048828125,R_A5,1.0
STANDARD,2018-01-01,307.19134521484375,307.19134521484375,0,0.0,29,21,31,21,1720.3465576171875,R_A5,1.0
STANDARD,2018-01-01,307.71490478515625,307.71490478515625,0,0.0,30,21,31,22,1722.6444091796875,R_A5,1.0
STANDARD,2018-01-01,307.93267822265625,307.93267822265625,0,0.0,31,21,31,23,1724.942138671875,R_A5,1.0
STANDARD,2018-01-01,308.1504821777344,308.1504821777344,0,0.0,32,21,31,24,1727.239990234375,R_A5,1.0
STANDARD,2018-01-01,305.2219543457031,305.2219543457031,0,0.0,1,42,17,1,1696.339599609375,R_A6,1.0
STANDARD,2018-01-01,305.064697265625,305.064697265625,0,0.0,2,42,17,2,1697.9068603515625,R_A6,1.0
STANDARD,2018-01-01,305.5190124511719,305.5190124511719,0,0.0,3,42,17,3,1699.4742431640625,R_A6,1.0
STANDARD,2018-01-01,305.66754150390625,305.66754150390625,0,0.0,4,42,17,4,1701.0416259765625,R_A6,1.0
STANDARD,2018-01-01,305.8160705566406,305.8160705566406,0,0.0,5,42,17,5,1702.60888671875,R_A6,1.0
STANDARD,2018-01-01,305.9646301269531,305.9646301269531,0,0.0,6,42,17,6,1704.17626953125,R_A6,1.0
STANDARD,2018-01-01,305.8141174316406,305.8141174316406,0,0.0,7,42,17,7,1705.74365234375,R_A6,1.0
STANDARD,2018-01-01,305.962646484375,305.962646484375,0,0.0,8,42,17,8,1707.3109130859375,R_A6,1.0
STANDARD,2018-01-01,306.4102478027344,306.4102478027344,0,0.0,9,42,17,9,1708.8782958984375,R_A6,1.0
STANDARD,2018-01-01,306.25299072265625,306.25299072265625,0,0.0,10,42,17,10,1710.4456787109375,R_A6,1.0
STANDARD,2018-01-01,306.435546875,306.435546875,0,0.0,11,42,17,11,1712.3707275390625,R_A6,1.0
STANDARD,2018-01-01,306.65191650390625,306.65191650390625,0,0.0,12,42,17,12,1714.653564453125,R_A6,1.0
STANDARD,2018-01-01,306.8802185058594,306.8802185058594,0,0.0,13,42,17,13,1716.9365234375,R_A6,1.0
STANDARD,2018-01-01,307.0965881347656,307.0965881347656,0,0.0,14,42,17,14,1719.21923828125,R_A6,1.0
STANDARD,2018-01-01,307.3129577636719,307.3129577636719,0,0.0,15,42,17,15,1721.502197265625,R_A6,1.0
STANDARD,2018-01-01,307.67431640625,307.67431640625,0,0.0,16,42,17,16,1723.7850341796875,R_A6,1.0
STANDARD,2018-01-01,307.89068603515625,307.89068603515625,0,0.0,17,42,17,17,1726.06787109375,R_A6,1.0
STANDARD,2018-01-01,308.0552673339844,308.0552673339844,0,0.0,18,42,17,18,1727.8043212890625,R_A6,1.0
STANDARD,2018-01-01,308.0371398925781,308.0371398925781,0,0.0,28,42,17,19,1729.2706298828125,R_A6,1.0
STANDARD,2018-01-01,308.5080871582031,308.5080871582031,0,0.0,29,42,17,20,1731.0133056640625,R_A6,1.0
STANDARD,2018-01-01,308.6732482910156,308.6732482910156,0,0.0,30,42,17,21,1732.755859375,R_A6,1.0
STANDARD,2018-01-01,308.83843994140625,308.83843994140625,0,0.0,31,42,17,22,1734.49853515625,R_A6,1.0
STANDARD,2018-01-01,308.69781494140625,308.69781494140625,0,0.0,32,42,17,23,1736.2412109375,R_A6,1.0
STANDARD,2018-03-01,297.16119384765625,297.16119384765625,0,0.0,1,30,22,1,1642.2552490234375,R_A2,0.05848342925310135
STANDARD,2018-03-01,297.2752990722656,297.2752990722656,0,0.0,2,30,22,2,1643.958251953125,R_A2,0.061008021235466
STANDARD,2018-03-01,297.389404296875,297.389404296875,0,0.0,3,30,22,3,1645.661376953125,R_A2,0.06322471052408218
STANDARD,2018-03-01,297.5035705566406,297.5035705566406,0,0.0,4,30,22,4,1647.3643798828125,R_A2,0.11731715500354767
STANDARD,2018-03-01,297.6177062988281,297.6177062988281,0,0.0,5,30,22,5,1649.0675048828125,R_A2,0.21983814239501953
STANDARD,2018-03-01,297.73004150390625,297.73004150390625,0,0.0,6,30,22,6,1650.7705078125,R_A2,0.6490345597267151
STANDARD,2018-03-01,297.8599853515625,297.8599853515625,0,0.0,7,30,22,7,1652.4735107421875,R_A2,0.895516037940979
STANDARD,2018-03-01,297.97833251953125,297.97833251953125,0,0.0,8,30,22,8,1654.1766357421875,R_A2,0.8738413453102112
STANDARD,2018-03-01,298.2710266113281,298.2710266113281,0,0.0,9,30,22,9,1655.879638671875,R_A2,0.9017911553382874
STANDARD,2018-03-01,298.59149169921875,298.59149169921875,0,0.0,10,30,22,10,1657.582763671875,R_A2,0.9123684167861938
STANDARD,2018-03-01,299.1436767578125,299.1436767578125,0,0.0,11,30,22,11,1659.459716796875,R_A2,0.07601778954267502
STANDARD,2018-03-01,299.3143615722656,299.3143615722656,0,0.0,12,30,22,12,1661.5106201171875,R_A2,0.17604823410511017
STANDARD,2018-03-01,299.4774169921875,299.4774169921875,0,0.0,13,30,22,13,1663.5615234375,R_A2,0.46779048442840576
STANDARD,2018-03-01,299.61541748046875,299.61541748046875,0,0.0,14,30,22,14,1665.6124267578125,R_A2,0.5253630876541138
STANDARD,2018-03-01,299.75286865234375,299.75286865234375,0,0.0,15,30,22,15,1667.6634521484375,R_A2,0.9671290516853333
STANDARD,2018-03-01,299.5806884765625,299.5806884765625,0,0.0,15,29,22,16,1669.32958984375,R_A2,0.9830451011657715
STANDARD,2018-03-01,299.7255554199219,299.7255554199219,0,0.0,16,29,22,17,1671.4700927734375,R_A2,0.9954946637153625
STANDARD,2018-03-01,299.8699645996094,299.8699645996094,0,0.0,17,29,22,18,1673.610595703125,R_A2,0.991553544998169
STANDARD,2018-03-01,299.9962158203125,299.9962158203125,0,-4.737534808896271e-10,18,29,22,19,1675.4844970703125,R_A2,1.0
STANDARD,2018-03-01,300.81048583984375,300.81048583984375,0,0.0,28,29,22,20,1677.35107421875,R_A2,0.9937657713890076
STANDARD,2018-03-01,300.8517761230469,300.8517761230469,0,-8.331745293688186e-10,29,29,22,21,1679.1654052734375,R_A2,1.0
STANDARD,2018-03-01,301.010498046875,301.010498046875,0,1.481783584722507e-09,30,29,22,22,1680.979736328125,R_A2,1.0
STANDARD,2018-03-01,302.1590270996094,302.1590270996094,0,6.128529012939567e-15,31,29,22,23,1682.794189453125,R_A2,1.0
STANDARD,2018-03-01,303.1505126953125,303.1505126953125,0,4.1635811878056527e-16,32,29,22,24,1684.6085205078125,R_A2,1.0
STANDARD,2018-04-28,277.56170654296875,277.56170654296875,0,-3.56858917416325e-11,1,20,31,1,1683.3018798828125,R_A5,1.0
STANDARD,2018-04-28,277.7684326171875,277.7684326171875,0,-3.4592734926564006e-11,2,20,31,2,1685.485595703125,R_A5,1.0
STANDARD,2018-04-28,277.9751892089844,277.9751892089844,0,-3.867558009962302e-11,3,20,31,3,1687.66943359375,R_A5,1.0
STANDARD,2018-04-28,278.18194580078125,278.18194580078125,0,-3.948079363436108e-11,4,20,31,4,1689.8531494140625,R_A5,1.0
STANDARD,2018-04-28,278.388671875,278.388671875,0,-3.1684446732960225e-11,5,20,31,5,1692.0369873046875,R_A5,1.0
STANDARD,2018-04-28,278.59539794921875,278.59539794921875,0,-2.8908018340212394e-11,6,20,31,6,1694.220703125,R_A5,1.0
STANDARD,2018-04-28,279.1882629394531,279.1882629394531,0,-8.368590542762178e-12,7,20,31,7,1696.404541015625,R_A5,1.0
STANDARD,2018-04-28,279.52386474609375,279.52386474609375,0,-5.269657106510284e-12,8,20,31,8,1698.5882568359375,R_A5,1.0
STANDARD,2018-04-28,279.153076171875,279.153076171875,0,-1.8687850746046397e-13,8,21,31,9,1695.20166015625,R_A5,1.0
STANDARD,2018-04-28,280.40997314453125,280.40997314453125,0,-2.8118069938382062e-12,9,21,31,10,1697.5767822265625,R_A5,1.0
STANDARD,2018-04-28,277.2701721191406,277.2701721191406,0,-4.5876538679046064e-11,11,21,31,11,1702.150634765625,R_A5,1.0
STANDARD,2018-04-28,277.4616394042969,277.4616394042969,0,-4.6503439987688466e-11,12,21,31,12,1704.1727294921875,R_A5,1.0
STANDARD,2018-04-28,277.66558837890625,277.66558837890625,0,-1.5387151188622772e-12,13,21,31,13,1706.1949462890625,R_A5,1.0
STANDARD,2018-04-28,277.8576965332031,277.8576965332031,0,-3.261125093925732e-12,14,21,31,14,1708.217041015625,R_A5,1.0
STANDARD,2018-04-28,279.55487060546875,279.55487060546875,0,-2.7137342720195967e-11,15,21,31,15,1710.2392578125,R_A5,1.0
STANDARD,2018-04-28,281.8776550292969,281.8776550292969,0,-1.4224712987370713e-12,16,21,31,16,1712.2613525390625,R_A5,1.0
STANDARD,2018-04-28,282.1392822265625,282.1392822265625,0,-8.537564643966433e-13,17,21,31,17,1714.283447265625,R_A5,1.0
STANDARD,2018-04-28,282.35821533203125,282.35821533203125,0,-1.737258232235861e-12,18,21,31,18,1715.9036865234375,R_A5,1.0
STANDARD,2018-04-28,282.4541320800781,282.4541320800781,0,0.0,19,21,31,19,1716.706298828125,R_A5,1.0
STANDARD,2018-04-28,283.2774963378906,283.2774963378906,0,-3.783299715176547e-11,28,21,31,20,1718.048828125,R_A5,1.0
STANDARD,2018-04-28,283.4898986816406,283.4898986816406,0,-2.123080357352425e-11,29,21,31,21,1720.3465576171875,R_A5,1.0
STANDARD,2018-04-28,292.9326171875,292.9326171875,0,9.300936680783532e-19,30,21,31,22,1722.6444091796875,R_A5,1.0
STANDARD,2018-04-28,291.5513916015625,291.5513916015625,0,5.0995286683224365e-19,31,21,31,23,1724.942138671875,R_A5,1.0
STANDARD,2018-04-28,283.2292785644531,283.2292785644531,0,3.9667000259194154e-16,32,21,31,24,1727.239990234375,R_A5,1.0
STANDARD,2018-07-03,273.55914306640625,273.55914306640625,0,0.0,1,41,28,1,1611.1201171875,R_A3,0.6497455835342407
STANDARD,2018-07-03,273.7037658691406,273.7037658691406,0,0.0,2,41,28,2,1613.22119140625,R_A3,0.15598705410957336
STANDARD,2018-07-03,273.8439636230469,273.8439636230469,0,0.0,3,41,28,3,1615.3223876953125,R_A3,0.19417251646518707
STANDARD,2018-07-03,274.0047912597656,274.0047912597656,0,0.0,4,41,28,4,1617.423583984375,R_A3,0.36834853887557983
STANDARD,2018-07-03,273.2242431640625,273.2242431640625,0,0.0,4,41,29,5,1604.5677490234375,R_A3,0.34769120812416077
STANDARD,2018-07-03,273.354248046875,273.354248046875,0,0.0,5,41,29,6,1606.7027587890625,R_A3,0.8102872371673584
STANDARD,2018-07-03,273.3119201660156,273.3119201660156,0,0.0,6,41,29,7,1608.837890625,R_A3,0.6550601720809937
STANDARD,2018-07-03,273.4777526855469,273.4777526855469,0,0.0,7,41,29,8,1610.972900390625,R_A3,0.20156557857990265
STANDARD,2018-07-03,273.6203918457031,273.6203918457031,0,0.0,8,41,29,9,1613.1080322265625,R_A3,0.3798601031303406
STANDARD,2018-07-03,273.8117370605469,273.8117370605469,0,0.0,9,41,29,10,1615.2430419921875,R_A3,0.7929855585098267
STANDARD,2018-07-03,274.77496337890625,274.77496337890625,0,0.0,10,41,29,11,1617.378173828125,R_A3,0.7953802347183228
STANDARD,2018-07-03,285.39935302734375,285.39935302734375,0,0.0,11,41,29,12,1619.571044921875,R_A3,0.048102185130119324
STANDARD,2018-07-03,285.54974365234375,285.54974365234375,0,0.0,12,41,29,13,1621.822021484375,R_A3,0.054204657673835754
STANDARD,2018-07-03,285.70037841796875,285.70037841796875,0,0.0,13,41,29,14,1624.072998046875,R_A3,0.3673562705516815
STANDARD,2018-07-03,286.76165771484375,286.76165771484375,0,0.0,15,41,29,15,1628.57470703125,R_A3,0.4989479184150696
STANDARD,2018-07-03,286.9231262207031,286.9231262207031,0,0.0,16,41,29,16,1630.6876220703125,R_A3,0.7972012758255005
STANDARD,2018-07-03,290.1639709472656,290.1639709472656,0,5.3841710278591803e-14,28,41,29,17,1633.654296875,R_A3,1.0
STANDARD,2018-07-03,285.3495788574219,285.3495788574219,0,0.0,29,41,29,18,1637.34521484375,R_A3,0.04762550815939903
STANDARD,2018-07-03,285.59619140625,285.59619140625,0,0.0,30,41,29,19,1641.0361328125,R_A3,0.05287523567676544
STANDARD,2018-07-03,288.19573974609375,288.19573974609375,0,0.0,31,41,29,20,1644.72705078125,R_A3,0.8088659048080444
STANDARD,2018-07-03,286.0751037597656,286.0751037597656,0,0.0,32,41,29,21,1648.41796875,R_A3,0.13658730685710907
STANDARD,2018-09-12,278.1029357910156,278.1029357910156,0,0.0,1,52,30,1,1628.9637451171875,R_A4,0.04993606358766556
STANDARD,2018-09-12,277.9996337890625,277.9996337890625,0,0.0,1,52,31,2,1626.127197265625,R_A4,0.0496474988758564
STANDARD,2018-09-12,278.13885498046875,278.13885498046875,0,0.0,2,52,31,3,1628.2154541015625,R_A4,0.05163135379552841
STANDARD,2018-09-12,278.278076171875,278.278076171875,0,0.0,3,52,31,4,1630.3037109375,R_A4,0.05334935709834099
STANDARD,2018-09-12,278.41729736328125,278.41729736328125,0,0.0,4,52,31,5,1632.391845703125,R_A4,0.0552106648683548
STANDARD,2018-09-12,278.42413330078125,278.42413330078125,0,0.0,4,52,32,6,1631.26123046875,R_A4,0.05442234128713608
STANDARD,2018-09-12,278.55035400390625,278.55035400390625,0,0.0,5,52,32,7,1633.154052734375,R_A4,0.05584890767931938
STANDARD,2018-09-12,278.5198974609375,278.5198974609375,0,0.0,5,51,32,8,1633.8892822265625,R_A4,0.05661211535334587
STANDARD,2018-09-12,278.7664489746094,278.7664489746094,0,0.0,5,51,33,9,1636.2779541015625,R_A4,0.05859299376606941
STANDARD,2018-09-12,278.8268737792969,278.8268737792969,0,0.0,5,50,33,10,1638.4609375,R_A4,0.06037222966551781
STANDARD,2018-09-12,278.9811096191406,278.9811096191406,0,0.0,5,50,34,11,1639.802734375,R_A4,0.06270487606525421
STANDARD,2018-09-12,279.27008056640625,279.27008056640625,0,0.0,5,50,35,12,1643.8314208984375,R_A4,0.06297842413187027
STANDARD,2018-09-12,279.1490173339844,279.1490173339844,0,0.0,4,50,35,13,1642.01220703125,R_A4,0.1144455149769783
STANDARD,2018-09-12,279.0296325683594,279.0296325683594,0,0.0,3,50,35,14,1640.19287109375,R_A4,0.27491438388824463
STANDARD,2018-09-12,278.9281921386719,278.9281921386719,0,0.0,3,49,35,15,1641.573486328125,R_A4,0.23690277338027954
STANDARD,2018-09-12,278.7966613769531,278.7966613769531,0,0.0,2,49,35,16,1639.754638671875,R_A4,0.23520642518997192
STANDARD,2018-09-12,278.66973876953125,278.66973876953125,0,0.0,1,49,35,17,1637.935791015625,R_A4,0.27454838156700134
STANDARD,2018-09-12,277.6044616699219,277.6044616699219,0,0.0,31,49,36,18,1645.8863525390625,R_A4,0.20229294896125793
STANDARD,2018-09-12,277.1194763183594,277.1194763183594,0,0.0,31,48,36,19,1640.568115234375,R_A4,0.28689077496528625
STANDARD,2018-09-12,277.6418762207031,277.6418762207031,0,0.0,31,48,37,20,1647.104736328125,R_A4,0.6496605277061462
STANDARD,2018-09-12,277.94921875,277.94921875,0,0.0,31,48,38,21,1649.7774658203125,R_A4,0.6642361283302307
STANDARD,2018-09-12,278.3370056152344,278.3370056152344,0,0.0,32,48,38,22,1655.553466796875,R_A4,0.07780613005161285
STANDARD,2018-09-12,278.1159362792969,278.1159362792969,0,0.0,32,47,38,23,1654.333251953125,R_A4,0.06687723100185394
STANDARD,2018-11-07,272.6460266113281,272.6460266113281,0,-4.678594209099607e-13,1,42,17,1,1696.339599609375,R_A6,1.0
STANDARD,2018-11-07,272.48858642578125,272.48858642578125,0,-5.961874331890382e-13,2,42,17,2,1697.9068603515625,R_A6,1.0
STANDARD,2018-11-07,273.1471862792969,273.1471862792969,0,-1.504380912783999e-15,3,42,17,3,1699.4742431640625,R_A6,1.0
STANDARD,2018-11-07,273.72955322265625,273.72955322265625,0,-7.133817890289716e-16,4,42,17,4,1701.0416259765625,R_A6,1.0
STANDARD,2018-11-07,274.25213623046875,274.25213623046875,0,-9.58482895476061e-16,5,42,17,5,1702.60888671875,R_A6,1.0
STANDARD,2018-11-07,274.6059265136719,274.6059265136719,0,-1.435956638392731e-15,6,42,17,6,1704.17626953125,R_A6,1.0
STANDARD,2018-11-07,274.5214538574219,274.5214538574219,0,-5.697028194993361e-16,7,42,17,7,1705.74365234375,R_A6,1.0
STANDARD,2018-11-07,274.70257568359375,274.70257568359375,0,-2.7218800672558496e-14,8,42,17,8,1707.3109130859375,R_A6,1.0
