ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,5265412,796581,507191,353690,49799547
Valysar,CentralSouth,69203235,12454913,9141791,6375029,897604073
Valysar,CentralNorth,41402176,7092012,5192593,3621055,509844566
Valysar,NorthHorst,4235306,594297,280788,172474,33787676
Valysar,CentralRamp,13844464,2121240,1508001,1051605,148065931
Valysar,CentralHorst,86402747,13822878,10546266,7354440,1035505123
Valysar,EastLowland,317759,70127,35896,25032,3524532
Therys,WestLowland,2433810,425128,212519,148200,20866620
Therys,CentralSouth,15999083,3623553,2246937,1566902,220619778
Therys,CentralNorth,21010415,3985107,2419162,1687003,237530045
Therys,NorthHorst,5713807,728188,272556,167418,32797143
Therys,CentralRamp,6677704,1522838,1193423,832234,117178506
Therys,CentralHorst,29716661,7479465,5738128,4001484,563408949
Therys,EastLowland,0,0,0,0,0
Volon,WestLowland,342339,64622,42910,29923,4213178
Volon,CentralSouth,33881290,6263638,4772110,3327831,468558651
Volon,CentralNorth,7160268,967766,546249,380927,53634526
Volon,NorthHorst,4309978,733152,526839,323611,63395449
Volon,CentralRamp,12786437,2367221,1851388,1291066,181782083
Volon,CentralHorst,82067821,15159329,12110980,8445593,1189139465
Volon,EastLowland,0,0,0,0,0
