CONIPOS,SGAS,DRAWDOWN,DATE,WELLMODEL,DEPTH,CONJPOS,PRESSURE,SWAT,CONKPOS,CONIDX,WELL,CONBPRES
22,0.0,0,2018-01-01,STANDARD,1639.5240478515625,30,300.665283203125,0.05242682993412018,1,1,R_A2,300.665283203125
22,0.0,0,2018-01-01,STANDARD,1641.2515869140625,30,300.7811279296875,0.053649235516786575,2,2,R_A2,300.7811279296875
22,0.0,0,2018-01-01,STANDARD,1642.9791259765625,30,300.89697265625,0.05851896479725838,3,3,R_A2,300.89697265625
22,0.0,0,2018-01-01,STANDARD,1644.7066650390625,30,301.0128173828125,0.06280533224344254,4,4,R_A2,301.0128173828125
22,0.0,0,2018-01-01,STANDARD,1646.4342041015625,30,301.128662109375,0.06496802717447281,5,5,R_A2,301.128662109375
22,0.0,0,2018-01-01,STANDARD,1648.161865234375,30,301.2445068359375,0.2998025417327881,6,6,R_A2,301.2445068359375
22,0.0,0,2018-01-01,STANDARD,1649.889404296875,30,301.3603515625,0.8736100196838379,7,7,R_A2,301.3603515625
22,0.0,0,2018-01-01,STANDARD,1651.616943359375,30,301.4762268066406,0.8722752928733826,8,8,R_A2,301.4762268066406
22,0.0,0,2018-01-01,STANDARD,1653.344482421875,30,301.5920715332031,0.8785352110862732,9,9,R_A2,301.5920715332031
22,0.0,0,2018-01-01,STANDARD,1655.072021484375,30,301.70794677734375,0.8821345567703247,10,10,R_A2,301.70794677734375
22,0.0,0,2018-01-01,STANDARD,1656.9462890625,30,301.8336486816406,0.06838413327932358,11,11,R_A2,301.8336486816406
22,0.0,0,2018-01-01,STANDARD,1660.9884033203125,30,302.1047668457031,0.43018966913223267,13,12,R_A2,302.1047668457031
22,0.0,0,2018-01-01,STANDARD,1663.0093994140625,30,302.2403564453125,0.47363120317459106,14,13,R_A2,302.2403564453125
22,0.0,0,2018-01-01,STANDARD,1665.030517578125,30,302.37591552734375,0.8956188559532166,15,14,R_A2,302.37591552734375
22,0.0,0,2018-01-01,STANDARD,1667.051513671875,30,302.511474609375,0.8920417428016663,16,15,R_A2,302.511474609375
22,0.0,0,2018-01-01,STANDARD,1669.072509765625,30,302.6470642089844,0.8832864761352539,17,16,R_A2,302.6470642089844
22,0.0,0,2018-01-01,STANDARD,1676.88037109375,29,303.1708984375,0.9825311303138733,17,17,R_A2,303.1708984375
22,0.0,0,2018-01-01,STANDARD,1678.3743896484375,29,303.2711486816406,0.9927098155021667,18,18,R_A2,303.2711486816406
22,0.0,0,2018-01-01,STANDARD,1679.62548828125,29,303.3550720214844,1.0,26,19,R_A2,303.3550720214844
22,0.0,0,2018-01-01,STANDARD,1681.3013916015625,29,303.796875,1.0,27,20,R_A2,303.796875
22,0.0,0,2018-01-01,STANDARD,1682.977294921875,29,303.9556884765625,1.0,28,21,R_A2,303.9556884765625
22,0.0,0,2018-01-01,STANDARD,1684.653076171875,29,304.1144714355469,1.0,29,22,R_A2,304.1144714355469
22,0.0,0,2018-01-01,STANDARD,1686.3289794921875,29,304.2732849121094,1.0,30,23,R_A2,304.2732849121094
28,0.0,0,2018-01-01,STANDARD,1609.1375732421875,41,298.6283264160156,0.6481541991233826,1,1,R_A3,298.6283264160156
29,0.0,0,2018-01-01,STANDARD,1599.312744140625,41,297.9699401855469,0.3150235712528229,1,2,R_A3,297.9699401855469
29,0.0,0,2018-01-01,STANDARD,1601.505859375,41,298.11688232421875,0.11823459714651108,2,3,R_A3,298.11688232421875
29,0.0,0,2018-01-01,STANDARD,1603.6990966796875,41,298.26385498046875,0.11823459714651108,3,4,R_A3,298.26385498046875
29,0.0,0,2018-01-01,STANDARD,1605.892333984375,41,298.41082763671875,0.2077006995677948,4,5,R_A3,298.41082763671875
29,0.0,0,2018-01-01,STANDARD,1608.08544921875,41,298.5578308105469,0.811032772064209,5,6,R_A3,298.5578308105469
29,0.0,0,2018-01-01,STANDARD,1610.2786865234375,41,298.7048034667969,0.6481541991233826,6,7,R_A3,298.7048034667969
29,0.0,0,2018-01-01,STANDARD,1612.471923828125,41,298.8517761230469,0.19536161422729492,7,8,R_A3,298.8517761230469
29,0.0,0,2018-01-01,STANDARD,1614.6650390625,41,298.998779296875,0.19615820050239563,8,9,R_A3,298.998779296875
29,0.0,0,2018-01-01,STANDARD,1616.8582763671875,41,299.1457824707031,0.8021560907363892,9,10,R_A3,299.1457824707031
