ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,5307532,868717,528671,368669,51908583
Valysar,CentralSouth,67604922,12396098,9314106,6495193,914523136
Valysar,CentralNorth,37840503,6322198,4654040,3245495,456965706
Valysar,NorthHorst,4081794,738417,447092,274627,53799364
Valysar,CentralRamp,13495783,2116217,1475861,1029192,144910239
Valysar,CentralHorst,85479573,13573826,10323676,7199216,1013649650
Valysar,EastLowland,2555028,379939,233276,162675,22904599
Therys,WestLowland,2420375,475480,234975,163860,23071470
Therys,CentralSouth,10762754,2805925,1794192,1251180,176166179
Therys,CentralNorth,20983818,4028900,2372278,1654308,232926562
Therys,NorthHorst,5657420,773134,313961,192851,37779435
Therys,CentralRamp,6682738,1609569,1227255,855826,120500340
Therys,CentralHorst,30045691,7582326,5913750,4123954,580652784
Therys,EastLowland,0,0,0,0,0
Volon,WestLowland,292101,47612,28918,20166,2839401
Volon,CentralSouth,34190243,6084039,4514679,3148312,443282292
Volon,CentralNorth,7056449,941068,486254,339090,47743808
Volon,NorthHorst,3847282,717256,537978,330453,64735822
Volon,CentralRamp,12624084,2306944,1782575,1243079,175025502
Volon,CentralHorst,84392040,15046649,11805134,8232311,1159109471
Volon,EastLowland,0,0,0,0,0
