ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,5398750,932191,555141,387128,54507596
Valysar,CentralSouth,60192056,10805529,7609462,5306459,747149451
Valysar,CentralNorth,35988520,6498707,4983225,3475053,489287415
Valysar,NorthHorst,4991977,645473,303759,186584,36551863
Valysar,CentralRamp,13605711,2296137,1693522,1180977,166281632
Valysar,CentralHorst,87565001,15465070,11963180,8342525,1174627531
Valysar,EastLowland,16520948,2822528,1563426,1090255,153507915
Therys,WestLowland,949905,218733,109408,76296,10742454
Therys,CentralSouth,9742425,2697610,1880471,1311347,184637598
Therys,CentralNorth,18939524,3558973,1898590,1323982,186416656
Therys,NorthHorst,9663452,1455831,584536,359052,70338224
Therys,CentralRamp,6498807,1431572,1070495,746510,105108589
Therys,CentralHorst,29360343,7541723,5890566,4107787,578376363
Therys,EastLowland,286895,95763,59063,41188,5799251
Volon,WestLowland,11356,2271,0,0,0
Volon,CentralSouth,36712230,6674161,4954635,3455115,486480197
Volon,CentralNorth,5315914,666849,271820,189553,26689129
Volon,NorthHorst,6787725,1130819,801643,492410,96463099
Volon,CentralRamp,13156543,2562609,2157509,1504539,211839080
Volon,CentralHorst,85159209,14951947,11805575,8232619,1159152777
Volon,EastLowland,215792,10883,5008,3492,491676
