ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,6263593,1120917,704164,491049,69139674
Valysar,CentralSouth,52363526,9090008,6400260,4463222,628421616
Valysar,CentralNorth,34655783,6401166,4802113,3348754,471504550
Valysar,NorthHorst,4282809,538703,246396,151349,29649303
Valysar,CentralRamp,13577643,2116788,1480153,1032185,145331646
Valysar,CentralHorst,82663868,14715817,11371313,7929786,1116513920
Valysar,EastLowland,11721682,1988313,1085999,757321,106630829
Therys,WestLowland,2352755,388797,184265,128498,18092457
Therys,CentralSouth,5300298,1623917,1086970,757998,106726173
Therys,CentralNorth,17299598,3274168,1746694,1218057,171502447
Therys,NorthHorst,6518456,931999,379983,233405,45724034
Therys,CentralRamp,6600329,1575678,1189716,829648,116814472
Therys,CentralHorst,26499845,6936385,5315412,3706703,521903828
Therys,EastLowland,109758,36556,14247,9935,1398853
Volon,WestLowland,311038,64477,34928,24357,3429480
Volon,CentralSouth,27803630,5008833,3442189,2400411,337977890
Volon,CentralNorth,4304323,562423,245811,171416,24135386
Volon,NorthHorst,5891259,1000327,698499,429053,84051542
Volon,CentralRamp,12212157,2353437,1910126,1332027,187549341
Volon,CentralHorst,80612195,14756189,11964189,8343228,1174726510
Volon,EastLowland,50662,3652,0,0,0
