ZONE,REGION,BULK_OIL,PORE_OIL,HCPV_OIL,STOIIP_OIL
UpperReek,1,284837386.41,45499526.75,34330132.19,21591277.75
UpperReek,2,0.0,0.0,0.0,0.0
MidReek,1,218828546.61,40820546.17,31927011.19,20079880.92
MidReek,2,0.0,0.0,0.0,0.0
LowerReek,1,135883326.0,28459347.84,23866313.9,15010260.07
LowerReek,2,0.0,0.0,0.0,0.0
