ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,42479489,6734311,3496325,2438162,343293271
Valysar,CentralSouth,67503100,12599388,9393935,6550861,922361269
Valysar,CentralNorth,22165928,4175742,3118483,2174674,306194133
Valysar,NorthHorst,4254486,634404,383522,235579,46149834
Valysar,CentralRamp,13446534,2198105,1553883,1083601,152570984
Valysar,CentralHorst,80216351,14800031,11683882,8147756,1147204049
Valysar,EastLowland,4783861,969972,654955,456733,64308016
Therys,WestLowland,6344644,1530919,958603,668482,94122207
Therys,CentralSouth,12558694,2459339,1439895,1004111,141378791
Therys,CentralNorth,9439321,1684998,924937,645005,90816671
Therys,NorthHorst,13975940,1831593,684810,420645,82404335
Therys,CentralRamp,6567534,1270611,946602,660113,92943923
Therys,CentralHorst,21885334,5498095,4303082,3000755,422506256
Therys,EastLowland,23772,8419,3224,2248,316570
Volon,WestLowland,378449,63403,41146,28693,4040011
Volon,CentralSouth,26175977,4641600,3468923,2419054,340602821
Volon,CentralNorth,3200482,412629,200414,139759,19678012
Volon,NorthHorst,8207121,1378135,1032729,634354,124270019
Volon,CentralRamp,9148679,1677373,1289624,899319,126624179
Volon,CentralHorst,77978866,13872953,10867621,7578537,1067057990
Volon,EastLowland,419433,54059,16492,11501,1619276
