SGAS,DRAWDOWN,CONBPRES,CONIPOS,DEPTH,DATE,WELL,PRESSURE,CONJPOS,WELLMODEL,SWAT,CONKPOS,CONIDX
0.0,0,300.6960144042969,22,1640.142822265625,2018-01-01,R_A2,300.6960144042969,30,STANDARD,0.14345259964466095,1,1
0.0,0,300.81121826171875,22,1641.861328125,2018-01-01,R_A2,300.81121826171875,30,STANDARD,0.11779000610113144,2,2
0.0,0,300.9264831542969,22,1643.5799560546875,2018-01-01,R_A2,300.9264831542969,30,STANDARD,0.05814704671502113,3,3
0.0,0,301.0417175292969,22,1645.2984619140625,2018-01-01,R_A2,301.0417175292969,30,STANDARD,0.06305854767560959,4,4
0.0,0,301.1569519042969,22,1647.0169677734375,2018-01-01,R_A2,301.1569519042969,30,STANDARD,0.06490177661180496,5,5
0.0,0,301.2721862792969,22,1648.7354736328125,2018-01-01,R_A2,301.2721862792969,30,STANDARD,0.6481541991233826,6,6
0.0,0,301.387451171875,22,1650.4539794921875,2018-01-01,R_A2,301.387451171875,30,STANDARD,0.8778976202011108,7,7
0.0,0,301.5027160644531,22,1652.172607421875,2018-01-01,R_A2,301.5027160644531,30,STANDARD,0.8741675019264221,8,8
0.0,0,301.6179504394531,22,1653.89111328125,2018-01-01,R_A2,301.6179504394531,30,STANDARD,0.8829979300498962,9,9
0.0,0,301.73321533203125,22,1655.609619140625,2018-01-01,R_A2,301.73321533203125,30,STANDARD,0.8962559103965759,10,10
0.0,0,301.8608703613281,22,1657.5126953125,2018-01-01,R_A2,301.8608703613281,30,STANDARD,0.06973110139369965,11,11
0.0,0,302.14093017578125,22,1661.68798828125,2018-01-01,R_A2,302.14093017578125,30,STANDARD,0.43823909759521484,13,12
0.0,0,302.28094482421875,22,1663.775634765625,2018-01-01,R_A2,302.28094482421875,30,STANDARD,0.47811999917030334,14,13
0.0,0,302.4209899902344,22,1665.8631591796875,2018-01-01,R_A2,302.4209899902344,30,STANDARD,0.9078788161277771,15,14
0.0,0,302.78289794921875,22,1671.2578125,2018-01-01,R_A2,302.78289794921875,29,STANDARD,0.959646463394165,15,15
0.0,0,302.9267578125,22,1673.4022216796875,2018-01-01,R_A2,302.9267578125,29,STANDARD,0.9626002311706543,16,16
0.0,0,303.07061767578125,22,1675.546630859375,2018-01-01,R_A2,303.07061767578125,29,STANDARD,0.9694520831108093,17,17
0.0,0,303.1676940917969,22,1676.9935302734375,2018-01-01,R_A2,303.1676940917969,29,STANDARD,0.995873749256134,18,18
0.0,0,303.25067138671875,22,1678.2301025390625,2018-01-01,R_A2,303.25067138671875,29,STANDARD,0.6972368359565735,27,19
0.0,0,303.3663330078125,22,1679.9539794921875,2018-01-01,R_A2,303.3663330078125,29,STANDARD,1.0,28,20
0.0,0,303.8325500488281,22,1681.6778564453125,2018-01-01,R_A2,303.8325500488281,29,STANDARD,1.0,29,21
0.0,0,303.99591064453125,22,1683.4017333984375,2018-01-01,R_A2,303.99591064453125,29,STANDARD,1.0,30,22
0.0,0,304.15924072265625,22,1685.1256103515625,2018-01-01,R_A2,304.15924072265625,29,STANDARD,1.0,31,23
0.0,0,298.74566650390625,28,1611.049072265625,2018-01-01,R_A3,298.74566650390625,41,STANDARD,0.2512379586696625,1,1
0.0,0,298.8821105957031,28,1613.085205078125,2018-01-01,R_A3,298.8821105957031,41,STANDARD,0.11823459714651108,2,2
0.0,0,298.1322937011719,29,1601.896240234375,2018-01-01,R_A3,298.1322937011719,41,STANDARD,0.14158354699611664,2,3
0.0,0,298.26934814453125,29,1603.9415283203125,2018-01-01,R_A3,298.26934814453125,41,STANDARD,0.11823459714651108,3,4
0.0,0,298.4064025878906,29,1605.9866943359375,2018-01-01,R_A3,298.4064025878906,41,STANDARD,0.13240043818950653,4,5
0.0,0,298.54345703125,29,1608.031982421875,2018-01-01,R_A3,298.54345703125,41,STANDARD,0.6481541991233826,5,6
0.0,0,298.6805114746094,29,1610.0771484375,2018-01-01,R_A3,298.6805114746094,41,STANDARD,0.2896161377429962,6,7
0.0,0,298.8175964355469,29,1612.1224365234375,2018-01-01,R_A3,298.8175964355469,41,STANDARD,0.19446472823619843,7,8
0.0,0,298.9546813964844,29,1614.1676025390625,2018-01-01,R_A3,298.9546813964844,41,STANDARD,0.1982656717300415,8,9
0.0,0,299.09173583984375,29,1616.212890625,2018-01-01,R_A3,299.09173583984375,41,STANDARD,0.7987369894981384,9,10
0.0,0,299.22882080078125,29,1618.258056640625,2018-01-01,R_A3,299.22882080078125,41,STANDARD,0.7976081967353821,10,11
0.0,0,299.3746337890625,29,1620.4334716796875,2018-01-01,R_A3,299.3746337890625,41,STANDARD,0.048222512006759644,11,12
0.0,0,299.5292053222656,29,1622.739013671875,2018-01-01,R_A3,299.5292053222656,41,STANDARD,0.053569018840789795,12,13
0.0,0,299.6837463378906,29,1625.04443359375,2018-01-01,R_A3,299.6837463378906,41,STANDARD,0.3721165359020233,13,14
0.0,0,299.99285888671875,29,1629.6553955078125,2018-01-01,R_A3,299.99285888671875,41,STANDARD,0.495810866355896,15,15
0.0,0,300.11810302734375,29,1631.5238037109375,2018-01-01,R_A3,300.11810302734375,41,STANDARD,0.8068152666091919,16,16
0.0,0,300.2872619628906,29,1634.046875,2018-01-01,R_A3,300.2872619628906,41,STANDARD,0.6481541991233826,27,17
0.0,0,300.5282897949219,29,1637.6416015625,2018-01-01,R_A3,300.5282897949219,41,STANDARD,0.044788673520088196,28,18
0.0,0,300.7693176269531,29,1641.236328125,2018-01-01,R_A3,300.7693176269531,41,STANDARD,0.04836617782711983,29,19
0.0,0,301.0103759765625,29,1644.8311767578125,2018-01-01,R_A3,301.0103759765625,41,STANDARD,0.7045321464538574,30,20
0.0,0,301.2514343261719,29,1648.4259033203125,2018-01-01,R_A3,301.2514343261719,41,STANDARD,0.06175444647669792,31,21
0.0,0,300.079833984375,30,1630.9530029296875,2018-01-01,R_A4,300.079833984375,52,STANDARD,0.04918757453560829,1,1
0.0,0,299.7187194824219,31,1625.56640625,2018-01-01,R_A4,299.7187194824219,52,STANDARD,0.047607988119125366,1,2
0.0,0,299.8583984375,31,1627.6497802734375,2018-01-01,R_A4,299.8583984375,52,STANDARD,0.07886502146720886,2,3
0.0,0,299.9980773925781,31,1629.733154296875,2018-01-01,R_A4,299.9980773925781,52,STANDARD,0.05060908943414688,3,4
0.0,0,300.13775634765625,31,1631.816650390625,2018-01-01,R_A4,300.13775634765625,52,STANDARD,0.052310310304164886,4,5
0.0,0,300.2774353027344,31,1633.9000244140625,2018-01-01,R_A4,300.2774353027344,52,STANDARD,0.054269932210445404,5,6
0.0,0,300.14801025390625,32,1631.9696044921875,2018-01-01,R_A4,300.14801025390625,52,STANDARD,0.05393098667263985,5,7
0.0,0,300.27398681640625,32,1633.848876953125,2018-01-01,R_A4,300.27398681640625,52,STANDARD,0.09344669431447983,6,8
0.0,0,300.4728698730469,32,1636.8148193359375,2018-01-01,R_A4,300.4728698730469,51,STANDARD,0.15144337713718414,6,9
0.0,0,300.3517150878906,32,1635.008056640625,2018-01-01,R_A4,300.3517150878906,51,STANDARD,0.05665044113993645,5,10
0.0,0,300.4793395996094,33,1636.91162109375,2018-01-01,R_A4,300.4793395996094,51,STANDARD,0.05691142752766609,5,11
0.0,0,300.356689453125,33,1635.0823974609375,2018-01-01,R_A4,300.356689453125,51,STANDARD,0.056063201278448105,4,12
0.0,0,300.9844970703125,33,1644.4454345703125,2018-01-01,R_A4,300.9844970703125,50,STANDARD,0.06456808000802994,5,13
0.0,0,300.86370849609375,33,1642.643798828125,2018-01-01,R_A4,300.86370849609375,50,STANDARD,0.06077221781015396,4,14
0.0,0,300.71636962890625,34,1640.4466552734375,2018-01-01,R_A4,300.71636962890625,50,STANDARD,0.06091509759426117,4,15
0.0,0,300.826171875,35,1642.0843505859375,2018-01-01,R_A4,300.826171875,50,STANDARD,0.060069940984249115,4,16
0.0,0,300.7103271484375,35,1640.3563232421875,2018-01-01,R_A4,300.7103271484375,50,STANDARD,0.09828084707260132,3,17
0.0,0,300.5944519042969,35,1638.6282958984375,2018-01-01,R_A4,300.5944519042969,50,STANDARD,0.18402598798274994,2,18
0.0,0,300.89300537109375,35,1643.0809326171875,2018-01-01,R_A4,300.89300537109375,49,STANDARD,0.052449651062488556,30,19
0.0,0,300.4942626953125,35,1637.1343994140625,2018-01-01,R_A4,300.4942626953125,49,STANDARD,0.05395599827170372,29,20
0.0,0,300.8865051269531,36,1642.9840087890625,2018-01-01,R_A4,300.8865051269531,49,STANDARD,0.05435191094875336,29,21
