SWAT,DATE,DRAWDOWN,CONBPRES,SGAS,CONIPOS,CONKPOS,WELL,WELLMODEL,DEPTH,PRESSURE,CONIDX,CONJPOS
0.05313698202371597,2018-01-01,0,300.7491149902344,0.0,22,1,R_A2,STANDARD,1640.43603515625,300.7491149902344,1,30
0.05505868047475815,2018-01-01,0,300.86895751953125,0.0,22,2,R_A2,STANDARD,1642.2235107421875,300.86895751953125,2,30
0.059103477746248245,2018-01-01,0,300.98883056640625,0.0,22,3,R_A2,STANDARD,1644.010986328125,300.98883056640625,3,30
0.06268250197172165,2018-01-01,0,301.10870361328125,0.0,22,4,R_A2,STANDARD,1645.7984619140625,301.10870361328125,4,30
0.06592484563589096,2018-01-01,0,301.22857666015625,0.0,22,5,R_A2,STANDARD,1647.5860595703125,301.22857666015625,5,30
0.323056697845459,2018-01-01,0,301.34844970703125,0.0,22,6,R_A2,STANDARD,1649.3736572265625,301.34844970703125,6,30
0.8824365139007568,2018-01-01,0,301.46832275390625,0.0,22,7,R_A2,STANDARD,1651.1611328125,301.46832275390625,7,30
0.8643980622291565,2018-01-01,0,301.5882263183594,0.0,22,8,R_A2,STANDARD,1652.94873046875,301.5882263183594,8,30
0.875119149684906,2018-01-01,0,301.7080993652344,0.0,22,9,R_A2,STANDARD,1654.7362060546875,301.7080993652344,9,30
0.6481541991233826,2018-01-01,0,301.8280029296875,0.0,22,10,R_A2,STANDARD,1656.523681640625,301.8280029296875,10,30
0.06856559216976166,2018-01-01,0,301.95233154296875,0.0,22,11,R_A2,STANDARD,1658.37744140625,301.95233154296875,11,30
0.07035800069570541,2018-01-01,0,302.08111572265625,0.0,22,12,R_A2,STANDARD,1660.29736328125,302.08111572265625,12,30
0.42393386363983154,2018-01-01,0,302.20989990234375,0.0,22,13,R_A2,STANDARD,1662.2174072265625,302.20989990234375,13,30
0.4545840322971344,2018-01-01,0,302.33868408203125,0.0,22,14,R_A2,STANDARD,1664.137451171875,302.33868408203125,14,30
