PRESSURE,DEPTH,WELL,CONIDX,DRAWDOWN,CONIPOS,CONKPOS,CONJPOS,SWAT,SGAS,CONBPRES,WELLMODEL,DATE
300.7384338378906,1640.202392578125,R_A2,1,0,22,1,30,0.053827788680791855,0.0,300.7384338378906,STANDARD,2018-01-01
300.85699462890625,1641.9708251953125,R_A2,2,0,22,2,30,0.05540982633829117,0.0,300.85699462890625,STANDARD,2018-01-01
300.9755859375,1643.7392578125,R_A2,3,0,22,3,30,0.057913701981306076,0.0,300.9755859375,STANDARD,2018-01-01
301.09417724609375,1645.507568359375,R_A2,4,0,22,4,30,0.06170922517776489,0.0,301.09417724609375,STANDARD,2018-01-01
301.2127380371094,1647.2760009765625,R_A2,5,0,22,5,30,0.06397344917058945,0.0,301.2127380371094,STANDARD,2018-01-01
301.3313293457031,1649.0443115234375,R_A2,6,0,22,6,30,0.6705312132835388,0.0,301.3313293457031,STANDARD,2018-01-01
301.449951171875,1650.812744140625,R_A2,7,0,22,7,30,0.8688733577728271,0.0,301.449951171875,STANDARD,2018-01-01
301.56854248046875,1652.5811767578125,R_A2,8,0,22,8,30,0.860262393951416,0.0,301.56854248046875,STANDARD,2018-01-01
301.6871337890625,1654.3494873046875,R_A2,9,0,22,9,30,0.6481541991233826,0.0,301.6871337890625,STANDARD,2018-01-01
301.8057556152344,1656.117919921875,R_A2,10,0,22,10,30,0.6518586874008179,0.0,301.8057556152344,STANDARD,2018-01-01
301.9322204589844,1658.003662109375,R_A2,11,0,22,11,30,0.06816374510526657,0.0,301.9322204589844,STANDARD,2018-01-01
302.06658935546875,1660.0068359375,R_A2,12,0,22,12,30,0.12593860924243927,0.0,302.06658935546875,STANDARD,2018-01-01
302.2009582519531,1662.0098876953125,R_A2,13,0,22,13,30,0.4170903265476227,0.0,302.2009582519531,STANDARD,2018-01-01
302.3353271484375,1664.012939453125,R_A2,14,0,22,14,30,0.45935213565826416,0.0,302.3353271484375,STANDARD,2018-01-01
302.4696960449219,1666.01611328125,R_A2,15,0,22,15,30,0.8947150111198425,0.0,302.4696960449219,STANDARD,2018-01-01
302.60406494140625,1668.0191650390625,R_A2,16,0,22,16,30,0.9188106060028076,0.0,302.60406494140625,STANDARD,2018-01-01
302.7384338378906,1670.0223388671875,R_A2,17,0,22,17,30,0.8595901727676392,0.0,302.7384338378906,STANDARD,2018-01-01
303.0135803222656,1674.1234130859375,R_A2,18,0,22,17,29,0.9262535572052002,0.0,303.0135803222656,STANDARD,2018-01-01
303.1410827636719,1676.023681640625,R_A2,19,0,22,18,29,0.9762359261512756,0.0,303.1410827636719,STANDARD,2018-01-01
303.260498046875,1677.8037109375,R_A2,20,0,22,25,29,0.6481541991233826,0.0,303.260498046875,STANDARD,2018-01-01
303.3778381347656,1679.552490234375,R_A2,21,0,22,26,29,0.6481541991233826,0.0,303.3778381347656,STANDARD,2018-01-01
303.49517822265625,1681.3011474609375,R_A2,22,0,22,27,29,1.0,0.0,303.49517822265625,STANDARD,2018-01-01
303.9625549316406,1683.0499267578125,R_A2,23,0,22,28,29,1.0,0.0,303.9625549316406,STANDARD,2018-01-01
304.1282653808594,1684.798583984375,R_A2,24,0,22,29,29,1.0,0.0,304.1282653808594,STANDARD,2018-01-01
298.6591796875,1609.185546875,R_A3,1,0,28,1,41,0.6481541991233826,0.0,298.6591796875,STANDARD,2018-01-01
298.79229736328125,1611.1719970703125,R_A3,2,0,28,2,41,0.19373731315135956,0.0,298.79229736328125,STANDARD,2018-01-01
298.9254150390625,1613.1583251953125,R_A3,3,0,28,3,41,0.1133388802409172,0.0,298.9254150390625,STANDARD,2018-01-01
298.34344482421875,1604.4744873046875,R_A3,4,0,29,3,41,0.1492505967617035,0.0,298.34344482421875,STANDARD,2018-01-01
298.4834899902344,1606.5640869140625,R_A3,5,0,29,4,41,0.13747534155845642,0.0,298.4834899902344,STANDARD,2018-01-01
298.62353515625,1608.65380859375,R_A3,6,0,29,5,41,0.7998786568641663,0.0,298.62353515625,STANDARD,2018-01-01
298.7635803222656,1610.743408203125,R_A3,7,0,29,6,41,0.18864315748214722,0.0,298.7635803222656,STANDARD,2018-01-01
298.90362548828125,1612.8330078125,R_A3,8,0,29,7,41,0.1948973834514618,0.0,298.90362548828125,STANDARD,2018-01-01
299.0436706542969,1614.922607421875,R_A3,9,0,29,8,41,0.2815069556236267,0.0,299.0436706542969,STANDARD,2018-01-01
299.1837463378906,1617.0123291015625,R_A3,10,0,29,9,41,0.7969314455986023,0.0,299.1837463378906,STANDARD,2018-01-01
299.3238220214844,1619.10205078125,R_A3,11,0,29,10,41,0.7968205213546753,0.0,299.3238220214844,STANDARD,2018-01-01
299.4687805175781,1621.2646484375,R_A3,12,0,29,11,41,0.04366116225719452,0.0,299.4687805175781,STANDARD,2018-01-01
299.6186218261719,1623.5001220703125,R_A3,13,0,29,12,41,0.05253079906105995,0.0,299.6186218261719,STANDARD,2018-01-01
299.76849365234375,1625.735595703125,R_A3,14,0,29,13,41,0.3701690137386322,0.0,299.76849365234375,STANDARD,2018-01-01
299.9183654785156,1627.9710693359375,R_A3,15,0,29,14,41,0.3695857524871826,0.0,299.9183654785156,STANDARD,2018-01-01
300.0682067871094,1630.20654296875,R_A3,16,0,29,15,41,0.601466715335846,0.0,300.0682067871094,STANDARD,2018-01-01
300.1964416503906,1632.1190185546875,R_A3,17,0,29,16,41,0.7939255237579346,0.0,300.1964416503906,STANDARD,2018-01-01
300.3671569824219,1634.6654052734375,R_A3,18,0,29,25,41,0.1629077047109604,0.0,300.3671569824219,STANDARD,2018-01-01
300.6007080078125,1638.148681640625,R_A3,19,0,29,26,41,0.04283282905817032,0.0,300.6007080078125,STANDARD,2018-01-01
300.83428955078125,1641.6319580078125,R_A3,20,0,29,27,41,0.04884491115808487,0.0,300.83428955078125,STANDARD,2018-01-01
301.06787109375,1645.1153564453125,R_A3,21,0,29,28,41,0.6481541991233826,0.0,301.06787109375,STANDARD,2018-01-01
301.30145263671875,1648.5986328125,R_A3,22,0,29,29,41,0.05946599692106247,0.0,301.30145263671875,STANDARD,2018-01-01
300.1664733886719,1631.671875,R_A4,1,0,30,1,52,0.04845762252807617,0.0,300.1664733886719,STANDARD,2018-01-01
299.8228454589844,1626.54638671875,R_A4,2,0,31,1,52,0.07795644551515579,0.0,299.8228454589844,STANDARD,2018-01-01
299.9619140625,1628.6209716796875,R_A4,3,0,31,2,52,0.04886365681886673,0.0,299.9619140625,STANDARD,2018-01-01
300.10101318359375,1630.695556640625,R_A4,4,0,31,3,52,0.05082152411341667,0.0,300.10101318359375,STANDARD,2018-01-01
300.2400817871094,1632.77001953125,R_A4,5,0,31,4,52,0.053526621311903,0.0,300.2400817871094,STANDARD,2018-01-01
300.1929626464844,1632.067138671875,R_A4,6,0,32,4,52,0.05367133766412735,0.0,300.1929626464844,STANDARD,2018-01-01
300.3185729980469,1633.940673828125,R_A4,7,0,32,5,52,0.3167029321193695,0.0,300.3185729980469,STANDARD,2018-01-01
300.535400390625,1637.1744384765625,R_A4,8,0,32,5,51,0.8439674377441406,0.0,300.535400390625,STANDARD,2018-01-01
300.4115295410156,1635.3270263671875,R_A4,9,0,32,4,51,0.05450600013136864,0.0,300.4115295410156,STANDARD,2018-01-01
300.50048828125,1636.65380859375,R_A4,10,0,33,4,51,0.05574440583586693,0.0,300.50048828125,STANDARD,2018-01-01
300.84539794921875,1641.7978515625,R_A4,11,0,33,4,50,0.05998269096016884,0.0,300.84539794921875,STANDARD,2018-01-01
300.7372741699219,1640.1851806640625,R_A4,12,0,34,4,50,0.05870497226715088,0.0,300.7372741699219,STANDARD,2018-01-01
300.750732421875,1640.385986328125,R_A4,13,0,35,4,50,0.0604531466960907,0.0,300.750732421875,STANDARD,2018-01-01
300.62890625,1638.5692138671875,R_A4,14,0,35,3,50,0.20057490468025208,0.0,300.62890625,STANDARD,2018-01-01
300.9878234863281,1643.9219970703125,R_A4,15,0,35,3,49,0.23539939522743225,0.0,300.9878234863281,STANDARD,2018-01-01
300.8672180175781,1642.123046875,R_A4,16,0,35,2,49,0.2265998125076294,0.0,300.8672180175781,STANDARD,2018-01-01
300.94110107421875,1643.2252197265625,R_A4,17,0,36,28,49,0.6481541991233826,0.0,300.94110107421875,STANDARD,2018-01-01
301.0363464355469,1644.645263671875,R_A4,18,0,36,28,48,0.1320762038230896,0.0,301.0363464355469,STANDARD,2018-01-01
301.39459228515625,1649.9874267578125,R_A4,19,0,37,28,48,0.7174332737922668,0.0,301.39459228515625,STANDARD,2018-01-01
301.0179443359375,1644.370849609375,R_A4,20,0,37,27,48,0.24374328553676605,0.0,301.0179443359375,STANDARD,2018-01-01
301.3387756347656,1649.1552734375,R_A4,21,0,38,27,48,0.2049579918384552,0.0,301.3387756347656,STANDARD,2018-01-01
301.9256591796875,1657.905517578125,R_A4,22,0,38,27,47,0.28966033458709717,0.0,301.9256591796875,STANDARD,2018-01-01
303.920166015625,1685.8294677734375,R_A5,1,0,31,1,20,1.0,0.0,303.920166015625,STANDARD,2018-01-01
304.11749267578125,1687.911865234375,R_A5,2,0,31,2,20,1.0,0.0,304.11749267578125,STANDARD,2018-01-01
304.3148498535156,1689.9942626953125,R_A5,3,0,31,3,20,1.0,0.0,304.3148498535156,STANDARD,2018-01-01
304.5121765136719,1692.0765380859375,R_A5,4,0,31,4,20,1.0,0.0,304.5121765136719,STANDARD,2018-01-01
304.7095031738281,1694.158935546875,R_A5,5,0,31,5,20,1.0,0.0,304.7095031738281,STANDARD,2018-01-01
304.9068603515625,1696.2413330078125,R_A5,6,0,31,6,20,1.0,0.0,304.9068603515625,STANDARD,2018-01-01
305.40997314453125,1698.3236083984375,R_A5,7,0,31,7,20,1.0,0.0,305.40997314453125,STANDARD,2018-01-01
305.6072998046875,1700.406005859375,R_A5,8,0,31,8,20,1.0,0.0,305.6072998046875,STANDARD,2018-01-01
305.2836608886719,1696.9908447265625,R_A5,9,0,31,9,21,1.0,0.0,305.2836608886719,STANDARD,2018-01-01
305.49395751953125,1699.2099609375,R_A5,10,0,31,10,21,1.0,0.0,305.49395751953125,STANDARD,2018-01-01
305.3880920410156,1701.318115234375,R_A5,11,0,31,11,21,1.0,0.0,305.3880920410156,STANDARD,2018-01-01
305.5773620605469,1703.3154296875,R_A5,12,0,31,12,21,1.0,0.0,305.5773620605469,STANDARD,2018-01-01
305.77862548828125,1705.3126220703125,R_A5,13,0,31,13,21,1.0,0.0,305.77862548828125,STANDARD,2018-01-01
305.9678955078125,1707.3099365234375,R_A5,14,0,31,14,21,1.0,0.0,305.9678955078125,STANDARD,2018-01-01
306.15716552734375,1709.30712890625,R_A5,15,0,31,15,21,1.0,0.0,306.15716552734375,STANDARD,2018-01-01
306.4914855957031,1711.304443359375,R_A5,16,0,31,16,21,1.0,0.0,306.4914855957031,STANDARD,2018-01-01
306.6764221191406,1713.255859375,R_A5,17,0,31,17,21,1.0,0.0,306.6764221191406,STANDARD,2018-01-01
306.79559326171875,1714.51318359375,R_A5,18,0,31,18,21,1.0,0.0,306.79559326171875,STANDARD,2018-01-01
306.83258056640625,1714.9034423828125,R_A5,19,0,31,19,21,1.0,0.0,306.83258056640625,STANDARD,2018-01-01
306.78558349609375,1716.0654296875,R_A5,20,0,31,25,21,1.0,0.0,306.78558349609375,STANDARD,2018-01-01
306.9896545410156,1718.2183837890625,R_A5,21,0,31,26,21,1.0,0.0,306.9896545410156,STANDARD,2018-01-01
307.4994812011719,1720.371337890625,R_A5,22,0,31,27,21,1.0,0.0,307.4994812011719,STANDARD,2018-01-01
307.7035217285156,1722.524169921875,R_A5,23,0,31,28,21,1.0,0.0,307.7035217285156,STANDARD,2018-01-01
307.9075622558594,1724.6771240234375,R_A5,24,0,31,29,21,1.0,0.0,307.9075622558594,STANDARD,2018-01-01
305.0283203125,1694.29638671875,R_A6,1,0,17,1,42,1.0,0.0,305.0283203125,STANDARD,2018-01-01
305.17364501953125,1695.829833984375,R_A6,2,0,17,2,42,1.0,0.0,305.17364501953125,STANDARD,2018-01-01
305.3189392089844,1697.3631591796875,R_A6,3,0,17,3,42,1.0,0.0,305.3189392089844,STANDARD,2018-01-01
305.4642639160156,1698.8966064453125,R_A6,4,0,17,4,42,1.0,0.0,305.4642639160156,STANDARD,2018-01-01
305.6095886230469,1700.4300537109375,R_A6,5,0,17,5,42,1.0,0.0,305.6095886230469,STANDARD,2018-01-01
305.7549133300781,1701.9635009765625,R_A6,6,0,17,6,42,1.0,0.0,305.7549133300781,STANDARD,2018-01-01
305.6011962890625,1703.4969482421875,R_A6,7,0,17,7,42,1.0,0.0,305.6011962890625,STANDARD,2018-01-01
305.74652099609375,1705.0303955078125,R_A6,8,0,17,8,42,1.0,0.0,305.74652099609375,STANDARD,2018-01-01
306.1908874511719,1706.563720703125,R_A6,9,0,17,9,42,1.0,0.0,306.1908874511719,STANDARD,2018-01-01
306.0304260253906,1708.09716796875,R_A6,10,0,17,10,42,1.0,0.0,306.0304260253906,STANDARD,2018-01-01
306.2099914550781,1709.990478515625,R_A6,11,0,17,11,42,1.0,0.0,306.2099914550781,STANDARD,2018-01-01
306.42352294921875,1712.24365234375,R_A6,12,0,17,12,42,1.0,0.0,306.42352294921875,STANDARD,2018-01-01
306.6490173339844,1714.4967041015625,R_A6,13,0,17,13,42,1.0,0.0,306.6490173339844,STANDARD,2018-01-01
306.862548828125,1716.749755859375,R_A6,14,0,17,14,42,1.0,0.0,306.862548828125,STANDARD,2018-01-01
307.0760803222656,1719.0029296875,R_A6,15,0,17,15,42,1.0,0.0,307.0760803222656,STANDARD,2018-01-01
307.43463134765625,1721.2559814453125,R_A6,16,0,17,16,42,1.0,0.0,307.43463134765625,STANDARD,2018-01-01
307.6481628417969,1723.5091552734375,R_A6,17,0,17,17,42,1.0,0.0,307.6481628417969,STANDARD,2018-01-01
307.8036804199219,1725.14990234375,R_A6,18,0,17,18,42,1.0,0.0,307.8036804199219,STANDARD,2018-01-01
307.77630615234375,1726.5186767578125,R_A6,19,0,17,25,42,1.0,0.0,307.77630615234375,STANDARD,2018-01-01
308.24407958984375,1728.2275390625,R_A6,20,0,17,26,42,1.0,0.0,308.24407958984375,STANDARD,2018-01-01
308.4060363769531,1729.9364013671875,R_A6,21,0,17,27,42,1.0,0.0,308.4060363769531,STANDARD,2018-01-01
308.5679931640625,1731.6451416015625,R_A6,22,0,17,28,42,1.0,0.0,308.5679931640625,STANDARD,2018-01-01
308.4241638183594,1733.35400390625,R_A6,23,0,17,29,42,1.0,0.0,308.4241638183594,STANDARD,2018-01-01
298.1713562011719,1640.202392578125,R_A2,1,0,22,1,30,0.05383974313735962,0.0,298.1713562011719,STANDARD,2018-03-01
298.2898864746094,1641.9708251953125,R_A2,2,0,22,2,30,0.05542182922363281,0.0,298.2898864746094,STANDARD,2018-03-01
298.408447265625,1643.7392578125,R_A2,3,0,22,3,30,0.05792443826794624,0.0,298.408447265625,STANDARD,2018-03-01
298.5269775390625,1645.507568359375,R_A2,4,0,22,4,30,0.06173449754714966,0.0,298.5269775390625,STANDARD,2018-03-01
298.6455078125,1647.2760009765625,R_A2,5,0,22,5,30,0.06399901211261749,0.0,298.6455078125,STANDARD,2018-03-01
298.7621154785156,1649.0443115234375,R_A2,6,0,22,6,30,0.6716419458389282,0.0,298.7621154785156,STANDARD,2018-03-01
298.9101867675781,1650.812744140625,R_A2,7,0,22,7,30,0.8687715530395508,0.0,298.9101867675781,STANDARD,2018-03-01
299.0410461425781,1652.5811767578125,R_A2,8,0,22,8,30,0.8598911762237549,0.0,299.0410461425781,STANDARD,2018-03-01
299.4369201660156,1654.3494873046875,R_A2,9,0,22,9,30,0.6482967138290405,0.0,299.4369201660156,STANDARD,2018-03-01
299.51605224609375,1656.117919921875,R_A2,10,0,22,10,30,0.6520732045173645,0.0,299.51605224609375,STANDARD,2018-03-01
299.5592346191406,1658.003662109375,R_A2,11,0,22,11,30,0.06826632469892502,0.0,299.5592346191406,STANDARD,2018-03-01
