PRESSURE,DEPTH,WELL,CONIDX,DRAWDOWN,CONIPOS,CONKPOS,CONJPOS,SWAT,SGAS,CONBPRES,WELLMODEL,DATE
299.6935729980469,1660.0068359375,R_A2,12,0,22,12,30,0.12614330649375916,0.0,299.6935729980469,STANDARD,2018-03-01
299.8282470703125,1662.0098876953125,R_A2,13,0,22,13,30,0.41740623116493225,0.0,299.8282470703125,STANDARD,2018-03-01
299.9634094238281,1664.012939453125,R_A2,14,0,22,14,30,0.4598117470741272,0.0,299.9634094238281,STANDARD,2018-03-01
300.10235595703125,1666.01611328125,R_A2,15,0,22,15,30,0.8946388959884644,0.0,300.10235595703125,STANDARD,2018-03-01
300.2392272949219,1668.0191650390625,R_A2,16,0,22,16,30,0.9187519550323486,0.0,300.2392272949219,STANDARD,2018-03-01
300.37548828125,1670.0223388671875,R_A2,17,0,22,17,30,0.8594884872436523,0.0,300.37548828125,STANDARD,2018-03-01
300.62994384765625,1674.1234130859375,R_A2,18,0,22,17,29,0.9261998534202576,0.0,300.62994384765625,STANDARD,2018-03-01
300.75732421875,1676.023681640625,R_A2,19,0,22,18,29,0.9762186408042908,0.0,300.75732421875,STANDARD,2018-03-01
301.90533447265625,1677.8037109375,R_A2,20,0,22,25,29,0.6482773423194885,0.0,301.90533447265625,STANDARD,2018-03-01
301.9366149902344,1679.552490234375,R_A2,21,0,22,26,29,0.6484789848327637,0.0,301.9366149902344,STANDARD,2018-03-01
302.43756103515625,1681.3011474609375,R_A2,22,0,22,27,29,1.0,-2.839368822525612e-13,302.43756103515625,STANDARD,2018-03-01
302.8540954589844,1683.0499267578125,R_A2,23,0,22,28,29,1.0,-1.8924493049021773e-12,302.8540954589844,STANDARD,2018-03-01
302.5830383300781,1684.798583984375,R_A2,24,0,22,29,29,0.9999933242797852,0.0,302.5830383300781,STANDARD,2018-03-01
282.3198547363281,1685.8294677734375,R_A5,1,0,31,1,20,1.0,-1.1367000674056271e-09,282.3198547363281,STANDARD,2018-04-28
282.51678466796875,1687.911865234375,R_A5,2,0,31,2,20,1.0,-1.1663823240581905e-09,282.51678466796875,STANDARD,2018-04-28
282.7135925292969,1689.9942626953125,R_A5,3,0,31,3,20,1.0,-9.684995028180765e-10,282.7135925292969,STANDARD,2018-04-28
282.9103088378906,1692.0765380859375,R_A5,4,0,31,4,20,1.0,-1.0200303934837507e-09,282.9103088378906,STANDARD,2018-04-28
283.1070251464844,1694.158935546875,R_A5,5,0,31,5,20,1.0,-9.33034427497148e-10,283.1070251464844,STANDARD,2018-04-28
283.3037109375,1696.2413330078125,R_A5,6,0,31,6,20,1.0,-6.950563458119063e-10,283.3037109375,STANDARD,2018-04-28
283.8126525878906,1698.3236083984375,R_A5,7,0,31,7,20,1.0,-5.478086300553242e-12,283.8126525878906,STANDARD,2018-04-28
284.0279846191406,1700.406005859375,R_A5,8,0,31,8,20,1.0,-1.7065761781162592e-12,284.0279846191406,STANDARD,2018-04-28
283.1955261230469,1696.9908447265625,R_A5,9,0,31,9,21,1.0,-3.1495969027295345e-11,283.1955261230469,STANDARD,2018-04-28
283.0135192871094,1699.2099609375,R_A5,10,0,31,10,21,1.0,-4.397701820757494e-12,283.0135192871094,STANDARD,2018-04-28
278.16033935546875,1701.318115234375,R_A5,11,0,31,11,21,1.0,-4.2193706861759495e-11,278.16033935546875,STANDARD,2018-04-28
278.37896728515625,1703.3154296875,R_A5,12,0,31,12,21,1.0,-7.53269044362348e-11,278.37896728515625,STANDARD,2018-04-28
278.58148193359375,1705.3126220703125,R_A5,13,0,31,13,21,1.0,-3.997944770378625e-12,278.58148193359375,STANDARD,2018-04-28
278.7759094238281,1707.3099365234375,R_A5,14,0,31,14,21,1.0,-9.961840380379172e-12,278.7759094238281,STANDARD,2018-04-28
278.9732360839844,1709.30712890625,R_A5,15,0,31,15,21,1.0,-1.4206485380446887e-12,278.9732360839844,STANDARD,2018-04-28
279.3388366699219,1711.304443359375,R_A5,16,0,31,16,21,1.0,-2.0550977640563378e-13,279.3388366699219,STANDARD,2018-04-28
279.5633850097656,1713.255859375,R_A5,17,0,31,17,21,1.0,-3.3479515275554317e-13,279.5633850097656,STANDARD,2018-04-28
279.70001220703125,1714.51318359375,R_A5,18,0,31,18,21,1.0,-1.7217659047628897e-14,279.70001220703125,STANDARD,2018-04-28
279.7442321777344,1714.9034423828125,R_A5,19,0,31,19,21,1.0,0.0,279.7442321777344,STANDARD,2018-04-28
285.9718322753906,1716.0654296875,R_A5,20,0,31,25,21,1.0,-9.20028159559494e-13,285.9718322753906,STANDARD,2018-04-28
286.2249450683594,1718.2183837890625,R_A5,21,0,31,26,21,1.0,-7.966506686100938e-13,286.2249450683594,STANDARD,2018-04-28
287.1072082519531,1720.371337890625,R_A5,22,0,31,27,21,1.0,-2.8515612180562977e-13,287.1072082519531,STANDARD,2018-04-28
287.38238525390625,1722.524169921875,R_A5,23,0,31,28,21,1.0,-2.1532687132365218e-15,287.38238525390625,STANDARD,2018-04-28
293.1072082519531,1724.6771240234375,R_A5,24,0,31,29,21,1.0,-7.192460149475312e-20,293.1072082519531,STANDARD,2018-04-28
278.6935119628906,1609.185546875,R_A3,1,0,28,1,41,0.6500816941261292,0.0,278.6935119628906,STANDARD,2018-07-03
278.8215026855469,1611.1719970703125,R_A3,2,0,28,2,41,0.19401374459266663,0.0,278.8215026855469,STANDARD,2018-07-03
278.95391845703125,1613.1583251953125,R_A3,3,0,28,3,41,0.113612100481987,0.0,278.95391845703125,STANDARD,2018-07-03
278.341796875,1604.4744873046875,R_A3,4,0,29,3,41,0.1497892141342163,0.0,278.341796875,STANDARD,2018-07-03
278.4812316894531,1606.5640869140625,R_A3,5,0,29,4,41,0.13814525306224823,0.0,278.4812316894531,STANDARD,2018-07-03
278.68536376953125,1608.65380859375,R_A3,6,0,29,5,41,0.7986119985580444,0.0,278.68536376953125,STANDARD,2018-07-03
278.77716064453125,1610.743408203125,R_A3,7,0,29,6,41,0.18969181180000305,0.0,278.77716064453125,STANDARD,2018-07-03
278.9167175292969,1612.8330078125,R_A3,8,0,29,7,41,0.1959007978439331,0.0,278.9167175292969,STANDARD,2018-07-03
279.05682373046875,1614.922607421875,R_A3,9,0,29,8,41,0.28346604108810425,0.0,279.05682373046875,STANDARD,2018-07-03
279.2801818847656,1617.0123291015625,R_A3,10,0,29,9,41,0.7958610653877258,0.0,279.2801818847656,STANDARD,2018-07-03
282.96820068359375,1619.10205078125,R_A3,11,0,29,10,41,0.7934658527374268,0.0,282.96820068359375,STANDARD,2018-07-03
292.46075439453125,1621.2646484375,R_A3,12,0,29,11,41,0.043720606714487076,0.0,292.46075439453125,STANDARD,2018-07-03
292.6103515625,1623.5001220703125,R_A3,13,0,29,12,41,0.05258166417479515,0.0,292.6103515625,STANDARD,2018-07-03
292.7604064941406,1625.735595703125,R_A3,14,0,29,13,41,0.3703716993331909,0.0,292.7604064941406,STANDARD,2018-07-03
293.7300109863281,1627.9710693359375,R_A3,15,0,29,14,41,0.36974990367889404,0.0,293.7300109863281,STANDARD,2018-07-03
293.22027587890625,1630.20654296875,R_A3,16,0,29,15,41,0.6021628379821777,0.0,293.22027587890625,STANDARD,2018-07-03
293.3676452636719,1632.1190185546875,R_A3,17,0,29,16,41,0.7935775518417358,0.0,293.3676452636719,STANDARD,2018-07-03
286.3313293457031,1634.6654052734375,R_A3,18,0,29,25,41,0.1625363975763321,0.0,286.3313293457031,STANDARD,2018-07-03
286.546142578125,1638.148681640625,R_A3,19,0,29,26,41,0.043037623167037964,0.0,286.546142578125,STANDARD,2018-07-03
286.77874755859375,1641.6319580078125,R_A3,20,0,29,27,41,0.04901280254125595,0.0,286.77874755859375,STANDARD,2018-07-03
287.0101318359375,1645.1153564453125,R_A3,21,0,29,28,41,0.6508102416992188,0.0,287.0101318359375,STANDARD,2018-07-03
287.2413635253906,1648.5986328125,R_A3,22,0,29,29,41,0.05948042869567871,0.0,287.2413635253906,STANDARD,2018-07-03
279.62567138671875,1631.671875,R_A4,1,0,30,1,52,0.04858305677771568,0.0,279.62567138671875,STANDARD,2018-09-12
279.46185302734375,1626.54638671875,R_A4,2,0,31,1,52,0.07835835963487625,0.0,279.46185302734375,STANDARD,2018-09-12
279.60009765625,1628.6209716796875,R_A4,3,0,31,2,52,0.04928332567214966,0.0,279.60009765625,STANDARD,2018-09-12
279.7382507324219,1630.695556640625,R_A4,4,0,31,3,52,0.05108975991606712,0.0,279.7382507324219,STANDARD,2018-09-12
279.87640380859375,1632.77001953125,R_A4,5,0,31,4,52,0.053695715963840485,0.0,279.87640380859375,STANDARD,2018-09-12
280.0077819824219,1632.067138671875,R_A4,6,0,32,4,52,0.0539240725338459,0.0,280.0077819824219,STANDARD,2018-09-12
280.2258605957031,1633.940673828125,R_A4,7,0,32,5,52,0.31346359848976135,0.0,280.2258605957031,STANDARD,2018-09-12
280.0572204589844,1637.1744384765625,R_A4,8,0,32,5,51,0.8425338268280029,0.0,280.0572204589844,STANDARD,2018-09-12
279.9399719238281,1635.3270263671875,R_A4,9,0,32,4,51,0.05515984445810318,0.0,279.9399719238281,STANDARD,2018-09-12
280.224609375,1636.65380859375,R_A4,10,0,33,4,51,0.05625122785568237,0.0,280.224609375,STANDARD,2018-09-12
280.3493347167969,1641.7978515625,R_A4,11,0,33,4,50,0.06022565811872482,0.0,280.3493347167969,STANDARD,2018-09-12
280.42352294921875,1640.1851806640625,R_A4,12,0,34,4,50,0.05876658856868744,0.0,280.42352294921875,STANDARD,2018-09-12
280.5859069824219,1640.385986328125,R_A4,13,0,35,4,50,0.061050791293382645,0.0,280.5859069824219,STANDARD,2018-09-12
280.46453857421875,1638.5692138671875,R_A4,14,0,35,3,50,0.20126956701278687,0.0,280.46453857421875,STANDARD,2018-09-12
280.73321533203125,1643.9219970703125,R_A4,15,0,35,3,49,0.23566703498363495,0.0,280.73321533203125,STANDARD,2018-09-12
280.6130676269531,1642.123046875,R_A4,16,0,35,2,49,0.22686858475208282,0.0,280.6130676269531,STANDARD,2018-09-12
277.6982116699219,1643.2252197265625,R_A4,17,0,36,28,49,0.6909396052360535,0.0,277.6982116699219,STANDARD,2018-09-12
276.7344970703125,1644.645263671875,R_A4,18,0,36,28,48,0.14928041398525238,0.0,276.7344970703125,STANDARD,2018-09-12
278.7413635253906,1649.9874267578125,R_A4,19,0,37,28,48,0.7098707556724548,0.0,278.7413635253906,STANDARD,2018-09-12
278.07745361328125,1644.370849609375,R_A4,20,0,37,27,48,0.24174144864082336,0.0,278.07745361328125,STANDARD,2018-09-12
278.8085632324219,1649.1552734375,R_A4,21,0,38,27,48,0.24399517476558685,0.0,278.8085632324219,STANDARD,2018-09-12
279.1805114746094,1657.905517578125,R_A4,22,0,38,27,47,0.25029683113098145,0.0,279.1805114746094,STANDARD,2018-09-12
277.3170471191406,1694.29638671875,R_A6,1,0,17,1,42,1.0,1.981858958628041e-13,277.3170471191406,STANDARD,2018-11-07
277.4609680175781,1695.829833984375,R_A6,2,0,17,2,42,1.0,8.739721186340477e-14,277.4609680175781,STANDARD,2018-11-07
277.6026306152344,1697.3631591796875,R_A6,3,0,17,3,42,1.0,4.16611494922451e-14,277.6026306152344,STANDARD,2018-11-07
277.7415466308594,1698.8966064453125,R_A6,4,0,17,4,42,1.0,-1.126896698785268e-14,277.7415466308594,STANDARD,2018-11-07
277.87884521484375,1700.4300537109375,R_A6,5,0,17,5,42,1.0,-9.04724293529155e-14,277.87884521484375,STANDARD,2018-11-07
278.0184326171875,1701.9635009765625,R_A6,6,0,17,6,42,1.0,-7.527872422641302e-12,278.0184326171875,STANDARD,2018-11-07
277.866943359375,1703.4969482421875,R_A6,7,0,17,7,42,1.0,-1.8838571327894904e-11,277.866943359375,STANDARD,2018-11-07
