ZONE,REGION,BULK_OIL,PORE_OIL,HCPV_OIL,STOIIP_OIL
UpperReek,1,287340360.95,48770301.6,37251955.4,23428902.39
UpperReek,2,0.0,0.0,0.0,0.0
MidReek,1,199560678.44,37344565.17,29656508.32,18651891.71
MidReek,2,0.0,0.0,0.0,0.0
LowerReek,1,129312482.66,26477138.77,21720539.82,13660716.65
LowerReek,2,0.0,0.0,0.0,0.0
