SGAS,WELL,PRESSURE,DEPTH,CONJPOS,CONIDX,DRAWDOWN,DATE,CONBPRES,WELLMODEL,CONIPOS,CONKPOS,SWAT
0.0,R_A3,301.03643798828125,1645.1209716796875,41,20,0,2018-01-01,301.03643798828125,STANDARD,29,30,0.6481541991233826
0.0,R_A3,301.27191162109375,1648.6324462890625,41,21,0,2018-01-01,301.27191162109375,STANDARD,29,31,0.05943772941827774
0.0,R_A4,300.1842041015625,1632.4105224609375,52,1,0,2018-01-01,300.1842041015625,STANDARD,30,1,0.051189228892326355
0.0,R_A4,299.8081970214844,1626.80224609375,52,2,0,2018-01-01,299.8081970214844,STANDARD,31,1,0.04825035110116005
0.0,R_A4,299.9453430175781,1628.8480224609375,52,3,0,2018-01-01,299.9453430175781,STANDARD,31,2,0.04906822368502617
0.0,R_A4,300.08251953125,1630.893798828125,52,4,0,2018-01-01,300.08251953125,STANDARD,31,3,0.05066254362463951
0.0,R_A4,300.21966552734375,1632.9395751953125,52,5,0,2018-01-01,300.21966552734375,STANDARD,31,4,0.05264808237552643
0.0,R_A4,300.3568115234375,1634.9852294921875,52,6,0,2018-01-01,300.3568115234375,STANDARD,31,5,0.05452647805213928
0.0,R_A4,300.2939147949219,1634.0469970703125,52,7,0,2018-01-01,300.2939147949219,STANDARD,32,5,0.05429128184914589
0.0,R_A4,300.42578125,1636.013671875,51,8,0,2018-01-01,300.42578125,STANDARD,32,5,0.05715968459844589
0.0,R_A4,300.303955078125,1634.1968994140625,51,9,0,2018-01-01,300.303955078125,STANDARD,32,4,0.055621758103370667
0.0,R_A4,300.45965576171875,1636.51904296875,51,10,0,2018-01-01,300.45965576171875,STANDARD,33,4,0.05680207908153534
0.0,R_A4,300.7239685058594,1640.4610595703125,50,11,0,2018-01-01,300.7239685058594,STANDARD,33,4,0.06103949248790741
0.0,R_A4,300.66058349609375,1639.515625,50,12,0,2018-01-01,300.66058349609375,STANDARD,34,4,0.0611138790845871
0.0,R_A4,300.7929382324219,1641.4896240234375,50,13,0,2018-01-01,300.7929382324219,STANDARD,35,4,0.06058940663933754
0.0,R_A4,300.673828125,1639.7130126953125,50,14,0,2018-01-01,300.673828125,STANDARD,35,3,0.22764286398887634
0.0,R_A4,300.5546875,1637.9365234375,50,15,0,2018-01-01,300.5546875,STANDARD,35,2,0.22678008675575256
0.0,R_A4,300.8525085449219,1642.3779296875,49,16,0,2018-01-01,300.8525085449219,STANDARD,35,2,0.23246674239635468
0.0,R_A4,300.7344055175781,1640.6168212890625,49,17,0,2018-01-01,300.7344055175781,STANDARD,35,1,0.264216810464859
0.0,R_A4,300.9502868652344,1643.8360595703125,49,18,0,2018-01-01,300.9502868652344,STANDARD,36,30,0.23994210362434387
0.0,R_A4,300.888427734375,1642.91357421875,48,19,0,2018-01-01,300.888427734375,STANDARD,36,30,0.27274665236473083
0.0,R_A4,301.3675537109375,1650.058349609375,48,20,0,2018-01-01,301.3675537109375,STANDARD,37,30,0.27304279804229736
0.0,R_A4,300.9838562011719,1644.3367919921875,48,21,0,2018-01-01,300.9838562011719,STANDARD,37,29,0.24527007341384888
0.0,R_A4,301.3415832519531,1649.671142578125,48,22,0,2018-01-01,301.3415832519531,STANDARD,38,29,0.31058764457702637
0.0,R_A4,301.5993957519531,1653.5152587890625,47,23,0,2018-01-01,301.5993957519531,STANDARD,38,29,0.2549811005592346
0.0,R_A4,301.9798889160156,1659.188232421875,47,24,0,2018-01-01,301.9798889160156,STANDARD,38,30,0.1903781145811081
0.0,R_A5,303.8207702636719,1684.7803955078125,20,1,0,2018-01-01,303.8207702636719,STANDARD,31,1,1.0
0.0,R_A5,304.02569580078125,1686.9429931640625,20,2,0,2018-01-01,304.02569580078125,STANDARD,31,2,1.0
0.0,R_A5,304.2306213378906,1689.10546875,20,3,0,2018-01-01,304.2306213378906,STANDARD,31,3,1.0
0.0,R_A5,304.4355773925781,1691.2681884765625,20,4,0,2018-01-01,304.4355773925781,STANDARD,31,4,1.0
0.0,R_A5,304.6405029296875,1693.4306640625,20,5,0,2018-01-01,304.6405029296875,STANDARD,31,5,1.0
0.0,R_A5,304.8454284667969,1695.59326171875,20,6,0,2018-01-01,304.8454284667969,STANDARD,31,6,1.0
0.0,R_A5,305.3561706542969,1697.755859375,20,7,0,2018-01-01,305.3561706542969,STANDARD,31,7,1.0
0.0,R_A5,304.7474670410156,1691.33251953125,21,8,0,2018-01-01,304.7474670410156,STANDARD,31,7,1.0
0.0,R_A5,304.97259521484375,1693.70849609375,21,9,0,2018-01-01,304.97259521484375,STANDARD,31,8,1.0
0.0,R_A5,305.330810546875,1700.713623046875,21,10,0,2018-01-01,305.330810546875,STANDARD,31,11,1.0
0.0,R_A5,305.53271484375,1702.84423828125,21,11,0,2018-01-01,305.53271484375,STANDARD,31,12,1.0
0.0,R_A5,305.7466125488281,1704.9749755859375,21,12,0,2018-01-01,305.7466125488281,STANDARD,31,13,1.0
0.0,R_A5,305.94854736328125,1707.105712890625,21,13,0,2018-01-01,305.94854736328125,STANDARD,31,14,1.0
0.0,R_A5,306.1504821777344,1709.236328125,21,14,0,2018-01-01,306.1504821777344,STANDARD,31,15,1.0
0.0,R_A5,306.4974060058594,1711.3670654296875,21,15,0,2018-01-01,306.4974060058594,STANDARD,31,16,1.0
0.0,R_A5,306.69879150390625,1713.491943359375,21,16,0,2018-01-01,306.69879150390625,STANDARD,31,17,1.0
0.0,R_A5,306.8307189941406,1714.884033203125,21,17,0,2018-01-01,306.8307189941406,STANDARD,31,18,1.0
0.0,R_A5,306.8814697265625,1715.4193115234375,21,18,0,2018-01-01,306.8814697265625,STANDARD,31,19,1.0
0.0,R_A5,306.85272216796875,1716.773681640625,21,19,0,2018-01-01,306.85272216796875,STANDARD,31,27,1.0
0.0,R_A5,307.07098388671875,1719.07666015625,21,20,0,2018-01-01,307.07098388671875,STANDARD,31,28,1.0
0.0,R_A5,307.59503173828125,1721.379638671875,21,21,0,2018-01-01,307.59503173828125,STANDARD,31,29,1.0
0.0,R_A5,307.81329345703125,1723.6826171875,21,22,0,2018-01-01,307.81329345703125,STANDARD,31,30,1.0
0.0,R_A5,308.0315856933594,1725.985595703125,21,23,0,2018-01-01,308.0315856933594,STANDARD,31,31,1.0
0.0,R_A6,305.0395202636719,1694.4144287109375,42,1,0,2018-01-01,305.0395202636719,STANDARD,17,1,1.0
0.0,R_A6,305.1850280761719,1695.949951171875,42,2,0,2018-01-01,305.1850280761719,STANDARD,17,2,1.0
0.0,R_A6,305.3305358886719,1697.4854736328125,42,3,0,2018-01-01,305.3305358886719,STANDARD,17,3,1.0
0.0,R_A6,305.47607421875,1699.02099609375,42,4,0,2018-01-01,305.47607421875,STANDARD,17,4,1.0
0.0,R_A6,305.62158203125,1700.5565185546875,42,5,0,2018-01-01,305.62158203125,STANDARD,17,5,1.0
0.0,R_A6,305.76708984375,1702.092041015625,42,6,0,2018-01-01,305.76708984375,STANDARD,17,6,1.0
0.0,R_A6,305.61358642578125,1703.6275634765625,42,7,0,2018-01-01,305.61358642578125,STANDARD,17,7,1.0
0.0,R_A6,305.75909423828125,1705.1630859375,42,8,0,2018-01-01,305.75909423828125,STANDARD,17,8,1.0
0.0,R_A6,306.20367431640625,1706.69873046875,42,9,0,2018-01-01,306.20367431640625,STANDARD,17,9,1.0
0.0,R_A6,306.04339599609375,1708.2342529296875,42,10,0,2018-01-01,306.04339599609375,STANDARD,17,10,1.0
0.0,R_A6,306.22723388671875,1710.172607421875,42,11,0,2018-01-01,306.22723388671875,STANDARD,17,11,1.0
0.0,R_A6,306.4491271972656,1712.5140380859375,42,12,0,2018-01-01,306.4491271972656,STANDARD,17,12,1.0
0.0,R_A6,306.6829833984375,1714.8553466796875,42,13,0,2018-01-01,306.6829833984375,STANDARD,17,13,1.0
0.0,R_A6,306.9049072265625,1717.19677734375,42,14,0,2018-01-01,306.9049072265625,STANDARD,17,14,1.0
0.0,R_A6,307.1268005371094,1719.5380859375,42,15,0,2018-01-01,307.1268005371094,STANDARD,17,15,1.0
0.0,R_A6,307.49371337890625,1721.87939453125,42,16,0,2018-01-01,307.49371337890625,STANDARD,17,16,1.0
0.0,R_A6,307.7156066894531,1724.220703125,42,17,0,2018-01-01,307.7156066894531,STANDARD,17,17,1.0
0.0,R_A6,307.8467712402344,1725.6044921875,42,18,0,2018-01-01,307.8467712402344,STANDARD,17,18,1.0
0.0,R_A6,307.7909851074219,1726.67333984375,42,19,0,2018-01-01,307.7909851074219,STANDARD,17,27,1.0
0.0,R_A6,308.2589416503906,1728.384521484375,42,20,0,2018-01-01,308.2589416503906,STANDARD,17,28,1.0
0.0,R_A6,308.421142578125,1730.095947265625,42,21,0,2018-01-01,308.421142578125,STANDARD,17,29,1.0
0.0,R_A6,308.5833435058594,1731.8072509765625,42,22,0,2018-01-01,308.5833435058594,STANDARD,17,30,1.0
0.0,R_A6,308.43975830078125,1733.5185546875,42,23,0,2018-01-01,308.43975830078125,STANDARD,17,31,1.0
0.0,R_A2,298.64654541015625,1640.5479736328125,30,1,0,2018-03-01,298.64654541015625,STANDARD,22,1,0.0541115365922451
0.0,R_A2,298.7633972167969,1642.29150390625,30,2,0,2018-03-01,298.7633972167969,STANDARD,22,2,0.05664537474513054
0.0,R_A2,298.8802490234375,1644.03515625,30,3,0,2018-03-01,298.8802490234375,STANDARD,22,3,0.05932101979851723
0.0,R_A2,298.9971008300781,1645.77880859375,30,4,0,2018-03-01,298.9971008300781,STANDARD,22,4,0.06398462504148483
0.0,R_A2,299.1139221191406,1647.5223388671875,30,5,0,2018-03-01,299.1139221191406,STANDARD,22,5,0.06621251255273819
0.0,R_A2,299.21234130859375,1649.265869140625,30,6,0,2018-03-01,299.21234130859375,STANDARD,22,6,0.6487751603126526
0.0,R_A2,299.3435363769531,1651.009521484375,30,7,0,2018-03-01,299.3435363769531,STANDARD,22,7,0.8706108331680298
0.0,R_A2,299.4665222167969,1652.7530517578125,30,8,0,2018-03-01,299.4665222167969,STANDARD,22,8,0.8632736802101135
0.0,R_A2,299.6795959472656,1654.4967041015625,30,9,0,2018-03-01,299.6795959472656,STANDARD,22,9,0.895850419998169
0.0,R_A2,299.9496154785156,1656.240234375,30,10,0,2018-03-01,299.9496154785156,STANDARD,22,10,0.9054890871047974
0.0,R_A2,299.7497253417969,1658.1331787109375,30,11,0,2018-03-01,299.7497253417969,STANDARD,22,11,0.06907244026660919
0.0,R_A2,299.88665771484375,1660.1754150390625,30,12,0,2018-03-01,299.88665771484375,STANDARD,22,12,0.13469259440898895
0.0,R_A2,300.0238342285156,1662.217529296875,30,13,0,2018-03-01,300.0238342285156,STANDARD,22,13,0.4333290755748749
0.0,R_A2,300.16143798828125,1664.259765625,30,14,0,2018-03-01,300.16143798828125,STANDARD,22,14,0.48169979453086853
0.0,R_A2,300.3004150390625,1666.302001953125,30,15,0,2018-03-01,300.3004150390625,STANDARD,22,15,0.9066368341445923
0.0,R_A2,300.4380187988281,1668.3441162109375,30,16,0,2018-03-01,300.4380187988281,STANDARD,22,16,0.9195058345794678
0.0,R_A2,300.5754089355469,1670.3863525390625,30,17,0,2018-03-01,300.5754089355469,STANDARD,22,17,0.8938483595848083
0.0,R_A2,300.73419189453125,1674.39306640625,29,18,0,2018-03-01,300.73419189453125,STANDARD,22,17,0.964618444442749
0.0,R_A2,300.8464660644531,1676.0654296875,29,19,0,2018-03-01,300.8464660644531,STANDARD,22,18,0.9946660399436951
-5.907080935507736e-10,R_A2,302.52008056640625,1677.534912109375,29,20,0,2018-03-01,302.52008056640625,STANDARD,22,27,1.0
-9.074107262840077e-16,R_A2,302.32232666015625,1679.286376953125,29,21,0,2018-03-01,302.32232666015625,STANDARD,22,28,1.0
-1.131289284472814e-08,R_A2,302.2370300292969,1681.037841796875,29,22,0,2018-03-01,302.2370300292969,STANDARD,22,29,0.9999998807907104
-6.654747863876764e-09,R_A2,302.4471740722656,1682.789306640625,29,23,0,2018-03-01,302.4471740722656,STANDARD,22,30,0.9999999403953552
-2.2638824842546867e-11,R_A2,302.6705017089844,1684.540771484375,29,24,0,2018-03-01,302.6705017089844,STANDARD,22,31,1.0
6.447676836884852e-10,R_A5,284.4777526855469,1684.7803955078125,20,1,0,2018-04-28,284.4777526855469,STANDARD,31,1,1.0
5.517339363159124e-10,R_A5,284.6823425292969,1686.9429931640625,20,2,0,2018-04-28,284.6823425292969,STANDARD,31,2,1.0
5.114136336636932e-10,R_A5,284.88677978515625,1689.10546875,20,3,0,2018-04-28,284.88677978515625,STANDARD,31,3,1.0
4.180215895654982e-10,R_A5,285.09112548828125,1691.2681884765625,20,4,0,2018-04-28,285.09112548828125,STANDARD,31,4,1.0
3.216817923146209e-10,R_A5,285.2952880859375,1693.4306640625,20,5,0,2018-04-28,285.2952880859375,STANDARD,31,5,1.0
2.7233143518046177e-10,R_A5,285.4993591308594,1695.59326171875,20,6,0,2018-04-28,285.4993591308594,STANDARD,31,6,1.0
2.052198038240971e-12,R_A5,285.99871826171875,1697.755859375,20,7,0,2018-04-28,285.99871826171875,STANDARD,31,7,1.0
1.0302995262501113e-10,R_A5,285.4191589355469,1691.33251953125,21,8,0,2018-04-28,285.4191589355469,STANDARD,31,7,1.0
6.425556614564343e-11,R_A5,285.6584777832031,1693.70849609375,21,9,0,2018-04-28,285.6584777832031,STANDARD,31,8,1.0
-1.848203881604782e-11,R_A5,280.1158447265625,1700.713623046875,21,10,0,2018-04-28,280.1158447265625,STANDARD,31,11,1.0
-2.7787716572191812e-11,R_A5,280.3605041503906,1702.84423828125,21,11,0,2018-04-28,280.3605041503906,STANDARD,31,12,1.0
-1.1323636256097003e-12,R_A5,280.5751037597656,1704.9749755859375,21,12,0,2018-04-28,280.5751037597656,STANDARD,31,13,1.0
-1.32547456083848e-12,R_A5,280.7782897949219,1707.105712890625,21,13,0,2018-04-28,280.7782897949219,STANDARD,31,14,1.0
-4.175790301649135e-13,R_A5,280.9810791015625,1709.236328125,21,14,0,2018-04-28,280.9810791015625,STANDARD,31,15,1.0
-6.656422646151433e-14,R_A5,281.3390197753906,1711.3670654296875,21,15,0,2018-04-28,281.3390197753906,STANDARD,31,16,1.0
-7.498214153528124e-14,R_A5,281.5585021972656,1713.491943359375,21,16,0,2018-04-28,281.5585021972656,STANDARD,31,17,1.0
-1.5242831165500413e-15,R_A5,281.6997375488281,1714.884033203125,21,17,0,2018-04-28,281.6997375488281,STANDARD,31,18,1.0
0.0,R_A5,281.75262451171875,1715.4193115234375,21,18,0,2018-04-28,281.75262451171875,STANDARD,31,19,1.0
-3.165794720556142e-13,R_A5,285.35101318359375,1716.773681640625,21,19,0,2018-04-28,285.35101318359375,STANDARD,31,27,1.0
-3.186435761515921e-13,R_A5,285.5888977050781,1719.07666015625,21,20,0,2018-04-28,285.5888977050781,STANDARD,31,28,1.0
-1.0157168522684276e-19,R_A5,286.142578125,1721.379638671875,21,21,0,2018-04-28,286.142578125,STANDARD,31,29,1.0
-2.5465338788297076e-22,R_A5,296.86773681640625,1723.6826171875,21,22,0,2018-04-28,296.86773681640625,STANDARD,31,30,1.0
-4.21390681236475e-24,R_A5,305.03167724609375,1725.985595703125,21,23,0,2018-04-28,305.03167724609375,STANDARD,31,31,1.0
0.0,R_A3,279.30035400390625,1609.88525390625,41,1,0,2018-07-03,279.30035400390625,STANDARD,28,1,0.6494745016098022
0.0,R_A3,279.427978515625,1611.855712890625,41,2,0,2018-07-03,279.427978515625,STANDARD,28,2,0.12987492978572845
0.0,R_A3,278.6819152832031,1601.4429931640625,41,3,0,2018-07-03,278.6819152832031,STANDARD,29,2,0.14739616215229034
0.0,R_A3,278.8262634277344,1603.608642578125,41,4,0,2018-07-03,278.8262634277344,STANDARD,29,3,0.11907190829515457
0.0,R_A3,278.97076416015625,1605.774169921875,41,5,0,2018-07-03,278.97076416015625,STANDARD,29,4,0.2562326490879059
0.0,R_A3,279.2101745605469,1607.939697265625,41,6,0,2018-07-03,279.2101745605469,STANDARD,29,5,0.808129608631134
0.0,R_A3,279.3179626464844,1610.105224609375,41,7,0,2018-07-03,279.3179626464844,STANDARD,29,6,0.6498053073883057
0.0,R_A3,279.4874267578125,1612.270751953125,41,8,0,2018-07-03,279.4874267578125,STANDARD,29,7,0.196519136428833
0.0,R_A3,279.6319580078125,1614.436279296875,41,9,0,2018-07-03,279.6319580078125,STANDARD,29,8,0.19699740409851074
0.0,R_A3,279.8885192871094,1616.601806640625,41,10,0,2018-07-03,279.8885192871094,STANDARD,29,9,0.7955063581466675
0.0,R_A3,281.6845397949219,1618.767333984375,41,11,0,2018-07-03,281.6845397949219,STANDARD,29,10,0.801577091217041
0.0,R_A3,280.8993835449219,1621.00732421875,41,12,0,2018-07-03,280.8993835449219,STANDARD,29,11,0.04931866005063057
0.0,R_A3,281.0538330078125,1623.3218994140625,41,13,0,2018-07-03,281.0538330078125,STANDARD,29,12,0.05403531715273857
0.0,R_A3,281.20867919921875,1625.636474609375,41,14,0,2018-07-03,281.20867919921875,STANDARD,29,13,0.3649676740169525
0.0,R_A3,285.4617919921875,1630.265625,41,15,0,2018-07-03,285.4617919921875,STANDARD,29,15,0.49654287099838257
0.0,R_A3,285.59674072265625,1632.126953125,41,16,0,2018-07-03,285.59674072265625,STANDARD,29,16,0.8000949025154114
0.0,R_A3,289.800048828125,1634.586669921875,41,17,0,2018-07-03,289.800048828125,STANDARD,29,27,0.648821234703064
0.0,R_A3,284.8608093261719,1638.09814453125,41,18,0,2018-07-03,284.8608093261719,STANDARD,29,28,0.044332683086395264
0.0,R_A3,285.0953369140625,1641.609619140625,41,19,0,2018-07-03,285.0953369140625,STANDARD,29,29,0.04956689476966858
0.0,R_A3,285.3290100097656,1645.1209716796875,41,20,0,2018-07-03,285.3290100097656,STANDARD,29,30,0.6491718292236328
0.0,R_A3,285.4764709472656,1648.6324462890625,41,21,0,2018-07-03,285.4764709472656,STANDARD,29,31,0.05978386849164963
0.0,R_A4,276.0670166015625,1632.4105224609375,52,1,0,2018-09-12,276.0670166015625,STANDARD,30,1,0.05129892751574516
0.0,R_A4,275.8273010253906,1626.80224609375,52,2,0,2018-09-12,275.8273010253906,STANDARD,31,1,0.04837964475154877
0.0,R_A4,275.9635925292969,1628.8480224609375,52,3,0,2018-09-12,275.9635925292969,STANDARD,31,2,0.049226369708776474
0.0,R_A4,276.09991455078125,1630.893798828125,52,4,0,2018-09-12,276.09991455078125,STANDARD,31,3,0.050872232764959335
0.0,R_A4,276.2362365722656,1632.9395751953125,52,5,0,2018-09-12,276.2362365722656,STANDARD,31,4,0.052914783358573914
0.0,R_A4,276.3725891113281,1634.9852294921875,52,6,0,2018-09-12,276.3725891113281,STANDARD,31,5,0.05489674210548401
0.0,R_A4,276.4463195800781,1634.0469970703125,52,7,0,2018-09-12,276.4463195800781,STANDARD,32,5,0.054835934191942215
0.0,R_A4,276.45855712890625,1636.013671875,51,8,0,2018-09-12,276.45855712890625,STANDARD,32,5,0.05728544667363167
0.0,R_A4,276.3374938964844,1634.1968994140625,51,9,0,2018-09-12,276.3374938964844,STANDARD,32,4,0.05577227100729942
0.0,R_A4,276.62640380859375,1636.51904296875,51,10,0,2018-09-12,276.62640380859375,STANDARD,33,4,0.057000432163476944
0.0,R_A4,276.7503356933594,1640.4610595703125,50,11,0,2018-09-12,276.7503356933594,STANDARD,33,4,0.0613916777074337
0.0,R_A4,276.8256530761719,1639.515625,50,12,0,2018-09-12,276.8256530761719,STANDARD,34,4,0.06140860170125961
0.0,R_A4,277.0728454589844,1641.4896240234375,50,13,0,2018-09-12,277.0728454589844,STANDARD,35,4,0.06087760999798775
0.0,R_A4,276.9544372558594,1639.7130126953125,50,14,0,2018-09-12,276.9544372558594,STANDARD,35,3,0.22809332609176636
0.0,R_A4,276.8360290527344,1637.9365234375,50,15,0,2018-09-12,276.8360290527344,STANDARD,35,2,0.22722047567367554
0.0,R_A4,276.9842834472656,1642.3779296875,49,16,0,2018-09-12,276.9842834472656,STANDARD,35,2,0.23219797015190125
0.0,R_A4,276.86614990234375,1640.6168212890625,49,17,0,2018-09-12,276.86614990234375,STANDARD,35,1,0.2638963460922241
0.0,R_A4,275.62335205078125,1643.8360595703125,49,18,0,2018-09-12,275.62335205078125,STANDARD,36,30,0.23541460931301117
0.0,R_A4,275.1891174316406,1642.91357421875,48,19,0,2018-09-12,275.1891174316406,STANDARD,36,30,0.2573029398918152
0.0,R_A4,276.14715576171875,1650.058349609375,48,20,0,2018-09-12,276.14715576171875,STANDARD,37,30,0.2509714365005493
0.0,R_A4,275.7203674316406,1644.3367919921875,48,21,0,2018-09-12,275.7203674316406,STANDARD,37,29,0.25095781683921814
0.0,R_A4,276.7247619628906,1649.671142578125,48,22,0,2018-09-12,276.7247619628906,STANDARD,38,29,0.3028758764266968
0.0,R_A4,276.7158203125,1653.5152587890625,47,23,0,2018-09-12,276.7158203125,STANDARD,38,29,0.24998405575752258
0.0,R_A4,276.8755798339844,1659.188232421875,47,24,0,2018-09-12,276.8755798339844,STANDARD,38,30,0.20340551435947418
2.597057117970092e-12,R_A6,277.1788330078125,1694.4144287109375,42,1,0,2018-11-07,277.1788330078125,STANDARD,17,1,1.0
1.2896292107128504e-12,R_A6,277.3231201171875,1695.949951171875,42,2,0,2018-11-07,277.3231201171875,STANDARD,17,2,1.0
8.59204580313383e-13,R_A6,277.46502685546875,1697.4854736328125,42,3,0,2018-11-07,277.46502685546875,STANDARD,17,3,1.0
5.463590192246459e-13,R_A6,277.6033935546875,1699.02099609375,42,4,0,2018-11-07,277.6033935546875,STANDARD,17,4,1.0
7.449391038923114e-13,R_A6,277.7405090332031,1700.5565185546875,42,5,0,2018-11-07,277.7405090332031,STANDARD,17,5,1.0
3.1764910146669934e-11,R_A6,277.881103515625,1702.092041015625,42,6,0,2018-11-07,277.881103515625,STANDARD,17,6,1.0
5.7931961311430413e-11,R_A6,277.7279968261719,1703.6275634765625,42,7,0,2018-11-07,277.7279968261719,STANDARD,17,7,1.0
5.606912503730577e-11,R_A6,277.8734130859375,1705.1630859375,42,8,0,2018-11-07,277.8734130859375,STANDARD,17,8,1.0
