CONJPOS,DRAWDOWN,SGAS,CONIPOS,SWAT,CONKPOS,DATE,DEPTH,CONBPRES,PRESSURE,CONIDX,WELLMODEL,WELL
30,0,0.0,22,0.949329674243927,18,2018-01-01,1672.3779296875,302.8486328125,302.8486328125,17,STANDARD,R_A2
29,0,0.0,22,0.9708073735237122,18,2018-01-01,1674.2108154296875,302.9715881347656,302.9715881347656,18,STANDARD,R_A2
29,0,0.0,22,0.972551167011261,19,2018-01-01,1675.0469970703125,303.0277099609375,303.0277099609375,19,STANDARD,R_A2
29,0,0.0,22,1.0,27,2018-01-01,1675.97509765625,303.0899658203125,303.0899658203125,20,STANDARD,R_A2
29,0,0.0,22,0.841447114944458,28,2018-01-01,1677.6995849609375,303.2056579589844,303.2056579589844,21,STANDARD,R_A2
29,0,0.0,22,1.0,29,2018-01-01,1679.4241943359375,303.3213806152344,303.3213806152344,22,STANDARD,R_A2
29,0,0.0,22,1.0,30,2018-01-01,1681.148681640625,303.78240966796875,303.78240966796875,23,STANDARD,R_A2
29,0,0.0,22,1.0,31,2018-01-01,1682.873291015625,303.9458312988281,303.9458312988281,24,STANDARD,R_A2
41,0,0.0,28,0.6481541991233826,1,2018-01-01,1611.5191650390625,298.76776123046875,298.76776123046875,1,STANDARD,R_A3
41,0,0.0,29,0.1872502565383911,1,2018-01-01,1597.4158935546875,297.8226623535156,297.8226623535156,2,STANDARD,R_A3
41,0,0.0,29,0.1292446106672287,2,2018-01-01,1599.630126953125,297.9710388183594,297.9710388183594,3,STANDARD,R_A3
41,0,0.0,29,0.1251218616962433,3,2018-01-01,1601.84423828125,298.1194152832031,298.1194152832031,4,STANDARD,R_A3
41,0,0.0,29,0.15897394716739655,4,2018-01-01,1604.0584716796875,298.2677917480469,298.2677917480469,5,STANDARD,R_A3
41,0,0.0,29,0.8070502281188965,5,2018-01-01,1606.272705078125,298.4161682128906,298.4161682128906,6,STANDARD,R_A3
41,0,0.0,29,0.6481541991233826,6,2018-01-01,1608.4869384765625,298.5645446777344,298.5645446777344,7,STANDARD,R_A3
41,0,0.0,29,0.19407090544700623,7,2018-01-01,1610.701171875,298.71295166015625,298.71295166015625,8,STANDARD,R_A3
41,0,0.0,29,0.23314188420772552,8,2018-01-01,1612.9154052734375,298.8613586425781,298.8613586425781,9,STANDARD,R_A3
41,0,0.0,29,0.7921389937400818,9,2018-01-01,1615.129638671875,299.0097351074219,299.0097351074219,10,STANDARD,R_A3
41,0,0.0,29,0.7926726937294006,10,2018-01-01,1617.34375,299.15814208984375,299.15814208984375,11,STANDARD,R_A3
41,0,0.0,29,0.04855697602033615,11,2018-01-01,1619.5994873046875,299.3093566894531,299.3093566894531,12,STANDARD,R_A3
41,0,0.0,29,0.05436205118894577,12,2018-01-01,1621.896728515625,299.4633483886719,299.4633483886719,13,STANDARD,R_A3
41,0,0.0,29,0.35839831829071045,13,2018-01-01,1624.1939697265625,299.6173400878906,299.6173400878906,14,STANDARD,R_A3
41,0,0.0,29,0.48843616247177124,15,2018-01-01,1628.78857421875,299.9253234863281,299.9253234863281,15,STANDARD,R_A3
41,0,0.0,29,0.8010618686676025,16,2018-01-01,1630.824462890625,300.06182861328125,300.06182861328125,16,STANDARD,R_A3
41,0,0.0,29,1.0,27,2018-01-01,1633.6240234375,300.24951171875,300.24951171875,17,STANDARD,R_A3
41,0,0.0,29,0.19278162717819214,28,2018-01-01,1637.2979736328125,300.495849609375,300.495849609375,18,STANDARD,R_A3
41,0,0.0,29,0.05002759024500847,29,2018-01-01,1640.971923828125,300.7421875,300.7421875,19,STANDARD,R_A3
41,0,0.0,29,1.0,30,2018-01-01,1644.645751953125,300.9885559082031,300.9885559082031,20,STANDARD,R_A3
41,0,0.0,29,0.06136128306388855,31,2018-01-01,1648.3197021484375,301.23492431640625,301.23492431640625,21,STANDARD,R_A3
52,0,0.0,30,0.0831780880689621,1,2018-01-01,1627.47900390625,299.8375549316406,299.8375549316406,1,STANDARD,R_A4
52,0,0.0,31,0.11823459714651108,1,2018-01-01,1625.7550048828125,299.72198486328125,299.72198486328125,2,STANDARD,R_A4
52,0,0.0,31,0.049404747784137726,2,2018-01-01,1627.845703125,299.86212158203125,299.86212158203125,3,STANDARD,R_A4
52,0,0.0,31,0.0507710799574852,3,2018-01-01,1629.9365234375,300.0022888183594,300.0022888183594,4,STANDARD,R_A4
52,0,0.0,31,0.053040761500597,4,2018-01-01,1632.0272216796875,300.1424560546875,300.1424560546875,5,STANDARD,R_A4
52,0,0.0,32,0.05230468884110451,4,2018-01-01,1632.6107177734375,300.18157958984375,300.18157958984375,6,STANDARD,R_A4
52,0,0.0,32,0.05605761706829071,5,2018-01-01,1634.5252685546875,300.3099365234375,300.3099365234375,7,STANDARD,R_A4
51,0,0.0,32,0.05589725822210312,5,2018-01-01,1635.0400390625,300.3444519042969,300.3444519042969,8,STANDARD,R_A4
51,0,0.0,33,0.057667214423418045,5,2018-01-01,1638.4005126953125,300.56976318359375,300.56976318359375,9,STANDARD,R_A4
51,0,0.0,33,0.05827637389302254,4,2018-01-01,1636.5472412109375,300.44549560546875,300.44549560546875,10,STANDARD,R_A4
50,0,0.0,33,0.0625549927353859,4,2018-01-01,1641.61474609375,300.7853088378906,300.7853088378906,11,STANDARD,R_A4
50,0,0.0,34,0.061078991740942,4,2018-01-01,1640.1873779296875,300.6895751953125,300.6895751953125,12,STANDARD,R_A4
50,0,0.0,34,0.19344685971736908,3,2018-01-01,1638.2374267578125,300.558837890625,300.558837890625,13,STANDARD,R_A4
50,0,0.0,35,0.0628771036863327,4,2018-01-01,1643.4141845703125,300.90594482421875,300.90594482421875,14,STANDARD,R_A4
50,0,0.0,35,0.23026761412620544,3,2018-01-01,1641.5986328125,300.7842102050781,300.7842102050781,15,STANDARD,R_A4
50,0,0.0,35,0.22304251790046692,2,2018-01-01,1639.7830810546875,300.6624755859375,300.6624755859375,16,STANDARD,R_A4
49,0,0.0,35,0.23601756989955902,2,2018-01-01,1642.8533935546875,300.86834716796875,300.86834716796875,17,STANDARD,R_A4
49,0,0.0,35,0.23070813715457916,1,2018-01-01,1641.095947265625,300.7505187988281,300.7505187988281,18,STANDARD,R_A4
49,0,0.0,36,0.06003588065505028,30,2018-01-01,1645.860595703125,301.07000732421875,301.07000732421875,19,STANDARD,R_A4
48,0,0.0,36,0.09281498193740845,30,2018-01-01,1642.46826171875,300.842529296875,300.842529296875,20,STANDARD,R_A4
48,0,0.0,37,0.06182517483830452,30,2018-01-01,1650.7568359375,301.3983459472656,301.3983459472656,21,STANDARD,R_A4
48,0,0.0,37,0.6936932802200317,29,2018-01-01,1645.0391845703125,301.0149230957031,301.0149230957031,22,STANDARD,R_A4
48,0,0.0,38,0.7257956266403198,29,2018-01-01,1651.4429931640625,301.4443664550781,301.4443664550781,23,STANDARD,R_A4
47,0,0.0,38,0.6481541991233826,29,2018-01-01,1657.84375,301.8736572265625,301.8736572265625,24,STANDARD,R_A4
20,0,0.0,31,1.0,1,2018-01-01,1683.3134765625,303.6817321777344,303.6817321777344,1,STANDARD,R_A5
20,0,0.0,31,1.0,2,2018-01-01,1685.45361328125,303.8845520019531,303.8845520019531,2,STANDARD,R_A5
20,0,0.0,31,1.0,3,2018-01-01,1687.5938720703125,304.0873718261719,304.0873718261719,3,STANDARD,R_A5
20,0,0.0,31,1.0,4,2018-01-01,1689.734130859375,304.2901916503906,304.2901916503906,4,STANDARD,R_A5
20,0,0.0,31,1.0,5,2018-01-01,1691.874267578125,304.4930114746094,304.4930114746094,5,STANDARD,R_A5
20,0,0.0,31,1.0,6,2018-01-01,1694.0145263671875,304.6958312988281,304.6958312988281,6,STANDARD,R_A5
20,0,0.0,31,1.0,7,2018-01-01,1696.1546630859375,305.2044372558594,305.2044372558594,7,STANDARD,R_A5
21,0,0.0,31,1.0,11,2018-01-01,1700.270751953125,305.288818359375,305.288818359375,8,STANDARD,R_A5
21,0,0.0,31,1.0,12,2018-01-01,1702.3956298828125,305.4902038574219,305.4902038574219,9,STANDARD,R_A5
21,0,0.0,31,1.0,13,2018-01-01,1704.5206298828125,305.70355224609375,305.70355224609375,10,STANDARD,R_A5
21,0,0.0,31,1.0,14,2018-01-01,1706.6455078125,305.9049377441406,305.9049377441406,11,STANDARD,R_A5
21,0,0.0,31,1.0,15,2018-01-01,1708.7703857421875,306.1063232421875,306.1063232421875,12,STANDARD,R_A5
21,0,0.0,31,1.0,16,2018-01-01,1710.8953857421875,306.45269775390625,306.45269775390625,13,STANDARD,R_A5
21,0,0.0,31,1.0,17,2018-01-01,1713.020263671875,306.6540832519531,306.6540832519531,14,STANDARD,R_A5
21,0,0.0,31,1.0,18,2018-01-01,1714.751220703125,306.8181457519531,306.8181457519531,15,STANDARD,R_A5
21,0,0.0,31,1.0,19,2018-01-01,1715.8026123046875,306.91778564453125,306.91778564453125,16,STANDARD,R_A5
21,0,0.0,31,1.0,27,2018-01-01,1717.373779296875,306.9095764160156,306.9095764160156,17,STANDARD,R_A5
21,0,0.0,31,1.0,28,2018-01-01,1719.750244140625,307.13482666015625,307.13482666015625,18,STANDARD,R_A5
21,0,0.0,31,1.0,29,2018-01-01,1722.1265869140625,307.66583251953125,307.66583251953125,19,STANDARD,R_A5
21,0,0.0,31,1.0,30,2018-01-01,1724.5030517578125,307.89105224609375,307.89105224609375,20,STANDARD,R_A5
21,0,0.0,31,1.0,31,2018-01-01,1726.87939453125,308.1163024902344,308.1163024902344,21,STANDARD,R_A5
42,0,0.0,17,1.0,1,2018-01-01,1695.358642578125,305.1289978027344,305.1289978027344,1,STANDARD,R_A6
42,0,0.0,17,1.0,2,2018-01-01,1696.908203125,305.2758483886719,305.2758483886719,2,STANDARD,R_A6
42,0,0.0,17,1.0,3,2018-01-01,1698.4578857421875,305.4226989746094,305.4226989746094,3,STANDARD,R_A6
42,0,0.0,17,1.0,4,2018-01-01,1700.007568359375,305.5695495605469,305.5695495605469,4,STANDARD,R_A6
42,0,0.0,17,1.0,5,2018-01-01,1701.5572509765625,305.7164306640625,305.7164306640625,5,STANDARD,R_A6
42,0,0.0,17,1.0,6,2018-01-01,1703.10693359375,305.564208984375,305.564208984375,6,STANDARD,R_A6
42,0,0.0,17,1.0,7,2018-01-01,1704.656494140625,305.7110900878906,305.7110900878906,7,STANDARD,R_A6
42,0,0.0,17,1.0,8,2018-01-01,1706.2061767578125,305.8579406738281,305.8579406738281,8,STANDARD,R_A6
42,0,0.0,17,1.0,9,2018-01-01,1707.755859375,306.3038635253906,306.3038635253906,9,STANDARD,R_A6
42,0,0.0,17,1.0,10,2018-01-01,1709.3056640625,306.14495849609375,306.14495849609375,10,STANDARD,R_A6
42,0,0.0,17,1.0,11,2018-01-01,1711.26025390625,306.330322265625,306.330322265625,11,STANDARD,R_A6
42,0,0.0,17,1.0,12,2018-01-01,1713.6197509765625,306.5539245605469,306.5539245605469,12,STANDARD,R_A6
42,0,0.0,17,1.0,13,2018-01-01,1715.979248046875,306.7895202636719,306.7895202636719,13,STANDARD,R_A6
42,0,0.0,17,1.0,14,2018-01-01,1718.3387451171875,307.01312255859375,307.01312255859375,14,STANDARD,R_A6
42,0,0.0,17,1.0,15,2018-01-01,1720.6983642578125,307.23675537109375,307.23675537109375,15,STANDARD,R_A6
42,0,0.0,17,1.0,16,2018-01-01,1723.057861328125,307.60540771484375,307.60540771484375,16,STANDARD,R_A6
42,0,0.0,17,1.0,17,2018-01-01,1725.4173583984375,307.82904052734375,307.82904052734375,17,STANDARD,R_A6
42,0,0.0,17,1.0,18,2018-01-01,1726.8280029296875,307.9627380371094,307.9627380371094,18,STANDARD,R_A6
42,0,0.0,17,1.0,27,2018-01-01,1727.9210205078125,307.9092102050781,307.9092102050781,19,STANDARD,R_A6
42,0,0.0,17,1.0,28,2018-01-01,1729.6455078125,308.3784484863281,308.3784484863281,20,STANDARD,R_A6
42,0,0.0,17,1.0,29,2018-01-01,1731.369873046875,308.5419006347656,308.5419006347656,21,STANDARD,R_A6
42,0,0.0,17,1.0,30,2018-01-01,1733.0943603515625,308.7053527832031,308.7053527832031,22,STANDARD,R_A6
42,0,0.0,17,1.0,31,2018-01-01,1734.81884765625,308.56298828125,308.56298828125,23,STANDARD,R_A6
30,0,0.0,22,0.05469851195812225,1,2018-03-01,1640.1407470703125,298.39434814453125,298.39434814453125,1,STANDARD,R_A2
30,0,0.0,22,0.05655527487397194,2,2018-03-01,1641.96533203125,298.5166320800781,298.5166320800781,2,STANDARD,R_A2
30,0,0.0,22,0.05883924290537834,3,2018-03-01,1643.7899169921875,298.6389465332031,298.6389465332031,3,STANDARD,R_A2
30,0,0.0,22,0.06300424784421921,4,2018-03-01,1645.614501953125,298.76123046875,298.76123046875,4,STANDARD,R_A2
30,0,0.0,22,0.06748709827661514,5,2018-03-01,1647.4390869140625,298.8835144042969,298.8835144042969,5,STANDARD,R_A2
30,0,0.0,22,0.306515097618103,6,2018-03-01,1649.263671875,299.00408935546875,299.00408935546875,6,STANDARD,R_A2
30,0,0.0,22,0.877853512763977,7,2018-03-01,1651.0882568359375,299.03363037109375,299.03363037109375,7,STANDARD,R_A2
30,0,0.0,22,0.8638597130775452,8,2018-03-01,1652.912841796875,299.11358642578125,299.11358642578125,8,STANDARD,R_A2
30,0,0.0,22,0.2155567854642868,9,2018-03-01,1654.737548828125,299.1882019042969,299.1882019042969,9,STANDARD,R_A2
30,0,0.0,22,0.2106519341468811,10,2018-03-01,1656.5621337890625,299.2447814941406,299.2447814941406,10,STANDARD,R_A2
30,0,0.0,22,0.07150336354970932,11,2018-03-01,1658.4822998046875,299.3734436035156,299.3734436035156,11,STANDARD,R_A2
30,0,0.0,22,0.4292057156562805,13,2018-03-01,1662.51416015625,300.12921142578125,300.12921142578125,12,STANDARD,R_A2
30,0,0.0,22,0.481947660446167,14,2018-03-01,1664.530029296875,300.2281494140625,300.2281494140625,13,STANDARD,R_A2
30,0,0.0,22,0.6488410234451294,15,2018-03-01,1666.5458984375,300.3622131347656,300.3622131347656,14,STANDARD,R_A2
30,0,0.0,22,0.9424914717674255,16,2018-03-01,1668.561767578125,300.4955139160156,300.4955139160156,15,STANDARD,R_A2
30,0,0.0,22,0.8995254635810852,17,2018-03-01,1670.57763671875,300.6302185058594,300.6302185058594,16,STANDARD,R_A2
30,0,0.0,22,0.9492971897125244,18,2018-03-01,1672.3779296875,300.750732421875,300.750732421875,17,STANDARD,R_A2
29,0,0.0,22,0.970787525177002,18,2018-03-01,1674.2108154296875,300.743408203125,300.743408203125,18,STANDARD,R_A2
29,0,0.0,22,0.9725325107574463,19,2018-03-01,1675.0469970703125,300.7995300292969,300.7995300292969,19,STANDARD,R_A2
29,0,-1.0769683755906811e-10,22,1.0,27,2018-03-01,1675.97509765625,301.3621520996094,301.3621520996094,20,STANDARD,R_A2
29,0,0.0,22,0.8413547277450562,28,2018-03-01,1677.6995849609375,301.28961181640625,301.28961181640625,21,STANDARD,R_A2
29,0,-8.23693283719118e-12,22,1.0,29,2018-03-01,1679.4241943359375,302.1075134277344,302.1075134277344,22,STANDARD,R_A2
29,0,-2.184427836640808e-14,22,1.0,30,2018-03-01,1681.148681640625,303.2107238769531,303.2107238769531,23,STANDARD,R_A2
29,0,-1.1999262489591103e-15,22,1.0,31,2018-03-01,1682.873291015625,303.64312744140625,303.64312744140625,24,STANDARD,R_A2
20,0,-7.888270657334384e-13,31,1.0,1,2018-04-28,1683.3134765625,280.2892150878906,280.2892150878906,1,STANDARD,R_A5
20,0,-9.364542561535183e-13,31,1.0,2,2018-04-28,1685.45361328125,280.49188232421875,280.49188232421875,2,STANDARD,R_A5
20,0,-9.046490227933301e-13,31,1.0,3,2018-04-28,1687.5938720703125,280.69451904296875,280.69451904296875,3,STANDARD,R_A5
20,0,-9.846385859435536e-13,31,1.0,4,2018-04-28,1689.734130859375,280.89715576171875,280.89715576171875,4,STANDARD,R_A5
20,0,-8.694804858738747e-13,31,1.0,5,2018-04-28,1691.874267578125,281.0997619628906,281.0997619628906,5,STANDARD,R_A5
20,0,-7.344669577385998e-13,31,1.0,6,2018-04-28,1694.0145263671875,281.3023986816406,281.3023986816406,6,STANDARD,R_A5
20,0,-1.3989124359500404e-14,31,1.0,7,2018-04-28,1696.1546630859375,281.8347473144531,281.8347473144531,7,STANDARD,R_A5
21,0,-4.0529482547846385e-11,31,1.0,11,2018-04-28,1700.270751953125,282.83343505859375,282.83343505859375,8,STANDARD,R_A5
21,0,-3.2438940422707674e-11,31,1.0,12,2018-04-28,1702.3956298828125,283.0348205566406,283.0348205566406,9,STANDARD,R_A5
21,0,-2.8758974368603418e-11,31,1.0,13,2018-04-28,1704.5206298828125,283.27105712890625,283.27105712890625,10,STANDARD,R_A5
21,0,-4.430218691897636e-11,31,1.0,14,2018-04-28,1706.6455078125,283.5099182128906,283.5099182128906,11,STANDARD,R_A5
21,0,-8.300702139529825e-12,31,1.0,15,2018-04-28,1708.7703857421875,283.76422119140625,283.76422119140625,12,STANDARD,R_A5
21,0,-2.4377158278077182e-12,31,1.0,16,2018-04-28,1710.8953857421875,284.32354736328125,284.32354736328125,13,STANDARD,R_A5
21,0,-4.375422279264546e-13,31,1.0,17,2018-04-28,1713.020263671875,285.51953125,285.51953125,14,STANDARD,R_A5
21,0,-5.959373992274041e-15,31,1.0,18,2018-04-28,1714.751220703125,286.5492858886719,286.5492858886719,15,STANDARD,R_A5
21,0,-8.052373203595858e-20,31,1.0,19,2018-04-28,1715.8026123046875,286.74615478515625,286.74615478515625,16,STANDARD,R_A5
21,0,-2.4285148544911372e-12,31,1.0,27,2018-04-28,1717.373779296875,286.9302978515625,286.9302978515625,17,STANDARD,R_A5
21,0,-2.5228289509543478e-12,31,1.0,28,2018-04-28,1719.750244140625,287.18963623046875,287.18963623046875,18,STANDARD,R_A5
21,0,-1.856594270370929e-18,31,1.0,29,2018-04-28,1722.1265869140625,293.2281799316406,293.2281799316406,19,STANDARD,R_A5
21,0,-3.9621330847304514e-13,31,1.0,30,2018-04-28,1724.5030517578125,288.20928955078125,288.20928955078125,20,STANDARD,R_A5
21,0,-6.930027298540642e-13,31,1.0,31,2018-04-28,1726.87939453125,288.0898132324219,288.0898132324219,21,STANDARD,R_A5
41,0,0.0,28,0.6491764187812805,1,2018-07-03,1611.5191650390625,284.7648010253906,284.7648010253906,1,STANDARD,R_A3
41,0,0.0,29,0.18740348517894745,1,2018-07-03,1597.4158935546875,283.7159118652344,283.7159118652344,2,STANDARD,R_A3
41,0,0.0,29,0.12976855039596558,2,2018-07-03,1599.630126953125,283.86383056640625,283.86383056640625,3,STANDARD,R_A3
41,0,0.0,29,0.12708976864814758,3,2018-07-03,1601.84423828125,284.0116882324219,284.0116882324219,4,STANDARD,R_A3
41,0,0.0,29,0.16248705983161926,4,2018-07-03,1604.0584716796875,284.15960693359375,284.15960693359375,5,STANDARD,R_A3
41,0,0.0,29,0.7941027879714966,5,2018-07-03,1606.272705078125,284.8365478515625,284.8365478515625,6,STANDARD,R_A3
41,0,0.0,29,0.6491854786872864,6,2018-07-03,1608.4869384765625,285.02349853515625,285.02349853515625,7,STANDARD,R_A3
41,0,0.0,29,0.19493865966796875,7,2018-07-03,1610.701171875,285.20220947265625,285.20220947265625,8,STANDARD,R_A3
41,0,0.0,29,0.23431383073329926,8,2018-07-03,1612.9154052734375,285.3509521484375,285.3509521484375,9,STANDARD,R_A3
41,0,0.0,29,0.7914002537727356,9,2018-07-03,1615.129638671875,285.56463623046875,285.56463623046875,10,STANDARD,R_A3
41,0,0.0,29,0.7918989062309265,10,2018-07-03,1617.34375,286.2640075683594,286.2640075683594,11,STANDARD,R_A3
41,0,0.0,29,0.04874369129538536,11,2018-07-03,1619.5994873046875,285.0237731933594,285.0237731933594,12,STANDARD,R_A3
41,0,0.0,29,0.05451387166976929,12,2018-07-03,1621.896728515625,285.1772155761719,285.1772155761719,13,STANDARD,R_A3
41,0,0.0,29,0.35889169573783875,13,2018-07-03,1624.1939697265625,285.3313903808594,285.3313903808594,14,STANDARD,R_A3
41,0,0.0,29,0.4872366189956665,15,2018-07-03,1628.78857421875,287.48126220703125,287.48126220703125,15,STANDARD,R_A3
41,0,0.0,29,0.8002970218658447,16,2018-07-03,1630.824462890625,287.6166076660156,287.6166076660156,16,STANDARD,R_A3
41,0,-3.1804336941831934e-08,29,0.9999995231628418,27,2018-07-03,1633.6240234375,290.67742919921875,290.67742919921875,17,STANDARD,R_A3
41,0,0.0,29,0.19497957825660706,28,2018-07-03,1637.2979736328125,285.1882629394531,285.1882629394531,18,STANDARD,R_A3
41,0,0.0,29,0.051216449588537216,29,2018-07-03,1640.971923828125,285.4337463378906,285.4337463378906,19,STANDARD,R_A3
41,0,4.760366363251722e-13,29,1.0,30,2018-07-03,1644.645751953125,287.314208984375,287.314208984375,20,STANDARD,R_A3
41,0,0.0,29,0.062266577035188675,31,2018-07-03,1648.3197021484375,286.0205383300781,286.0205383300781,21,STANDARD,R_A3
52,0,0.0,30,0.08331788331270218,1,2018-09-12,1627.47900390625,276.8266296386719,276.8266296386719,1,STANDARD,R_A4
52,0,0.0,31,0.11878293752670288,1,2018-09-12,1625.7550048828125,276.826416015625,276.826416015625,2,STANDARD,R_A4
52,0,0.0,31,0.04961423948407173,2,2018-09-12,1627.845703125,276.966552734375,276.966552734375,3,STANDARD,R_A4
52,0,0.0,31,0.05098818987607956,3,2018-09-12,1629.9365234375,277.10595703125,277.10595703125,4,STANDARD,R_A4
52,0,0.0,31,0.0532546229660511,4,2018-09-12,1632.0272216796875,277.245361328125,277.245361328125,5,STANDARD,R_A4
52,0,0.0,32,0.052637264132499695,4,2018-09-12,1632.6107177734375,277.41302490234375,277.41302490234375,6,STANDARD,R_A4
52,0,0.0,32,0.05636565759778023,5,2018-09-12,1634.5252685546875,277.5406494140625,277.5406494140625,7,STANDARD,R_A4
51,0,0.0,32,0.056232716888189316,5,2018-09-12,1635.0400390625,277.40936279296875,277.40936279296875,8,STANDARD,R_A4
51,0,0.0,33,0.0579049214720726,5,2018-09-12,1638.4005126953125,277.72601318359375,277.72601318359375,9,STANDARD,R_A4
51,0,0.0,33,0.05848812684416771,4,2018-09-12,1636.5472412109375,277.6025695800781,277.6025695800781,10,STANDARD,R_A4
50,0,0.0,33,0.06311395019292831,4,2018-09-12,1641.61474609375,277.64276123046875,277.64276123046875,11,STANDARD,R_A4
50,0,0.0,34,0.061405155807733536,4,2018-09-12,1640.1873779296875,277.7382507324219,277.7382507324219,12,STANDARD,R_A4
50,0,0.0,34,0.19386528432369232,3,2018-09-12,1638.2374267578125,277.60772705078125,277.60772705078125,13,STANDARD,R_A4
50,0,0.0,35,0.06364341825246811,4,2018-09-12,1643.4141845703125,278.1126403808594,278.1126403808594,14,STANDARD,R_A4
50,0,0.0,35,0.23059536516666412,3,2018-09-12,1641.5986328125,277.99163818359375,277.99163818359375,15,STANDARD,R_A4
50,0,0.0,35,0.22325921058654785,2,2018-09-12,1639.7830810546875,277.87127685546875,277.87127685546875,16,STANDARD,R_A4
49,0,0.0,35,0.23529833555221558,2,2018-09-12,1642.8533935546875,277.8836364746094,277.8836364746094,17,STANDARD,R_A4
49,0,0.0,35,0.22997161746025085,1,2018-09-12,1641.095947265625,277.7649841308594,277.7649841308594,18,STANDARD,R_A4
49,0,0.0,36,0.06219356134533882,30,2018-09-12,1645.860595703125,276.1434020996094,276.1434020996094,19,STANDARD,R_A4
48,0,0.0,36,0.09921387583017349,30,2018-09-12,1642.46826171875,275.3901672363281,275.3901672363281,20,STANDARD,R_A4
48,0,0.0,37,0.08714362978935242,30,2018-09-12,1650.7568359375,276.4609069824219,276.4609069824219,21,STANDARD,R_A4
48,0,0.0,37,0.701219379901886,29,2018-09-12,1645.0391845703125,276.30499267578125,276.30499267578125,22,STANDARD,R_A4
48,0,0.0,38,0.7219114303588867,29,2018-09-12,1651.4429931640625,277.2098693847656,277.2098693847656,23,STANDARD,R_A4
47,0,0.0,38,0.667496383190155,29,2018-09-12,1657.84375,277.3958740234375,277.3958740234375,24,STANDARD,R_A4
42,0,-5.816255070341218e-15,17,1.0,1,2018-11-07,1695.358642578125,276.7961730957031,276.7961730957031,1,STANDARD,R_A6
42,0,-3.627359727826707e-15,17,1.0,2,2018-11-07,1696.908203125,276.94140625,276.94140625,2,STANDARD,R_A6
42,0,-2.813792205285477e-15,17,1.0,3,2018-11-07,1698.4578857421875,277.07623291015625,277.07623291015625,3,STANDARD,R_A6
42,0,-2.037799699559158e-15,17,1.0,4,2018-11-07,1700.007568359375,277.2054138183594,277.2054138183594,4,STANDARD,R_A6
42,0,-3.1658819903606977e-15,17,1.0,5,2018-11-07,1701.5572509765625,277.3419189453125,277.3419189453125,5,STANDARD,R_A6
42,0,-1.40488776211381e-13,17,1.0,6,2018-11-07,1703.10693359375,277.18450927734375,277.18450927734375,6,STANDARD,R_A6
42,0,-2.5696152562530716e-13,17,1.0,7,2018-11-07,1704.656494140625,277.33123779296875,277.33123779296875,7,STANDARD,R_A6
42,0,-1.9188407915544936e-13,17,1.0,8,2018-11-07,1706.2061767578125,277.48187255859375,277.48187255859375,8,STANDARD,R_A6
42,0,-2.2643672486642903e-14,17,1.0,9,2018-11-07,1707.755859375,277.9437255859375,277.9437255859375,9,STANDARD,R_A6
42,0,-1.6886311142785826e-12,17,1.0,10,2018-11-07,1709.3056640625,277.8257751464844,277.8257751464844,10,STANDARD,R_A6
42,0,-7.338913005951186e-13,17,1.0,11,2018-11-07,1711.26025390625,277.98919677734375,277.98919677734375,11,STANDARD,R_A6
