ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,4908777,907706,656105,457535,64420878
Valysar,CentralSouth,67833576,12964889,9509795,6631656,933737230
Valysar,CentralNorth,36382608,6470371,4856221,3386486,476817227
Valysar,NorthHorst,4782407,546420,239884,147349,28865646
Valysar,CentralRamp,13747335,2193823,1570645,1095290,154216783
Valysar,CentralHorst,86367811,16281616,12955793,9034723,1272089053
Valysar,EastLowland,288978,60314,18369,12809,1803577
Therys,WestLowland,2193689,441769,211226,147299,20739669
Therys,CentralSouth,12475726,2777629,1711707,1193659,168067213
Therys,CentralNorth,20653864,4081640,2394756,1669983,235133614
Therys,NorthHorst,8150674,1178173,506017,310821,60889872
Therys,CentralRamp,6771661,1622117,1236728,862433,121430528
Therys,CentralHorst,29249147,6956125,5289719,3688786,519381054
Therys,EastLowland,0,0,0,0,0
Volon,WestLowland,252999,52347,26481,18467,2600133
Volon,CentralSouth,35001289,6083873,4133222,2882303,405828266
Volon,CentralNorth,6828593,776205,248727,173450,24421770
Volon,NorthHorst,5577924,914648,627314,385328,75485772
Volon,CentralRamp,12644289,2437082,2006291,1399087,196991480
Volon,CentralHorst,80624036,14973473,12260070,8549561,1203778169
Volon,EastLowland,0,0,0,0,0
