SGAS,SWAT,DATE,CONIPOS,WELLMODEL,CONKPOS,CONIDX,PRESSURE,DEPTH,CONJPOS,WELL,DRAWDOWN,CONBPRES
0.0,0.05203823000192642,2018-01-01,29,STANDARD,12,13,299.5745849609375,1622.7484130859375,41,R_A3,0,299.5745849609375
0.0,0.36654210090637207,2018-01-01,29,STANDARD,13,14,299.72601318359375,1625.007080078125,41,R_A3,0,299.72601318359375
0.0,0.05243464931845665,2018-01-01,29,STANDARD,14,15,299.8774108886719,1627.265869140625,41,R_A3,0,299.8774108886719
0.0,0.4939172863960266,2018-01-01,29,STANDARD,15,16,300.0288391113281,1629.5244140625,41,R_A3,0,300.0288391113281
0.0,0.7956934571266174,2018-01-01,29,STANDARD,16,17,300.1686706542969,1631.6099853515625,41,R_A3,0,300.1686706542969
0.0,0.6481541991233826,2018-01-01,29,STANDARD,25,18,300.3607482910156,1634.474853515625,41,R_A3,0,300.3607482910156
0.0,0.043255504220724106,2018-01-01,29,STANDARD,26,19,300.6039733886719,1638.1024169921875,41,R_A3,0,300.6039733886719
0.0,0.04738939553499222,2018-01-01,29,STANDARD,27,20,300.8471984863281,1641.72998046875,41,R_A3,0,300.8471984863281
0.0,0.6481541991233826,2018-01-01,29,STANDARD,28,21,301.0904541015625,1645.3575439453125,41,R_A3,0,301.0904541015625
0.0,0.0896875411272049,2018-01-01,29,STANDARD,29,22,301.333740234375,1648.985107421875,41,R_A3,0,301.333740234375
0.0,0.12163588404655457,2018-01-01,30,STANDARD,1,1,300.1272277832031,1630.9920654296875,52,R_A4,0,300.1272277832031
0.0,0.2280973494052887,2018-01-01,31,STANDARD,1,2,299.8280334472656,1626.5291748046875,52,R_A4,0,299.8280334472656
0.0,0.050924208015203476,2018-01-01,31,STANDARD,2,3,299.9664306640625,1628.593505859375,52,R_A4,0,299.9664306640625
0.0,0.05015294998884201,2018-01-01,31,STANDARD,3,4,300.1048278808594,1630.6578369140625,52,R_A4,0,300.1048278808594
0.0,0.05268768221139908,2018-01-01,31,STANDARD,4,5,300.24322509765625,1632.7222900390625,52,R_A4,0,300.24322509765625
0.0,0.05519791692495346,2018-01-01,32,STANDARD,4,6,300.20098876953125,1632.0919189453125,52,R_A4,0,300.20098876953125
0.0,0.05527300760149956,2018-01-01,32,STANDARD,5,7,300.3251647949219,1633.944091796875,52,R_A4,0,300.3251647949219
0.0,0.10706483572721481,2018-01-01,32,STANDARD,5,8,300.54229736328125,1637.182861328125,51,R_A4,0,300.54229736328125
0.0,0.05491078272461891,2018-01-01,32,STANDARD,4,9,300.4212951660156,1635.378173828125,51,R_A4,0,300.4212951660156
0.0,0.05660926178097725,2018-01-01,33,STANDARD,4,10,300.5826110839844,1637.78369140625,51,R_A4,0,300.5826110839844
0.0,0.05633697286248207,2018-01-01,33,STANDARD,3,11,300.45977783203125,1635.9520263671875,51,R_A4,0,300.45977783203125
0.0,0.058989327400922775,2018-01-01,33,STANDARD,4,12,300.8665466308594,1642.018310546875,50,R_A4,0,300.8665466308594
0.0,0.059358444064855576,2018-01-01,34,STANDARD,4,13,300.7843933105469,1640.79345703125,50,R_A4,0,300.7843933105469
0.0,0.11395211517810822,2018-01-01,34,STANDARD,3,14,300.6585998535156,1638.9169921875,50,R_A4,0,300.6585998535156
0.0,0.06092358008027077,2018-01-01,35,STANDARD,4,15,300.8069152832031,1641.1290283203125,50,R_A4,0,300.8069152832031
0.0,0.15531903505325317,2018-01-01,35,STANDARD,3,16,300.6866455078125,1639.33544921875,50,R_A4,0,300.6866455078125
0.0,0.23097467422485352,2018-01-01,35,STANDARD,3,17,300.9792785644531,1643.6995849609375,49,R_A4,0,300.9792785644531
0.0,0.22485588490962982,2018-01-01,35,STANDARD,2,18,300.859619140625,1641.9150390625,49,R_A4,0,300.859619140625
0.0,0.26795393228530884,2018-01-01,36,STANDARD,28,19,300.97589111328125,1643.649169921875,49,R_A4,0,300.97589111328125
0.0,0.12770460546016693,2018-01-01,36,STANDARD,28,20,300.9877014160156,1643.8253173828125,48,R_A4,0,300.9877014160156
0.0,0.6481541991233826,2018-01-01,37,STANDARD,28,21,301.37799072265625,1649.6451416015625,48,R_A4,0,301.37799072265625
0.0,0.2745523750782013,2018-01-01,38,STANDARD,28,22,301.6854553222656,1654.229736328125,48,R_A4,0,301.6854553222656
0.0,0.08896748721599579,2018-01-01,38,STANDARD,27,23,301.3019714355469,1648.511474609375,48,R_A4,0,301.3019714355469
0.0,0.10000143200159073,2018-01-01,38,STANDARD,27,24,301.8328552246094,1656.4273681640625,47,R_A4,0,301.8328552246094
0.0,1.0,2018-01-01,31,STANDARD,1,1,303.946533203125,1686.107666015625,20,R_A5,0,303.946533203125
0.0,1.0,2018-01-01,31,STANDARD,2,2,304.1519775390625,1688.2757568359375,20,R_A5,0,304.1519775390625
0.0,1.0,2018-01-01,31,STANDARD,3,3,304.3574523925781,1690.44384765625,20,R_A5,0,304.3574523925781
0.0,1.0,2018-01-01,31,STANDARD,4,4,304.5628967285156,1692.61181640625,20,R_A5,0,304.5628967285156
0.0,1.0,2018-01-01,31,STANDARD,5,5,304.76837158203125,1694.7799072265625,20,R_A5,0,304.76837158203125
0.0,1.0,2018-01-01,31,STANDARD,6,6,304.97381591796875,1696.947998046875,20,R_A5,0,304.97381591796875
0.0,1.0,2018-01-01,31,STANDARD,7,7,305.4850769042969,1699.1160888671875,20,R_A5,0,305.4850769042969
0.0,1.0,2018-01-01,31,STANDARD,8,8,305.6905212402344,1701.2841796875,20,R_A5,0,305.6905212402344
0.0,1.0,2018-01-01,31,STANDARD,11,9,305.20550537109375,1699.3916015625,21,R_A5,0,305.20550537109375
0.0,1.0,2018-01-01,31,STANDARD,12,10,305.39434814453125,1701.384033203125,21,R_A5,0,305.39434814453125
0.0,1.0,2018-01-01,31,STANDARD,13,11,305.5951232910156,1703.3765869140625,21,R_A5,0,305.5951232910156
0.0,1.0,2018-01-01,31,STANDARD,14,12,305.7839660644531,1705.3690185546875,21,R_A5,0,305.7839660644531
0.0,1.0,2018-01-01,31,STANDARD,15,13,305.9727783203125,1707.361572265625,21,R_A5,0,305.9727783203125
0.0,1.0,2018-01-01,31,STANDARD,16,14,306.306640625,1709.35400390625,21,R_A5,0,306.306640625
0.0,1.0,2018-01-01,31,STANDARD,17,15,306.4954528808594,1711.346435546875,21,R_A5,0,306.4954528808594
0.0,1.0,2018-01-01,31,STANDARD,18,16,306.643798828125,1712.91162109375,21,R_A5,0,306.643798828125
0.0,1.0,2018-01-01,31,STANDARD,19,17,306.7171936035156,1713.6861572265625,21,R_A5,0,306.7171936035156
0.0,1.0,2018-01-01,31,STANDARD,25,18,306.6895446777344,1715.0518798828125,21,R_A5,0,306.6895446777344
0.0,1.0,2018-01-01,31,STANDARD,26,19,306.9094543457031,1717.3724365234375,21,R_A5,0,306.9094543457031
0.0,1.0,2018-01-01,31,STANDARD,27,20,307.4351806640625,1719.69287109375,21,R_A5,0,307.4351806640625
0.0,1.0,2018-01-01,31,STANDARD,28,21,307.65509033203125,1722.0133056640625,21,R_A5,0,307.65509033203125
0.0,1.0,2018-01-01,31,STANDARD,29,22,307.8750305175781,1724.3338623046875,21,R_A5,0,307.8750305175781
0.0,1.0,2018-01-01,17,STANDARD,1,1,305.03564453125,1694.3736572265625,42,R_A6,0,305.03564453125
0.0,1.0,2018-01-01,17,STANDARD,2,2,305.18109130859375,1695.9083251953125,42,R_A6,0,305.18109130859375
0.0,1.0,2018-01-01,17,STANDARD,3,3,305.3265075683594,1697.4429931640625,42,R_A6,0,305.3265075683594
0.0,1.0,2018-01-01,17,STANDARD,4,4,305.4719543457031,1698.977783203125,42,R_A6,0,305.4719543457031
0.0,1.0,2018-01-01,17,STANDARD,5,5,305.6174011230469,1700.5125732421875,42,R_A6,0,305.6174011230469
0.0,1.0,2018-01-01,17,STANDARD,6,6,305.7628479003906,1702.0472412109375,42,R_A6,0,305.7628479003906
0.0,1.0,2018-01-01,17,STANDARD,7,7,305.6092529296875,1703.58203125,42,R_A6,0,305.6092529296875
0.0,1.0,2018-01-01,17,STANDARD,8,8,305.75469970703125,1705.11669921875,42,R_A6,0,305.75469970703125
0.0,1.0,2018-01-01,17,STANDARD,9,9,306.1991882324219,1706.6514892578125,42,R_A6,0,306.1991882324219
0.0,1.0,2018-01-01,17,STANDARD,10,10,306.0388488769531,1708.1861572265625,42,R_A6,0,306.0388488769531
0.0,1.0,2018-01-01,17,STANDARD,11,11,306.2197265625,1710.09326171875,42,R_A6,0,306.2197265625
0.0,1.0,2018-01-01,17,STANDARD,12,12,306.4357604980469,1712.372802734375,42,R_A6,0,306.4357604980469
0.0,1.0,2018-01-01,17,STANDARD,13,13,306.66375732421875,1714.6522216796875,42,R_A6,0,306.66375732421875
0.0,1.0,2018-01-01,17,STANDARD,14,14,306.8797912597656,1716.931640625,42,R_A6,0,306.8797912597656
0.0,1.0,2018-01-01,17,STANDARD,15,15,307.0958251953125,1719.211181640625,42,R_A6,0,307.0958251953125
0.0,1.0,2018-01-01,17,STANDARD,16,16,307.45684814453125,1721.4906005859375,42,R_A6,0,307.45684814453125
0.0,1.0,2018-01-01,17,STANDARD,17,17,307.67291259765625,1723.77001953125,42,R_A6,0,307.67291259765625
0.0,1.0,2018-01-01,17,STANDARD,18,18,307.82147216796875,1725.3375244140625,42,R_A6,0,307.82147216796875
0.0,1.0,2018-01-01,17,STANDARD,25,19,307.7858581542969,1726.619384765625,42,R_A6,0,307.7858581542969
0.0,1.0,2018-01-01,17,STANDARD,26,20,308.2535400390625,1728.32763671875,42,R_A6,0,308.2535400390625
0.0,1.0,2018-01-01,17,STANDARD,27,21,308.4154357910156,1730.0357666015625,42,R_A6,0,308.4154357910156
0.0,1.0,2018-01-01,17,STANDARD,28,22,308.57733154296875,1731.743896484375,42,R_A6,0,308.57733154296875
0.0,1.0,2018-01-01,17,STANDARD,29,23,308.4334411621094,1733.4520263671875,42,R_A6,0,308.4334411621094
0.0,0.05355897918343544,2018-03-01,22,STANDARD,1,1,297.8830871582031,1641.2950439453125,30,R_A2,0,297.8830871582031
0.0,0.055898211896419525,2018-03-01,22,STANDARD,2,2,298.00146484375,1643.0594482421875,30,R_A2,0,298.00146484375
0.0,0.05869100242853165,2018-03-01,22,STANDARD,3,3,298.11981201171875,1644.8238525390625,30,R_A2,0,298.11981201171875
0.0,0.06404425948858261,2018-03-01,22,STANDARD,4,4,298.2381286621094,1646.5882568359375,30,R_A2,0,298.2381286621094
0.0,0.0659124106168747,2018-03-01,22,STANDARD,5,5,298.3564453125,1648.3525390625,30,R_A2,0,298.3564453125
0.0,0.30116337537765503,2018-03-01,22,STANDARD,6,6,298.5052795410156,1650.116943359375,30,R_A2,0,298.5052795410156
0.0,0.8765305280685425,2018-03-01,22,STANDARD,7,7,298.63720703125,1651.88134765625,30,R_A2,0,298.63720703125
0.0,0.8559256196022034,2018-03-01,22,STANDARD,8,8,298.765869140625,1653.645751953125,30,R_A2,0,298.765869140625
0.0,0.8781782388687134,2018-03-01,22,STANDARD,9,9,299.2040100097656,1655.41015625,30,R_A2,0,299.2040100097656
0.0,0.8879522681236267,2018-03-01,22,STANDARD,10,10,299.6871643066406,1657.174560546875,30,R_A2,0,299.6871643066406
0.0,0.06957924365997314,2018-03-01,22,STANDARD,11,11,299.7989196777344,1659.097412109375,30,R_A2,0,299.7989196777344
0.0,0.07596349716186523,2018-03-01,22,STANDARD,12,12,299.9429931640625,1661.178955078125,30,R_A2,0,299.9429931640625
0.0,0.4303262531757355,2018-03-01,22,STANDARD,13,13,300.12213134765625,1663.2603759765625,30,R_A2,0,300.12213134765625
0.0,0.46924296021461487,2018-03-01,22,STANDARD,14,14,300.26263427734375,1665.341796875,30,R_A2,0,300.26263427734375
0.0,0.9045666456222534,2018-03-01,22,STANDARD,15,15,300.4049377441406,1667.42333984375,30,R_A2,0,300.4049377441406
0.0,0.9343189597129822,2018-03-01,22,STANDARD,16,16,300.5481872558594,1669.5047607421875,30,R_A2,0,300.5481872558594
0.0,0.8777555823326111,2018-03-01,22,STANDARD,17,17,300.6911315917969,1671.586181640625,30,R_A2,0,300.6911315917969
0.0,0.9455421566963196,2018-03-01,22,STANDARD,18,18,300.8082275390625,1673.330078125,30,R_A2,0,300.8082275390625
0.0,0.966234028339386,2018-03-01,22,STANDARD,18,19,300.89044189453125,1676.020751953125,29,R_A2,0,300.89044189453125
0.0,0.648756206035614,2018-03-01,22,STANDARD,25,20,301.9178161621094,1677.6978759765625,29,R_A2,0,301.9178161621094
-7.025621051097634e-20,1.0,2018-03-01,22,STANDARD,26,21,303.3676452636719,1679.45361328125,29,R_A2,0,303.3676452636719
-2.6722576336650748e-18,1.0,2018-03-01,22,STANDARD,27,22,303.484375,1681.209228515625,29,R_A2,0,303.484375
-3.4473145766119004e-17,1.0,2018-03-01,22,STANDARD,28,23,303.9366455078125,1682.9649658203125,29,R_A2,0,303.9366455078125
-1.1928438888497619e-15,1.0,2018-03-01,22,STANDARD,29,24,304.09039306640625,1684.720703125,29,R_A2,0,304.09039306640625
-2.341865035226931e-10,1.0,2018-04-28,31,STANDARD,1,1,282.53839111328125,1686.107666015625,20,R_A5,0,282.53839111328125
-2.4786092622797185e-10,1.0,2018-04-28,31,STANDARD,2,2,282.7435302734375,1688.2757568359375,20,R_A5,0,282.7435302734375
-2.4251775587735835e-10,1.0,2018-04-28,31,STANDARD,3,3,282.9487609863281,1690.44384765625,20,R_A5,0,282.9487609863281
-2.5998050934283867e-10,1.0,2018-04-28,31,STANDARD,4,4,283.1540222167969,1692.61181640625,20,R_A5,0,283.1540222167969
-2.5796248470655314e-10,1.0,2018-04-28,31,STANDARD,5,5,283.3593444824219,1694.7799072265625,20,R_A5,0,283.3593444824219
-2.493497908151454e-10,1.0,2018-04-28,31,STANDARD,6,6,283.56463623046875,1696.947998046875,20,R_A5,0,283.56463623046875
-8.5336798391622e-12,1.0,2018-04-28,31,STANDARD,7,7,284.08148193359375,1699.1160888671875,20,R_A5,0,284.08148193359375
0.0,1.0,2018-04-28,31,STANDARD,8,8,284.3877868652344,1701.2841796875,20,R_A5,0,284.3877868652344
-1.2498538315419694e-10,1.0,2018-04-28,31,STANDARD,11,9,274.72943115234375,1699.3916015625,21,R_A5,0,274.72943115234375
-1.0407853745508788e-10,1.0,2018-04-28,31,STANDARD,12,10,274.9594421386719,1701.384033203125,21,R_A5,0,274.9594421386719
-3.590640285100477e-11,1.0,2018-04-28,31,STANDARD,13,11,275.1700439453125,1703.3765869140625,21,R_A5,0,275.1700439453125
-4.3164100765880065e-11,1.0,2018-04-28,31,STANDARD,14,12,275.375244140625,1705.3690185546875,21,R_A5,0,275.375244140625
-5.286933217607537e-12,1.0,2018-04-28,31,STANDARD,15,13,275.6333923339844,1707.361572265625,21,R_A5,0,275.6333923339844
-1.460696255790872e-12,1.0,2018-04-28,31,STANDARD,16,14,276.0357666015625,1709.35400390625,21,R_A5,0,276.0357666015625
-1.6126761384627208e-12,1.0,2018-04-28,31,STANDARD,17,15,276.2733459472656,1711.346435546875,21,R_A5,0,276.2733459472656
-3.1706876707504605e-12,1.0,2018-04-28,31,STANDARD,18,16,276.4377746582031,1712.91162109375,21,R_A5,0,276.4377746582031
0.0,1.0,2018-04-28,31,STANDARD,19,17,276.5127258300781,1713.6861572265625,21,R_A5,0,276.5127258300781
-1.0116353935107902e-11,1.0,2018-04-28,31,STANDARD,25,18,284.8376770019531,1715.0518798828125,21,R_A5,0,284.8376770019531
-6.862538315388633e-12,1.0,2018-04-28,31,STANDARD,26,19,285.040771484375,1717.3724365234375,21,R_A5,0,285.040771484375
-7.425971762983566e-18,1.0,2018-04-28,31,STANDARD,27,20,294.40106201171875,1719.69287109375,21,R_A5,0,294.40106201171875
-2.6099552171081933e-18,1.0,2018-04-28,31,STANDARD,28,21,303.6820068359375,1722.0133056640625,21,R_A5,0,303.6820068359375
-5.495768964648227e-18,1.0,2018-04-28,31,STANDARD,29,22,306.8294372558594,1724.3338623046875,21,R_A5,0,306.8294372558594
0.0,0.6497387290000916,2018-07-03,28,STANDARD,1,1,275.0771789550781,1609.6163330078125,41,R_A3,0,275.0771789550781
0.0,0.14986713230609894,2018-07-03,28,STANDARD,2,2,275.2083740234375,1611.653076171875,41,R_A3,0,275.2083740234375
0.0,0.1406078189611435,2018-07-03,29,STANDARD,2,3,274.5016784667969,1601.2000732421875,41,R_A3,0,274.5016784667969
0.0,0.1190563216805458,2018-07-03,29,STANDARD,3,4,274.6439514160156,1603.3365478515625,41,R_A3,0,274.6439514160156
0.0,0.16302374005317688,2018-07-03,29,STANDARD,4,5,274.78631591796875,1605.4730224609375,41,R_A3,0,274.78631591796875
0.0,0.8005662560462952,2018-07-03,29,STANDARD,5,6,275.05352783203125,1607.609619140625,41,R_A3,0,275.05352783203125
0.0,0.32675185799598694,2018-07-03,29,STANDARD,6,7,275.1619873046875,1609.74609375,41,R_A3,0,275.1619873046875
0.0,0.1956978291273117,2018-07-03,29,STANDARD,7,8,275.30413818359375,1611.8826904296875,41,R_A3,0,275.30413818359375
0.0,0.2332962155342102,2018-07-03,29,STANDARD,8,9,275.4466857910156,1614.0191650390625,41,R_A3,0,275.4466857910156
0.0,0.7894592881202698,2018-07-03,29,STANDARD,9,10,275.68548583984375,1616.15576171875,41,R_A3,0,275.68548583984375
0.0,0.7957090139389038,2018-07-03,29,STANDARD,10,11,279.4236755371094,1618.292236328125,41,R_A3,0,279.4236755371094
0.0,0.04958218336105347,2018-07-03,29,STANDARD,11,12,295.2773132324219,1620.48974609375,41,R_A3,0,295.2773132324219
0.0,0.05208590254187584,2018-07-03,29,STANDARD,12,13,295.4285888671875,1622.7484130859375,41,R_A3,0,295.4285888671875
0.0,0.36667707562446594,2018-07-03,29,STANDARD,13,14,295.5812072753906,1625.007080078125,41,R_A3,0,295.5812072753906
0.0,0.05270114541053772,2018-07-03,29,STANDARD,14,15,295.7329406738281,1627.265869140625,41,R_A3,0,295.7329406738281
0.0,0.49425607919692993,2018-07-03,29,STANDARD,15,16,295.8984375,1629.5244140625,41,R_A3,0,295.8984375
0.0,0.7954618334770203,2018-07-03,29,STANDARD,16,17,296.0475158691406,1631.6099853515625,41,R_A3,0,296.0475158691406
0.0,0.6486651301383972,2018-07-03,29,STANDARD,25,18,292.2943420410156,1634.474853515625,41,R_A3,0,292.2943420410156
0.0,0.04349132999777794,2018-07-03,29,STANDARD,26,19,285.2784423828125,1638.1024169921875,41,R_A3,0,285.2784423828125
0.0,0.04762749373912811,2018-07-03,29,STANDARD,27,20,285.5208435058594,1641.72998046875,41,R_A3,0,285.5208435058594
0.0,0.651709794998169,2018-07-03,29,STANDARD,28,21,285.7663269042969,1645.3575439453125,41,R_A3,0,285.7663269042969
0.0,0.09472090005874634,2018-07-03,29,STANDARD,29,22,285.86041259765625,1648.985107421875,41,R_A3,0,285.86041259765625
0.0,0.1222817599773407,2018-09-12,30,STANDARD,1,1,280.3569030761719,1630.9920654296875,52,R_A4,0,280.3569030761719
0.0,0.22813780605793,2018-09-12,31,STANDARD,1,2,280.116455078125,1626.5291748046875,52,R_A4,0,280.116455078125
0.0,0.0509498193860054,2018-09-12,31,STANDARD,2,3,280.25408935546875,1628.593505859375,52,R_A4,0,280.25408935546875
0.0,0.050191860646009445,2018-09-12,31,STANDARD,3,4,280.3917541503906,1630.6578369140625,52,R_A4,0,280.3917541503906
0.0,0.0527312234044075,2018-09-12,31,STANDARD,4,5,280.5294494628906,1632.7222900390625,52,R_A4,0,280.5294494628906
0.0,0.05531837418675423,2018-09-12,32,STANDARD,4,6,280.5281677246094,1632.0919189453125,52,R_A4,0,280.5281677246094
0.0,0.05540546774864197,2018-09-12,32,STANDARD,5,7,280.6517028808594,1633.944091796875,52,R_A4,0,280.6517028808594
0.0,0.10722624510526657,2018-09-12,32,STANDARD,5,8,280.8377990722656,1637.182861328125,51,R_A4,0,280.8377990722656
0.0,0.0549638569355011,2018-09-12,32,STANDARD,4,9,280.7174377441406,1635.378173828125,51,R_A4,0,280.7174377441406
0.0,0.05667763575911522,2018-09-12,33,STANDARD,4,10,280.9031982421875,1637.78369140625,51,R_A4,0,280.9031982421875
0.0,0.0563991479575634,2018-09-12,33,STANDARD,3,11,280.781005859375,1635.9520263671875,51,R_A4,0,280.781005859375
0.0,0.059111930429935455,2018-09-12,33,STANDARD,4,12,281.1704406738281,1642.018310546875,50,R_A4,0,281.1704406738281
0.0,0.059412095695734024,2018-09-12,34,STANDARD,4,13,281.0904235839844,1640.79345703125,50,R_A4,0,281.0904235839844
0.0,0.11409075558185577,2018-09-12,34,STANDARD,3,14,280.96527099609375,1638.9169921875,50,R_A4,0,280.96527099609375
0.0,0.06093009188771248,2018-09-12,35,STANDARD,4,15,281.087158203125,1641.1290283203125,50,R_A4,0,281.087158203125
0.0,0.15540358424186707,2018-09-12,35,STANDARD,3,16,280.9676208496094,1639.33544921875,50,R_A4,0,280.9676208496094
0.0,0.23128429055213928,2018-09-12,35,STANDARD,3,17,281.2497863769531,1643.6995849609375,49,R_A4,0,281.2497863769531
0.0,0.22515764832496643,2018-09-12,35,STANDARD,2,18,281.1307678222656,1641.9150390625,49,R_A4,0,281.1307678222656
0.0,0.23568624258041382,2018-09-12,36,STANDARD,28,19,276.8627014160156,1643.649169921875,49,R_A4,0,276.8627014160156
0.0,0.15239721536636353,2018-09-12,36,STANDARD,28,20,275.6670227050781,1643.8253173828125,48,R_A4,0,275.6670227050781
0.0,0.6832003593444824,2018-09-12,37,STANDARD,28,21,277.0293273925781,1649.6451416015625,48,R_A4,0,277.0293273925781
0.0,0.26946091651916504,2018-09-12,38,STANDARD,28,22,278.03485107421875,1654.229736328125,48,R_A4,0,278.03485107421875
0.0,0.08879989385604858,2018-09-12,38,STANDARD,27,23,277.6316223144531,1648.511474609375,48,R_A4,0,277.6316223144531
0.0,0.08733558654785156,2018-09-12,38,STANDARD,27,24,277.6598205566406,1656.4273681640625,47,R_A4,0,277.6598205566406
8.284438266685859e-14,1.0,2018-11-07,17,STANDARD,1,1,277.9920349121094,1694.3736572265625,42,R_A6,0,277.9920349121094
5.33361806868797e-14,1.0,2018-11-07,17,STANDARD,2,2,278.1265869140625,1695.9083251953125,42,R_A6,0,278.1265869140625
1.239648303712898e-13,1.0,2018-11-07,17,STANDARD,3,3,278.25201416015625,1697.4429931640625,42,R_A6,0,278.25201416015625
1.0116037917279677e-13,1.0,2018-11-07,17,STANDARD,4,4,278.370361328125,1698.977783203125,42,R_A6,0,278.370361328125
1.9127014967527944e-13,1.0,2018-11-07,17,STANDARD,5,5,278.4905090332031,1700.5125732421875,42,R_A6,0,278.4905090332031
1.1177071421175633e-11,1.0,2018-11-07,17,STANDARD,6,6,278.62127685546875,1702.0472412109375,42,R_A6,0,278.62127685546875
2.0077179502253628e-11,1.0,2018-11-07,17,STANDARD,7,7,278.4664306640625,1703.58203125,42,R_A6,0,278.4664306640625
