CONJPOS,DATE,DRAWDOWN,CONKPOS,WELL,SGAS,WELLMODEL,DEPTH,PRESSURE,CONIPOS,SWAT,CONBPRES,CONIDX
42,2018-11-07,0,10,R_A6,-1.0054729271402607e-09,STANDARD,1708.11767578125,279.6925354003906,17,1.0,279.6925354003906,10
42,2018-11-07,0,11,R_A6,-1.6281908044035731e-09,STANDARD,1710.00830078125,282.4206848144531,17,0.9999999403953552,282.4206848144531,11
42,2018-11-07,0,12,R_A6,-1.13653608746489e-09,STANDARD,1712.256591796875,282.6472473144531,17,1.0,282.6472473144531,12
42,2018-11-07,0,13,R_A6,-5.25247276228491e-11,STANDARD,1714.505126953125,282.8846130371094,17,1.0,282.8846130371094,13
42,2018-11-07,0,14,R_A6,-7.003597007892992e-11,STANDARD,1716.75341796875,283.0975646972656,17,1.0,283.0975646972656,14
42,2018-11-07,0,15,R_A6,-4.0863940703461665e-11,STANDARD,1719.001953125,283.3110046386719,17,1.0,283.3110046386719,15
42,2018-11-07,0,16,R_A6,-1.3563723928744498e-11,STANDARD,1721.2503662109375,283.6694030761719,17,1.0,283.6694030761719,16
42,2018-11-07,0,17,R_A6,-2.3050167677340916e-11,STANDARD,1723.498779296875,283.8825988769531,17,1.0,283.8825988769531,17
42,2018-11-07,0,18,R_A6,-2.1422254595226953e-11,STANDARD,1725.1497802734375,284.0389709472656,17,1.0,284.0389709472656,18
42,2018-11-07,0,26,R_A6,6.287357787182479e-12,STANDARD,1726.5302734375,283.2931213378906,17,1.0,283.2931213378906,19
42,2018-11-07,0,27,R_A6,4.218790681381757e-12,STANDARD,1728.23779296875,283.7819519042969,17,1.0,283.7819519042969,20
42,2018-11-07,0,28,R_A6,1.1082484783285435e-17,STANDARD,1729.9454345703125,284.65301513671875,17,1.0,284.65301513671875,21
42,2018-11-07,0,29,R_A6,2.0084383678512165e-18,STANDARD,1731.6529541015625,284.9507751464844,17,1.0,284.9507751464844,22
42,2018-11-07,0,30,R_A6,-3.295138413430404e-13,STANDARD,1733.3604736328125,283.9926452636719,17,1.0,283.9926452636719,23
