CONBPRES,CONIPOS,CONKPOS,PRESSURE,DRAWDOWN,DATE,CONIDX,SGAS,WELL,WELLMODEL,SWAT,DEPTH,CONJPOS
298.5312805175781,28,1,298.5312805175781,0,2018-01-01,1,0.0,R_A3,STANDARD,0.6481541991233826,1607.528564453125,41
298.25579833984375,29,1,298.25579833984375,0,2018-01-01,2,0.0,R_A3,STANDARD,0.1892998367547989,1603.41796875,41
298.38714599609375,29,2,298.38714599609375,0,2018-01-01,3,0.0,R_A3,STANDARD,0.1896243840456009,1605.3779296875,41
298.51849365234375,29,3,298.51849365234375,0,2018-01-01,4,0.0,R_A3,STANDARD,0.18605256080627441,1607.337890625,41
298.64984130859375,29,4,298.64984130859375,0,2018-01-01,5,0.0,R_A3,STANDARD,0.3658708930015564,1609.2978515625,41
298.78118896484375,29,5,298.78118896484375,0,2018-01-01,6,0.0,R_A3,STANDARD,0.8163315653800964,1611.2578125,41
298.9125671386719,29,6,298.9125671386719,0,2018-01-01,7,0.0,R_A3,STANDARD,0.6481541991233826,1613.2177734375,41
299.0439147949219,29,7,299.0439147949219,0,2018-01-01,8,0.0,R_A3,STANDARD,0.19646407663822174,1615.177734375,41
299.17529296875,29,8,299.17529296875,0,2018-01-01,9,0.0,R_A3,STANDARD,0.19784286618232727,1617.1376953125,41
299.3066711425781,29,9,299.3066711425781,0,2018-01-01,10,0.0,R_A3,STANDARD,0.7998448610305786,1619.09765625,41
299.43804931640625,29,10,299.43804931640625,0,2018-01-01,11,0.0,R_A3,STANDARD,0.7915080785751343,1621.0576171875,41
299.5789489746094,29,11,299.5789489746094,0,2018-01-01,12,0.0,R_A3,STANDARD,0.04991723224520683,1623.1597900390625,41
299.7294006347656,29,12,299.7294006347656,0,2018-01-01,13,0.0,R_A3,STANDARD,0.055426813662052155,1625.404052734375,41
299.8798522949219,29,13,299.8798522949219,0,2018-01-01,14,0.0,R_A3,STANDARD,0.3706115186214447,1627.6484375,41
300.0303039550781,29,14,300.0303039550781,0,2018-01-01,15,0.0,R_A3,STANDARD,0.14267189800739288,1629.8927001953125,41
300.1807861328125,29,15,300.1807861328125,0,2018-01-01,16,0.0,R_A3,STANDARD,0.5032407641410828,1632.136962890625,41
300.28619384765625,29,16,300.28619384765625,0,2018-01-01,17,0.0,R_A3,STANDARD,0.8028678297996521,1633.7091064453125,41
300.42974853515625,29,25,300.42974853515625,0,2018-01-01,18,0.0,R_A3,STANDARD,1.0,1635.8502197265625,41
300.6565246582031,29,26,300.6565246582031,0,2018-01-01,19,0.0,R_A3,STANDARD,0.04665110632777214,1639.2325439453125,41
300.8833312988281,29,27,300.8833312988281,0,2018-01-01,20,0.0,R_A3,STANDARD,0.05220362916588783,1642.61474609375,41
301.1101379394531,29,28,301.1101379394531,0,2018-01-01,21,0.0,R_A3,STANDARD,0.6481541991233826,1645.9970703125,41
301.3369445800781,29,29,301.3369445800781,0,2018-01-01,22,0.0,R_A3,STANDARD,0.06274480372667313,1649.37939453125,41
300.1319274902344,30,1,300.1319274902344,0,2018-01-01,1,0.0,R_A4,STANDARD,0.049483876675367355,1631.408203125,52
299.8365173339844,31,1,299.8365173339844,0,2018-01-01,2,0.0,R_A4,STANDARD,0.04757264256477356,1627.0018310546875,52
299.9720153808594,31,2,299.9720153808594,0,2018-01-01,3,0.0,R_A4,STANDARD,0.05045052245259285,1629.02294921875,52
300.1075134277344,31,3,300.1075134277344,0,2018-01-01,4,0.0,R_A4,STANDARD,0.05233011394739151,1631.0440673828125,52
300.2430114746094,31,4,300.2430114746094,0,2018-01-01,5,0.0,R_A4,STANDARD,0.05301735922694206,1633.0650634765625,52
300.1311340332031,32,4,300.1311340332031,0,2018-01-01,6,0.0,R_A4,STANDARD,0.053148433566093445,1631.3966064453125,52
300.253173828125,32,5,300.253173828125,0,2018-01-01,7,0.0,R_A4,STANDARD,0.15065856277942657,1633.216796875,52
300.5703430175781,32,5,300.5703430175781,0,2018-01-01,8,0.0,R_A4,STANDARD,0.0992031842470169,1637.9471435546875,51
300.4515686035156,32,4,300.4515686035156,0,2018-01-01,9,0.0,R_A4,STANDARD,0.05620137229561806,1636.1756591796875,51
300.3327941894531,32,3,300.3327941894531,0,2018-01-01,10,0.0,R_A4,STANDARD,0.05469163879752159,1634.4041748046875,51
300.452880859375,33,3,300.452880859375,0,2018-01-01,11,0.0,R_A4,STANDARD,0.057239171117544174,1636.195556640625,51
300.57281494140625,33,4,300.57281494140625,0,2018-01-01,12,0.0,R_A4,STANDARD,0.05928376317024231,1637.98388671875,51
301.0300598144531,33,4,301.0300598144531,0,2018-01-01,13,0.0,R_A4,STANDARD,0.06457515060901642,1644.802978515625,50
300.787109375,34,4,300.787109375,0,2018-01-01,14,0.0,R_A4,STANDARD,0.08137466013431549,1641.1798095703125,50
300.6620178222656,34,3,300.6620178222656,0,2018-01-01,15,0.0,R_A4,STANDARD,0.08124291151762009,1639.3145751953125,50
300.6034240722656,35,3,300.6034240722656,0,2018-01-01,16,0.0,R_A4,STANDARD,0.0948898196220398,1638.440673828125,50
300.5873718261719,35,28,300.5873718261719,0,2018-01-01,17,0.0,R_A4,STANDARD,0.07903485000133514,1638.2010498046875,49
300.95770263671875,36,28,300.95770263671875,0,2018-01-01,18,0.0,R_A4,STANDARD,0.2499864399433136,1643.72412109375,49
301.02093505859375,36,28,301.02093505859375,0,2018-01-01,19,0.0,R_A4,STANDARD,0.25615954399108887,1644.667236328125,48
301.3148193359375,37,28,301.3148193359375,0,2018-01-01,20,0.0,R_A4,STANDARD,0.6481541991233826,1649.04931640625,48
301.62945556640625,38,28,301.62945556640625,0,2018-01-01,21,0.0,R_A4,STANDARD,0.6481541991233826,1653.7408447265625,48
301.96844482421875,38,28,301.96844482421875,0,2018-01-01,22,0.0,R_A4,STANDARD,1.0,1658.794921875,47
303.9372863769531,31,1,303.9372863769531,0,2018-01-01,1,0.0,R_A5,STANDARD,1.0,1686.0098876953125,20
304.1526184082031,31,2,304.1526184082031,0,2018-01-01,2,0.0,R_A5,STANDARD,1.0,1688.2823486328125,20
304.3679504394531,31,3,304.3679504394531,0,2018-01-01,3,0.0,R_A5,STANDARD,1.0,1690.5546875,20
304.58331298828125,31,4,304.58331298828125,0,2018-01-01,4,0.0,R_A5,STANDARD,1.0,1692.8271484375,20
304.79864501953125,31,5,304.79864501953125,0,2018-01-01,5,0.0,R_A5,STANDARD,1.0,1695.0994873046875,20
305.01397705078125,31,6,305.01397705078125,0,2018-01-01,6,0.0,R_A5,STANDARD,1.0,1697.371826171875,20
305.5351257324219,31,7,305.5351257324219,0,2018-01-01,7,0.0,R_A5,STANDARD,1.0,1699.644287109375,20
305.2976379394531,31,11,305.2976379394531,0,2018-01-01,8,0.0,R_A5,STANDARD,1.0,1700.363525390625,21
305.48626708984375,31,12,305.48626708984375,0,2018-01-01,9,0.0,R_A5,STANDARD,1.0,1702.35400390625,21
305.6868591308594,31,13,305.6868591308594,0,2018-01-01,10,0.0,R_A5,STANDARD,1.0,1704.344482421875,21
305.8755187988281,31,14,305.8755187988281,0,2018-01-01,11,0.0,R_A5,STANDARD,1.0,1706.3349609375,21
306.06414794921875,31,15,306.06414794921875,0,2018-01-01,12,0.0,R_A5,STANDARD,1.0,1708.3255615234375,21
306.3977966308594,31,16,306.3977966308594,0,2018-01-01,13,0.0,R_A5,STANDARD,1.0,1710.3160400390625,21
306.5864562988281,31,17,306.5864562988281,0,2018-01-01,14,0.0,R_A5,STANDARD,1.0,1712.3065185546875,21
306.74139404296875,31,18,306.74139404296875,0,2018-01-01,15,0.0,R_A5,STANDARD,1.0,1713.94140625,21
306.8189697265625,31,19,306.8189697265625,0,2018-01-01,16,0.0,R_A5,STANDARD,1.0,1714.760009765625,21
307.0946960449219,31,25,307.0946960449219,0,2018-01-01,17,0.0,R_A5,STANDARD,1.0,1716.1004638671875,21
307.0090637207031,31,26,307.0090637207031,0,2018-01-01,18,0.0,R_A5,STANDARD,1.0,1718.4234619140625,21
307.5350036621094,31,27,307.5350036621094,0,2018-01-01,19,0.0,R_A5,STANDARD,1.0,1720.746337890625,21
307.7551574707031,31,28,307.7551574707031,0,2018-01-01,20,0.0,R_A5,STANDARD,1.0,1723.0692138671875,21
307.975341796875,31,29,307.975341796875,0,2018-01-01,21,0.0,R_A5,STANDARD,1.0,1725.3922119140625,21
305.1522521972656,17,1,305.1522521972656,0,2018-01-01,1,0.0,R_A6,STANDARD,1.0,1695.604248046875,42
305.2993469238281,17,2,305.2993469238281,0,2018-01-01,2,0.0,R_A6,STANDARD,1.0,1697.1563720703125,42
305.4464416503906,17,3,305.4464416503906,0,2018-01-01,3,0.0,R_A6,STANDARD,1.0,1698.70849609375,42
305.5935363769531,17,4,305.5935363769531,0,2018-01-01,4,0.0,R_A6,STANDARD,1.0,1700.260498046875,42
305.7406311035156,17,5,305.7406311035156,0,2018-01-01,5,0.0,R_A6,STANDARD,1.0,1701.8126220703125,42
305.8877258300781,17,6,305.8877258300781,0,2018-01-01,6,0.0,R_A6,STANDARD,1.0,1703.36474609375,42
305.7357482910156,17,7,305.7357482910156,0,2018-01-01,7,0.0,R_A6,STANDARD,1.0,1704.9168701171875,42
305.8828430175781,17,8,305.8828430175781,0,2018-01-01,8,0.0,R_A6,STANDARD,1.0,1706.468994140625,42
306.3289794921875,17,9,306.3289794921875,0,2018-01-01,9,0.0,R_A6,STANDARD,1.0,1708.02099609375,42
306.1702880859375,17,10,306.1702880859375,0,2018-01-01,10,0.0,R_A6,STANDARD,1.0,1709.5731201171875,42
306.3520812988281,17,11,306.3520812988281,0,2018-01-01,11,0.0,R_A6,STANDARD,1.0,1711.489990234375,42
306.5683288574219,17,12,306.5683288574219,0,2018-01-01,12,0.0,R_A6,STANDARD,1.0,1713.7716064453125,42
306.7965087890625,17,13,306.7965087890625,0,2018-01-01,13,0.0,R_A6,STANDARD,1.0,1716.05322265625,42
307.01275634765625,17,14,307.01275634765625,0,2018-01-01,14,0.0,R_A6,STANDARD,1.0,1718.3348388671875,42
307.22900390625,17,15,307.22900390625,0,2018-01-01,15,0.0,R_A6,STANDARD,1.0,1720.616455078125,42
307.59027099609375,17,16,307.59027099609375,0,2018-01-01,16,0.0,R_A6,STANDARD,1.0,1722.8980712890625,42
307.8065185546875,17,17,307.8065185546875,0,2018-01-01,17,0.0,R_A6,STANDARD,1.0,1725.1796875,42
307.9639892578125,17,18,307.9639892578125,0,2018-01-01,18,0.0,R_A6,STANDARD,1.0,1726.84130859375,42
307.9382019042969,17,25,307.9382019042969,0,2018-01-01,19,0.0,R_A6,STANDARD,1.0,1728.2265625,42
308.40789794921875,17,26,308.40789794921875,0,2018-01-01,20,0.0,R_A6,STANDARD,1.0,1729.9559326171875,42
308.5718078613281,17,27,308.5718078613281,0,2018-01-01,21,0.0,R_A6,STANDARD,1.0,1731.6854248046875,42
308.7357177734375,17,28,308.7357177734375,0,2018-01-01,22,0.0,R_A6,STANDARD,1.0,1733.414794921875,42
308.5938415527344,17,29,308.5938415527344,0,2018-01-01,23,0.0,R_A6,STANDARD,1.0,1735.1441650390625,42
298.75872802734375,22,1,298.75872802734375,0,2018-03-01,1,0.0,R_A2,STANDARD,0.05366893112659454,1640.919677734375,30
298.8793029785156,22,2,298.8793029785156,0,2018-03-01,2,0.0,R_A2,STANDARD,0.057471610605716705,1642.71875,30
298.9998779296875,22,3,298.9998779296875,0,2018-03-01,3,0.0,R_A2,STANDARD,0.05985365808010101,1644.517822265625,30
299.1204528808594,22,4,299.1204528808594,0,2018-03-01,4,0.0,R_A2,STANDARD,0.06545301526784897,1646.31689453125,30
299.24102783203125,22,5,299.24102783203125,0,2018-03-01,5,0.0,R_A2,STANDARD,0.068049855530262,1648.115966796875,30
299.3717956542969,22,6,299.3717956542969,0,2018-03-01,6,0.0,R_A2,STANDARD,0.2977575659751892,1649.9149169921875,30
299.4974365234375,22,7,299.4974365234375,0,2018-03-01,7,0.0,R_A2,STANDARD,0.8796940445899963,1651.7139892578125,30
299.62652587890625,22,8,299.62652587890625,0,2018-03-01,8,0.0,R_A2,STANDARD,0.8659614324569702,1653.5130615234375,30
299.75518798828125,22,9,299.75518798828125,0,2018-03-01,9,0.0,R_A2,STANDARD,0.8732461929321289,1655.3121337890625,30
300.03125,22,10,300.03125,0,2018-03-01,10,0.0,R_A2,STANDARD,0.8836660385131836,1657.1112060546875,30
300.0041198730469,22,11,300.0041198730469,0,2018-03-01,11,0.0,R_A2,STANDARD,0.06873326003551483,1659.005859375,30
300.1087646484375,22,12,300.1087646484375,0,2018-03-01,12,0.0,R_A2,STANDARD,0.07113752514123917,1660.99609375,30
300.39385986328125,22,13,300.39385986328125,0,2018-03-01,13,0.0,R_A2,STANDARD,0.42156824469566345,1662.986328125,30
300.5274353027344,22,14,300.5274353027344,0,2018-03-01,14,0.0,R_A2,STANDARD,0.4661146402359009,1664.9766845703125,30
300.66015625,22,15,300.66015625,0,2018-03-01,15,0.0,R_A2,STANDARD,0.908211886882782,1666.9669189453125,30
300.45819091796875,22,15,300.45819091796875,0,2018-03-01,16,0.0,R_A2,STANDARD,0.9019532203674316,1667.2821044921875,29
300.6061096191406,22,16,300.6061096191406,0,2018-03-01,17,0.0,R_A2,STANDARD,0.9387738704681396,1669.4656982421875,29
300.7538146972656,22,17,300.7538146972656,0,2018-03-01,18,0.0,R_A2,STANDARD,0.8932621479034424,1671.6494140625,29
300.88299560546875,22,18,300.88299560546875,0,2018-03-01,19,0.0,R_A2,STANDARD,0.9544559717178345,1673.5728759765625,29
303.0712890625,22,25,303.0712890625,0,2018-03-01,20,-6.33776997371302e-16,R_A2,STANDARD,1.0,1675.4044189453125,29
303.1932067871094,22,26,303.1932067871094,0,2018-03-01,21,-5.0497755122361736e-17,R_A2,STANDARD,1.0,1677.201171875,29
303.3117370605469,22,27,303.3117370605469,0,2018-03-01,22,-3.597588147622164e-17,R_A2,STANDARD,1.0,1678.9979248046875,29
303.429931640625,22,28,303.429931640625,0,2018-03-01,23,-9.325220635616557e-18,R_A2,STANDARD,1.0,1680.7945556640625,29
303.90106201171875,22,29,303.90106201171875,0,2018-03-01,24,-2.857017987754626e-19,R_A2,STANDARD,1.0,1682.59130859375,29
286.573486328125,31,1,286.573486328125,0,2018-04-28,1,3.800370296236366e-10,R_A5,STANDARD,0.9999999403953552,1686.0098876953125,20
286.78887939453125,31,2,286.78887939453125,0,2018-04-28,2,4.34588393050106e-10,R_A5,STANDARD,0.9999999403953552,1688.2823486328125,20
287.0043029785156,31,3,287.0043029785156,0,2018-04-28,3,3.8119282730342263e-10,R_A5,STANDARD,0.9999999403953552,1690.5546875,20
287.21966552734375,31,4,287.21966552734375,0,2018-04-28,4,3.316879826353869e-10,R_A5,STANDARD,0.9999999403953552,1692.8271484375,20
287.4350891113281,31,5,287.4350891113281,0,2018-04-28,5,2.672403409675894e-10,R_A5,STANDARD,0.9999999403953552,1695.0994873046875,20
287.6510009765625,31,6,287.6510009765625,0,2018-04-28,6,1.700094925949358e-10,R_A5,STANDARD,0.9999999403953552,1697.371826171875,20
288.1952819824219,31,7,288.1952819824219,0,2018-04-28,7,7.508817244199217e-13,R_A5,STANDARD,1.0,1699.644287109375,20
283.33184814453125,31,11,283.33184814453125,0,2018-04-28,8,-1.264542159873372e-08,R_A5,STANDARD,0.9999997615814209,1700.363525390625,21
283.5202941894531,31,12,283.5202941894531,0,2018-04-28,9,-7.834492166125528e-09,R_A5,STANDARD,0.9999998211860657,1702.35400390625,21
283.7217712402344,31,13,283.7217712402344,0,2018-04-28,10,-5.694407168022053e-10,R_A5,STANDARD,1.0,1704.344482421875,21
283.91131591796875,31,14,283.91131591796875,0,2018-04-28,11,-1.1595028270861008e-09,R_A5,STANDARD,1.0,1706.3349609375,21
284.101806640625,31,15,284.101806640625,0,2018-04-28,12,-2.7042676431499046e-10,R_A5,STANDARD,1.0,1708.3255615234375,21
284.44683837890625,31,16,284.44683837890625,0,2018-04-28,13,-2.4069510273783123e-10,R_A5,STANDARD,1.0,1710.3160400390625,21
284.6611328125,31,17,284.6611328125,0,2018-04-28,14,-6.794436541168736e-11,R_A5,STANDARD,1.0,1712.3065185546875,21
284.837646484375,31,18,284.837646484375,0,2018-04-28,15,-1.5676772380235349e-10,R_A5,STANDARD,1.0,1713.94140625,21
284.9216613769531,31,19,284.9216613769531,0,2018-04-28,16,0.0,R_A5,STANDARD,1.0,1714.760009765625,21
289.80548095703125,31,25,289.80548095703125,0,2018-04-28,17,-8.0870877214919e-15,R_A5,STANDARD,1.0,1716.1004638671875,21
289.86328125,31,26,289.86328125,0,2018-04-28,18,-5.524003476864436e-09,R_A5,STANDARD,0.9999999403953552,1718.4234619140625,21
299.2369384765625,31,27,299.2369384765625,0,2018-04-28,19,-8.692269574778167e-16,R_A5,STANDARD,1.0,1720.746337890625,21
305.1831970214844,31,28,305.1831970214844,0,2018-04-28,20,-2.141216903469861e-17,R_A5,STANDARD,1.0,1723.0692138671875,21
306.84814453125,31,29,306.84814453125,0,2018-04-28,21,-1.3990092258424403e-18,R_A5,STANDARD,1.0,1725.3922119140625,21
275.8702392578125,28,1,275.8702392578125,0,2018-07-03,1,0.0,R_A3,STANDARD,0.6500269174575806,1607.528564453125,41
275.5964660644531,29,1,275.5964660644531,0,2018-07-03,2,0.0,R_A3,STANDARD,0.190263032913208,1603.41796875,41
275.7270812988281,29,2,275.7270812988281,0,2018-07-03,3,0.0,R_A3,STANDARD,0.1906932145357132,1605.3779296875,41
275.8580627441406,29,3,275.8580627441406,0,2018-07-03,4,0.0,R_A3,STANDARD,0.18731553852558136,1607.337890625,41
276.1021423339844,29,4,276.1021423339844,0,2018-07-03,5,0.0,R_A3,STANDARD,0.3608343005180359,1609.2978515625,41
276.2241516113281,29,5,276.2241516113281,0,2018-07-03,6,0.0,R_A3,STANDARD,0.812814474105835,1611.2578125,41
276.2049255371094,29,6,276.2049255371094,0,2018-07-03,7,0.0,R_A3,STANDARD,0.6528062224388123,1613.2177734375,41
276.3542175292969,29,7,276.3542175292969,0,2018-07-03,8,0.0,R_A3,STANDARD,0.19855009019374847,1615.177734375,41
276.4853210449219,29,8,276.4853210449219,0,2018-07-03,9,0.0,R_A3,STANDARD,0.2007567584514618,1617.1376953125,41
276.7411193847656,29,9,276.7411193847656,0,2018-07-03,10,0.0,R_A3,STANDARD,0.7979692220687866,1619.09765625,41
278.48065185546875,29,10,278.48065185546875,0,2018-07-03,11,0.0,R_A3,STANDARD,0.7892128229141235,1621.0576171875,41
289.1533203125,29,11,289.1533203125,0,2018-07-03,12,0.0,R_A3,STANDARD,0.050018489360809326,1623.1597900390625,41
289.3033752441406,29,12,289.3033752441406,0,2018-07-03,13,0.0,R_A3,STANDARD,0.05551561713218689,1625.404052734375,41
289.4547424316406,29,13,289.4547424316406,0,2018-07-03,14,0.0,R_A3,STANDARD,0.3709620535373688,1627.6484375,41
289.6268005371094,29,14,289.6268005371094,0,2018-07-03,15,0.0,R_A3,STANDARD,0.14431817829608917,1629.8927001953125,41
289.8615417480469,29,15,289.8615417480469,0,2018-07-03,16,0.0,R_A3,STANDARD,0.5026128888130188,1632.136962890625,41
289.9674377441406,29,16,289.9674377441406,0,2018-07-03,17,0.0,R_A3,STANDARD,0.8022544980049133,1633.7091064453125,41
287.6716613769531,29,25,287.6716613769531,0,2018-07-03,18,0.0,R_A3,STANDARD,0.9999919533729553,1635.8502197265625,41
284.0557861328125,29,26,284.0557861328125,0,2018-07-03,19,0.0,R_A3,STANDARD,0.047503113746643066,1639.2325439453125,41
284.2819519042969,29,27,284.2819519042969,0,2018-07-03,20,0.0,R_A3,STANDARD,0.05287451297044754,1642.61474609375,41
284.39776611328125,29,28,284.39776611328125,0,2018-07-03,21,0.0,R_A3,STANDARD,0.6590021252632141,1645.9970703125,41
284.7296447753906,29,29,284.7296447753906,0,2018-07-03,22,0.0,R_A3,STANDARD,0.06295350939035416,1649.37939453125,41
278.47662353515625,30,1,278.47662353515625,0,2018-09-12,1,0.0,R_A4,STANDARD,0.049586113542318344,1631.408203125,52
278.3157043457031,31,1,278.3157043457031,0,2018-09-12,2,0.0,R_A4,STANDARD,0.04779107868671417,1627.0018310546875,52
278.4504699707031,31,2,278.4504699707031,0,2018-09-12,3,0.0,R_A4,STANDARD,0.0506262332201004,1629.02294921875,52
278.5851745605469,31,3,278.5851745605469,0,2018-09-12,4,0.0,R_A4,STANDARD,0.052488043904304504,1631.0440673828125,52
278.7198181152344,31,4,278.7198181152344,0,2018-09-12,5,0.0,R_A4,STANDARD,0.05317704752087593,1633.0650634765625,52
278.7566223144531,32,4,278.7566223144531,0,2018-09-12,6,0.0,R_A4,STANDARD,0.05313123017549515,1631.3966064453125,52
278.8782043457031,32,5,278.8782043457031,0,2018-09-12,7,0.0,R_A4,STANDARD,0.150506854057312,1633.216796875,52
279.05206298828125,32,5,279.05206298828125,0,2018-09-12,8,0.0,R_A4,STANDARD,0.10012050718069077,1637.9471435546875,51
278.9339294433594,32,4,278.9339294433594,0,2018-09-12,9,0.0,R_A4,STANDARD,0.05667875334620476,1636.1756591796875,51
278.8158264160156,32,3,278.8158264160156,0,2018-09-12,10,0.0,R_A4,STANDARD,0.05515662953257561,1634.4041748046875,51
279.0558166503906,33,3,279.0558166503906,0,2018-09-12,11,0.0,R_A4,STANDARD,0.057672251015901566,1636.195556640625,51
279.1752014160156,33,4,279.1752014160156,0,2018-09-12,12,0.0,R_A4,STANDARD,0.059699803590774536,1637.98388671875,51
279.4734802246094,33,4,279.4734802246094,0,2018-09-12,13,0.0,R_A4,STANDARD,0.06481828540563583,1644.802978515625,50
279.3836975097656,34,4,279.3836975097656,0,2018-09-12,14,0.0,R_A4,STANDARD,0.0816253274679184,1641.1798095703125,50
279.2591857910156,34,3,279.2591857910156,0,2018-09-12,15,0.0,R_A4,STANDARD,0.0814613327383995,1639.3145751953125,50
279.42779541015625,35,3,279.42779541015625,0,2018-09-12,16,0.0,R_A4,STANDARD,0.09501496702432632,1638.440673828125,50
278.18756103515625,35,28,278.18756103515625,0,2018-09-12,17,0.0,R_A4,STANDARD,0.08109133690595627,1638.2010498046875,49
279.1838073730469,36,28,279.1838073730469,0,2018-09-12,18,0.0,R_A4,STANDARD,0.2139805555343628,1643.72412109375,49
278.8772888183594,36,28,278.8772888183594,0,2018-09-12,19,0.0,R_A4,STANDARD,0.22776377201080322,1644.667236328125,48
279.7268371582031,37,28,279.7268371582031,0,2018-09-12,20,0.0,R_A4,STANDARD,0.6510949730873108,1649.04931640625,48
280.8112487792969,38,28,280.8112487792969,0,2018-09-12,21,0.0,R_A4,STANDARD,0.6726513504981995,1653.7408447265625,48
288.3782958984375,38,28,288.3782958984375,0,2018-09-12,22,-7.315931714602097e-13,R_A4,STANDARD,1.0,1658.794921875,47
276.5679931640625,17,1,276.5679931640625,0,2018-11-07,1,2.8966044840483818e-11,R_A6,STANDARD,1.0,1695.604248046875,42
276.7115783691406,17,2,276.7115783691406,0,2018-11-07,2,7.786785105601268e-12,R_A6,STANDARD,1.0,1697.1563720703125,42
276.8642272949219,17,3,276.8642272949219,0,2018-11-07,3,1.753229451808419e-13,R_A6,STANDARD,1.0,1698.70849609375,42
277.016357421875,17,4,277.016357421875,0,2018-11-07,4,4.586288353215437e-14,R_A6,STANDARD,1.0,1700.260498046875,42
277.1656494140625,17,5,277.1656494140625,0,2018-11-07,5,5.187861994377166e-14,R_A6,STANDARD,1.0,1701.8126220703125,42
277.3122863769531,17,6,277.3122863769531,0,2018-11-07,6,5.437248416263751e-13,R_A6,STANDARD,1.0,1703.36474609375,42
277.160400390625,17,7,277.160400390625,0,2018-11-07,7,2.7711322819756745e-12,R_A6,STANDARD,1.0,1704.9168701171875,42
277.30792236328125,17,8,277.30792236328125,0,2018-11-07,8,1.8638812281784878e-12,R_A6,STANDARD,1.0,1706.468994140625,42
277.7588195800781,17,9,277.7588195800781,0,2018-11-07,9,1.256117876814039e-13,R_A6,STANDARD,1.0,1708.02099609375,42
277.61041259765625,17,10,277.61041259765625,0,2018-11-07,10,2.90628597966416e-16,R_A6,STANDARD,1.0,1709.5731201171875,42
279.6878356933594,17,11,279.6878356933594,0,2018-11-07,11,1.9031116682555194e-09,R_A6,STANDARD,1.0,1711.489990234375,42
279.9038391113281,17,12,279.9038391113281,0,2018-11-07,12,7.746585040102616e-10,R_A6,STANDARD,1.0,1713.7716064453125,42
280.13238525390625,17,13,280.13238525390625,0,2018-11-07,13,6.692565251986693e-11,R_A6,STANDARD,1.0,1716.05322265625,42
