DATE,SWAT,WELLMODEL,CONBPRES,PRESSURE,CONJPOS,CONIPOS,SGAS,DEPTH,CONIDX,DRAWDOWN,WELL,CONKPOS
2018-07-03,0.6500097513198853,STANDARD,279.8846740722656,279.8846740722656,41,29,0.0,1619.67333984375,11,0,R_A3,10
2018-07-03,0.04666704684495926,STANDARD,283.1048278808594,283.1048278808594,41,29,0.0,1621.827392578125,12,0,R_A3,11
2018-07-03,0.05483372509479523,STANDARD,283.2594299316406,283.2594299316406,41,29,0.0,1624.1427001953125,13,0,R_A3,12
2018-07-03,0.37004560232162476,STANDARD,283.4365234375,283.4365234375,41,29,0.0,1626.4578857421875,14,0,R_A3,13
2018-07-03,0.12858542799949646,STANDARD,283.6042175292969,283.6042175292969,41,29,0.0,1628.773193359375,15,0,R_A3,14
2018-07-03,0.604322612285614,STANDARD,283.7611083984375,283.7611083984375,41,29,0.0,1631.0885009765625,16,0,R_A3,15
2018-07-03,0.7990684509277344,STANDARD,283.9509582519531,283.9509582519531,41,29,0.0,1632.915771484375,17,0,R_A3,16
2018-07-03,0.19597651064395905,STANDARD,281.29095458984375,281.29095458984375,41,29,0.0,1635.3724365234375,18,0,R_A3,26
2018-07-03,0.04904533177614212,STANDARD,281.49951171875,281.49951171875,41,29,0.0,1638.946533203125,19,0,R_A3,27
2018-07-03,0.20194801688194275,STANDARD,281.7379150390625,281.7379150390625,41,29,0.0,1642.5205078125,20,0,R_A3,28
2018-07-03,1.0,STANDARD,283.6675720214844,283.6675720214844,41,29,-6.659607761083652e-13,1646.094482421875,21,0,R_A3,29
2018-07-03,0.06279107928276062,STANDARD,282.1596374511719,282.1596374511719,41,29,0.0,1649.6685791015625,22,0,R_A3,30
2018-09-12,0.04893739894032478,STANDARD,278.9549560546875,278.9549560546875,52,30,0.0,1631.5599365234375,1,0,R_A4,1
2018-09-12,0.047937046736478806,STANDARD,278.7145080566406,278.7145080566406,52,31,0.0,1626.88671875,2,0,R_A4,1
2018-09-12,0.048844486474990845,STANDARD,278.8476257324219,278.8476257324219,52,31,0.0,1628.8829345703125,3,0,R_A4,2
2018-09-12,0.04984642565250397,STANDARD,278.9807434082031,278.9807434082031,52,31,0.0,1630.879150390625,4,0,R_A4,3
2018-09-12,0.05289991945028305,STANDARD,279.1138610839844,279.1138610839844,52,31,0.0,1632.8753662109375,5,0,R_A4,4
2018-09-12,0.05328025296330452,STANDARD,279.2469787597656,279.2469787597656,52,31,0.0,1634.87158203125,6,0,R_A4,5
2018-09-12,0.05354994535446167,STANDARD,279.1469421386719,279.1469421386719,52,32,0.0,1632.4122314453125,7,0,R_A4,5
2018-09-12,0.054984912276268005,STANDARD,279.41204833984375,279.41204833984375,51,32,0.0,1637.332275390625,8,0,R_A4,5
2018-09-12,0.054791633039712906,STANDARD,279.296142578125,279.296142578125,51,32,0.0,1635.592529296875,9,0,R_A4,4
2018-09-12,0.056986887007951736,STANDARD,279.4819641113281,279.4819641113281,51,33,0.0,1637.3935546875,10,0,R_A4,4
2018-09-12,0.056100066751241684,STANDARD,279.3652038574219,279.3652038574219,51,33,0.0,1635.643310546875,11,0,R_A4,3
2018-09-12,0.06365440785884857,STANDARD,279.81280517578125,279.81280517578125,50,33,0.0,1643.115478515625,12,0,R_A4,4
2018-09-12,0.061080675572156906,STANDARD,279.7680358886719,279.7680358886719,50,34,0.0,1641.6793212890625,13,0,R_A4,4
2018-09-12,0.06097397208213806,STANDARD,279.64508056640625,279.64508056640625,50,34,0.0,1639.8355712890625,14,0,R_A4,3
2018-09-12,0.09966913610696793,STANDARD,279.865234375,279.865234375,50,35,0.0,1642.63916015625,15,0,R_A4,3
2018-09-12,0.11392821371555328,STANDARD,279.7469787597656,279.7469787597656,50,35,0.0,1640.86376953125,16,0,R_A4,2
2018-09-12,0.22848886251449585,STANDARD,279.7861633300781,279.7861633300781,49,35,0.0,1643.291259765625,17,0,R_A4,2
2018-09-12,0.22945335507392883,STANDARD,279.6678466796875,279.6678466796875,49,35,0.0,1641.5301513671875,18,0,R_A4,1
2018-09-12,0.23663116991519928,STANDARD,278.9290771484375,278.9290771484375,49,36,0.0,1646.787109375,19,0,R_A4,29
2018-09-12,0.05861324444413185,STANDARD,278.42376708984375,278.42376708984375,48,36,0.0,1642.756591796875,20,0,R_A4,29
2018-09-12,0.10501298308372498,STANDARD,279.2525634765625,279.2525634765625,48,37,0.0,1650.39599609375,21,0,R_A4,29
2018-09-12,1.0,STANDARD,282.6062927246094,282.6062927246094,48,37,1.7368568605916068e-12,1644.7432861328125,22,0,R_A4,28
2018-09-12,0.7127259969711304,STANDARD,279.8970947265625,279.8970947265625,48,38,0.0,1653.504638671875,23,0,R_A4,28
2018-09-12,0.6768075227737427,STANDARD,279.9377746582031,279.9377746582031,47,38,0.0,1658.493896484375,24,0,R_A4,28
2018-11-07,1.0,STANDARD,274.3755187988281,274.3755187988281,42,17,-1.008938619500091e-13,1695.4459228515625,1,0,R_A6,1
2018-11-07,1.0,STANDARD,274.5148010253906,274.5148010253906,42,17,-5.1761932684957906e-14,1696.9959716796875,2,0,R_A6,2
2018-11-07,1.0,STANDARD,274.6466979980469,274.6466979980469,42,17,5.653925864681142e-16,1698.5460205078125,3,0,R_A6,3
2018-11-07,1.0,STANDARD,274.77978515625,274.77978515625,42,17,1.1716429929931656e-14,1700.09619140625,4,0,R_A6,4
