Project name			: /private/asny/Desktop/reek/resmod/ff/2019a/r001/rms/model/reek.rms11.0.1
Date				: 2020.02.19 15:43:19
Grid model name			: Geogrid

   Zone      Region index          Bulk                Pore                Hcpv               Stoiip       
UpperReek  1                       249388539.85         39914101.80         28366958.62         17840854.18
UpperReek  2                               0.00                0.00                0.00                0.00
UpperReek  Totals                  249388539.85         39914101.80         28366958.62         17840854.18
MidReek    1                       212478530.96         37076210.79         27037324.37         17004606.24
MidReek    2                               0.00                0.00                0.00                0.00
MidReek    Totals                  212478530.96         37076210.79         27037324.37         17004606.24
LowerReek  1                       113073163.16         22174260.80         16872998.70         10611948.69
LowerReek  2                               0.00                0.00                0.00                0.00
LowerReek  Totals                  113073163.16         22174260.80         16872998.70         10611948.69
Totals     1                       574940233.97         99164573.40         72277281.69         45457409.12
Totals     2                               0.00                0.00                0.00                0.00
Totals     Totals                  574940233.97         99164573.40         72277281.69         45457409.12
