ENSEMBLE,REAL,ZONE,REGION,BULK_OIL,PORE_OIL,HCPV_OIL,STOIIP_OIL,INTERPOLATE_RELPERM:INTERPOLATE_GO,INTERPOLATE_RELPERM:INTERPOLATE_WO,LOG10_MULTFLT:MULTFLT_F1,LOG10_MULTFLT:MULTFLT_F2,LOG10_MULTFLT:MULTFLT_F3,LOG10_MULTFLT:MULTFLT_F4,LOG10_MULTFLT:MULTFLT_F5,LOG10_MULTZ:MULTZ_MIDREEK,MULTFLT:MULTFLT_F1,MULTFLT:MULTFLT_F2,MULTFLT:MULTFLT_F3,MULTFLT:MULTFLT_F4,MULTFLT:MULTFLT_F5,MULTZ:MULTZ_MIDREEK,RMSGLOBPARAMS:COHIBA_MODEL_MODE,RMSGLOBPARAMS:FWL,INTERPOLATE_GO,INTERPOLATE_WO,MULTFLT_F1,MULTFLT_F2,MULTFLT_F3,MULTFLT_F4,MULTFLT_F5,MULTZ_MIDREEK,COHIBA_MODEL_MODE,FWL
iter-1,9,UpperReek,1,298976561.6,43393355.36,30899200.86,19433459.34,-0.804256,-0.876162,-0.670197,-1.49352,-0.014517,-2.36931,-3.4882,-7.42381,0.213699,0.0320985,0.967126,0.00427262,0.000324936,3.7687e-08,1,1706.26,-0.804256,-0.876162,0.213699,0.0320985,0.967126,0.00427262,0.000324936,3.7687e-08,1,1706.26
iter-1,9,UpperReek,2,0.0,0.0,0.0,0.0,-0.804256,-0.876162,-0.670197,-1.49352,-0.014517,-2.36931,-3.4882,-7.42381,0.213699,0.0320985,0.967126,0.00427262,0.000324936,3.7687e-08,1,1706.26,-0.804256,-0.876162,0.213699,0.0320985,0.967126,0.00427262,0.000324936,3.7687e-08,1,1706.26
iter-1,9,MidReek,1,249729979.37,42867396.19,32000138.42,20125872.9,-0.804256,-0.876162,-0.670197,-1.49352,-0.014517,-2.36931,-3.4882,-7.42381,0.213699,0.0320985,0.967126,0.00427262,0.000324936,3.7687e-08,1,1706.26,-0.804256,-0.876162,0.213699,0.0320985,0.967126,0.00427262,0.000324936,3.7687e-08,1,1706.26
iter-1,9,MidReek,2,0.0,0.0,0.0,0.0,-0.804256,-0.876162,-0.670197,-1.49352,-0.014517,-2.36931,-3.4882,-7.42381,0.213699,0.0320985,0.967126,0.00427262,0.000324936,3.7687e-08,1,1706.26,-0.804256,-0.876162,0.213699,0.0320985,0.967126,0.00427262,0.000324936,3.7687e-08,1,1706.26
iter-1,9,LowerReek,1,132844439.9,27592178.46,22587136.75,14205746.14,-0.804256,-0.876162,-0.670197,-1.49352,-0.014517,-2.36931,-3.4882,-7.42381,0.213699,0.0320985,0.967126,0.00427262,0.000324936,3.7687e-08,1,1706.26,-0.804256,-0.876162,0.213699,0.0320985,0.967126,0.00427262,0.000324936,3.7687e-08,1,1706.26
iter-1,9,LowerReek,2,0.0,0.0,0.0,0.0,-0.804256,-0.876162,-0.670197,-1.49352,-0.014517,-2.36931,-3.4882,-7.42381,0.213699,0.0320985,0.967126,0.00427262,0.000324936,3.7687e-08,1,1706.26,-0.804256,-0.876162,0.213699,0.0320985,0.967126,0.00427262,0.000324936,3.7687e-08,1,1706.26
iter-1,5,UpperReek,1,283746299.21,40412687.54,28826109.58,18129628.35,-0.730371,-0.809214,-0.16975,-2.55559,-0.191289,-2.91566,-3.84053,-6.07493,0.676473,0.00278235,0.64374,0.00121433,0.000144366,8.41531e-07,1,1703.21,-0.730371,-0.809214,0.676473,0.00278235,0.64374,0.00121433,0.000144366,8.41531e-07,1,1703.21
iter-1,5,UpperReek,2,0.0,0.0,0.0,0.0,-0.730371,-0.809214,-0.16975,-2.55559,-0.191289,-2.91566,-3.84053,-6.07493,0.676473,0.00278235,0.64374,0.00121433,0.000144366,8.41531e-07,1,1703.21,-0.730371,-0.809214,0.676473,0.00278235,0.64374,0.00121433,0.000144366,8.41531e-07,1,1703.21
iter-1,5,MidReek,1,223039758.95,37547723.11,27695282.38,17418416.32,-0.730371,-0.809214,-0.16975,-2.55559,-0.191289,-2.91566,-3.84053,-6.07493,0.676473,0.00278235,0.64374,0.00121433,0.000144366,8.41531e-07,1,1703.21,-0.730371,-0.809214,0.676473,0.00278235,0.64374,0.00121433,0.000144366,8.41531e-07,1,1703.21
iter-1,5,MidReek,2,0.0,0.0,0.0,0.0,-0.730371,-0.809214,-0.16975,-2.55559,-0.191289,-2.91566,-3.84053,-6.07493,0.676473,0.00278235,0.64374,0.00121433,0.000144366,8.41531e-07,1,1703.21,-0.730371,-0.809214,0.676473,0.00278235,0.64374,0.00121433,0.000144366,8.41531e-07,1,1703.21
iter-1,5,LowerReek,1,132069441.08,27098324.51,21794682.22,13707347.07,-0.730371,-0.809214,-0.16975,-2.55559,-0.191289,-2.91566,-3.84053,-6.07493,0.676473,0.00278235,0.64374,0.00121433,0.000144366,8.41531e-07,1,1703.21,-0.730371,-0.809214,0.676473,0.00278235,0.64374,0.00121433,0.000144366,8.41531e-07,1,1703.21
iter-1,5,LowerReek,2,0.0,0.0,0.0,0.0,-0.730371,-0.809214,-0.16975,-2.55559,-0.191289,-2.91566,-3.84053,-6.07493,0.676473,0.00278235,0.64374,0.00121433,0.000144366,8.41531e-07,1,1703.21,-0.730371,-0.809214,0.676473,0.00278235,0.64374,0.00121433,0.000144366,8.41531e-07,1,1703.21
iter-1,7,UpperReek,1,294702938.03,41570447.0,29496137.21,18551029.39,-0.778092,-0.750882,-0.26112,-2.90377,-0.430481,-2.30533,-3.67079,-8.3894,0.548125,0.00124804,0.371124,0.00495072,0.000213408,4.07942e-09,1,1705.45,-0.778092,-0.750882,0.548125,0.00124804,0.371124,0.00495072,0.000213408,4.07942e-09,1,1705.45
iter-1,7,UpperReek,2,0.0,0.0,0.0,0.0,-0.778092,-0.750882,-0.26112,-2.90377,-0.430481,-2.30533,-3.67079,-8.3894,0.548125,0.00124804,0.371124,0.00495072,0.000213408,4.07942e-09,1,1705.45,-0.778092,-0.750882,0.548125,0.00124804,0.371124,0.00495072,0.000213408,4.07942e-09,1,1705.45
iter-1,7,MidReek,1,221446741.26,36962008.13,27346227.01,17198884.62,-0.778092,-0.750882,-0.26112,-2.90377,-0.430481,-2.30533,-3.67079,-8.3894,0.548125,0.00124804,0.371124,0.00495072,0.000213408,4.07942e-09,1,1705.45,-0.778092,-0.750882,0.548125,0.00124804,0.371124,0.00495072,0.000213408,4.07942e-09,1,1705.45
iter-1,7,MidReek,2,0.0,0.0,0.0,0.0,-0.778092,-0.750882,-0.26112,-2.90377,-0.430481,-2.30533,-3.67079,-8.3894,0.548125,0.00124804,0.371124,0.00495072,0.000213408,4.07942e-09,1,1705.45,-0.778092,-0.750882,0.548125,0.00124804,0.371124,0.00495072,0.000213408,4.07942e-09,1,1705.45
iter-1,7,LowerReek,1,134356244.54,27183045.52,22065696.52,13877796.32,-0.778092,-0.750882,-0.26112,-2.90377,-0.430481,-2.30533,-3.67079,-8.3894,0.548125,0.00124804,0.371124,0.00495072,0.000213408,4.07942e-09,1,1705.45,-0.778092,-0.750882,0.548125,0.00124804,0.371124,0.00495072,0.000213408,4.07942e-09,1,1705.45
iter-1,7,LowerReek,2,0.0,0.0,0.0,0.0,-0.778092,-0.750882,-0.26112,-2.90377,-0.430481,-2.30533,-3.67079,-8.3894,0.548125,0.00124804,0.371124,0.00495072,0.000213408,4.07942e-09,1,1705.45,-0.778092,-0.750882,0.548125,0.00124804,0.371124,0.00495072,0.000213408,4.07942e-09,1,1705.45
iter-1,8,UpperReek,1,327353111.28,51890124.33,37679525.62,23697814.43,-0.96393,-0.994827,-1.24257,-0.983559,-0.13932,-4.2315,-4.03763,-4.99249,0.0572039,0.103858,0.725572,5.86809e-05,9.16997e-05,1.01745e-05,1,1709.31,-0.96393,-0.994827,0.0572039,0.103858,0.725572,5.86809e-05,9.16997e-05,1.01745e-05,1,1709.31
iter-1,8,UpperReek,2,0.0,0.0,0.0,0.0,-0.96393,-0.994827,-1.24257,-0.983559,-0.13932,-4.2315,-4.03763,-4.99249,0.0572039,0.103858,0.725572,5.86809e-05,9.16997e-05,1.01745e-05,1,1709.31,-0.96393,-0.994827,0.0572039,0.103858,0.725572,5.86809e-05,9.16997e-05,1.01745e-05,1,1709.31
iter-1,8,MidReek,1,269676467.11,47254893.97,36497017.68,22954098.77,-0.96393,-0.994827,-1.24257,-0.983559,-0.13932,-4.2315,-4.03763,-4.99249,0.0572039,0.103858,0.725572,5.86809e-05,9.16997e-05,1.01745e-05,1,1709.31,-0.96393,-0.994827,0.0572039,0.103858,0.725572,5.86809e-05,9.16997e-05,1.01745e-05,1,1709.31
iter-1,8,MidReek,2,0.0,0.0,0.0,0.0,-0.96393,-0.994827,-1.24257,-0.983559,-0.13932,-4.2315,-4.03763,-4.99249,0.0572039,0.103858,0.725572,5.86809e-05,9.16997e-05,1.01745e-05,1,1709.31,-0.96393,-0.994827,0.0572039,0.103858,0.725572,5.86809e-05,9.16997e-05,1.01745e-05,1,1709.31
iter-1,8,LowerReek,1,138083079.22,28340223.21,23038021.8,14489321.65,-0.96393,-0.994827,-1.24257,-0.983559,-0.13932,-4.2315,-4.03763,-4.99249,0.0572039,0.103858,0.725572,5.86809e-05,9.16997e-05,1.01745e-05,1,1709.31,-0.96393,-0.994827,0.0572039,0.103858,0.725572,5.86809e-05,9.16997e-05,1.01745e-05,1,1709.31
iter-1,8,LowerReek,2,0.0,0.0,0.0,0.0,-0.96393,-0.994827,-1.24257,-0.983559,-0.13932,-4.2315,-4.03763,-4.99249,0.0572039,0.103858,0.725572,5.86809e-05,9.16997e-05,1.01745e-05,1,1709.31,-0.96393,-0.994827,0.0572039,0.103858,0.725572,5.86809e-05,9.16997e-05,1.01745e-05,1,1709.31
iter-1,0,UpperReek,1,274780822.21,39416763.04,28102320.89,17674415.36,0.566625,-0.384552,-0.0384678,-1.63268,-0.00329392,-1.43919,-3.66304,-7.71767,0.915234,0.0232982,0.992444,0.0363757,0.00021725,1.91569e-08,1,1702.81,0.566625,-0.384552,0.915234,0.0232982,0.992444,0.0363757,0.00021725,1.91569e-08,1,1702.81
iter-1,0,UpperReek,2,0.0,0.0,0.0,0.0,0.566625,-0.384552,-0.0384678,-1.63268,-0.00329392,-1.43919,-3.66304,-7.71767,0.915234,0.0232982,0.992444,0.0363757,0.00021725,1.91569e-08,1,1702.81,0.566625,-0.384552,0.915234,0.0232982,0.992444,0.0363757,0.00021725,1.91569e-08,1,1702.81
iter-1,0,MidReek,1,228819370.95,39691588.91,30011730.36,18875301.79,0.566625,-0.384552,-0.0384678,-1.63268,-0.00329392,-1.43919,-3.66304,-7.71767,0.915234,0.0232982,0.992444,0.0363757,0.00021725,1.91569e-08,1,1702.81,0.566625,-0.384552,0.915234,0.0232982,0.992444,0.0363757,0.00021725,1.91569e-08,1,1702.81
iter-1,0,MidReek,2,0.0,0.0,0.0,0.0,0.566625,-0.384552,-0.0384678,-1.63268,-0.00329392,-1.43919,-3.66304,-7.71767,0.915234,0.0232982,0.992444,0.0363757,0.00021725,1.91569e-08,1,1702.81,0.566625,-0.384552,0.915234,0.0232982,0.992444,0.0363757,0.00021725,1.91569e-08,1,1702.81
iter-1,0,LowerReek,1,118264023.55,23726283.6,18463584.51,11612317.11,0.566625,-0.384552,-0.0384678,-1.63268,-0.00329392,-1.43919,-3.66304,-7.71767,0.915234,0.0232982,0.992444,0.0363757,0.00021725,1.91569e-08,1,1702.81,0.566625,-0.384552,0.915234,0.0232982,0.992444,0.0363757,0.00021725,1.91569e-08,1,1702.81
iter-1,0,LowerReek,2,0.0,0.0,0.0,0.0,0.566625,-0.384552,-0.0384678,-1.63268,-0.00329392,-1.43919,-3.66304,-7.71767,0.915234,0.0232982,0.992444,0.0363757,0.00021725,1.91569e-08,1,1702.81,0.566625,-0.384552,0.915234,0.0232982,0.992444,0.0363757,0.00021725,1.91569e-08,1,1702.81
iter-1,1,UpperReek,1,294318477.6,43452782.14,30536569.06,19205389.03,-0.381092,-0.552465,-1.21841,-1.33027,-0.00178452,-1.05699,-3.30822,-8.20121,0.0604769,0.0467441,0.995899,0.0877023,0.000491791,6.29196e-09,1,1705.95,-0.381092,-0.552465,0.0604769,0.0467441,0.995899,0.0877023,0.000491791,6.29196e-09,1,1705.95
iter-1,1,UpperReek,2,0.0,0.0,0.0,0.0,-0.381092,-0.552465,-1.21841,-1.33027,-0.00178452,-1.05699,-3.30822,-8.20121,0.0604769,0.0467441,0.995899,0.0877023,0.000491791,6.29196e-09,1,1705.95,-0.381092,-0.552465,0.0604769,0.0467441,0.995899,0.0877023,0.000491791,6.29196e-09,1,1705.95
iter-1,1,MidReek,1,249393786.75,41718140.7,30537708.62,19206105.73,-0.381092,-0.552465,-1.21841,-1.33027,-0.00178452,-1.05699,-3.30822,-8.20121,0.0604769,0.0467441,0.995899,0.0877023,0.000491791,6.29196e-09,1,1705.95,-0.381092,-0.552465,0.0604769,0.0467441,0.995899,0.0877023,0.000491791,6.29196e-09,1,1705.95
iter-1,1,MidReek,2,0.0,0.0,0.0,0.0,-0.381092,-0.552465,-1.21841,-1.33027,-0.00178452,-1.05699,-3.30822,-8.20121,0.0604769,0.0467441,0.995899,0.0877023,0.000491791,6.29196e-09,1,1705.95,-0.381092,-0.552465,0.0604769,0.0467441,0.995899,0.0877023,0.000491791,6.29196e-09,1,1705.95
iter-1,1,LowerReek,1,127820548.35,23597150.48,17824601.09,11210440.74,-0.381092,-0.552465,-1.21841,-1.33027,-0.00178452,-1.05699,-3.30822,-8.20121,0.0604769,0.0467441,0.995899,0.0877023,0.000491791,6.29196e-09,1,1705.95,-0.381092,-0.552465,0.0604769,0.0467441,0.995899,0.0877023,0.000491791,6.29196e-09,1,1705.95
iter-1,1,LowerReek,2,0.0,0.0,0.0,0.0,-0.381092,-0.552465,-1.21841,-1.33027,-0.00178452,-1.05699,-3.30822,-8.20121,0.0604769,0.0467441,0.995899,0.0877023,0.000491791,6.29196e-09,1,1705.95,-0.381092,-0.552465,0.0604769,0.0467441,0.995899,0.0877023,0.000491791,6.29196e-09,1,1705.95
iter-1,2,UpperReek,1,291367881.83,41824254.78,30536355.66,19205254.79,-0.894188,-0.694939,-0.546575,-3.0467,-0.317349,-1.77955,-3.33286,-8.83391,0.28407,0.000898054,0.481561,0.016613,0.000464668,1.46584e-09,1,1705.19,-0.894188,-0.694939,0.28407,0.000898054,0.481561,0.016613,0.000464668,1.46584e-09,1,1705.19
iter-1,2,UpperReek,2,0.0,0.0,0.0,0.0,-0.894188,-0.694939,-0.546575,-3.0467,-0.317349,-1.77955,-3.33286,-8.83391,0.28407,0.000898054,0.481561,0.016613,0.000464668,1.46584e-09,1,1705.19,-0.894188,-0.694939,0.28407,0.000898054,0.481561,0.016613,0.000464668,1.46584e-09,1,1705.19
iter-1,2,MidReek,1,223788544.15,38021038.43,28151994.7,17705656.74,-0.894188,-0.694939,-0.546575,-3.0467,-0.317349,-1.77955,-3.33286,-8.83391,0.28407,0.000898054,0.481561,0.016613,0.000464668,1.46584e-09,1,1705.19,-0.894188,-0.694939,0.28407,0.000898054,0.481561,0.016613,0.000464668,1.46584e-09,1,1705.19
iter-1,2,MidReek,2,0.0,0.0,0.0,0.0,-0.894188,-0.694939,-0.546575,-3.0467,-0.317349,-1.77955,-3.33286,-8.83391,0.28407,0.000898054,0.481561,0.016613,0.000464668,1.46584e-09,1,1705.19,-0.894188,-0.694939,0.28407,0.000898054,0.481561,0.016613,0.000464668,1.46584e-09,1,1705.19
iter-1,2,LowerReek,1,137352210.17,27613645.89,22283101.0,14014528.7,-0.894188,-0.694939,-0.546575,-3.0467,-0.317349,-1.77955,-3.33286,-8.83391,0.28407,0.000898054,0.481561,0.016613,0.000464668,1.46584e-09,1,1705.19,-0.894188,-0.694939,0.28407,0.000898054,0.481561,0.016613,0.000464668,1.46584e-09,1,1705.19
iter-1,2,LowerReek,2,0.0,0.0,0.0,0.0,-0.894188,-0.694939,-0.546575,-3.0467,-0.317349,-1.77955,-3.33286,-8.83391,0.28407,0.000898054,0.481561,0.016613,0.000464668,1.46584e-09,1,1705.19,-0.894188,-0.694939,0.28407,0.000898054,0.481561,0.016613,0.000464668,1.46584e-09,1,1705.19
iter-1,3,UpperReek,1,279479122.06,41882414.42,30873171.11,19417088.44,-0.689038,-0.384862,-0.0770195,-3.25899,-0.265949,-2.0437,-3.54835,-8.28806,0.837492,0.000550815,0.542064,0.00904276,0.000282913,5.15161e-09,1,1702.67,-0.689038,-0.384862,0.837492,0.000550815,0.542064,0.00904276,0.000282913,5.15161e-09,1,1702.67
iter-1,3,UpperReek,2,0.0,0.0,0.0,0.0,-0.689038,-0.384862,-0.0770195,-3.25899,-0.265949,-2.0437,-3.54835,-8.28806,0.837492,0.000550815,0.542064,0.00904276,0.000282913,5.15161e-09,1,1702.67,-0.689038,-0.384862,0.837492,0.000550815,0.542064,0.00904276,0.000282913,5.15161e-09,1,1702.67
iter-1,3,MidReek,1,201626879.03,34682553.28,26437162.45,16627145.91,-0.689038,-0.384862,-0.0770195,-3.25899,-0.265949,-2.0437,-3.54835,-8.28806,0.837492,0.000550815,0.542064,0.00904276,0.000282913,5.15161e-09,1,1702.67,-0.689038,-0.384862,0.837492,0.000550815,0.542064,0.00904276,0.000282913,5.15161e-09,1,1702.67
iter-1,3,MidReek,2,0.0,0.0,0.0,0.0,-0.689038,-0.384862,-0.0770195,-3.25899,-0.265949,-2.0437,-3.54835,-8.28806,0.837492,0.000550815,0.542064,0.00904276,0.000282913,5.15161e-09,1,1702.67,-0.689038,-0.384862,0.837492,0.000550815,0.542064,0.00904276,0.000282913,5.15161e-09,1,1702.67
iter-1,3,LowerReek,1,134044450.65,27354520.44,22008708.73,13841954.95,-0.689038,-0.384862,-0.0770195,-3.25899,-0.265949,-2.0437,-3.54835,-8.28806,0.837492,0.000550815,0.542064,0.00904276,0.000282913,5.15161e-09,1,1702.67,-0.689038,-0.384862,0.837492,0.000550815,0.542064,0.00904276,0.000282913,5.15161e-09,1,1702.67
iter-1,3,LowerReek,2,0.0,0.0,0.0,0.0,-0.689038,-0.384862,-0.0770195,-3.25899,-0.265949,-2.0437,-3.54835,-8.28806,0.837492,0.000550815,0.542064,0.00904276,0.000282913,5.15161e-09,1,1702.67,-0.689038,-0.384862,0.837492,0.000550815,0.542064,0.00904276,0.000282913,5.15161e-09,1,1702.67
iter-2,7,UpperReek,1,278222481.03,40677706.13,29157781.76,18338227.22,-0.607673,-0.680233,-0.178426,-2.37285,-0.052154,-2.32645,-3.67087,-6.44582,0.663092,0.00423794,0.886841,0.00471569,0.00021337,3.58244e-07,1,1702.72,-0.607673,-0.680233,0.663092,0.00423794,0.886841,0.00471569,0.00021337,3.58244e-07,1,1702.72
iter-2,7,UpperReek,2,0.0,0.0,0.0,0.0,-0.607673,-0.680233,-0.178426,-2.37285,-0.052154,-2.32645,-3.67087,-6.44582,0.663092,0.00423794,0.886841,0.00471569,0.00021337,3.58244e-07,1,1702.72,-0.607673,-0.680233,0.663092,0.00423794,0.886841,0.00471569,0.00021337,3.58244e-07,1,1702.72
iter-2,7,MidReek,1,225287588.4,37813990.03,27862658.82,17523684.49,-0.607673,-0.680233,-0.178426,-2.37285,-0.052154,-2.32645,-3.67087,-6.44582,0.663092,0.00423794,0.886841,0.00471569,0.00021337,3.58244e-07,1,1702.72,-0.607673,-0.680233,0.663092,0.00423794,0.886841,0.00471569,0.00021337,3.58244e-07,1,1702.72
iter-2,7,MidReek,2,0.0,0.0,0.0,0.0,-0.607673,-0.680233,-0.178426,-2.37285,-0.052154,-2.32645,-3.67087,-6.44582,0.663092,0.00423794,0.886841,0.00471569,0.00021337,3.58244e-07,1,1702.72,-0.607673,-0.680233,0.663092,0.00423794,0.886841,0.00471569,0.00021337,3.58244e-07,1,1702.72
iter-2,7,LowerReek,1,128058237.45,25861482.54,20864617.07,13122400.45,-0.607673,-0.680233,-0.178426,-2.37285,-0.052154,-2.32645,-3.67087,-6.44582,0.663092,0.00423794,0.886841,0.00471569,0.00021337,3.58244e-07,1,1702.72,-0.607673,-0.680233,0.663092,0.00423794,0.886841,0.00471569,0.00021337,3.58244e-07,1,1702.72
iter-2,7,LowerReek,2,0.0,0.0,0.0,0.0,-0.607673,-0.680233,-0.178426,-2.37285,-0.052154,-2.32645,-3.67087,-6.44582,0.663092,0.00423794,0.886841,0.00471569,0.00021337,3.58244e-07,1,1702.72,-0.607673,-0.680233,0.663092,0.00423794,0.886841,0.00471569,0.00021337,3.58244e-07,1,1702.72
iter-2,3,UpperReek,1,277550633.47,40298825.63,28975742.49,18223737.12,-0.683935,-0.716484,-0.120804,-2.53546,-0.0899672,-2.63735,-3.73734,-6.06704,0.757175,0.00291432,0.812892,0.0023049,0.000183089,8.56961e-07,1,1702.39,-0.683935,-0.716484,0.757175,0.00291432,0.812892,0.0023049,0.000183089,8.56961e-07,1,1702.39
iter-2,3,UpperReek,2,0.0,0.0,0.0,0.0,-0.683935,-0.716484,-0.120804,-2.53546,-0.0899672,-2.63735,-3.73734,-6.06704,0.757175,0.00291432,0.812892,0.0023049,0.000183089,8.56961e-07,1,1702.39,-0.683935,-0.716484,0.757175,0.00291432,0.812892,0.0023049,0.000183089,8.56961e-07,1,1702.39
iter-2,3,MidReek,1,220440327.76,37758194.33,28191208.27,17730319.38,-0.683935,-0.716484,-0.120804,-2.53546,-0.0899672,-2.63735,-3.73734,-6.06704,0.757175,0.00291432,0.812892,0.0023049,0.000183089,8.56961e-07,1,1702.39,-0.683935,-0.716484,0.757175,0.00291432,0.812892,0.0023049,0.000183089,8.56961e-07,1,1702.39
iter-2,3,MidReek,2,0.0,0.0,0.0,0.0,-0.683935,-0.716484,-0.120804,-2.53546,-0.0899672,-2.63735,-3.73734,-6.06704,0.757175,0.00291432,0.812892,0.0023049,0.000183089,8.56961e-07,1,1702.39,-0.683935,-0.716484,0.757175,0.00291432,0.812892,0.0023049,0.000183089,8.56961e-07,1,1702.39
iter-2,3,LowerReek,1,131647485.4,27869475.49,22590171.25,14207654.64,-0.683935,-0.716484,-0.120804,-2.53546,-0.0899672,-2.63735,-3.73734,-6.06704,0.757175,0.00291432,0.812892,0.0023049,0.000183089,8.56961e-07,1,1702.39,-0.683935,-0.716484,0.757175,0.00291432,0.812892,0.0023049,0.000183089,8.56961e-07,1,1702.39
iter-2,3,LowerReek,2,0.0,0.0,0.0,0.0,-0.683935,-0.716484,-0.120804,-2.53546,-0.0899672,-2.63735,-3.73734,-6.06704,0.757175,0.00291432,0.812892,0.0023049,0.000183089,8.56961e-07,1,1702.39,-0.683935,-0.716484,0.757175,0.00291432,0.812892,0.0023049,0.000183089,8.56961e-07,1,1702.39
iter-2,5,UpperReek,1,278704057.75,40503074.51,29252289.17,18397665.84,-0.674206,-0.720486,-0.157877,-2.51238,-0.089919,-2.58102,-3.74581,-6.09718,0.695221,0.0030734,0.812982,0.00262409,0.000179553,7.99508e-07,1,1702.61,-0.674206,-0.720486,0.695221,0.0030734,0.812982,0.00262409,0.000179553,7.99508e-07,1,1702.61
iter-2,5,UpperReek,2,0.0,0.0,0.0,0.0,-0.674206,-0.720486,-0.157877,-2.51238,-0.089919,-2.58102,-3.74581,-6.09718,0.695221,0.0030734,0.812982,0.00262409,0.000179553,7.99508e-07,1,1702.61,-0.674206,-0.720486,0.695221,0.0030734,0.812982,0.00262409,0.000179553,7.99508e-07,1,1702.61
iter-2,5,MidReek,1,222296086.78,37580533.45,27772254.82,17466826.63,-0.674206,-0.720486,-0.157877,-2.51238,-0.089919,-2.58102,-3.74581,-6.09718,0.695221,0.0030734,0.812982,0.00262409,0.000179553,7.99508e-07,1,1702.61,-0.674206,-0.720486,0.695221,0.0030734,0.812982,0.00262409,0.000179553,7.99508e-07,1,1702.61
iter-2,5,MidReek,2,0.0,0.0,0.0,0.0,-0.674206,-0.720486,-0.157877,-2.51238,-0.089919,-2.58102,-3.74581,-6.09718,0.695221,0.0030734,0.812982,0.00262409,0.000179553,7.99508e-07,1,1702.61,-0.674206,-0.720486,0.695221,0.0030734,0.812982,0.00262409,0.000179553,7.99508e-07,1,1702.61
iter-2,5,LowerReek,1,129704806.24,26937480.28,21722990.44,13662257.91,-0.674206,-0.720486,-0.157877,-2.51238,-0.089919,-2.58102,-3.74581,-6.09718,0.695221,0.0030734,0.812982,0.00262409,0.000179553,7.99508e-07,1,1702.61,-0.674206,-0.720486,0.695221,0.0030734,0.812982,0.00262409,0.000179553,7.99508e-07,1,1702.61
iter-2,5,LowerReek,2,0.0,0.0,0.0,0.0,-0.674206,-0.720486,-0.157877,-2.51238,-0.089919,-2.58102,-3.74581,-6.09718,0.695221,0.0030734,0.812982,0.00262409,0.000179553,7.99508e-07,1,1702.61,-0.674206,-0.720486,0.695221,0.0030734,0.812982,0.00262409,0.000179553,7.99508e-07,1,1702.61
iter-2,1,UpperReek,1,278291523.42,41144229.9,29638243.92,18640404.67,-0.73154,-0.688101,-0.151867,-2.77293,-0.152339,-2.48324,-3.69283,-6.6412,0.704909,0.00168684,0.704144,0.00328669,0.000202847,2.28457e-07,1,1702.65,-0.73154,-0.688101,0.704909,0.00168684,0.704144,0.00328669,0.000202847,2.28457e-07,1,1702.65
iter-2,1,UpperReek,2,0.0,0.0,0.0,0.0,-0.73154,-0.688101,-0.151867,-2.77293,-0.152339,-2.48324,-3.69283,-6.6412,0.704909,0.00168684,0.704144,0.00328669,0.000202847,2.28457e-07,1,1702.65,-0.73154,-0.688101,0.704909,0.00168684,0.704144,0.00328669,0.000202847,2.28457e-07,1,1702.65
iter-2,1,MidReek,1,218183802.37,37062747.73,27580690.71,17346346.07,-0.73154,-0.688101,-0.151867,-2.77293,-0.152339,-2.48324,-3.69283,-6.6412,0.704909,0.00168684,0.704144,0.00328669,0.000202847,2.28457e-07,1,1702.65,-0.73154,-0.688101,0.704909,0.00168684,0.704144,0.00328669,0.000202847,2.28457e-07,1,1702.65
iter-2,1,MidReek,2,0.0,0.0,0.0,0.0,-0.73154,-0.688101,-0.151867,-2.77293,-0.152339,-2.48324,-3.69283,-6.6412,0.704909,0.00168684,0.704144,0.00328669,0.000202847,2.28457e-07,1,1702.65,-0.73154,-0.688101,0.704909,0.00168684,0.704144,0.00328669,0.000202847,2.28457e-07,1,1702.65
iter-2,1,LowerReek,1,134013421.41,27581613.94,22033407.7,13857488.89,-0.73154,-0.688101,-0.151867,-2.77293,-0.152339,-2.48324,-3.69283,-6.6412,0.704909,0.00168684,0.704144,0.00328669,0.000202847,2.28457e-07,1,1702.65,-0.73154,-0.688101,0.704909,0.00168684,0.704144,0.00328669,0.000202847,2.28457e-07,1,1702.65
iter-2,1,LowerReek,2,0.0,0.0,0.0,0.0,-0.73154,-0.688101,-0.151867,-2.77293,-0.152339,-2.48324,-3.69283,-6.6412,0.704909,0.00168684,0.704144,0.00328669,0.000202847,2.28457e-07,1,1702.65,-0.73154,-0.688101,0.704909,0.00168684,0.704144,0.00328669,0.000202847,2.28457e-07,1,1702.65
iter-2,0,UpperReek,1,276489578.95,39709966.07,28272481.57,17781434.66,-0.719257,-0.652155,-0.223454,-2.68226,-0.0978239,-2.30853,-3.6453,-6.66765,0.597787,0.00207846,0.798318,0.00491436,0.000226309,2.14958e-07,1,1702.63,-0.719257,-0.652155,0.597787,0.00207846,0.798318,0.00491436,0.000226309,2.14958e-07,1,1702.63
iter-2,0,UpperReek,2,0.0,0.0,0.0,0.0,-0.719257,-0.652155,-0.223454,-2.68226,-0.0978239,-2.30853,-3.6453,-6.66765,0.597787,0.00207846,0.798318,0.00491436,0.000226309,2.14958e-07,1,1702.63,-0.719257,-0.652155,0.597787,0.00207846,0.798318,0.00491436,0.000226309,2.14958e-07,1,1702.63
