WELLMODEL,DEPTH,PRESSURE,CONBPRES,SWAT,CONIDX,DATE,CONKPOS,CONJPOS,WELL,DRAWDOWN,CONIPOS,SGAS
STANDARD,1680.0413818359375,303.3990173339844,303.3990173339844,1.0,22,2018-01-01,28,29,R_A2,0,22,0.0
STANDARD,1681.8131103515625,303.8453674316406,303.8453674316406,1.0,23,2018-01-01,29,29,R_A2,0,22,0.0
STANDARD,1683.584716796875,304.01324462890625,304.01324462890625,1.0,24,2018-01-01,30,29,R_A2,0,22,0.0
STANDARD,1598.5660400390625,297.9359130859375,297.9359130859375,0.6481541991233826,1,2018-01-01,1,41,R_A3,0,29,0.0
STANDARD,1600.815185546875,298.0866394042969,298.0866394042969,0.11823459714651108,2,2018-01-01,2,41,R_A3,0,29,0.0
STANDARD,1603.064453125,298.23736572265625,298.23736572265625,0.16164754331111908,3,2018-01-01,3,41,R_A3,0,29,0.0
STANDARD,1605.313720703125,298.3880920410156,298.3880920410156,0.356747031211853,4,2018-01-01,4,41,R_A3,0,29,0.0
STANDARD,1607.56298828125,298.538818359375,298.538818359375,0.7996018528938293,5,2018-01-01,5,41,R_A3,0,29,0.0
STANDARD,1609.8121337890625,298.6895446777344,298.6895446777344,0.6481541991233826,6,2018-01-01,6,41,R_A3,0,29,0.0
STANDARD,1612.0614013671875,298.8403015136719,298.8403015136719,0.19295814633369446,7,2018-01-01,7,41,R_A3,0,29,0.0
STANDARD,1614.310546875,298.9910583496094,298.9910583496094,0.194929301738739,8,2018-01-01,8,41,R_A3,0,29,0.0
STANDARD,1616.5596923828125,299.1418151855469,299.1418151855469,0.7927847504615784,9,2018-01-01,9,41,R_A3,0,29,0.0
STANDARD,1618.8089599609375,299.2925720214844,299.2925720214844,0.14694106578826904,10,2018-01-01,10,41,R_A3,0,29,0.0
STANDARD,1621.009033203125,299.4400329589844,299.4400329589844,0.047167908400297165,11,2018-01-01,11,41,R_A3,0,29,0.0
STANDARD,1623.16015625,299.584228515625,299.584228515625,0.05183606594800949,12,2018-01-01,12,41,R_A3,0,29,0.0
STANDARD,1625.311279296875,299.7284240722656,299.7284240722656,0.19611923396587372,13,2018-01-01,13,41,R_A3,0,29,0.0
STANDARD,1627.46240234375,299.8726501464844,299.8726501464844,0.27050748467445374,14,2018-01-01,14,41,R_A3,0,29,0.0
STANDARD,1629.6134033203125,300.016845703125,300.016845703125,0.35408321022987366,15,2018-01-01,15,41,R_A3,0,29,0.0
STANDARD,1631.720458984375,300.1581115722656,300.1581115722656,0.793394923210144,16,2018-01-01,16,41,R_A3,0,29,0.0
STANDARD,1632.995361328125,300.24359130859375,300.24359130859375,0.7796659469604492,17,2018-01-01,17,41,R_A3,0,29,0.0
STANDARD,1635.0694580078125,300.38262939453125,300.38262939453125,1.0,18,2018-01-01,26,41,R_A3,0,29,0.0
STANDARD,1638.730712890625,300.62811279296875,300.62811279296875,0.04317212849855423,19,2018-01-01,27,41,R_A3,0,29,0.0
STANDARD,1642.3919677734375,300.8736267089844,300.8736267089844,0.052535250782966614,20,2018-01-01,28,41,R_A3,0,29,0.0
STANDARD,1646.05322265625,301.119140625,301.119140625,0.8095017671585083,21,2018-01-01,29,41,R_A3,0,29,0.0
STANDARD,1649.71435546875,301.3646545410156,301.3646545410156,0.17184604704380035,22,2018-01-01,30,41,R_A3,0,29,0.0
STANDARD,1632.066162109375,300.1812744140625,300.1812744140625,0.04939893260598183,1,2018-01-01,1,52,R_A4,0,30,0.0
STANDARD,1627.2611083984375,299.859130859375,299.859130859375,0.04761364683508873,2,2018-01-01,1,52,R_A4,0,31,0.0
STANDARD,1629.29443359375,299.9954528808594,299.9954528808594,0.050046712160110474,3,2018-01-01,2,52,R_A4,0,31,0.0
STANDARD,1631.3277587890625,300.13177490234375,300.13177490234375,0.05070261284708977,4,2018-01-01,3,52,R_A4,0,31,0.0
STANDARD,1633.361083984375,300.2680969238281,300.2680969238281,0.0534038320183754,5,2018-01-01,4,52,R_A4,0,31,0.0
STANDARD,1631.658935546875,300.15399169921875,300.15399169921875,0.05261930450797081,6,2018-01-01,4,52,R_A4,0,32,0.0
STANDARD,1633.519287109375,300.2787170410156,300.2787170410156,0.06823579967021942,7,2018-01-01,5,52,R_A4,0,32,0.0
STANDARD,1637.15185546875,300.52227783203125,300.52227783203125,0.05552008002996445,8,2018-01-01,5,51,R_A4,0,32,0.0
STANDARD,1635.31494140625,300.39910888671875,300.39910888671875,0.05523242428898811,9,2018-01-01,4,51,R_A4,0,32,0.0
STANDARD,1636.2557373046875,300.4621887207031,300.4621887207031,0.057688865810632706,10,2018-01-01,4,51,R_A4,0,33,0.0
STANDARD,1642.810302734375,300.90167236328125,300.90167236328125,0.05812174454331398,11,2018-01-01,4,50,R_A4,0,33,0.0
STANDARD,1640.677001953125,300.7586364746094,300.7586364746094,0.05981651321053505,12,2018-01-01,4,50,R_A4,0,34,0.0
STANDARD,1639.2420654296875,300.66241455078125,300.66241455078125,0.05694844573736191,13,2018-01-01,4,50,R_A4,0,35,0.0
STANDARD,1637.407470703125,300.5393981933594,300.5393981933594,0.07319246977567673,14,2018-01-01,3,50,R_A4,0,35,0.0
STANDARD,1642.7769775390625,300.8994445800781,300.8994445800781,0.07985159754753113,15,2018-01-01,3,49,R_A4,0,35,0.0
STANDARD,1639.8319091796875,300.70196533203125,300.70196533203125,0.049012232571840286,16,2018-01-01,29,49,R_A4,0,36,0.0
STANDARD,1642.571044921875,300.8856506347656,300.8856506347656,0.1763412058353424,17,2018-01-01,29,48,R_A4,0,36,0.0
STANDARD,1646.0633544921875,301.11981201171875,301.11981201171875,0.05498092249035835,18,2018-01-01,29,48,R_A4,0,37,0.0
STANDARD,1646.75390625,301.1661376953125,301.1661376953125,0.0552268922328949,19,2018-01-01,29,48,R_A4,0,38,0.0
STANDARD,1655.0130615234375,301.72003173828125,301.72003173828125,0.06041362136602402,20,2018-01-01,29,47,R_A4,0,38,0.0
STANDARD,1660.4525146484375,302.0848693847656,302.0848693847656,0.13755753636360168,21,2018-01-01,30,47,R_A4,0,38,0.0
STANDARD,1684.9949951171875,303.8410949707031,303.8410949707031,1.0,1,2018-01-01,1,20,R_A5,0,31,0.0
STANDARD,1687.10546875,304.04107666015625,304.04107666015625,1.0,2,2018-01-01,2,20,R_A5,0,31,0.0
STANDARD,1689.2158203125,304.2410888671875,304.2410888671875,1.0,3,2018-01-01,3,20,R_A5,0,31,0.0
STANDARD,1691.3262939453125,304.4410705566406,304.4410705566406,1.0,4,2018-01-01,4,20,R_A5,0,31,0.0
STANDARD,1693.436767578125,304.6410827636719,304.6410827636719,1.0,5,2018-01-01,5,20,R_A5,0,31,0.0
STANDARD,1695.54736328125,304.8410949707031,304.8410949707031,1.0,6,2018-01-01,6,20,R_A5,0,31,0.0
STANDARD,1697.6578369140625,305.34686279296875,305.34686279296875,1.0,7,2018-01-01,7,20,R_A5,0,31,0.0
STANDARD,1699.768310546875,305.546875,305.546875,1.0,8,2018-01-01,8,20,R_A5,0,31,0.0
STANDARD,1698.9000244140625,305.464599609375,305.464599609375,1.0,9,2018-01-01,10,21,R_A5,0,31,0.0
STANDARD,1701.046630859375,305.36236572265625,305.36236572265625,1.0,10,2018-01-01,11,21,R_A5,0,31,0.0
STANDARD,1703.02685546875,305.5500183105469,305.5500183105469,1.0,11,2018-01-01,12,21,R_A5,0,31,0.0
STANDARD,1705.0072021484375,305.7496643066406,305.7496643066406,1.0,12,2018-01-01,13,21,R_A5,0,31,0.0
STANDARD,1706.987548828125,305.9373474121094,305.9373474121094,1.0,13,2018-01-01,14,21,R_A5,0,31,0.0
STANDARD,1708.9677734375,306.1250305175781,306.1250305175781,1.0,14,2018-01-01,15,21,R_A5,0,31,0.0
STANDARD,1710.9481201171875,306.45770263671875,306.45770263671875,1.0,15,2018-01-01,16,21,R_A5,0,31,0.0
STANDARD,1712.928466796875,306.6453857421875,306.6453857421875,1.0,16,2018-01-01,17,21,R_A5,0,31,0.0
STANDARD,1714.3338623046875,306.7785949707031,306.7785949707031,1.0,17,2018-01-01,18,21,R_A5,0,31,0.0
STANDARD,1714.957275390625,306.8376770019531,306.8376770019531,1.0,18,2018-01-01,19,21,R_A5,0,31,0.0
STANDARD,1716.2855224609375,306.80645751953125,306.80645751953125,1.0,19,2018-01-01,26,21,R_A5,0,31,0.0
STANDARD,1718.525634765625,307.3245544433594,307.3245544433594,1.0,20,2018-01-01,27,21,R_A5,0,31,0.0
STANDARD,1720.765869140625,307.536865234375,307.536865234375,1.0,21,2018-01-01,28,21,R_A5,0,31,0.0
STANDARD,1723.006103515625,307.7491760253906,307.7491760253906,1.0,22,2018-01-01,29,21,R_A5,0,31,0.0
STANDARD,1725.24609375,307.96148681640625,307.96148681640625,1.0,23,2018-01-01,30,21,R_A5,0,31,0.0
STANDARD,1694.3917236328125,305.037353515625,305.037353515625,1.0,1,2018-01-01,1,42,R_A6,0,17,0.0
STANDARD,1695.9259033203125,305.1827392578125,305.1827392578125,1.0,2,2018-01-01,2,42,R_A6,0,17,0.0
STANDARD,1697.460205078125,305.3281555175781,305.3281555175781,1.0,3,2018-01-01,3,42,R_A6,0,17,0.0
STANDARD,1698.994384765625,305.4735412597656,305.4735412597656,1.0,4,2018-01-01,4,42,R_A6,0,17,0.0
STANDARD,1700.5286865234375,305.6189270019531,305.6189270019531,1.0,5,2018-01-01,5,42,R_A6,0,17,0.0
STANDARD,1702.0628662109375,305.76434326171875,305.76434326171875,1.0,6,2018-01-01,6,42,R_A6,0,17,0.0
STANDARD,1703.5970458984375,305.6106872558594,305.6106872558594,1.0,7,2018-01-01,7,42,R_A6,0,17,0.0
STANDARD,1705.13134765625,305.7560729980469,305.7560729980469,1.0,8,2018-01-01,8,42,R_A6,0,17,0.0
STANDARD,1706.66552734375,306.2005310058594,306.2005310058594,1.0,9,2018-01-01,9,42,R_A6,0,17,0.0
STANDARD,1708.1998291015625,306.0401306152344,306.0401306152344,1.0,10,2018-01-01,10,42,R_A6,0,17,0.0
STANDARD,1710.0931396484375,306.2196960449219,306.2196960449219,1.0,11,2018-01-01,11,42,R_A6,0,17,0.0
STANDARD,1712.3455810546875,306.43316650390625,306.43316650390625,1.0,12,2018-01-01,12,42,R_A6,0,17,0.0
STANDARD,1714.59814453125,306.65863037109375,306.65863037109375,1.0,13,2018-01-01,13,42,R_A6,0,17,0.0
STANDARD,1716.8505859375,306.8721008300781,306.8721008300781,1.0,14,2018-01-01,14,42,R_A6,0,17,0.0
STANDARD,1719.10302734375,307.0855712890625,307.0855712890625,1.0,15,2018-01-01,15,42,R_A6,0,17,0.0
STANDARD,1721.3555908203125,307.4440612792969,307.4440612792969,1.0,16,2018-01-01,16,42,R_A6,0,17,0.0
STANDARD,1723.6080322265625,307.65753173828125,307.65753173828125,1.0,17,2018-01-01,17,42,R_A6,0,17,0.0
STANDARD,1725.255126953125,307.81365966796875,307.81365966796875,1.0,18,2018-01-01,18,42,R_A6,0,17,0.0
STANDARD,1726.630615234375,307.78692626953125,307.78692626953125,1.0,19,2018-01-01,26,42,R_A6,0,17,0.0
STANDARD,1728.33984375,308.25469970703125,308.25469970703125,1.0,20,2018-01-01,27,42,R_A6,0,17,0.0
STANDARD,1730.04931640625,308.4167175292969,308.4167175292969,1.0,21,2018-01-01,28,42,R_A6,0,17,0.0
STANDARD,1731.7586669921875,308.5787353515625,308.5787353515625,1.0,22,2018-01-01,29,42,R_A6,0,17,0.0
STANDARD,1733.468017578125,308.4349670410156,308.4349670410156,1.0,23,2018-01-01,30,42,R_A6,0,17,0.0
STANDARD,1640.4217529296875,297.7159118652344,297.7159118652344,0.052608802914619446,1,2018-03-01,1,30,R_A2,0,22,0.0
STANDARD,1642.19482421875,297.834716796875,297.834716796875,0.05469533056020737,2,2018-03-01,2,30,R_A2,0,22,0.0
STANDARD,1643.9678955078125,297.9534912109375,297.9534912109375,0.058027200400829315,3,2018-03-01,3,30,R_A2,0,22,0.0
STANDARD,1645.7408447265625,298.072265625,298.072265625,0.062308549880981445,4,2018-03-01,4,30,R_A2,0,22,0.0
STANDARD,1647.513916015625,298.1910400390625,298.1910400390625,0.06667246669530869,5,2018-03-01,5,30,R_A2,0,22,0.0
STANDARD,1649.2869873046875,298.3188781738281,298.3188781738281,0.31601402163505554,6,2018-03-01,6,30,R_A2,0,22,0.0
STANDARD,1651.06005859375,298.4597473144531,298.4597473144531,0.8739153146743774,7,2018-03-01,7,30,R_A2,0,22,0.0
STANDARD,1652.8331298828125,298.59942626953125,298.59942626953125,0.8526373505592346,8,2018-03-01,8,30,R_A2,0,22,0.0
STANDARD,1654.606201171875,299.169921875,299.169921875,0.8820614814758301,9,2018-03-01,9,30,R_A2,0,22,0.0
STANDARD,1656.379150390625,299.57208251953125,299.57208251953125,0.8928642868995667,10,2018-03-01,10,30,R_A2,0,22,0.0
STANDARD,1658.274169921875,299.7023620605469,299.7023620605469,0.06802184134721756,11,2018-03-01,11,30,R_A2,0,22,0.0
STANDARD,1660.2911376953125,299.8376159667969,299.8376159667969,0.06956949084997177,12,2018-03-01,12,30,R_A2,0,22,0.0
STANDARD,1662.30810546875,299.9737243652344,299.9737243652344,0.43469423055648804,13,2018-03-01,13,30,R_A2,0,22,0.0
STANDARD,1664.3250732421875,300.1105651855469,300.1105651855469,0.46535181999206543,14,2018-03-01,14,30,R_A2,0,22,0.0
STANDARD,1666.342041015625,300.2515563964844,300.2515563964844,0.9007225632667542,15,2018-03-01,15,30,R_A2,0,22,0.0
STANDARD,1668.3590087890625,300.390625,300.390625,0.9239760637283325,16,2018-03-01,16,30,R_A2,0,22,0.0
STANDARD,1670.3759765625,300.5294494628906,300.5294494628906,0.886196494102478,17,2018-03-01,17,30,R_A2,0,22,0.0
STANDARD,1672.686279296875,300.8238830566406,300.8238830566406,0.8972041010856628,18,2018-03-01,17,29,R_A2,0,22,0.0
STANDARD,1674.6446533203125,300.9548645019531,300.9548645019531,0.9611091017723083,19,2018-03-01,18,29,R_A2,0,22,0.0
STANDARD,1676.498046875,302.8618469238281,302.8618469238281,0.9999998211860657,20,2018-03-01,26,29,R_A2,0,22,-1.973500829421937e-08
STANDARD,1678.2696533203125,302.7958984375,302.7958984375,1.0,21,2018-03-01,27,29,R_A2,0,22,-8.618992225115606e-15
STANDARD,1680.0413818359375,302.3456726074219,302.3456726074219,1.0,22,2018-03-01,28,29,R_A2,0,22,-1.08368466923605e-13
STANDARD,1681.8131103515625,302.1176452636719,302.1176452636719,1.0,23,2018-03-01,29,29,R_A2,0,22,-2.2287779261054297e-12
STANDARD,1683.584716796875,302.1739501953125,302.1739501953125,0.9999940395355225,24,2018-03-01,30,29,R_A2,0,22,0.0
STANDARD,1684.9949951171875,276.5416564941406,276.5416564941406,1.0,1,2018-04-28,1,20,R_A5,0,31,-2.9544405116821437e-12
STANDARD,1687.10546875,276.74151611328125,276.74151611328125,1.0,2,2018-04-28,2,20,R_A5,0,31,-3.557955145783165e-12
STANDARD,1689.2158203125,276.9413757324219,276.9413757324219,1.0,3,2018-04-28,3,20,R_A5,0,31,-3.5480303590962325e-12
STANDARD,1691.3262939453125,277.1410217285156,277.1410217285156,1.0,4,2018-04-28,4,20,R_A5,0,31,-3.6378281029897375e-12
STANDARD,1693.436767578125,277.34075927734375,277.34075927734375,1.0,5,2018-04-28,5,20,R_A5,0,31,-2.953146841649934e-12
STANDARD,1695.54736328125,277.5408935546875,277.5408935546875,1.0,6,2018-04-28,6,20,R_A5,0,31,-2.7053552540540204e-12
STANDARD,1697.6578369140625,278.05792236328125,278.05792236328125,1.0,7,2018-04-28,7,20,R_A5,0,31,-6.202639991252992e-14
STANDARD,1699.768310546875,278.5300598144531,278.5300598144531,1.0,8,2018-04-28,8,20,R_A5,0,31,-1.5329522658311286e-14
STANDARD,1698.9000244140625,278.904052734375,278.904052734375,1.0,9,2018-04-28,10,21,R_A5,0,31,-2.972524570238333e-13
STANDARD,1701.046630859375,275.6768798828125,275.6768798828125,1.0,10,2018-04-28,11,21,R_A5,0,31,-2.9172806531585493e-11
STANDARD,1703.02685546875,275.8648681640625,275.8648681640625,1.0,11,2018-04-28,12,21,R_A5,0,31,-2.3410440253002207e-11
STANDARD,1705.0072021484375,276.0666809082031,276.0666809082031,1.0,12,2018-04-28,13,21,R_A5,0,31,-1.7138617998749273e-12
STANDARD,1706.987548828125,276.2579040527344,276.2579040527344,1.0,13,2018-04-28,14,21,R_A5,0,31,-2.341777813330559e-12
STANDARD,1708.9677734375,276.45068359375,276.45068359375,1.0,14,2018-04-28,15,21,R_A5,0,31,-8.398745024104648e-13
STANDARD,1710.9481201171875,276.8509521484375,276.8509521484375,1.0,15,2018-04-28,16,21,R_A5,0,31,-1.1393493028373503e-13
STANDARD,1712.928466796875,277.1664733886719,277.1664733886719,1.0,16,2018-04-28,17,21,R_A5,0,31,-1.2785646564920927e-13
STANDARD,1714.3338623046875,277.3810119628906,277.3810119628906,1.0,17,2018-04-28,18,21,R_A5,0,31,-1.2612197256619412e-13
STANDARD,1714.957275390625,277.46588134765625,277.46588134765625,1.0,18,2018-04-28,19,21,R_A5,0,31,0.0
STANDARD,1716.2855224609375,283.9781188964844,283.9781188964844,1.0,19,2018-04-28,26,21,R_A5,0,31,-1.620964376180395e-13
STANDARD,1718.525634765625,284.560791015625,284.560791015625,1.0,20,2018-04-28,27,21,R_A5,0,31,-1.043133678393926e-13
STANDARD,1720.765869140625,295.887451171875,295.887451171875,1.0,21,2018-04-28,28,21,R_A5,0,31,-1.9259582244195993e-20
STANDARD,1723.006103515625,304.1170349121094,304.1170349121094,1.0,22,2018-04-28,29,21,R_A5,0,31,-1.1749470238343614e-23
STANDARD,1725.24609375,306.8363952636719,306.8363952636719,1.0,23,2018-04-28,30,21,R_A5,0,31,-1.9659264248771056e-25
STANDARD,1598.5660400390625,284.2394104003906,284.2394104003906,0.6497599482536316,1,2018-07-03,1,41,R_A3,0,29,0.0
STANDARD,1600.815185546875,284.3988952636719,284.3988952636719,0.11859533935785294,2,2018-07-03,2,41,R_A3,0,29,0.0
STANDARD,1603.064453125,284.54925537109375,284.54925537109375,0.16245268285274506,3,2018-07-03,3,41,R_A3,0,29,0.0
STANDARD,1605.313720703125,284.7480773925781,284.7480773925781,0.35785016417503357,4,2018-07-03,4,41,R_A3,0,29,0.0
STANDARD,1607.56298828125,285.0309753417969,285.0309753417969,0.7967393398284912,5,2018-07-03,5,41,R_A3,0,29,0.0
STANDARD,1609.8121337890625,285.18719482421875,285.18719482421875,0.6493303179740906,6,2018-07-03,6,41,R_A3,0,29,0.0
STANDARD,1612.0614013671875,285.36175537109375,285.36175537109375,0.19351886212825775,7,2018-07-03,7,41,R_A3,0,29,0.0
STANDARD,1614.310546875,285.5121154785156,285.5121154785156,0.19575339555740356,8,2018-07-03,8,41,R_A3,0,29,0.0
STANDARD,1616.5596923828125,285.7254943847656,285.7254943847656,0.7919436693191528,9,2018-07-03,9,41,R_A3,0,29,0.0
STANDARD,1618.8089599609375,285.8763427734375,285.8763427734375,0.1473444104194641,10,2018-07-03,10,41,R_A3,0,29,0.0
STANDARD,1621.009033203125,289.4125061035156,289.4125061035156,0.0472194105386734,11,2018-07-03,11,41,R_A3,0,29,0.0
STANDARD,1623.16015625,289.5563659667969,289.5563659667969,0.051886774599552155,12,2018-07-03,12,41,R_A3,0,29,0.0
STANDARD,1625.311279296875,289.7007141113281,289.7007141113281,0.19628261029720306,13,2018-07-03,13,41,R_A3,0,29,0.0
STANDARD,1627.46240234375,289.8451843261719,289.8451843261719,0.27077892422676086,14,2018-07-03,14,41,R_A3,0,29,0.0
STANDARD,1629.6134033203125,290.17657470703125,290.17657470703125,0.3554866313934326,15,2018-07-03,15,41,R_A3,0,29,0.0
STANDARD,1631.720458984375,290.5525207519531,290.5525207519531,0.792796790599823,16,2018-07-03,16,41,R_A3,0,29,0.0
STANDARD,1632.995361328125,290.6392822265625,290.6392822265625,0.7790746688842773,17,2018-07-03,17,41,R_A3,0,29,0.0
STANDARD,1635.0694580078125,291.0910339355469,291.0910339355469,0.9999998211860657,18,2018-07-03,26,41,R_A3,0,29,-1.3576425317296525e-08
STANDARD,1638.730712890625,287.2308044433594,287.2308044433594,0.04341871663928032,19,2018-07-03,27,41,R_A3,0,29,0.0
STANDARD,1642.3919677734375,287.4754943847656,287.4754943847656,0.05267850309610367,20,2018-07-03,28,41,R_A3,0,29,0.0
STANDARD,1646.05322265625,291.48089599609375,291.48089599609375,0.8089467287063599,21,2018-07-03,29,41,R_A3,0,29,0.0
STANDARD,1649.71435546875,287.88677978515625,287.88677978515625,0.17190006375312805,22,2018-07-03,30,41,R_A3,0,29,0.0
STANDARD,1632.066162109375,279.2605285644531,279.2605285644531,0.04950791969895363,1,2018-09-12,1,52,R_A4,0,30,0.0
STANDARD,1627.2611083984375,278.9695739746094,278.9695739746094,0.04771462082862854,2,2018-09-12,1,52,R_A4,0,31,0.0
STANDARD,1629.29443359375,279.10516357421875,279.10516357421875,0.050149958580732346,3,2018-09-12,2,52,R_A4,0,31,0.0
STANDARD,1631.3277587890625,279.2407531738281,279.2407531738281,0.05081287771463394,4,2018-09-12,3,52,R_A4,0,31,0.0
STANDARD,1633.361083984375,279.3763427734375,279.3763427734375,0.05351065471768379,5,2018-09-12,4,52,R_A4,0,31,0.0
STANDARD,1631.658935546875,279.2844543457031,279.2844543457031,0.05272836610674858,6,2018-09-12,4,52,R_A4,0,32,0.0
STANDARD,1633.519287109375,279.4084167480469,279.4084167480469,0.06842674314975739,7,2018-09-12,5,52,R_A4,0,32,0.0
STANDARD,1637.15185546875,279.6014709472656,279.6014709472656,0.05561244115233421,8,2018-09-12,5,51,R_A4,0,32,0.0
STANDARD,1635.31494140625,279.4790954589844,279.4790954589844,0.055317845195531845,9,2018-09-12,4,51,R_A4,0,32,0.0
STANDARD,1636.2557373046875,279.5801086425781,279.5801086425781,0.05780426785349846,10,2018-09-12,4,51,R_A4,0,33,0.0
STANDARD,1642.810302734375,279.9734802246094,279.9734802246094,0.058257829397916794,11,2018-09-12,4,50,R_A4,0,33,0.0
STANDARD,1640.677001953125,279.8704833984375,279.8704833984375,0.06009890139102936,12,2018-09-12,4,50,R_A4,0,34,0.0
STANDARD,1639.2420654296875,279.804931640625,279.804931640625,0.05713341757655144,13,2018-09-12,4,50,R_A4,0,35,0.0
STANDARD,1637.407470703125,279.68255615234375,279.68255615234375,0.07341685891151428,14,2018-09-12,3,50,R_A4,0,35,0.0
STANDARD,1642.7769775390625,280.01123046875,280.01123046875,0.08000645786523819,15,2018-09-12,3,49,R_A4,0,35,0.0
STANDARD,1639.8319091796875,278.9269104003906,278.9269104003906,0.049390729516744614,16,2018-09-12,29,49,R_A4,0,36,0.0
STANDARD,1642.571044921875,278.9486999511719,278.9486999511719,0.17414645850658417,17,2018-09-12,29,48,R_A4,0,36,0.0
STANDARD,1646.0633544921875,279.3493347167969,279.3493347167969,0.055511824786663055,18,2018-09-12,29,48,R_A4,0,37,0.0
STANDARD,1646.75390625,279.54779052734375,279.54779052734375,0.055282559245824814,19,2018-09-12,29,48,R_A4,0,38,0.0
STANDARD,1655.0130615234375,279.9620361328125,279.9620361328125,0.06188296154141426,20,2018-09-12,29,47,R_A4,0,38,0.0
STANDARD,1660.4525146484375,280.32550048828125,280.32550048828125,0.13784681260585785,21,2018-09-12,30,47,R_A4,0,38,0.0
STANDARD,1694.3917236328125,277.043701171875,277.043701171875,1.0,1,2018-11-07,1,42,R_A6,0,17,-9.067450783273312e-12
STANDARD,1695.9259033203125,277.18798828125,277.18798828125,1.0,2,2018-11-07,2,42,R_A6,0,17,-2.5943318673893323e-12
STANDARD,1697.460205078125,277.33038330078125,277.33038330078125,1.0,3,2018-11-07,3,42,R_A6,0,17,-1.6840088351566251e-12
STANDARD,1698.994384765625,277.4695739746094,277.4695739746094,1.0,4,2018-11-07,4,42,R_A6,0,17,-1.1821283969065677e-12
STANDARD,1700.5286865234375,277.6070251464844,277.6070251464844,1.0,5,2018-11-07,5,42,R_A6,0,17,-1.674799079802447e-12
STANDARD,1702.0628662109375,277.7463684082031,277.7463684082031,1.0,6,2018-11-07,6,42,R_A6,0,17,-3.621744831122653e-12
STANDARD,1703.5970458984375,277.58984375,277.58984375,1.0,7,2018-11-07,7,42,R_A6,0,17,-1.3817140487315527e-10
STANDARD,1705.13134765625,277.7332458496094,277.7332458496094,1.0,8,2018-11-07,8,42,R_A6,0,17,-1.0753335027979816e-10
STANDARD,1706.66552734375,278.1702880859375,278.1702880859375,1.0,9,2018-11-07,9,42,R_A6,0,17,-4.9602431537176805e-12
STANDARD,1708.1998291015625,277.990966796875,277.990966796875,1.0,10,2018-11-07,10,42,R_A6,0,17,-8.690146935386167e-10
STANDARD,1710.0931396484375,281.30963134765625,281.30963134765625,1.0,11,2018-11-07,11,42,R_A6,0,17,4.302274508871662e-11
