DEPTH,SGAS,CONKPOS,WELL,CONIDX,CONBPRES,CONJPOS,CONIPOS,DRAWDOWN,DATE,PRESSURE,WELLMODEL,SWAT
1630.927490234375,0.0,1,R_A4,1,300.082275390625,52,30,0,2018-01-01,300.082275390625,STANDARD,0.05210880562663078
1625.1273193359375,0.0,1,R_A4,2,299.6934509277344,52,31,0,2018-01-01,299.6934509277344,STANDARD,0.04720800742506981
1627.0994873046875,0.0,2,R_A4,3,299.8256530761719,52,31,0,2018-01-01,299.8256530761719,STANDARD,0.04685727506875992
1629.0716552734375,0.0,3,R_A4,4,299.9578552246094,52,31,0,2018-01-01,299.9578552246094,STANDARD,0.0495263934135437
1631.0438232421875,0.0,4,R_A4,5,300.090087890625,52,31,0,2018-01-01,300.090087890625,STANDARD,0.05038735270500183
1633.01611328125,0.0,5,R_A4,6,300.2222900390625,52,31,0,2018-01-01,300.2222900390625,STANDARD,0.05259383097290993
1634.98828125,0.0,6,R_A4,7,300.3545227050781,52,31,0,2018-01-01,300.3545227050781,STANDARD,0.05572232976555824
1634.78662109375,0.0,6,R_A4,8,300.34100341796875,52,32,0,2018-01-01,300.34100341796875,STANDARD,0.05551329627633095
1634.98828125,0.0,6,R_A4,9,300.3545227050781,51,32,0,2018-01-01,300.3545227050781,STANDARD,0.05643590912222862
1637.523193359375,0.0,6,R_A4,10,300.5245056152344,51,33,0,2018-01-01,300.5245056152344,STANDARD,0.10280794650316238
1635.742919921875,0.0,5,R_A4,11,300.4051208496094,51,33,0,2018-01-01,300.4051208496094,STANDARD,0.05689094588160515
1641.69287109375,0.0,6,R_A4,12,300.8040771484375,50,33,0,2018-01-01,300.8040771484375,STANDARD,0.06203408166766167
1641.9395751953125,0.0,6,R_A4,13,300.82061767578125,50,34,0,2018-01-01,300.82061767578125,STANDARD,0.06340812891721725
1640.1739501953125,0.0,5,R_A4,14,300.7022399902344,50,34,0,2018-01-01,300.7022399902344,STANDARD,0.06174973398447037
1638.4083251953125,0.0,4,R_A4,15,300.5838317871094,50,34,0,2018-01-01,300.5838317871094,STANDARD,0.14333848655223846
1640.77685546875,0.0,4,R_A4,16,300.7426452636719,50,35,0,2018-01-01,300.7426452636719,STANDARD,0.1393216997385025
1639.0572509765625,0.0,3,R_A4,17,300.6273498535156,50,35,0,2018-01-01,300.6273498535156,STANDARD,0.22411616146564484
1643.5023193359375,0.0,3,R_A4,18,300.9254150390625,49,35,0,2018-01-01,300.9254150390625,STANDARD,0.2267429232597351
1641.7298583984375,0.0,2,R_A4,19,300.8065490722656,49,35,0,2018-01-01,300.8065490722656,STANDARD,0.20842276513576508
1644.89453125,0.0,28,R_A4,20,301.0187683105469,49,36,0,2018-01-01,301.0187683105469,STANDARD,0.1227288693189621
1642.5572509765625,0.0,28,R_A4,21,300.8620300292969,48,36,0,2018-01-01,300.8620300292969,STANDARD,0.054969921708106995
1650.606689453125,0.0,28,R_A4,22,301.4018249511719,48,37,0,2018-01-01,301.4018249511719,STANDARD,0.21038635075092316
1644.78955078125,0.0,27,R_A4,23,301.01171875,48,37,0,2018-01-01,301.01171875,STANDARD,0.18104888498783112
1650.838134765625,0.0,27,R_A4,24,301.4173583984375,48,38,0,2018-01-01,301.4173583984375,STANDARD,0.09825114160776138
1658.01904296875,0.0,27,R_A4,25,301.8989562988281,47,38,0,2018-01-01,301.8989562988281,STANDARD,0.1932837814092636
1684.1832275390625,0.0,1,R_A5,1,303.76416015625,20,31,0,2018-01-01,303.76416015625,STANDARD,1.0
1686.2552490234375,0.0,2,R_A5,2,303.96051025390625,20,31,0,2018-01-01,303.96051025390625,STANDARD,1.0
1688.3272705078125,0.0,3,R_A5,3,304.1568603515625,20,31,0,2018-01-01,304.1568603515625,STANDARD,1.0
1690.3992919921875,0.0,4,R_A5,4,304.35321044921875,20,31,0,2018-01-01,304.35321044921875,STANDARD,1.0
1692.4713134765625,0.0,5,R_A5,5,304.5495910644531,20,31,0,2018-01-01,304.5495910644531,STANDARD,1.0
1694.5433349609375,0.0,6,R_A5,6,304.7459411621094,20,31,0,2018-01-01,304.7459411621094,STANDARD,1.0
1696.6153564453125,0.0,7,R_A5,7,305.2480773925781,20,31,0,2018-01-01,305.2480773925781,STANDARD,1.0
1698.6873779296875,0.0,8,R_A5,8,305.4444580078125,20,31,0,2018-01-01,305.4444580078125,STANDARD,1.0
1694.2750244140625,0.0,8,R_A5,9,305.02630615234375,21,31,0,2018-01-01,305.02630615234375,STANDARD,1.0
1696.6175537109375,0.0,9,R_A5,10,304.9492492675781,21,31,0,2018-01-01,304.9492492675781,STANDARD,1.0
1698.9600830078125,0.0,10,R_A5,11,305.16448974609375,21,31,0,2018-01-01,305.16448974609375,STANDARD,1.0
1701.182861328125,0.0,11,R_A5,12,305.3752746582031,21,31,0,2018-01-01,305.3752746582031,STANDARD,1.0
1703.28564453125,0.0,12,R_A5,13,305.5745544433594,21,31,0,2018-01-01,305.5745544433594,STANDARD,1.0
1705.388427734375,0.0,13,R_A5,14,305.7857971191406,21,31,0,2018-01-01,305.7857971191406,STANDARD,1.0
1707.4912109375,0.0,14,R_A5,15,305.9850769042969,21,31,0,2018-01-01,305.9850769042969,STANDARD,1.0
1709.593994140625,0.0,15,R_A5,16,306.1843566894531,21,31,0,2018-01-01,306.1843566894531,STANDARD,1.0
1711.69677734375,0.0,16,R_A5,17,306.5286560058594,21,31,0,2018-01-01,306.5286560058594,STANDARD,1.0
1713.676025390625,0.0,17,R_A5,18,306.71624755859375,21,31,0,2018-01-01,306.71624755859375,STANDARD,1.0
1715.038818359375,0.0,18,R_A5,19,306.84539794921875,21,31,0,2018-01-01,306.84539794921875,STANDARD,1.0
1715.7344970703125,0.0,19,R_A5,20,306.91131591796875,21,31,0,2018-01-01,306.91131591796875,STANDARD,1.0
1717.13330078125,0.0,25,R_A5,21,306.8868103027344,21,31,0,2018-01-01,306.8868103027344,STANDARD,1.0
1719.36376953125,0.0,26,R_A5,22,307.0981750488281,21,31,0,2018-01-01,307.0981750488281,STANDARD,1.0
1721.5941162109375,0.0,27,R_A5,23,307.6153564453125,21,31,0,2018-01-01,307.6153564453125,STANDARD,1.0
1723.8245849609375,0.0,28,R_A5,24,307.8267517089844,21,31,0,2018-01-01,307.8267517089844,STANDARD,1.0
1726.054931640625,0.0,29,R_A5,25,308.03814697265625,21,31,0,2018-01-01,308.03814697265625,STANDARD,1.0
1694.537353515625,0.0,1,R_A6,1,304.745361328125,42,17,0,2018-01-01,304.745361328125,STANDARD,1.0
1696.080810546875,0.0,2,R_A6,2,305.1974182128906,42,17,0,2018-01-01,305.1974182128906,STANDARD,1.0
1697.6241455078125,0.0,3,R_A6,3,305.34368896484375,42,17,0,2018-01-01,305.34368896484375,STANDARD,1.0
1699.1676025390625,0.0,4,R_A6,4,305.4899597167969,42,17,0,2018-01-01,305.4899597167969,STANDARD,1.0
1700.7109375,0.0,5,R_A6,5,305.6361999511719,42,17,0,2018-01-01,305.6361999511719,STANDARD,1.0
1702.2542724609375,0.0,6,R_A6,6,305.782470703125,42,17,0,2018-01-01,305.782470703125,STANDARD,1.0
1703.7977294921875,0.0,7,R_A6,7,305.62969970703125,42,17,0,2018-01-01,305.62969970703125,STANDARD,1.0
1705.341064453125,0.0,8,R_A6,8,305.7759704589844,42,17,0,2018-01-01,305.7759704589844,STANDARD,1.0
1706.884521484375,0.0,9,R_A6,9,306.2212829589844,42,17,0,2018-01-01,306.2212829589844,STANDARD,1.0
1708.4278564453125,0.0,10,R_A6,10,306.061767578125,42,17,0,2018-01-01,306.061767578125,STANDARD,1.0
1710.35498046875,0.0,11,R_A6,11,306.2445068359375,42,17,0,2018-01-01,306.2445068359375,STANDARD,1.0
1712.665771484375,0.0,12,R_A6,12,306.4635314941406,42,17,0,2018-01-01,306.4635314941406,STANDARD,1.0
1714.9765625,0.0,13,R_A6,13,306.6944885253906,42,17,0,2018-01-01,306.6944885253906,STANDARD,1.0
1717.287353515625,0.0,14,R_A6,14,306.9134826660156,42,17,0,2018-01-01,306.9134826660156,STANDARD,1.0
1719.59814453125,0.0,15,R_A6,15,307.13250732421875,42,17,0,2018-01-01,307.13250732421875,STANDARD,1.0
1721.908935546875,0.0,16,R_A6,16,307.49652099609375,42,17,0,2018-01-01,307.49652099609375,STANDARD,1.0
1724.2197265625,0.0,17,R_A6,17,307.71551513671875,42,17,0,2018-01-01,307.71551513671875,STANDARD,1.0
1725.75,0.0,18,R_A6,18,307.8605651855469,42,17,0,2018-01-01,307.8605651855469,STANDARD,1.0
1726.9853515625,0.0,25,R_A6,19,307.820556640625,42,17,0,2018-01-01,307.820556640625,STANDARD,1.0
1728.70654296875,0.0,26,R_A6,20,308.2894592285156,42,17,0,2018-01-01,308.2894592285156,STANDARD,1.0
1730.427734375,0.0,27,R_A6,21,308.4526062011719,42,17,0,2018-01-01,308.4526062011719,STANDARD,1.0
1732.14892578125,0.0,28,R_A6,22,308.61572265625,42,17,0,2018-01-01,308.61572265625,STANDARD,1.0
1733.8701171875,0.0,29,R_A6,23,308.47308349609375,42,17,0,2018-01-01,308.47308349609375,STANDARD,1.0
1640.83056640625,0.0,1,R_A2,1,298.2395935058594,30,22,0,2018-03-01,298.2395935058594,STANDARD,0.08356036990880966
1642.6260986328125,0.0,2,R_A2,2,298.36004638671875,30,22,0,2018-03-01,298.36004638671875,STANDARD,0.06991066038608551
1644.421630859375,0.0,3,R_A2,3,298.48046875,30,22,0,2018-03-01,298.48046875,STANDARD,0.05940528213977814
1646.21728515625,0.0,4,R_A2,4,298.6008605957031,30,22,0,2018-03-01,298.6008605957031,STANDARD,0.06535541266202927
1648.0128173828125,0.0,5,R_A2,5,298.7213134765625,30,22,0,2018-03-01,298.7213134765625,STANDARD,0.2818656861782074
1649.808349609375,0.0,6,R_A2,6,298.8558349609375,30,22,0,2018-03-01,298.8558349609375,STANDARD,0.6785434484481812
1651.6038818359375,0.0,7,R_A2,7,298.9971008300781,30,22,0,2018-03-01,298.9971008300781,STANDARD,0.8738970756530762
1653.3995361328125,0.0,8,R_A2,8,299.12347412109375,30,22,0,2018-03-01,299.12347412109375,STANDARD,0.8549240827560425
1655.195068359375,0.0,9,R_A2,9,299.3879089355469,30,22,0,2018-03-01,299.3879089355469,STANDARD,0.8978667855262756
1656.99072265625,0.0,10,R_A2,10,299.6651916503906,30,22,0,2018-03-01,299.6651916503906,STANDARD,0.9077620506286621
1658.94580078125,0.0,11,R_A2,11,299.11376953125,30,22,0,2018-03-01,299.11376953125,STANDARD,0.0704963356256485
1663.1749267578125,0.0,13,R_A2,12,299.8218078613281,30,22,0,2018-03-01,299.8218078613281,STANDARD,0.4348472058773041
1665.28955078125,0.0,14,R_A2,13,299.9640197753906,30,22,0,2018-03-01,299.9640197753906,STANDARD,0.48257309198379517
1667.404052734375,0.0,15,R_A2,14,300.10809326171875,30,22,0,2018-03-01,300.10809326171875,STANDARD,0.9191383123397827
1669.5186767578125,0.0,16,R_A2,15,300.25347900390625,30,22,0,2018-03-01,300.25347900390625,STANDARD,0.9424445033073425
1671.6331787109375,0.0,17,R_A2,16,300.3977966308594,30,22,0,2018-03-01,300.3977966308594,STANDARD,0.9071155190467834
1673.44580078125,0.0,18,R_A2,17,300.51953125,30,22,0,2018-03-01,300.51953125,STANDARD,0.9627977609634399
1675.37744140625,0.0,25,R_A2,18,302.9511413574219,30,22,0,2018-03-01,302.9511413574219,STANDARD,0.7210831046104431
1677.2376708984375,-7.198998019930514e-08,26,R_A2,19,303.0229187011719,30,22,0,2018-03-01,303.0229187011719,STANDARD,0.9999992847442627
1679.62939453125,-8.276397044104395e-15,26,R_A2,20,303.3105773925781,29,22,0,2018-03-01,303.3105773925781,STANDARD,1.0
1681.3636474609375,-1.2768768681281628e-11,27,R_A2,21,303.2487487792969,29,22,0,2018-03-01,303.2487487792969,STANDARD,1.0
1683.097900390625,-8.071926771435756e-08,28,R_A2,22,302.5257568359375,29,22,0,2018-03-01,302.5257568359375,STANDARD,0.9999991655349731
1684.83203125,-5.976708195021274e-08,29,R_A2,23,302.7057800292969,29,22,0,2018-03-01,302.7057800292969,STANDARD,0.9999994039535522
1684.1832275390625,-4.905674755306677e-10,1,R_A5,1,280.09234619140625,20,31,0,2018-04-28,280.09234619140625,STANDARD,1.0
1686.2552490234375,-4.4520809261427985e-10,2,R_A5,2,280.2881164550781,20,31,0,2018-04-28,280.2881164550781,STANDARD,1.0
1688.3272705078125,-4.878450976519844e-10,3,R_A5,3,280.4837341308594,20,31,0,2018-04-28,280.4837341308594,STANDARD,1.0
1690.3992919921875,-4.0145262114599234e-10,4,R_A5,4,280.6792297363281,20,31,0,2018-04-28,280.6792297363281,STANDARD,1.0
1692.4713134765625,-2.937148857462546e-10,5,R_A5,5,280.8751220703125,20,31,0,2018-04-28,280.8751220703125,STANDARD,1.0
1694.5433349609375,-3.2223240742368375e-10,6,R_A5,6,281.0716247558594,20,31,0,2018-04-28,281.0716247558594,STANDARD,1.0
1696.6153564453125,-1.7560283088746687e-11,7,R_A5,7,281.5736999511719,20,31,0,2018-04-28,281.5736999511719,STANDARD,1.0
1698.6873779296875,-2.169371886989735e-12,8,R_A5,8,281.8205261230469,20,31,0,2018-04-28,281.8205261230469,STANDARD,1.0
1694.2750244140625,-4.1543136986010865e-11,8,R_A5,9,280.5994567871094,21,31,0,2018-04-28,280.5994567871094,STANDARD,1.0
1696.6175537109375,-1.5076390136314899e-09,9,R_A5,10,280.2303771972656,21,31,0,2018-04-28,280.2303771972656,STANDARD,0.9999999403953552
1698.9600830078125,-4.668326614165608e-09,10,R_A5,11,280.2471008300781,21,31,0,2018-04-28,280.2471008300781,STANDARD,0.9999998807907104
1701.182861328125,-2.785454158993339e-12,11,R_A5,12,280.7547302246094,21,31,0,2018-04-28,280.7547302246094,STANDARD,1.0
1703.28564453125,-1.558352202835067e-08,12,R_A5,13,280.2779541015625,21,31,0,2018-04-28,280.2779541015625,STANDARD,0.9999996423721313
1705.388427734375,-7.858328432419626e-10,13,R_A5,14,280.48907470703125,21,31,0,2018-04-28,280.48907470703125,STANDARD,1.0
1707.4912109375,-3.625241773441701e-10,14,R_A5,15,280.6894226074219,21,31,0,2018-04-28,280.6894226074219,STANDARD,1.0
1709.593994140625,-2.613329552758614e-10,15,R_A5,16,280.88861083984375,21,31,0,2018-04-28,280.88861083984375,STANDARD,1.0
1711.69677734375,-3.667260245476811e-11,16,R_A5,17,281.2326965332031,21,31,0,2018-04-28,281.2326965332031,STANDARD,1.0
1713.676025390625,-4.364938271939067e-11,17,R_A5,18,281.41546630859375,21,31,0,2018-04-28,281.41546630859375,STANDARD,1.0
1715.038818359375,-4.078721735356616e-11,18,R_A5,19,281.5411071777344,21,31,0,2018-04-28,281.5411071777344,STANDARD,1.0
1715.7344970703125,0.0,19,R_A5,20,281.6065979003906,21,31,0,2018-04-28,281.6065979003906,STANDARD,1.0
1717.13330078125,-9.164496939106925e-10,25,R_A5,21,284.0776672363281,21,31,0,2018-04-28,284.0776672363281,STANDARD,1.0
1719.36376953125,-4.573699752263849e-10,26,R_A5,22,284.2873229980469,21,31,0,2018-04-28,284.2873229980469,STANDARD,1.0
1721.5941162109375,-5.399688131469375e-17,27,R_A5,23,289.73651123046875,21,31,0,2018-04-28,289.73651123046875,STANDARD,1.0
1723.8245849609375,-2.6978388967258127e-10,28,R_A5,24,285.0491943359375,21,31,0,2018-04-28,285.0491943359375,STANDARD,1.0
1726.054931640625,-6.905364274096756e-14,29,R_A5,25,287.3372497558594,21,31,0,2018-04-28,287.3372497558594,STANDARD,1.0
1600.33056640625,0.0,1,R_A3,1,281.55047607421875,41,29,0,2018-07-03,281.55047607421875,STANDARD,0.6501184105873108
1602.4554443359375,0.0,2,R_A3,2,281.7032775878906,41,29,0,2018-07-03,281.7032775878906,STANDARD,0.1526070088148117
1604.580322265625,0.0,3,R_A3,3,281.8450622558594,41,29,0,2018-07-03,281.8450622558594,STANDARD,0.11855684220790863
1606.7052001953125,0.0,4,R_A3,4,281.9869079589844,41,29,0,2018-07-03,281.9869079589844,STANDARD,0.15569737553596497
1608.830078125,0.0,5,R_A3,5,282.12872314453125,41,29,0,2018-07-03,282.12872314453125,STANDARD,0.6494051218032837
1610.9549560546875,0.0,6,R_A3,6,282.3066101074219,41,29,0,2018-07-03,282.3066101074219,STANDARD,0.6507809162139893
1613.079833984375,0.0,7,R_A3,7,282.5018310546875,41,29,0,2018-07-03,282.5018310546875,STANDARD,0.19760893285274506
1615.2047119140625,0.0,8,R_A3,8,282.6438293457031,41,29,0,2018-07-03,282.6438293457031,STANDARD,0.19773714244365692
1617.3294677734375,0.0,9,R_A3,9,282.9453430175781,41,29,0,2018-07-03,282.9453430175781,STANDARD,0.7937296628952026
1619.454345703125,0.0,10,R_A3,10,283.4095764160156,41,29,0,2018-07-03,283.4095764160156,STANDARD,0.6501995921134949
1621.6612548828125,0.0,11,R_A3,11,283.7792053222656,41,29,0,2018-07-03,283.7792053222656,STANDARD,0.049163468182086945
1623.9503173828125,0.0,12,R_A3,12,283.9320983886719,41,29,0,2018-07-03,283.9320983886719,STANDARD,0.05549384281039238
1626.2393798828125,0.0,13,R_A3,13,284.0881042480469,41,29,0,2018-07-03,284.0881042480469,STANDARD,0.368102103471756
1628.5284423828125,0.0,14,R_A3,14,284.24212646484375,41,29,0,2018-07-03,284.24212646484375,STANDARD,0.2238629311323166
1630.8175048828125,0.0,15,R_A3,15,284.4073181152344,41,29,0,2018-07-03,284.4073181152344,STANDARD,0.4393201470375061
1632.6348876953125,0.0,16,R_A3,16,284.55615234375,41,29,0,2018-07-03,284.55615234375,STANDARD,0.8056750297546387
1635.07568359375,1.0550607262849176e-11,25,R_A3,17,285.1065979003906,41,29,0,2018-07-03,285.1065979003906,STANDARD,1.0
1638.603271484375,0.0,26,R_A3,18,283.5046691894531,41,29,0,2018-07-03,283.5046691894531,STANDARD,0.04423164576292038
1642.1307373046875,0.0,27,R_A3,19,283.7401428222656,41,29,0,2018-07-03,283.7401428222656,STANDARD,0.04972945153713226
1645.658203125,0.0,28,R_A3,20,283.8880615234375,41,29,0,2018-07-03,283.8880615234375,STANDARD,0.6515347957611084
1649.185791015625,0.0,29,R_A3,21,284.0287780761719,41,29,0,2018-07-03,284.0287780761719,STANDARD,0.06205664947628975
1630.927490234375,0.0,1,R_A4,1,275.5080871582031,52,30,0,2018-09-12,275.5080871582031,STANDARD,0.05219746008515358
1625.1273193359375,0.0,1,R_A4,2,275.3424987792969,52,31,0,2018-09-12,275.3424987792969,STANDARD,0.04738195240497589
1627.0994873046875,0.0,2,R_A4,3,275.4738464355469,52,31,0,2018-09-12,275.4738464355469,STANDARD,0.04708629846572876
1629.0716552734375,0.0,3,R_A4,4,275.6051025390625,52,31,0,2018-09-12,275.6051025390625,STANDARD,0.04978662729263306
1631.0438232421875,0.0,4,R_A4,5,275.73626708984375,52,31,0,2018-09-12,275.73626708984375,STANDARD,0.05060116946697235
1633.01611328125,0.0,5,R_A4,6,275.8674621582031,52,31,0,2018-09-12,275.8674621582031,STANDARD,0.05277623236179352
1634.98828125,0.0,6,R_A4,7,275.99871826171875,52,31,0,2018-09-12,275.99871826171875,STANDARD,0.05588245764374733
1634.78662109375,0.0,6,R_A4,8,276.18060302734375,52,32,0,2018-09-12,276.18060302734375,STANDARD,0.055708613246679306
1634.98828125,0.0,6,R_A4,9,275.94281005859375,51,32,0,2018-09-12,275.94281005859375,STANDARD,0.05665641278028488
1637.523193359375,0.0,6,R_A4,10,276.3446350097656,51,33,0,2018-09-12,276.3446350097656,STANDARD,0.10344389081001282
1635.742919921875,0.0,5,R_A4,11,276.2259216308594,51,33,0,2018-09-12,276.2259216308594,STANDARD,0.05716833099722862
1641.69287109375,0.0,6,R_A4,12,276.3854675292969,50,33,0,2018-09-12,276.3854675292969,STANDARD,0.062322698533535004
1641.9395751953125,0.0,6,R_A4,13,276.6748046875,50,34,0,2018-09-12,276.6748046875,STANDARD,0.06363718956708908
1640.1739501953125,0.0,5,R_A4,14,276.5571594238281,50,34,0,2018-09-12,276.5571594238281,STANDARD,0.06203541159629822
1638.4083251953125,0.0,4,R_A4,15,276.43951416015625,50,34,0,2018-09-12,276.43951416015625,STANDARD,0.14384950697422028
1640.77685546875,0.0,4,R_A4,16,276.86767578125,50,35,0,2018-09-12,276.86767578125,STANDARD,0.13941602408885956
1639.0572509765625,0.0,3,R_A4,17,276.75244140625,50,35,0,2018-09-12,276.75244140625,STANDARD,0.22435124218463898
1643.5023193359375,0.0,3,R_A4,18,276.889404296875,49,35,0,2018-09-12,276.889404296875,STANDARD,0.22672133147716522
1641.7298583984375,0.0,2,R_A4,19,276.7707824707031,49,35,0,2018-09-12,276.7707824707031,STANDARD,0.2084733098745346
1644.89453125,0.0,28,R_A4,20,277.5580139160156,49,36,0,2018-09-12,277.5580139160156,STANDARD,0.12455998361110687
1642.5572509765625,0.0,28,R_A4,21,277.2093200683594,48,36,0,2018-09-12,277.2093200683594,STANDARD,0.058829933404922485
1650.606689453125,0.0,28,R_A4,22,278.0397033691406,48,37,0,2018-09-12,278.0397033691406,STANDARD,0.2062922716140747
1644.78955078125,0.0,27,R_A4,23,277.6505126953125,48,37,0,2018-09-12,277.6505126953125,STANDARD,0.17853683233261108
1650.838134765625,0.0,27,R_A4,24,278.3442077636719,48,38,0,2018-09-12,278.3442077636719,STANDARD,0.09712211042642593
1658.01904296875,0.0,27,R_A4,25,278.6889343261719,47,38,0,2018-09-12,278.6889343261719,STANDARD,0.18902084231376648
1694.537353515625,5.434084714324439e-13,1,R_A6,1,273.36053466796875,42,17,0,2018-11-07,273.36053466796875,STANDARD,1.0
1696.080810546875,3.378358356953548e-11,2,R_A6,2,273.8122863769531,42,17,0,2018-11-07,273.8122863769531,STANDARD,1.0
1697.6241455078125,6.798006602082296e-11,3,R_A6,3,273.9582824707031,42,17,0,2018-11-07,273.9582824707031,STANDARD,1.0
