ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,4811437,650884,306290,213592,30073687
Valysar,CentralSouth,70037703,12581914,9486662,6615525,931465917
Valysar,CentralNorth,43520989,7219780,5006920,3491576,491613952
Valysar,NorthHorst,3070332,579160,291370,178974,35061091
Valysar,CentralRamp,13700284,2237560,1517202,1058021,148969368
Valysar,CentralHorst,86045706,14575099,11121316,7755451,1091967508
Valysar,EastLowland,467081,98209,40331,28125,3959953
Therys,WestLowland,2262900,403660,174321,121563,17116009
Therys,CentralSouth,24852012,5450871,3629873,2531293,356405994
Therys,CentralNorth,26502253,5168045,2928539,2042217,287544119
Therys,NorthHorst,3371242,527522,197697,121436,23789258
Therys,CentralRamp,6657234,1624221,1288487,898526,126512505
Therys,CentralHorst,31066157,7566613,5873731,4096047,576723391
Therys,EastLowland,0,0,0,0,0
Volon,WestLowland,385114,62306,30301,21130,2975141
Volon,CentralSouth,45473180,8407216,5849234,4078964,574318088
Volon,CentralNorth,9348557,1327181,730122,509151,71688407
Volon,NorthHorst,1459641,283296,171380,105271,20622495
Volon,CentralRamp,13386392,2422032,1897775,1323413,186336617
Volon,CentralHorst,84386909,14246062,10714972,7472086,1052069784
Volon,EastLowland,0,0,0,0,0
