ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,15731115,2334628,918570,640565,90191489
Valysar,CentralSouth,66514695,13100785,10315256,7193345,1012822937
Valysar,CentralNorth,33387512,5385388,3757508,2620299,368938053
Valysar,NorthHorst,4736819,692343,383652,235658,46165447
Valysar,CentralRamp,13426703,2490612,1896666,1322641,186227789
Valysar,CentralHorst,85227740,15613534,12244798,8538911,1202278650
Valysar,EastLowland,7403416,892707,317671,221528,31191111
Therys,WestLowland,1763114,384285,186350,129951,18297124
Therys,CentralSouth,16564494,3847819,2589547,1805821,254259553
Therys,CentralNorth,20626205,3628459,2213364,1543490,217323386
Therys,NorthHorst,6701363,986118,446300,274140,53704058
Therys,CentralRamp,6713047,1482627,1162468,810647,114139161
Therys,CentralHorst,28306231,6622583,5177995,3610875,508411253
Therys,EastLowland,6257,2234,290,202,28494
Volon,WestLowland,118156,21390,12951,9031,1271631
Volon,CentralSouth,31946900,5409649,3884302,2708718,381387560
Volon,CentralNorth,7746431,1046020,546930,381402,53701370
Volon,NorthHorst,3789732,625346,434187,266700,52246504
Volon,CentralRamp,12469415,2344394,1873204,1306279,183924055
Volon,CentralHorst,81761715,13673037,10653315,7429090,1046015948
Volon,EastLowland,0,0,0,0,0
