ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,4908777,855841,615242,429039,60408656
Valysar,CentralSouth,60358268,11327093,8432613,5880483,827972048
Valysar,CentralNorth,33496707,5752366,4222823,2944786,414625882
Valysar,NorthHorst,4025607,367821,149421,91782,17980052
Valysar,CentralRamp,13747335,2101422,1440925,1004829,141479915
Valysar,CentralHorst,83965845,14456905,11129071,7760859,1092728947
Valysar,EastLowland,288978,72408,25597,17850,2513251
Therys,WestLowland,2193689,419783,200514,139828,19687829
Therys,CentralSouth,8219316,1818286,1110081,774115,108995390
Therys,CentralNorth,17576284,3477476,2015911,1405796,197936025
Therys,NorthHorst,6910232,1078251,441644,271280,53143761
Therys,CentralRamp,6771661,1513129,1141788,796226,112108632
Therys,CentralHorst,27416911,6782496,5174724,3608594,508090084
Therys,EastLowland,0,0,0,0,0
Volon,WestLowland,252999,32899,7778,5424,763672
Volon,CentralSouth,26486060,4747904,3044732,2123244,298952746
Volon,CentralNorth,4038314,497048,183002,127616,17968388
Volon,NorthHorst,4982967,917804,694762,426758,83601835
Volon,CentralRamp,11700895,2096601,1584261,1104784,155553638
Volon,CentralHorst,77883766,13908804,10739475,7489174,1054475670
Volon,EastLowland,0,0,0,0,0
