CONJPOS,CONIPOS,DEPTH,SGAS,CONBPRES,WELLMODEL,PRESSURE,SWAT,CONIDX,DRAWDOWN,DATE,WELL,CONKPOS
52,30,1632.45166015625,0.0,300.2071228027344,STANDARD,300.2071228027344,0.05188177898526192,1,0,2018-01-01,R_A4,1
52,31,1626.194580078125,0.0,299.78765869140625,STANDARD,299.78765869140625,0.04860054329037666,2,0,2018-01-01,R_A4,1
52,31,1628.2523193359375,0.0,299.92559814453125,STANDARD,299.92559814453125,0.04870285838842392,3,0,2018-01-01,R_A4,2
52,31,1630.3101806640625,0.0,300.0635681152344,STANDARD,300.0635681152344,0.050139933824539185,4,0,2018-01-01,R_A4,3
52,31,1632.367919921875,0.0,300.2015075683594,STANDARD,300.2015075683594,0.05280632898211479,5,0,2018-01-01,R_A4,4
52,31,1634.42578125,0.0,300.3394775390625,STANDARD,300.3394775390625,0.054272036999464035,6,0,2018-01-01,R_A4,5
52,32,1633.1539306640625,0.0,300.25421142578125,STANDARD,300.25421142578125,0.05408945679664612,7,0,2018-01-01,R_A4,5
52,32,1635.001953125,0.0,300.37811279296875,STANDARD,300.37811279296875,0.05472782254219055,8,0,2018-01-01,R_A4,6
51,32,1636.1854248046875,0.0,300.45745849609375,STANDARD,300.45745849609375,0.28372690081596375,9,0,2018-01-01,R_A4,6
51,32,1634.39111328125,0.0,300.337158203125,STANDARD,300.337158203125,0.05472704768180847,10,0,2018-01-01,R_A4,5
51,33,1638.3116455078125,0.0,300.60003662109375,STANDARD,300.60003662109375,0.19264176487922668,11,0,2018-01-01,R_A4,5
51,33,1636.4954833984375,0.0,300.4782409667969,STANDARD,300.4782409667969,0.057024259120225906,12,0,2018-01-01,R_A4,4
50,33,1642.368896484375,0.0,300.8720703125,STANDARD,300.8720703125,0.06158720329403877,13,0,2018-01-01,R_A4,4
50,34,1641.132568359375,0.0,300.7891845703125,STANDARD,300.7891845703125,0.06045694649219513,14,0,2018-01-01,R_A4,4
50,34,1639.2425537109375,0.0,300.6624450683594,STANDARD,300.6624450683594,0.1393066942691803,15,0,2018-01-01,R_A4,3
50,35,1640.0728759765625,0.0,300.7181091308594,STANDARD,300.7181091308594,0.12535858154296875,16,0,2018-01-01,R_A4,3
49,35,1644.052978515625,0.0,300.9850158691406,STANDARD,300.9850158691406,0.14570267498493195,17,0,2018-01-01,R_A4,3
49,35,1642.2320556640625,0.0,300.8629150390625,STANDARD,300.8629150390625,0.22514866292476654,18,0,2018-01-01,R_A4,2
49,36,1645.254150390625,0.0,301.0655517578125,STANDARD,301.0655517578125,0.1733458787202835,19,0,2018-01-01,R_A4,28
49,36,1639.283203125,0.0,300.6651611328125,STANDARD,300.6651611328125,0.09369316697120667,20,0,2018-01-01,R_A4,27
48,36,1638.6929931640625,0.0,300.6256103515625,STANDARD,300.6256103515625,0.05189639702439308,21,0,2018-01-01,R_A4,27
48,37,1645.838134765625,0.0,301.1047058105469,STANDARD,301.1047058105469,0.22761425375938416,22,0,2018-01-01,R_A4,27
48,38,1648.8048095703125,0.0,301.3036804199219,STANDARD,301.3036804199219,0.6481541991233826,23,0,2018-01-01,R_A4,27
47,38,1654.96142578125,0.0,301.7165832519531,STANDARD,301.7165832519531,0.09714579582214355,24,0,2018-01-01,R_A4,27
47,38,1660.5111083984375,0.0,302.08880615234375,STANDARD,302.08880615234375,0.6481541991233826,25,0,2018-01-01,R_A4,28
20,31,1685.45947265625,0.0,303.8851013183594,STANDARD,303.8851013183594,1.0,1,0,2018-01-01,R_A5,1
20,31,1687.62744140625,0.0,304.0905456542969,STANDARD,304.0905456542969,1.0,2,0,2018-01-01,R_A5,2
20,31,1689.79541015625,0.0,304.2959899902344,STANDARD,304.2959899902344,1.0,3,0,2018-01-01,R_A5,3
20,31,1691.9635009765625,0.0,304.50146484375,STANDARD,304.50146484375,1.0,4,0,2018-01-01,R_A5,4
20,31,1694.1314697265625,0.0,304.7069091796875,STANDARD,304.7069091796875,1.0,5,0,2018-01-01,R_A5,5
20,31,1696.299560546875,0.0,304.912353515625,STANDARD,304.912353515625,1.0,6,0,2018-01-01,R_A5,6
20,31,1698.467529296875,0.0,305.4236145019531,STANDARD,305.4236145019531,1.0,7,0,2018-01-01,R_A5,7
20,31,1700.6356201171875,0.0,305.6290588378906,STANDARD,305.6290588378906,1.0,8,0,2018-01-01,R_A5,8
21,31,1700.0428466796875,0.0,305.2672424316406,STANDARD,305.2672424316406,1.0,9,0,2018-01-01,R_A5,11
21,31,1702.0982666015625,0.0,305.4620361328125,STANDARD,305.4620361328125,1.0,10,0,2018-01-01,R_A5,12
21,31,1704.1536865234375,0.0,305.6687927246094,STANDARD,305.6687927246094,1.0,11,0,2018-01-01,R_A5,13
21,31,1706.209228515625,0.0,305.86358642578125,STANDARD,305.86358642578125,1.0,12,0,2018-01-01,R_A5,14
21,31,1708.2646484375,0.0,306.0583801269531,STANDARD,306.0583801269531,1.0,13,0,2018-01-01,R_A5,15
21,31,1710.3201904296875,0.0,306.398193359375,STANDARD,306.398193359375,1.0,14,0,2018-01-01,R_A5,16
21,31,1712.3756103515625,0.0,306.5929870605469,STANDARD,306.5929870605469,1.0,15,0,2018-01-01,R_A5,17
21,31,1713.8145751953125,0.0,306.7293701171875,STANDARD,306.7293701171875,1.0,16,0,2018-01-01,R_A5,18
21,31,1714.4818115234375,0.0,306.7926025390625,STANDARD,306.7926025390625,1.0,17,0,2018-01-01,R_A5,19
21,31,1715.887939453125,0.0,306.7687683105469,STANDARD,306.7687683105469,1.0,18,0,2018-01-01,R_A5,25
21,31,1718.1798095703125,0.0,306.9859924316406,STANDARD,306.9859924316406,1.0,19,0,2018-01-01,R_A5,26
21,31,1720.4715576171875,0.0,307.50897216796875,STANDARD,307.50897216796875,1.0,20,0,2018-01-01,R_A5,27
21,31,1722.763427734375,0.0,307.7261962890625,STANDARD,307.7261962890625,1.0,21,0,2018-01-01,R_A5,28
21,31,1725.0552978515625,0.0,307.9433898925781,STANDARD,307.9433898925781,1.0,22,0,2018-01-01,R_A5,29
42,17,1694.4644775390625,0.0,305.04425048828125,STANDARD,305.04425048828125,1.0,1,0,2018-01-01,R_A6,1
42,17,1696.000732421875,0.0,305.1898498535156,STANDARD,305.1898498535156,1.0,2,0,2018-01-01,R_A6,2
42,17,1697.537109375,0.0,305.3354187011719,STANDARD,305.3354187011719,1.0,3,0,2018-01-01,R_A6,3
42,17,1699.0732421875,0.0,305.48101806640625,STANDARD,305.48101806640625,1.0,4,0,2018-01-01,R_A6,4
42,17,1700.609619140625,0.0,305.6266174316406,STANDARD,305.6266174316406,1.0,5,0,2018-01-01,R_A6,5
42,17,1702.1458740234375,0.0,305.7721862792969,STANDARD,305.7721862792969,1.0,6,0,2018-01-01,R_A6,6
42,17,1703.68212890625,0.0,305.6187438964844,STANDARD,305.6187438964844,1.0,7,0,2018-01-01,R_A6,7
42,17,1705.2183837890625,0.0,305.7643127441406,STANDARD,305.7643127441406,1.0,8,0,2018-01-01,R_A6,8
42,17,1706.754638671875,0.0,306.208984375,STANDARD,306.208984375,1.0,9,0,2018-01-01,R_A6,9
42,17,1708.2908935546875,0.0,306.04876708984375,STANDARD,306.04876708984375,1.0,10,0,2018-01-01,R_A6,10
42,17,1710.2127685546875,0.0,306.2310485839844,STANDARD,306.2310485839844,1.0,11,0,2018-01-01,R_A6,11
42,17,1712.520263671875,0.0,306.4497375488281,STANDARD,306.4497375488281,1.0,12,0,2018-01-01,R_A6,12
42,17,1714.8277587890625,0.0,306.6803894042969,STANDARD,306.6803894042969,1.0,13,0,2018-01-01,R_A6,13
42,17,1717.13525390625,0.0,306.8990783691406,STANDARD,306.8990783691406,1.0,14,0,2018-01-01,R_A6,14
42,17,1719.4427490234375,0.0,307.1177673339844,STANDARD,307.1177673339844,1.0,15,0,2018-01-01,R_A6,15
42,17,1721.750244140625,0.0,307.4814758300781,STANDARD,307.4814758300781,1.0,16,0,2018-01-01,R_A6,16
42,17,1724.057861328125,0.0,307.7001647949219,STANDARD,307.7001647949219,1.0,17,0,2018-01-01,R_A6,17
42,17,1725.56201171875,0.0,307.8427429199219,STANDARD,307.8427429199219,1.0,18,0,2018-01-01,R_A6,18
42,17,1726.7686767578125,0.0,307.8000183105469,STANDARD,307.8000183105469,1.0,19,0,2018-01-01,R_A6,25
42,17,1728.4814453125,0.0,308.26812744140625,STANDARD,308.26812744140625,1.0,20,0,2018-01-01,R_A6,26
42,17,1730.194091796875,0.0,308.4304504394531,STANDARD,308.4304504394531,1.0,21,0,2018-01-01,R_A6,27
42,17,1731.906982421875,0.0,308.5928039550781,STANDARD,308.5928039550781,1.0,22,0,2018-01-01,R_A6,28
42,17,1733.61962890625,0.0,308.4493408203125,STANDARD,308.4493408203125,1.0,23,0,2018-01-01,R_A6,29
30,22,1641.412353515625,0.0,297.2981872558594,STANDARD,297.2981872558594,0.053768888115882874,1,0,2018-03-01,R_A2,1
30,22,1643.15771484375,0.0,297.4150695800781,STANDARD,297.4150695800781,0.05502784624695778,2,0,2018-03-01,R_A2,2
30,22,1644.903076171875,0.0,297.5319519042969,STANDARD,297.5319519042969,0.058817487210035324,3,0,2018-03-01,R_A2,3
30,22,1646.6484375,0.0,297.64886474609375,STANDARD,297.64886474609375,0.0641942098736763,4,0,2018-03-01,R_A2,4
30,22,1648.393798828125,0.0,297.765869140625,STANDARD,297.765869140625,0.06770725548267365,5,0,2018-03-01,R_A2,5
30,22,1650.13916015625,0.0,297.9677429199219,STANDARD,297.9677429199219,0.3100803792476654,6,0,2018-03-01,R_A2,6
30,22,1651.884521484375,0.0,298.09344482421875,STANDARD,298.09344482421875,0.8694658875465393,7,0,2018-03-01,R_A2,7
30,22,1653.6298828125,0.0,298.217529296875,STANDARD,298.217529296875,0.8675803542137146,8,0,2018-03-01,R_A2,8
30,22,1655.375244140625,0.0,298.6056213378906,STANDARD,298.6056213378906,0.8813225030899048,9,0,2018-03-01,R_A2,9
30,22,1657.12060546875,0.0,299.0270690917969,STANDARD,299.0270690917969,0.8891231417655945,10,0,2018-03-01,R_A2,10
30,22,1659.0372314453125,0.0,299.641357421875,STANDARD,299.641357421875,0.07011228054761887,11,0,2018-03-01,R_A2,11
30,22,1663.213134765625,0.0,300.1594543457031,STANDARD,300.1594543457031,0.4336709976196289,12,0,2018-03-01,R_A2,13
30,22,1665.301025390625,0.0,300.29962158203125,STANDARD,300.29962158203125,0.48341822624206543,13,0,2018-03-01,R_A2,14
30,22,1667.3890380859375,0.0,300.4387512207031,STANDARD,300.4387512207031,0.9118630290031433,14,0,2018-03-01,R_A2,15
30,22,1669.4769287109375,0.0,300.5779113769531,STANDARD,300.5779113769531,0.9168817400932312,15,0,2018-03-01,R_A2,16
30,22,1671.56494140625,0.0,300.71759033203125,STANDARD,300.71759033203125,0.8884224891662598,16,0,2018-03-01,R_A2,17
29,22,1676.411376953125,0.0,300.6843566894531,STANDARD,300.6843566894531,0.9765452146530151,17,0,2018-03-01,R_A2,17
29,22,1678.04296875,-2.217027894602097e-09,300.79412841796875,STANDARD,300.79412841796875,1.0,18,0,2018-03-01,R_A2,18
29,22,1679.483642578125,-1.374629033715023e-19,303.23297119140625,STANDARD,303.23297119140625,1.0,19,0,2018-03-01,R_A2,25
29,22,1681.182861328125,-3.6708075155427006e-20,303.60357666015625,STANDARD,303.60357666015625,1.0,20,0,2018-03-01,R_A2,26
29,22,1682.8822021484375,-2.5118124475519757e-20,303.58209228515625,STANDARD,303.58209228515625,1.0,21,0,2018-03-01,R_A2,27
29,22,1684.58154296875,-1.788917338256864e-20,303.29107666015625,STANDARD,303.29107666015625,1.0,22,0,2018-03-01,R_A2,28
29,22,1686.2808837890625,-1.779620409783136e-19,302.526123046875,STANDARD,302.526123046875,1.0,23,0,2018-03-01,R_A2,29
20,31,1685.45947265625,-3.243266211150342e-10,275.49139404296875,STANDARD,275.49139404296875,1.0,1,0,2018-04-28,R_A5,1
20,31,1687.62744140625,-3.13416514963194e-10,275.6965637207031,STANDARD,275.6965637207031,1.0,2,0,2018-04-28,R_A5,2
20,31,1689.79541015625,-3.248862012750209e-10,275.9017028808594,STANDARD,275.9017028808594,1.0,3,0,2018-04-28,R_A5,3
20,31,1691.9635009765625,-3.07388392517538e-10,276.1068420410156,STANDARD,276.1068420410156,1.0,4,0,2018-04-28,R_A5,4
20,31,1694.1314697265625,-2.675549781727682e-10,276.31207275390625,STANDARD,276.31207275390625,1.0,5,0,2018-04-28,R_A5,5
20,31,1696.299560546875,-2.7026209048486294e-10,276.51751708984375,STANDARD,276.51751708984375,1.0,6,0,2018-04-28,R_A5,6
20,31,1698.467529296875,-1.7147577845502693e-12,277.0787048339844,STANDARD,277.0787048339844,1.0,7,0,2018-04-28,R_A5,7
20,31,1700.6356201171875,-3.1561728057460936e-12,277.39630126953125,STANDARD,277.39630126953125,1.0,8,0,2018-04-28,R_A5,8
21,31,1700.0428466796875,-5.148116655195878e-11,276.5121154785156,STANDARD,276.5121154785156,1.0,9,0,2018-04-28,R_A5,11
21,31,1702.0982666015625,-6.097775756552792e-11,276.721435546875,STANDARD,276.721435546875,1.0,10,0,2018-04-28,R_A5,12
21,31,1704.1536865234375,-2.059440942434043e-12,276.92864990234375,STANDARD,276.92864990234375,1.0,11,0,2018-04-28,R_A5,13
21,31,1706.209228515625,-2.8694696358605443e-12,277.1241760253906,STANDARD,277.1241760253906,1.0,12,0,2018-04-28,R_A5,14
21,31,1708.2646484375,-7.528470034878776e-13,277.3196105957031,STANDARD,277.3196105957031,1.0,13,0,2018-04-28,R_A5,15
21,31,1710.3201904296875,-1.5800911740051354e-13,277.6644592285156,STANDARD,277.6644592285156,1.0,14,0,2018-04-28,R_A5,16
21,31,1712.3756103515625,-1.676092939570037e-13,277.8659362792969,STANDARD,277.8659362792969,1.0,15,0,2018-04-28,R_A5,17
21,31,1713.8145751953125,-1.333667876655953e-13,278.0043029785156,STANDARD,278.0043029785156,1.0,16,0,2018-04-28,R_A5,18
21,31,1714.4818115234375,0.0,278.0676574707031,STANDARD,278.0676574707031,1.0,17,0,2018-04-28,R_A5,19
21,31,1715.887939453125,-7.415896537686547e-17,285.656005859375,STANDARD,285.656005859375,1.0,18,0,2018-04-28,R_A5,25
21,31,1718.1798095703125,-1.3375590443716855e-14,285.9435119628906,STANDARD,285.9435119628906,1.0,19,0,2018-04-28,R_A5,26
21,31,1720.4715576171875,-1.2694582533312194e-20,289.446044921875,STANDARD,289.446044921875,1.0,20,0,2018-04-28,R_A5,27
21,31,1722.763427734375,-5.0502607570630125e-22,301.34246826171875,STANDARD,301.34246826171875,1.0,21,0,2018-04-28,R_A5,28
21,31,1725.0552978515625,-1.1808706277033203e-22,304.92559814453125,STANDARD,304.92559814453125,1.0,22,0,2018-04-28,R_A5,29
41,28,1610.383056640625,0.0,281.7640075683594,STANDARD,281.7640075683594,0.6494279503822327,1,0,2018-07-03,R_A3,1
41,28,1612.32080078125,0.0,281.8826599121094,STANDARD,281.8826599121094,0.1963588148355484,2,0,2018-07-03,R_A3,2
41,29,1601.2021484375,0.0,281.12396240234375,STANDARD,281.12396240234375,0.18848933279514313,3,0,2018-07-03,R_A3,2
41,29,1603.330078125,0.0,281.265625,STANDARD,281.265625,0.1826992779970169,4,0,2018-07-03,R_A3,3
41,29,1605.4580078125,0.0,281.41473388671875,STANDARD,281.41473388671875,0.36310309171676636,5,0,2018-07-03,R_A3,4
41,29,1607.5859375,0.0,281.5954895019531,STANDARD,281.5954895019531,0.8062332272529602,6,0,2018-07-03,R_A3,5
41,29,1609.7138671875,0.0,281.6742858886719,STANDARD,281.6742858886719,0.6497389674186707,7,0,2018-07-03,R_A3,6
41,29,1611.841796875,0.0,281.80694580078125,STANDARD,281.80694580078125,0.194555401802063,8,0,2018-07-03,R_A3,7
41,29,1613.9696044921875,0.0,281.9486389160156,STANDARD,281.9486389160156,0.14602091908454895,9,0,2018-07-03,R_A3,8
41,29,1616.0975341796875,0.0,282.1748352050781,STANDARD,282.1748352050781,0.7955527901649475,10,0,2018-07-03,R_A3,9
41,29,1618.2254638671875,0.0,283.5058898925781,STANDARD,283.5058898925781,0.7951139807701111,11,0,2018-07-03,R_A3,10
41,29,1620.437255859375,0.0,285.11187744140625,STANDARD,285.11187744140625,0.048931073397397995,12,0,2018-07-03,R_A3,11
41,29,1622.73291015625,0.0,285.2652587890625,STANDARD,285.2652587890625,0.05338987708091736,13,0,2018-07-03,R_A3,12
41,29,1625.0286865234375,0.0,285.419677734375,STANDARD,285.419677734375,0.3727912902832031,14,0,2018-07-03,R_A3,13
41,29,1629.6201171875,0.0,286.6757507324219,STANDARD,286.6757507324219,0.6043683290481567,15,0,2018-07-03,R_A3,15
41,29,1631.39892578125,0.0,286.8619384765625,STANDARD,286.8619384765625,0.8045174479484558,16,0,2018-07-03,R_A3,16
41,29,1633.9388427734375,0.0,288.1659851074219,STANDARD,288.1659851074219,0.6985366940498352,17,0,2018-07-03,R_A3,25
41,29,1637.481201171875,0.0,286.4191589355469,STANDARD,286.4191589355469,0.04522956535220146,18,0,2018-07-03,R_A3,26
41,29,1641.023681640625,0.0,286.6561279296875,STANDARD,286.6561279296875,0.04846591129899025,19,0,2018-07-03,R_A3,27
41,29,1644.566162109375,0.0,286.94183349609375,STANDARD,286.94183349609375,0.6500786542892456,20,0,2018-07-03,R_A3,28
41,29,1648.1085205078125,0.0,287.1054992675781,STANDARD,287.1054992675781,0.06145869567990303,21,0,2018-07-03,R_A3,29
52,30,1632.45166015625,0.0,280.7486877441406,STANDARD,280.7486877441406,0.05193884298205376,1,0,2018-09-12,R_A4,1
52,31,1626.194580078125,0.0,280.3972473144531,STANDARD,280.3972473144531,0.04870776832103729,2,0,2018-09-12,R_A4,1
52,31,1628.2523193359375,0.0,280.53448486328125,STANDARD,280.53448486328125,0.048821620643138885,3,0,2018-09-12,R_A4,2
52,31,1630.3101806640625,0.0,280.67169189453125,STANDARD,280.67169189453125,0.05026337131857872,4,0,2018-09-12,R_A4,3
52,31,1632.367919921875,0.0,280.808837890625,STANDARD,280.808837890625,0.052926674485206604,5,0,2018-09-12,R_A4,4
52,31,1634.42578125,0.0,280.9459533691406,STANDARD,280.9459533691406,0.05439552664756775,6,0,2018-09-12,R_A4,5
52,32,1633.1539306640625,0.0,280.92230224609375,STANDARD,280.92230224609375,0.05418476089835167,7,0,2018-09-12,R_A4,5
52,32,1635.001953125,0.0,281.045654296875,STANDARD,281.045654296875,0.054825108498334885,8,0,2018-09-12,R_A4,6
51,32,1636.1854248046875,0.0,281.0676574707031,STANDARD,281.0676574707031,0.2817136347293854,9,0,2018-09-12,R_A4,6
51,32,1634.39111328125,0.0,280.9029541015625,STANDARD,280.9029541015625,0.05524422973394394,10,0,2018-09-12,R_A4,5
51,33,1638.3116455078125,0.0,281.1477966308594,STANDARD,281.1477966308594,0.19435220956802368,11,0,2018-09-12,R_A4,5
51,33,1636.4954833984375,0.0,281.02630615234375,STANDARD,281.02630615234375,0.05736368149518967,12,0,2018-09-12,R_A4,4
50,33,1642.368896484375,0.0,281.216064453125,STANDARD,281.216064453125,0.0612066425383091,13,0,2018-09-12,R_A4,4
50,34,1641.132568359375,0.0,281.12347412109375,STANDARD,281.12347412109375,0.06063750013709068,14,0,2018-09-12,R_A4,4
50,34,1639.2425537109375,0.0,280.9975280761719,STANDARD,280.9975280761719,0.1408381313085556,15,0,2018-09-12,R_A4,3
50,35,1640.0728759765625,0.0,281.0452575683594,STANDARD,281.0452575683594,0.12703529000282288,16,0,2018-09-12,R_A4,3
49,35,1644.052978515625,0.0,281.2441101074219,STANDARD,281.2441101074219,0.14651726186275482,17,0,2018-09-12,R_A4,3
49,35,1642.2320556640625,0.0,281.1220703125,STANDARD,281.1220703125,0.22581887245178223,18,0,2018-09-12,R_A4,2
49,36,1645.254150390625,0.0,280.3560485839844,STANDARD,280.3560485839844,0.17590954899787903,19,0,2018-09-12,R_A4,28
49,36,1639.283203125,0.0,279.943359375,STANDARD,279.943359375,0.09586942940950394,20,0,2018-09-12,R_A4,27
48,36,1638.6929931640625,0.0,279.69366455078125,STANDARD,279.69366455078125,0.05528412014245987,21,0,2018-09-12,R_A4,27
48,37,1645.838134765625,0.0,280.39410400390625,STANDARD,280.39410400390625,0.22398999333381653,22,0,2018-09-12,R_A4,27
48,38,1648.8048095703125,0.0,280.7647399902344,STANDARD,280.7647399902344,0.6647123098373413,23,0,2018-09-12,R_A4,27
47,38,1654.96142578125,0.0,280.9630432128906,STANDARD,280.9630432128906,0.09892938286066055,24,0,2018-09-12,R_A4,27
47,38,1660.5111083984375,0.0,281.33575439453125,STANDARD,281.33575439453125,0.6513715386390686,25,0,2018-09-12,R_A4,28
42,17,1694.4644775390625,2.0656091041185848e-14,278.796142578125,STANDARD,278.796142578125,1.0,1,0,2018-11-07,R_A6,1
42,17,1696.000732421875,6.874104353771747e-15,278.9202575683594,STANDARD,278.9202575683594,1.0,2,0,2018-11-07,R_A6,2
42,17,1697.537109375,5.062891685075508e-15,279.01776123046875,STANDARD,279.01776123046875,1.0,3,0,2018-11-07,R_A6,3
42,17,1699.0732421875,3.4683174335184506e-15,279.1013488769531,STANDARD,279.1013488769531,1.0,4,0,2018-11-07,R_A6,4
42,17,1700.609619140625,4.525940135635589e-15,279.1863708496094,STANDARD,279.1863708496094,1.0,5,0,2018-11-07,R_A6,5
42,17,1702.1458740234375,2.3212600461577915e-13,279.2981262207031,STANDARD,279.2981262207031,1.0,6,0,2018-11-07,R_A6,6
42,17,1703.68212890625,4.291694766494353e-13,279.1399230957031,STANDARD,279.1399230957031,1.0,7,0,2018-11-07,R_A6,7
42,17,1705.2183837890625,3.281694577542127e-13,279.285400390625,STANDARD,279.285400390625,1.0,8,0,2018-11-07,R_A6,8
42,17,1706.754638671875,1.9733838180083577e-14,279.73651123046875,STANDARD,279.73651123046875,1.0,9,0,2018-11-07,R_A6,9
