FIPNUM,STOIIP_OIL,ASSOCIATEDOIL_GAS,STOIIP_TOTAL,WIIP_TOTAL,GIIP_GAS,ASSOCIATEDGAS_OIL,GIIP_TOTAL,PORV_TOTAL,HCPV_OIL,WATPV_TOTAL,HCPV_GAS,HCPV_TOTAL,REGION,ZONE
1,723369.0,0.0,723369.0,81079546.0,-0.0,101864762.0,101864762.0,84881980.0,1037330.0,83844651.0,0.0,1037330.0,WestLowland,Valysar
2,7143703.0,0.0,7143703.0,12678081.0,0.0,1005976315.0,1005976315.0,23353408.0,10241887.0,13111520.0,0.0,10241887.0,CentralSouth,Valysar
3,3359291.0,0.0,3359291.0,11169646.0,0.0,473055338.0,473055338.0,16367029.0,4816069.0,11550959.0,0.0,4816069.0,CentralNorth,Valysar
4,166653.0,71898.0,238552.0,2892474.0,467805057.0,32652385.0,500457441.0,5275571.0,271352.0,2991864.0,2012355.0,2283707.0,NorthHorst,Valysar
5,1157414.0,0.0,1157414.0,618800.0,0.0,162986991.0,162986991.0,2300139.0,1660031.0,640107.0,0.0,1660031.0,CentralRamp,Valysar
6,8138977.0,0.0,8138977.0,6203095.0,0.0,1146130792.0,1146130792.0,18092067.0,11676048.0,6416019.0,0.0,11676048.0,CentralHorst,Valysar
7,449671.0,0.0,449671.0,35222478.0,0.0,63322660.0,63322660.0,37056505.0,644849.0,36411656.0,0.0,644849.0,EastLowland,Valysar
8,380071.0,0.0,380071.0,108929365.0,0.0,53521620.0,53521620.0,113187746.0,544986.0,112642760.0,0.0,544986.0,WestLowland,Therys
9,1209355.0,0.0,1209355.0,4907292.0,0.0,170301356.0,170301356.0,6808518.0,1733389.0,5075128.0,0.0,1733389.0,CentralSouth,Therys
10,1325322.0,0.0,1325322.0,11663897.0,0.0,186631784.0,186631784.0,13961328.0,1899743.0,12061585.0,0.0,1899743.0,CentralNorth,Therys
11,514192.0,55681.0,569873.0,3993747.0,361283909.0,100745709.0,462029617.0,6521428.0,837273.0,4130733.0,1553421.0,2390695.0,NorthHorst,Therys
12,760347.0,0.0,760347.0,315785.0,-0.0,107072120.0,107072120.0,1416946.0,1090303.0,326643.0,0.0,1090303.0,CentralRamp,Therys
13,4020938.0,0.0,4020938.0,4130907.0,0.0,566228457.0,566228457.0,10039739.0,5767457.0,4272282.0,0.0,5767457.0,CentralHorst,Therys
14,20393.0,0.0,20393.0,16971766.0,0.0,2871774.0,2871774.0,17570819.0,29240.0,17541579.0,0.0,29240.0,EastLowland,Therys
15,0.0,0.0,0.0,80460038.0,0.0,0.0,0.0,83193487.0,0.0,83193487.0,0.0,0.0,WestLowland,Volon
16,3202349.0,0.0,3202349.0,33600455.0,0.0,450954739.0,450954739.0,39336333.0,4590206.0,34746127.0,0.0,4590206.0,CentralSouth,Volon
17,299732.0,0.0,299732.0,6097782.0,0.0,42208214.0,42208214.0,6735123.0,429624.0,6305499.0,0.0,429624.0,CentralNorth,Volon
18,376787.0,17169.0,393956.0,1697348.0,111139348.0,73823907.0,184963255.0,2846636.0,613495.0,1755453.0,477688.0,1091183.0,NorthHorst,Volon
19,1137589.0,0.0,1137589.0,938699.0,0.0,160195233.0,160195233.0,2601627.0,1630756.0,970871.0,0.0,1630756.0,CentralRamp,Volon
20,7208184.0,0.0,7208184.0,8463616.0,0.0,1015056460.0,1015056460.0,19090438.0,10337154.0,8753284.0,0.0,10337154.0,CentralHorst,Volon
21,0.0,0.0,0.0,32526747.0,0.0,0.0,0.0,33625688.0,0.0,33625688.0,0.0,0.0,EastLowland,Volon
