DATE,CONIPOS,CONJPOS,WELL,CONKPOS,CONIDX,WELLMODEL,PRESSURE,DEPTH,SGAS,SWAT,DRAWDOWN,CONBPRES
2018-09-12,31,52,R_A4,4,5,STANDARD,279.689697265625,1631.77197265625,0.0,0.05593864619731903,0,279.689697265625
2018-09-12,31,52,R_A4,5,6,STANDARD,279.8307800292969,1633.8890380859375,0.0,0.05695491284132004,0,279.8307800292969
2018-09-12,32,52,R_A4,5,7,STANDARD,279.8631286621094,1632.9254150390625,0.0,0.0548393689095974,0,279.8631286621094
2018-09-12,32,52,R_A4,6,8,STANDARD,279.9901428222656,1634.8319091796875,0.0,0.058865584433078766,0,279.9901428222656
2018-09-12,32,51,R_A4,6,9,STANDARD,279.8710021972656,1635.5048828125,0.0,0.06062068045139313,0,279.8710021972656
2018-09-12,32,51,R_A4,5,10,STANDARD,279.7701721191406,1633.636474609375,0.0,0.05835976451635361,0,279.7701721191406
2018-09-12,33,51,R_A4,5,11,STANDARD,280.03570556640625,1636.0081787109375,0.0,0.061089374125003815,0,280.03570556640625
2018-09-12,33,50,R_A4,5,12,STANDARD,280.35662841796875,1642.640869140625,0.0,0.0649537742137909,0,280.35662841796875
2018-09-12,34,50,R_A4,5,13,STANDARD,280.4757385253906,1642.7789306640625,0.0,0.06472200900316238,0,280.4757385253906
2018-09-12,34,50,R_A4,4,14,STANDARD,280.35125732421875,1640.9127197265625,0.0,0.06542816013097763,0,280.35125732421875
2018-09-12,34,50,R_A4,3,15,STANDARD,280.2268371582031,1639.046630859375,0.0,0.1305985450744629,0,280.2268371582031
2018-09-12,35,50,R_A4,3,16,STANDARD,280.4911193847656,1641.5501708984375,0.0,0.17020612955093384,0,280.4911193847656
2018-09-12,35,50,R_A4,2,17,STANDARD,280.37225341796875,1639.7611083984375,0.0,0.23805303871631622,0,280.37225341796875
2018-09-12,35,50,R_A4,1,18,STANDARD,280.25311279296875,1637.971923828125,0.0,0.23554924130439758,0,280.25311279296875
2018-09-12,35,49,R_A4,1,19,STANDARD,280.5175476074219,1643.1429443359375,0.0,0.24536322057247162,0,280.5175476074219
2018-09-12,36,49,R_A4,36,20,STANDARD,279.2854309082031,1647.5916748046875,0.0,0.20041365921497345,0,279.2854309082031
