ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,4908777,815706,508467,354579,49924785
Valysar,CentralSouth,53876146,11094623,8705173,6070553,854733860
Valysar,CentralNorth,31390935,5194623,3520553,2455058,345672199
Valysar,NorthHorst,3766294,467897,173394,106507,20864799
Valysar,CentralRamp,13747335,2271547,1621967,1131079,159255864
Valysar,CentralHorst,82161354,14490071,11152672,7777317,1095046271
Valysar,EastLowland,288978,52316,15267,10646,1499021
Therys,WestLowland,2193689,393449,189361,132051,18592810
Therys,CentralSouth,6255047,1324392,770552,537345,75658139
Therys,CentralNorth,14919622,2758358,1515834,1057067,148834993
Therys,NorthHorst,6425431,916396,373614,229492,44957558
Therys,CentralRamp,6771661,1425149,1056231,736562,103708001
Therys,CentralHorst,26169839,6363152,4911896,3425311,482283780
Therys,EastLowland,0,0,0,0,0
Volon,WestLowland,252999,32171,7960,5551,781610
Volon,CentralSouth,20970688,3554103,2291513,1597987,224996511
Volon,CentralNorth,2676660,416266,249577,174042,24505160
Volon,NorthHorst,4780166,906842,681092,418361,81956898
Volon,CentralRamp,10818047,2026651,1493816,1041713,146673150
Volon,CentralHorst,75938512,13126176,10254188,7150759,1006826873
Volon,EastLowland,0,0,0,0,0
