SGAS,SWAT,WELL,CONIDX,WELLMODEL,CONBPRES,CONIPOS,PRESSURE,CONJPOS,DATE,DRAWDOWN,DEPTH,CONKPOS
0.0,0.05170352756977081,R_A2,1,STANDARD,300.7320556640625,22,300.7320556640625,30,2018-01-01,0,1640.0909423828125,1
0.0,0.05540166422724724,R_A2,2,STANDARD,300.8493957519531,22,300.8493957519531,30,2018-01-01,0,1641.8409423828125,2
0.0,0.05751042813062668,R_A2,3,STANDARD,300.9667663574219,22,300.9667663574219,30,2018-01-01,0,1643.591064453125,3
0.0,0.06088946387171745,R_A2,4,STANDARD,301.0841064453125,22,301.0841064453125,30,2018-01-01,0,1645.3411865234375,4
0.0,0.06578224897384644,R_A2,5,STANDARD,301.20147705078125,22,301.20147705078125,30,2018-01-01,0,1647.09130859375,5
0.0,0.6481541991233826,R_A2,6,STANDARD,301.31884765625,22,301.31884765625,30,2018-01-01,0,1648.841552734375,6
0.0,0.8709338307380676,R_A2,7,STANDARD,301.43621826171875,22,301.43621826171875,30,2018-01-01,0,1650.5916748046875,7
0.0,0.8577433824539185,R_A2,8,STANDARD,301.5535888671875,22,301.5535888671875,30,2018-01-01,0,1652.341796875,8
0.0,0.2288341373205185,R_A2,9,STANDARD,301.67095947265625,22,301.67095947265625,30,2018-01-01,0,1654.0919189453125,9
0.0,0.18686255812644958,R_A2,10,STANDARD,301.7883605957031,22,301.7883605957031,30,2018-01-01,0,1655.842041015625,10
0.0,0.06822200864553452,R_A2,11,STANDARD,301.9150695800781,22,301.9150695800781,30,2018-01-01,0,1657.731201171875,11
0.0,0.06324992328882217,R_A2,12,STANDARD,302.0511169433594,22,302.0511169433594,30,2018-01-01,0,1659.759521484375,12
0.0,0.4245709478855133,R_A2,13,STANDARD,302.1871643066406,22,302.1871643066406,30,2018-01-01,0,1661.7877197265625,13
0.0,0.464211106300354,R_A2,14,STANDARD,302.3232116699219,22,302.3232116699219,30,2018-01-01,0,1663.81591796875,14
0.0,0.9018809199333191,R_A2,15,STANDARD,302.4592590332031,22,302.4592590332031,30,2018-01-01,0,1665.8441162109375,15
0.0,0.9126402735710144,R_A2,16,STANDARD,302.5953369140625,22,302.5953369140625,30,2018-01-01,0,1667.8724365234375,16
0.0,0.9435840845108032,R_A2,17,STANDARD,302.84942626953125,22,302.84942626953125,29,2018-01-01,0,1671.66015625,16
0.0,0.9149481654167175,R_A2,18,STANDARD,302.99151611328125,22,302.99151611328125,29,2018-01-01,0,1673.778076171875,17
0.0,0.9692442417144775,R_A2,19,STANDARD,303.1190185546875,22,303.1190185546875,29,2018-01-01,0,1675.678466796875,18
0.0,1.0,R_A2,20,STANDARD,303.2366027832031,22,303.2366027832031,29,2018-01-01,0,1677.430908203125,26
0.0,0.8292307257652283,R_A2,21,STANDARD,303.3554382324219,22,303.3554382324219,29,2018-01-01,0,1679.201904296875,27
0.0,0.8403846025466919,R_A2,22,STANDARD,303.4742736816406,22,303.4742736816406,29,2018-01-01,0,1680.972900390625,28
0.0,1.0,R_A2,23,STANDARD,303.9335632324219,22,303.9335632324219,29,2018-01-01,0,1682.7440185546875,29
0.0,1.0,R_A2,24,STANDARD,304.1014099121094,22,304.1014099121094,29,2018-01-01,0,1684.5150146484375,30
0.0,0.6481541991233826,R_A3,1,STANDARD,298.62677001953125,28,298.62677001953125,41,2018-01-01,0,1608.685546875,1
0.0,0.11823459714651108,R_A3,2,STANDARD,298.7593994140625,28,298.7593994140625,41,2018-01-01,0,1610.6644287109375,2
0.0,0.11823459714651108,R_A3,3,STANDARD,298.89202880859375,28,298.89202880859375,41,2018-01-01,0,1612.643310546875,3
0.0,0.11823459714651108,R_A3,4,STANDARD,298.3537292480469,29,298.3537292480469,41,2018-01-01,0,1604.6112060546875,3
0.0,0.13265042006969452,R_A3,5,STANDARD,298.49127197265625,29,298.49127197265625,41,2018-01-01,0,1606.66357421875,4
0.0,0.8113044500350952,R_A3,6,STANDARD,298.6288146972656,29,298.6288146972656,41,2018-01-01,0,1608.716064453125,5
0.0,0.18306469917297363,R_A3,7,STANDARD,298.766357421875,29,298.766357421875,41,2018-01-01,0,1610.7685546875,6
0.0,0.19485381245613098,R_A3,8,STANDARD,298.9039306640625,29,298.9039306640625,41,2018-01-01,0,1612.8209228515625,7
0.0,0.2417205423116684,R_A3,9,STANDARD,299.04150390625,29,299.04150390625,41,2018-01-01,0,1614.8734130859375,8
0.0,0.7976087927818298,R_A3,10,STANDARD,299.1790466308594,29,299.1790466308594,41,2018-01-01,0,1616.9259033203125,9
0.0,0.7975614666938782,R_A3,11,STANDARD,299.3166198730469,29,299.3166198730469,41,2018-01-01,0,1618.9783935546875,10
0.0,0.04756917804479599,R_A3,12,STANDARD,299.4625244140625,29,299.4625244140625,41,2018-01-01,0,1621.15478515625,11
0.0,0.054608304053545,R_A3,13,STANDARD,299.61669921875,29,299.61669921875,41,2018-01-01,0,1623.455078125,12
0.0,0.3674164116382599,R_A3,14,STANDARD,299.7709045410156,29,299.7709045410156,41,2018-01-01,0,1625.7552490234375,13
0.0,0.18966443836688995,R_A3,15,STANDARD,299.92510986328125,29,299.92510986328125,41,2018-01-01,0,1628.0555419921875,14
0.0,0.43903443217277527,R_A3,16,STANDARD,300.0793151855469,29,300.0793151855469,41,2018-01-01,0,1630.3558349609375,15
0.0,0.7979474663734436,R_A3,17,STANDARD,300.2007141113281,29,300.2007141113281,41,2018-01-01,0,1632.1663818359375,16
0.0,1.0,R_A3,18,STANDARD,300.3621520996094,29,300.3621520996094,41,2018-01-01,0,1634.5740966796875,26
0.0,0.043267443776130676,R_A3,19,STANDARD,300.5964660644531,29,300.5964660644531,41,2018-01-01,0,1638.0687255859375,27
0.0,0.05134240910410881,R_A3,20,STANDARD,300.8307800292969,29,300.8307800292969,41,2018-01-01,0,1641.5633544921875,28
0.0,0.6481541991233826,R_A3,21,STANDARD,301.06512451171875,29,301.06512451171875,41,2018-01-01,0,1645.057861328125,29
0.0,0.0584220290184021,R_A3,22,STANDARD,301.2994689941406,29,301.2994689941406,41,2018-01-01,0,1648.552490234375,30
0.0,0.047671422362327576,R_A4,1,STANDARD,300.1336669921875,30,300.1336669921875,52,2018-01-01,0,1631.1663818359375,1
0.0,0.04585469141602516,R_A4,2,STANDARD,299.84710693359375,31,299.84710693359375,52,2018-01-01,0,1626.89208984375,1
0.0,0.04771573469042778,R_A4,3,STANDARD,299.9847412109375,31,299.9847412109375,52,2018-01-01,0,1628.9451904296875,2
0.0,0.051629286259412766,R_A4,4,STANDARD,300.1224060058594,31,300.1224060058594,52,2018-01-01,0,1630.998291015625,3
0.0,0.053886428475379944,R_A4,5,STANDARD,300.2600402832031,31,300.2600402832031,52,2018-01-01,0,1633.0513916015625,4
0.0,0.05508643016219139,R_A4,6,STANDARD,300.2227783203125,32,300.2227783203125,52,2018-01-01,0,1632.4954833984375,4
0.0,0.055714141577482224,R_A4,7,STANDARD,300.4545593261719,32,300.4545593261719,51,2018-01-01,0,1635.9525146484375,4
0.0,0.0563286654651165,R_A4,8,STANDARD,300.5530700683594,33,300.5530700683594,51,2018-01-01,0,1637.421630859375,4
0.0,0.05567222461104393,R_A4,9,STANDARD,300.42840576171875,33,300.42840576171875,51,2018-01-01,0,1635.5625,3
0.0,0.061844322830438614,R_A4,10,STANDARD,300.9407958984375,33,300.9407958984375,50,2018-01-01,0,1643.2039794921875,4
0.0,0.060673777014017105,R_A4,11,STANDARD,300.7956848144531,34,300.7956848144531,50,2018-01-01,0,1641.0399169921875,4
0.0,0.1359676569700241,R_A4,12,STANDARD,300.6705322265625,34,300.6705322265625,50,2018-01-01,0,1639.17333984375,3
0.0,0.1389756202697754,R_A4,13,STANDARD,300.700927734375,35,300.700927734375,50,2018-01-01,0,1639.6270751953125,3
0.0,0.22325843572616577,R_A4,14,STANDARD,300.5814514160156,35,300.5814514160156,50,2018-01-01,0,1637.844970703125,2
0.0,0.05323660373687744,R_A4,15,STANDARD,300.7827453613281,35,300.7827453613281,49,2018-01-01,0,1640.84716796875,29
0.0,0.05925644934177399,R_A4,16,STANDARD,301.1156311035156,36,301.1156311035156,49,2018-01-01,0,1645.8114013671875,29
0.0,0.05545143783092499,R_A4,17,STANDARD,301.0969543457031,36,301.0969543457031,48,2018-01-01,0,1645.53271484375,29
0.0,0.3293304145336151,R_A4,18,STANDARD,301.4471130371094,37,301.4471130371094,48,2018-01-01,0,1650.7540283203125,29
0.0,0.6481541991233826,R_A4,19,STANDARD,301.06500244140625,37,301.06500244140625,48,2018-01-01,0,1645.0560302734375,28
0.0,0.2349451780319214,R_A4,20,STANDARD,301.3194580078125,38,301.3194580078125,48,2018-01-01,0,1648.850830078125,28
0.0,0.20890992879867554,R_A4,21,STANDARD,301.8138732910156,38,301.8138732910156,47,2018-01-01,0,1656.2227783203125,28
0.0,1.0,R_A5,1,STANDARD,303.8585510253906,31,303.8585510253906,20,2018-01-01,0,1685.17919921875,1
0.0,1.0,R_A5,2,STANDARD,304.05615234375,31,304.05615234375,20,2018-01-01,0,1687.2645263671875,2
0.0,1.0,R_A5,3,STANDARD,304.2537841796875,31,304.2537841796875,20,2018-01-01,0,1689.349853515625,3
