SGAS,SWAT,WELL,CONIDX,WELLMODEL,CONBPRES,CONIPOS,PRESSURE,CONJPOS,DATE,DRAWDOWN,DEPTH,CONKPOS
0.0,1.0,R_A5,4,STANDARD,304.4513854980469,31,304.4513854980469,20,2018-01-01,0,1691.4351806640625,4
0.0,1.0,R_A5,5,STANDARD,304.64898681640625,31,304.64898681640625,20,2018-01-01,0,1693.5203857421875,5
0.0,1.0,R_A5,6,STANDARD,304.84661865234375,31,304.84661865234375,20,2018-01-01,0,1695.605712890625,6
0.0,1.0,R_A5,7,STANDARD,305.3500061035156,31,305.3500061035156,20,2018-01-01,0,1697.6910400390625,7
0.0,1.0,R_A5,8,STANDARD,305.5476379394531,31,305.5476379394531,20,2018-01-01,0,1699.7763671875,8
0.0,1.0,R_A5,9,STANDARD,305.7452697753906,31,305.7452697753906,20,2018-01-01,0,1701.8616943359375,9
0.0,1.0,R_A5,10,STANDARD,305.1973876953125,31,305.1973876953125,21,2018-01-01,0,1696.080322265625,9
0.0,1.0,R_A5,11,STANDARD,305.41741943359375,31,305.41741943359375,21,2018-01-01,0,1698.40234375,10
0.0,1.0,R_A5,12,STANDARD,305.318603515625,31,305.318603515625,21,2018-01-01,0,1700.5848388671875,11
0.0,1.0,R_A5,13,STANDARD,305.51220703125,31,305.51220703125,21,2018-01-01,0,1702.627685546875,12
0.0,1.0,R_A5,14,STANDARD,305.7177734375,31,305.7177734375,21,2018-01-01,0,1704.670654296875,13
0.0,1.0,R_A5,15,STANDARD,305.911376953125,31,305.911376953125,21,2018-01-01,0,1706.7135009765625,14
0.0,1.0,R_A5,16,STANDARD,306.10498046875,31,306.10498046875,21,2018-01-01,0,1708.75634765625,15
0.0,1.0,R_A5,17,STANDARD,306.443603515625,31,306.443603515625,21,2018-01-01,0,1710.79931640625,16
0.0,1.0,R_A5,18,STANDARD,306.6371765136719,31,306.6371765136719,21,2018-01-01,0,1712.8419189453125,17
0.0,1.0,R_A5,19,STANDARD,306.7679748535156,31,306.7679748535156,21,2018-01-01,0,1714.221923828125,18
0.0,1.0,R_A5,20,STANDARD,306.8197326660156,31,306.8197326660156,21,2018-01-01,0,1714.76806640625,19
0.0,1.0,R_A5,21,STANDARD,306.786865234375,31,306.786865234375,21,2018-01-01,0,1716.078857421875,26
0.0,1.0,R_A5,22,STANDARD,306.9998474121094,31,306.9998474121094,21,2018-01-01,0,1718.3260498046875,27
0.0,1.0,R_A5,23,STANDARD,307.51861572265625,31,307.51861572265625,21,2018-01-01,0,1720.5732421875,28
0.0,1.0,R_A5,24,STANDARD,307.7315979003906,31,307.7315979003906,21,2018-01-01,0,1722.8204345703125,29
0.0,1.0,R_A5,25,STANDARD,307.944580078125,31,307.944580078125,21,2018-01-01,0,1725.067626953125,30
0.0,1.0,R_A6,1,STANDARD,305.03167724609375,17,305.03167724609375,42,2018-01-01,0,1694.331787109375,1
0.0,1.0,R_A6,2,STANDARD,305.1770324707031,17,305.1770324707031,42,2018-01-01,0,1695.865478515625,2
0.0,1.0,R_A6,3,STANDARD,305.3223876953125,17,305.3223876953125,42,2018-01-01,0,1697.3992919921875,3
0.0,1.0,R_A6,4,STANDARD,305.4677429199219,17,305.4677429199219,42,2018-01-01,0,1698.93310546875,4
0.0,1.0,R_A6,5,STANDARD,305.61309814453125,17,305.61309814453125,42,2018-01-01,0,1700.4669189453125,5
0.0,1.0,R_A6,6,STANDARD,305.7584533691406,17,305.7584533691406,42,2018-01-01,0,1702.000732421875,6
0.0,1.0,R_A6,7,STANDARD,305.6047668457031,17,305.6047668457031,42,2018-01-01,0,1703.5345458984375,7
0.0,1.0,R_A6,8,STANDARD,305.7501220703125,17,305.7501220703125,42,2018-01-01,0,1705.068359375,8
0.0,1.0,R_A6,9,STANDARD,306.19451904296875,17,306.19451904296875,42,2018-01-01,0,1706.6021728515625,9
0.0,1.0,R_A6,10,STANDARD,306.0340881347656,17,306.0340881347656,42,2018-01-01,0,1708.135986328125,10
0.0,1.0,R_A6,11,STANDARD,306.2149658203125,17,306.2149658203125,42,2018-01-01,0,1710.0430908203125,11
0.0,1.0,R_A6,12,STANDARD,306.43109130859375,17,306.43109130859375,42,2018-01-01,0,1712.323486328125,12
0.0,1.0,R_A6,13,STANDARD,306.6591796875,17,306.6591796875,42,2018-01-01,0,1714.60400390625,13
0.0,1.0,R_A6,14,STANDARD,306.87530517578125,17,306.87530517578125,42,2018-01-01,0,1716.884521484375,14
0.0,1.0,R_A6,15,STANDARD,307.0914306640625,17,307.0914306640625,42,2018-01-01,0,1719.1649169921875,15
0.0,1.0,R_A6,16,STANDARD,307.45257568359375,17,307.45257568359375,42,2018-01-01,0,1721.4453125,16
0.0,1.0,R_A6,17,STANDARD,307.668701171875,17,307.668701171875,42,2018-01-01,0,1723.725830078125,17
0.0,1.0,R_A6,18,STANDARD,307.81622314453125,17,307.81622314453125,42,2018-01-01,0,1725.2821044921875,18
0.0,1.0,R_A6,19,STANDARD,307.77947998046875,17,307.77947998046875,42,2018-01-01,0,1726.552001953125,26
0.0,1.0,R_A6,20,STANDARD,308.24713134765625,17,308.24713134765625,42,2018-01-01,0,1728.259765625,27
0.0,1.0,R_A6,21,STANDARD,308.4089660644531,17,308.4089660644531,42,2018-01-01,0,1729.967529296875,28
0.0,1.0,R_A6,22,STANDARD,308.5708312988281,17,308.5708312988281,42,2018-01-01,0,1731.6751708984375,29
0.0,1.0,R_A6,23,STANDARD,308.4269104003906,17,308.4269104003906,42,2018-01-01,0,1733.3829345703125,30
0.0,0.05171700194478035,R_A2,1,STANDARD,298.3828430175781,22,298.3828430175781,30,2018-03-01,0,1640.0909423828125,1
0.0,0.05541403591632843,R_A2,2,STANDARD,298.5001525878906,22,298.5001525878906,30,2018-03-01,0,1641.8409423828125,2
0.0,0.05752173438668251,R_A2,3,STANDARD,298.61749267578125,22,298.61749267578125,30,2018-03-01,0,1643.591064453125,3
0.0,0.060914941132068634,R_A2,4,STANDARD,298.73480224609375,22,298.73480224609375,30,2018-03-01,0,1645.3411865234375,4
0.0,0.06580528616905212,R_A2,5,STANDARD,298.8521423339844,22,298.8521423339844,30,2018-03-01,0,1647.09130859375,5
0.0,0.6531994938850403,R_A2,6,STANDARD,299.0001220703125,22,299.0001220703125,30,2018-03-01,0,1648.841552734375,6
0.0,0.8708481788635254,R_A2,7,STANDARD,299.27313232421875,22,299.27313232421875,30,2018-03-01,0,1650.5916748046875,7
0.0,0.8517764806747437,R_A2,8,STANDARD,299.54998779296875,22,299.54998779296875,30,2018-03-01,0,1652.341796875,8
0.0,0.2285555750131607,R_A2,9,STANDARD,299.7387390136719,22,299.7387390136719,30,2018-03-01,0,1654.0919189453125,9
0.0,0.18668316304683685,R_A2,10,STANDARD,299.856201171875,22,299.856201171875,30,2018-03-01,0,1655.842041015625,10
0.0,0.06828644126653671,R_A2,11,STANDARD,299.91400146484375,22,299.91400146484375,30,2018-03-01,0,1657.731201171875,11
0.0,0.06358832865953445,R_A2,12,STANDARD,300.05743408203125,22,300.05743408203125,30,2018-03-01,0,1659.759521484375,12
0.0,0.4248104691505432,R_A2,13,STANDARD,300.2095031738281,22,300.2095031738281,30,2018-03-01,0,1661.7877197265625,13
0.0,0.46460026502609253,R_A2,14,STANDARD,300.3463134765625,22,300.3463134765625,30,2018-03-01,0,1663.81591796875,14
0.0,0.9018217921257019,R_A2,15,STANDARD,300.48748779296875,22,300.48748779296875,30,2018-03-01,0,1665.8441162109375,15
0.0,0.9125878214836121,R_A2,16,STANDARD,300.6292724609375,22,300.6292724609375,30,2018-03-01,0,1667.8724365234375,16
0.0,0.9435515999794006,R_A2,17,STANDARD,300.9656982421875,22,300.9656982421875,29,2018-03-01,0,1671.66015625,16
0.0,0.9148992300033569,R_A2,18,STANDARD,301.1077575683594,22,301.1077575683594,29,2018-03-01,0,1673.778076171875,17
0.0,0.9692265391349792,R_A2,19,STANDARD,301.2351989746094,22,301.2351989746094,29,2018-03-01,0,1675.678466796875,18
5.603885699256199e-15,1.0,R_A2,20,STANDARD,302.9882507324219,22,302.9882507324219,29,2018-03-01,0,1677.430908203125,26
0.0,0.8291518092155457,R_A2,21,STANDARD,302.9596862792969,22,302.9596862792969,29,2018-03-01,0,1679.201904296875,27
0.0,0.8403732776641846,R_A2,22,STANDARD,303.2412414550781,22,303.2412414550781,29,2018-03-01,0,1680.972900390625,28
-2.7997848484062615e-10,1.0,R_A2,23,STANDARD,303.1229553222656,22,303.1229553222656,29,2018-03-01,0,1682.7440185546875,29
-8.311388799420172e-10,1.0,R_A2,24,STANDARD,302.8164978027344,22,302.8164978027344,29,2018-03-01,0,1684.5150146484375,30
-5.182423379324064e-10,1.0,R_A5,1,STANDARD,283.6112060546875,31,283.6112060546875,20,2018-04-28,0,1685.17919921875,1
-3.963713246513123e-10,1.0,R_A5,2,STANDARD,283.80828857421875,31,283.80828857421875,20,2018-04-28,0,1687.2645263671875,2
-3.639861467785721e-10,1.0,R_A5,3,STANDARD,284.00518798828125,31,284.00518798828125,20,2018-04-28,0,1689.349853515625,3
-4.21512685866432e-10,1.0,R_A5,4,STANDARD,284.20208740234375,31,284.20208740234375,20,2018-04-28,0,1691.4351806640625,4
-2.348597705204014e-10,1.0,R_A5,5,STANDARD,284.3987731933594,31,284.3987731933594,20,2018-04-28,0,1693.5203857421875,5
-3.459345310208306e-10,1.0,R_A5,6,STANDARD,284.59564208984375,31,284.59564208984375,20,2018-04-28,0,1695.605712890625,6
-2.6876031782030463e-12,1.0,R_A5,7,STANDARD,285.0951232910156,31,285.0951232910156,20,2018-04-28,0,1697.6910400390625,7
-8.344102318813551e-13,1.0,R_A5,8,STANDARD,285.3227844238281,31,285.3227844238281,20,2018-04-28,0,1699.7763671875,8
0.0,1.0,R_A5,9,STANDARD,286.5264892578125,31,286.5264892578125,20,2018-04-28,0,1701.8616943359375,9
-5.755723328504381e-11,1.0,R_A5,10,STANDARD,284.8162536621094,31,284.8162536621094,21,2018-04-28,0,1696.080322265625,9
-1.9624002076112923e-11,1.0,R_A5,11,STANDARD,285.1409912109375,31,285.1409912109375,21,2018-04-28,0,1698.40234375,10
-1.6794030055500286e-10,1.0,R_A5,12,STANDARD,279.2951965332031,31,279.2951965332031,21,2018-04-28,0,1700.5848388671875,11
-3.861267972027349e-10,1.0,R_A5,13,STANDARD,279.52362060546875,31,279.52362060546875,21,2018-04-28,0,1702.627685546875,12
-1.5002200870473104e-11,1.0,R_A5,14,STANDARD,279.7294921875,31,279.7294921875,21,2018-04-28,0,1704.670654296875,13
-1.3891723708858716e-11,1.0,R_A5,15,STANDARD,279.9248352050781,31,279.9248352050781,21,2018-04-28,0,1706.7135009765625,14
-5.196398433077176e-12,1.0,R_A5,16,STANDARD,280.1217041015625,31,280.1217041015625,21,2018-04-28,0,1708.75634765625,15
-9.927279267726852e-13,1.0,R_A5,17,STANDARD,280.47357177734375,31,280.47357177734375,21,2018-04-28,0,1710.79931640625,16
-1.340896794641e-12,1.0,R_A5,18,STANDARD,280.6822814941406,31,280.6822814941406,21,2018-04-28,0,1712.8419189453125,17
-4.2584653251603877e-13,1.0,R_A5,19,STANDARD,280.816650390625,31,280.816650390625,21,2018-04-28,0,1714.221923828125,18
0.0,1.0,R_A5,20,STANDARD,280.868896484375,31,280.868896484375,21,2018-04-28,0,1714.76806640625,19
-2.2307346941863315e-12,1.0,R_A5,21,STANDARD,284.9237365722656,31,284.9237365722656,21,2018-04-28,0,1716.078857421875,26
-2.491319000055836e-12,1.0,R_A5,22,STANDARD,285.162109375,31,285.162109375,21,2018-04-28,0,1718.3260498046875,27
-2.5136987424660234e-19,1.0,R_A5,23,STANDARD,296.33941650390625,31,296.33941650390625,21,2018-04-28,0,1720.5732421875,28
-4.046969030012184e-21,1.0,R_A5,24,STANDARD,304.0509948730469,31,304.0509948730469,21,2018-04-28,0,1722.8204345703125,29
-4.195513179295983e-23,1.0,R_A5,25,STANDARD,306.7864990234375,31,306.7864990234375,21,2018-04-28,0,1725.067626953125,30
0.0,0.6500955820083618,R_A3,1,STANDARD,276.101806640625,28,276.101806640625,41,2018-07-03,0,1608.685546875,1
0.0,0.11857745051383972,R_A3,2,STANDARD,276.2290344238281,28,276.2290344238281,41,2018-07-03,0,1610.6644287109375,2
0.0,0.11865163594484329,R_A3,3,STANDARD,276.3608703613281,28,276.3608703613281,41,2018-07-03,0,1612.643310546875,3
0.0,0.11899636685848236,R_A3,4,STANDARD,275.81536865234375,29,275.81536865234375,41,2018-07-03,0,1604.6112060546875,3
0.0,0.13372963666915894,R_A3,5,STANDARD,275.9521179199219,29,275.9521179199219,41,2018-07-03,0,1606.66357421875,4
0.0,0.8095234036445618,R_A3,6,STANDARD,276.1770324707031,29,276.1770324707031,41,2018-07-03,0,1608.716064453125,5
0.0,0.18411165475845337,R_A3,7,STANDARD,276.285400390625,29,276.285400390625,41,2018-07-03,0,1610.7685546875,6
0.0,0.19584155082702637,R_A3,8,STANDARD,276.4224548339844,29,276.4224548339844,41,2018-07-03,0,1612.8209228515625,7
0.0,0.2435266673564911,R_A3,9,STANDARD,276.55987548828125,29,276.55987548828125,41,2018-07-03,0,1614.8734130859375,8
0.0,0.7963896989822388,R_A3,10,STANDARD,276.7825622558594,29,276.7825622558594,41,2018-07-03,0,1616.9259033203125,9
0.0,0.7962629795074463,R_A3,11,STANDARD,278.3226318359375,29,278.3226318359375,41,2018-07-03,0,1618.9783935546875,10
0.0,0.04758200794458389,R_A3,12,STANDARD,297.8492736816406,29,297.8492736816406,41,2018-07-03,0,1621.15478515625,11
0.0,0.05462023988366127,R_A3,13,STANDARD,298.00341796875,29,298.00341796875,41,2018-07-03,0,1623.455078125,12
0.0,0.3674684464931488,R_A3,14,STANDARD,298.15771484375,29,298.15771484375,41,2018-07-03,0,1625.7552490234375,13
0.0,0.18972814083099365,R_A3,15,STANDARD,298.3404846191406,29,298.3404846191406,41,2018-07-03,0,1628.0555419921875,14
0.0,0.4391133189201355,R_A3,16,STANDARD,298.54193115234375,29,298.54193115234375,41,2018-07-03,0,1630.3558349609375,15
0.0,0.7978601455688477,R_A3,17,STANDARD,298.6661376953125,29,298.6661376953125,41,2018-07-03,0,1632.1663818359375,16
-3.618026156448906e-10,1.0,R_A3,18,STANDARD,286.2423400878906,29,286.2423400878906,41,2018-07-03,0,1634.5740966796875,26
0.0,0.0434010773897171,R_A3,19,STANDARD,286.0172119140625,29,286.0172119140625,41,2018-07-03,0,1638.0687255859375,27
0.0,0.051450323313474655,R_A3,20,STANDARD,286.2507019042969,29,286.2507019042969,41,2018-07-03,0,1641.5633544921875,28
0.0,0.6498025059700012,R_A3,21,STANDARD,286.4840087890625,29,286.4840087890625,41,2018-07-03,0,1645.057861328125,29
0.0,0.05850958824157715,R_A3,22,STANDARD,286.71722412109375,29,286.71722412109375,41,2018-07-03,0,1648.552490234375,30
0.0,0.047759413719177246,R_A4,1,STANDARD,278.9311828613281,30,278.9311828613281,52,2018-09-12,0,1631.1663818359375,1
0.0,0.046025268733501434,R_A4,2,STANDARD,278.69635009765625,31,278.69635009765625,52,2018-09-12,0,1626.89208984375,1
0.0,0.04789862781763077,R_A4,3,STANDARD,278.8332214355469,31,278.8332214355469,52,2018-09-12,0,1628.9451904296875,2
0.0,0.051818523555994034,R_A4,4,STANDARD,278.9700927734375,31,278.9700927734375,52,2018-09-12,0,1630.998291015625,3
0.0,0.05410180985927582,R_A4,5,STANDARD,279.1069641113281,31,279.1069641113281,52,2018-09-12,0,1633.0513916015625,4
0.0,0.05529756471514702,R_A4,6,STANDARD,279.109130859375,32,279.109130859375,52,2018-09-12,0,1632.4954833984375,4
0.0,0.055901866406202316,R_A4,7,STANDARD,279.2517395019531,32,279.2517395019531,51,2018-09-12,0,1635.9525146484375,4
0.0,0.05649257451295853,R_A4,8,STANDARD,279.3532409667969,33,279.3532409667969,51,2018-09-12,0,1637.421630859375,4
0.0,0.055829908698797226,R_A4,9,STANDARD,279.2293395996094,33,279.2293395996094,51,2018-09-12,0,1635.5625,3
0.0,0.06200170889496803,R_A4,10,STANDARD,279.6758728027344,33,279.6758728027344,50,2018-09-12,0,1643.2039794921875,4
0.0,0.060999829322099686,R_A4,11,STANDARD,279.53759765625,34,279.53759765625,50,2018-09-12,0,1641.0399169921875,4
0.0,0.13642121851444244,R_A4,12,STANDARD,279.41290283203125,34,279.41290283203125,50,2018-09-12,0,1639.17333984375,3
0.0,0.1388598531484604,R_A4,13,STANDARD,279.422607421875,35,279.422607421875,50,2018-09-12,0,1639.6270751953125,3
0.0,0.22317218780517578,R_A4,14,STANDARD,279.30255126953125,35,279.30255126953125,50,2018-09-12,0,1637.844970703125,2
0.0,0.054495375603437424,R_A4,15,STANDARD,275.5234680175781,35,275.5234680175781,49,2018-09-12,0,1640.84716796875,29
0.0,0.05943000689148903,R_A4,16,STANDARD,276.061279296875,36,276.061279296875,49,2018-09-12,0,1645.8114013671875,29
0.0,0.06516621261835098,R_A4,17,STANDARD,275.7293701171875,36,275.7293701171875,48,2018-09-12,0,1645.53271484375,29
0.0,0.2854931056499481,R_A4,18,STANDARD,276.6287841796875,37,276.6287841796875,48,2018-09-12,0,1650.7540283203125,29
0.0,0.6587089896202087,R_A4,19,STANDARD,276.2097473144531,37,276.2097473144531,48,2018-09-12,0,1645.0560302734375,28
0.0,0.23531711101531982,R_A4,20,STANDARD,276.8223876953125,38,276.8223876953125,48,2018-09-12,0,1648.850830078125,28
0.0,0.21351557970046997,R_A4,21,STANDARD,277.132080078125,38,277.132080078125,47,2018-09-12,0,1656.2227783203125,28
1.603577296990788e-12,1.0,R_A6,1,STANDARD,274.323974609375,17,274.323974609375,42,2018-11-07,0,1694.331787109375,1
5.269976078789429e-13,1.0,R_A6,2,STANDARD,274.4586181640625,17,274.4586181640625,42,2018-11-07,0,1695.865478515625,2
6.338544055947692e-13,1.0,R_A6,3,STANDARD,274.5837097167969,17,274.5837097167969,42,2018-11-07,0,1697.3992919921875,3
5.681754979697251e-13,1.0,R_A6,4,STANDARD,274.6998291015625,17,274.6998291015625,42,2018-11-07,0,1698.93310546875,4
3.933172689450648e-13,1.0,R_A6,5,STANDARD,274.81475830078125,17,274.81475830078125,42,2018-11-07,0,1700.4669189453125,5
2.7065039445717254e-11,1.0,R_A6,6,STANDARD,274.94158935546875,17,274.94158935546875,42,2018-11-07,0,1702.000732421875,6
5.55088787435043e-11,1.0,R_A6,7,STANDARD,274.7862243652344,17,274.7862243652344,42,2018-11-07,0,1703.5345458984375,7
4.741196324431485e-11,1.0,R_A6,8,STANDARD,274.9334411621094,17,274.9334411621094,42,2018-11-07,0,1705.068359375,8
