Project name			: /private/asny/Desktop/reek/resmod/ff/2019a/r001/rms/model/reek.rms11.0.1
Date				: 2020.02.19 16:20:22
Grid model name			: Geogrid

   Zone      Region index          Bulk                Pore                Hcpv               Stoiip       
UpperReek  1                       263468655.50         43697803.93         33047790.79         20784773.73
UpperReek  2                               0.00                0.00                0.00                0.00
UpperReek  Totals                  263468655.50         43697803.93         33047790.79         20784773.73
MidReek    1                       220558993.74         43120674.89         35220880.98         22151497.11
MidReek    2                               0.00                0.00                0.00                0.00
MidReek    Totals                  220558993.74         43120674.89         35220880.98         22151497.11
LowerReek  1                       136740252.48         29236660.34         24370756.50         15327519.56
LowerReek  2                               0.00                0.00                0.00                0.00
LowerReek  Totals                  136740252.48         29236660.34         24370756.50         15327519.56
Totals     1                       620767901.72        116055139.16         92639428.27         58263790.40
Totals     2                               0.00                0.00                0.00                0.00
Totals     Totals                  620767901.72        116055139.16         92639428.27         58263790.40
