CONIPOS,CONJPOS,DRAWDOWN,PRESSURE,WELL,CONBPRES,SWAT,DEPTH,SGAS,WELLMODEL,CONIDX,CONKPOS,DATE
29,41,0,300.3694763183594,R_A3,300.3694763183594,0.7463099956512451,1634.6708984375,0.0,STANDARD,18,25,2018-01-01
29,41,0,300.6070556640625,R_A3,300.6070556640625,0.04384802281856537,1638.21435546875,0.0,STANDARD,19,26,2018-01-01
29,41,0,300.8446350097656,R_A3,300.8446350097656,0.04916989803314209,1641.7578125,0.0,STANDARD,20,27,2018-01-01
29,41,0,301.082275390625,R_A3,301.082275390625,0.7814819812774658,1645.30126953125,0.0,STANDARD,21,28,2018-01-01
29,41,0,301.31988525390625,R_A3,301.31988525390625,0.09280487895011902,1648.8447265625,0.0,STANDARD,22,29,2018-01-01
30,52,0,300.093017578125,R_A4,300.093017578125,0.04789179563522339,1630.5474853515625,0.0,STANDARD,1,1,2018-01-01
31,52,0,299.814453125,R_A4,299.814453125,0.045623984187841415,1626.392333984375,0.0,STANDARD,2,1,2018-01-01
31,52,0,299.950439453125,R_A4,299.950439453125,0.0476757176220417,1628.4208984375,0.0,STANDARD,3,2,2018-01-01
31,52,0,300.08642578125,R_A4,300.08642578125,0.04978593438863754,1630.4493408203125,0.0,STANDARD,4,3,2018-01-01
31,52,0,300.222412109375,R_A4,300.222412109375,0.05180461332201958,1632.477783203125,0.0,STANDARD,5,4,2018-01-01
31,52,0,300.3584289550781,R_A4,300.3584289550781,0.05296269804239273,1634.5062255859375,0.0,STANDARD,6,5,2018-01-01
32,52,0,300.30517578125,R_A4,300.30517578125,0.09959570318460464,1633.7120361328125,0.0,STANDARD,7,5,2018-01-01
32,51,0,300.4747314453125,R_A4,300.4747314453125,0.15742795169353485,1636.24072265625,0.0,STANDARD,8,5,2018-01-01
32,51,0,300.35345458984375,R_A4,300.35345458984375,0.0546245314180851,1634.4322509765625,0.0,STANDARD,9,4,2018-01-01
33,51,0,300.5353698730469,R_A4,300.5353698730469,0.057420335710048676,1637.1453857421875,0.0,STANDARD,10,4,2018-01-01
33,51,0,300.41302490234375,R_A4,300.41302490234375,0.1302737593650818,1635.3206787109375,0.0,STANDARD,11,3,2018-01-01
33,50,0,300.9338073730469,R_A4,300.9338073730469,0.060994889587163925,1643.087646484375,0.0,STANDARD,12,4,2018-01-01
34,50,0,300.7843933105469,R_A4,300.7843933105469,0.061942048370838165,1640.859130859375,0.0,STANDARD,13,4,2018-01-01
34,50,0,300.65972900390625,R_A4,300.65972900390625,0.19489464163780212,1639.0001220703125,0.0,STANDARD,14,3,2018-01-01
35,50,0,300.8292541503906,R_A4,300.8292541503906,0.06029215827584267,1641.528076171875,0.0,STANDARD,15,4,2018-01-01
35,50,0,300.7099914550781,R_A4,300.7099914550781,0.22163890302181244,1639.74951171875,0.0,STANDARD,16,3,2018-01-01
35,50,0,300.5907287597656,R_A4,300.5907287597656,0.21967679262161255,1637.9710693359375,0.0,STANDARD,17,2,2018-01-01
35,49,0,300.9439392089844,R_A4,300.9439392089844,0.22872278094291687,1643.23828125,0.0,STANDARD,18,2,2018-01-01
35,49,0,300.82476806640625,R_A4,300.82476806640625,0.15914438664913177,1641.461181640625,0.0,STANDARD,19,1,2018-01-01
36,49,0,301.1581115722656,R_A4,301.1581115722656,0.055875882506370544,1646.4324951171875,0.0,STANDARD,20,28,2018-01-01
36,49,0,300.755859375,R_A4,300.755859375,0.051899321377277374,1640.433837890625,0.0,STANDARD,21,27,2018-01-01
36,48,0,300.8211364746094,R_A4,300.8211364746094,0.09257879853248596,1641.406982421875,0.0,STANDARD,22,27,2018-01-01
37,48,0,301.1936950683594,R_A4,301.1936950683594,0.14554478228092194,1646.9630126953125,0.0,STANDARD,23,27,2018-01-01
38,48,0,301.4768981933594,R_A4,301.4768981933594,0.6481541991233826,1651.1856689453125,0.0,STANDARD,24,27,2018-01-01
38,47,0,301.89935302734375,R_A4,301.89935302734375,0.3294202983379364,1657.4847412109375,0.0,STANDARD,25,27,2018-01-01
31,20,0,303.899658203125,R_A5,303.899658203125,1.0,1685.613037109375,0.0,STANDARD,1,1,2018-01-01
31,20,0,304.115966796875,R_A5,304.115966796875,1.0,1687.8955078125,0.0,STANDARD,2,2,2018-01-01
31,20,0,304.3322448730469,R_A5,304.3322448730469,1.0,1690.177978515625,0.0,STANDARD,3,3,2018-01-01
31,20,0,304.5485534667969,R_A5,304.5485534667969,1.0,1692.46044921875,0.0,STANDARD,4,4,2018-01-01
31,20,0,304.7648620605469,R_A5,304.7648620605469,1.0,1694.7430419921875,0.0,STANDARD,5,5,2018-01-01
31,20,0,304.9811706542969,R_A5,304.9811706542969,1.0,1697.0255126953125,0.0,STANDARD,6,6,2018-01-01
31,20,0,305.5032653808594,R_A5,305.5032653808594,1.0,1699.3079833984375,0.0,STANDARD,7,7,2018-01-01
31,20,0,305.7195739746094,R_A5,305.7195739746094,1.0,1701.5904541015625,0.0,STANDARD,8,8,2018-01-01
31,21,0,305.32244873046875,R_A5,305.32244873046875,1.0,1700.6256103515625,0.0,STANDARD,9,11,2018-01-01
31,21,0,305.5095520019531,R_A5,305.5095520019531,1.0,1702.599853515625,0.0,STANDARD,10,12,2018-01-01
31,21,0,305.7086181640625,R_A5,305.7086181640625,1.0,1704.57421875,0.0,STANDARD,11,13,2018-01-01
31,21,0,305.8957214355469,R_A5,305.8957214355469,1.0,1706.5484619140625,0.0,STANDARD,12,14,2018-01-01
31,21,0,306.08282470703125,R_A5,306.08282470703125,1.0,1708.522705078125,0.0,STANDARD,13,15,2018-01-01
31,21,0,306.4149475097656,R_A5,306.4149475097656,1.0,1710.4970703125,0.0,STANDARD,14,16,2018-01-01
31,21,0,306.6020812988281,R_A5,306.6020812988281,1.0,1712.471435546875,0.0,STANDARD,15,17,2018-01-01
31,21,0,306.752685546875,R_A5,306.752685546875,1.0,1714.060546875,0.0,STANDARD,16,18,2018-01-01
31,21,0,306.8237609863281,R_A5,306.8237609863281,1.0,1714.810546875,0.0,STANDARD,17,19,2018-01-01
31,21,0,306.7886962890625,R_A5,306.7886962890625,1.0,1716.09814453125,0.0,STANDARD,18,25,2018-01-01
31,21,0,307.0046691894531,R_A5,307.0046691894531,1.0,1718.3770751953125,0.0,STANDARD,19,26,2018-01-01
31,21,0,307.5264587402344,R_A5,307.5264587402344,1.0,1720.656005859375,0.0,STANDARD,20,27,2018-01-01
31,21,0,307.742431640625,R_A5,307.742431640625,1.0,1722.9349365234375,0.0,STANDARD,21,28,2018-01-01
31,21,0,307.95843505859375,R_A5,307.95843505859375,1.0,1725.2138671875,0.0,STANDARD,22,29,2018-01-01
17,42,0,304.81085205078125,R_A6,304.81085205078125,1.0,1695.2283935546875,0.0,STANDARD,1,1,2018-01-01
17,42,0,305.26336669921875,R_A6,305.26336669921875,1.0,1696.776611328125,0.0,STANDARD,2,2,2018-01-01
17,42,0,305.41009521484375,R_A6,305.41009521484375,1.0,1698.3248291015625,0.0,STANDARD,3,3,2018-01-01
17,42,0,305.55682373046875,R_A6,305.55682373046875,1.0,1699.8731689453125,0.0,STANDARD,4,4,2018-01-01
17,42,0,305.70355224609375,R_A6,305.70355224609375,1.0,1701.4215087890625,0.0,STANDARD,5,5,2018-01-01
17,42,0,305.5512390136719,R_A6,305.5512390136719,1.0,1702.9697265625,0.0,STANDARD,6,6,2018-01-01
17,42,0,305.6979675292969,R_A6,305.6979675292969,1.0,1704.5179443359375,0.0,STANDARD,7,7,2018-01-01
17,42,0,305.8446960449219,R_A6,305.8446960449219,1.0,1706.0662841796875,0.0,STANDARD,8,8,2018-01-01
17,42,0,306.29046630859375,R_A6,306.29046630859375,1.0,1707.614501953125,0.0,STANDARD,9,9,2018-01-01
17,42,0,306.13140869140625,R_A6,306.13140869140625,1.0,1709.1627197265625,0.0,STANDARD,10,10,2018-01-01
17,42,0,306.31463623046875,R_A6,306.31463623046875,1.0,1711.0948486328125,0.0,STANDARD,11,11,2018-01-01
17,42,0,306.53411865234375,R_A6,306.53411865234375,1.0,1713.4107666015625,0.0,STANDARD,12,12,2018-01-01
17,42,0,306.76556396484375,R_A6,306.76556396484375,1.0,1715.7265625,0.0,STANDARD,13,13,2018-01-01
17,42,0,306.98504638671875,R_A6,306.98504638671875,1.0,1718.04248046875,0.0,STANDARD,14,14,2018-01-01
17,42,0,307.2045593261719,R_A6,307.2045593261719,1.0,1720.3583984375,0.0,STANDARD,15,15,2018-01-01
17,42,0,307.5690612792969,R_A6,307.5690612792969,1.0,1722.67431640625,0.0,STANDARD,16,16,2018-01-01
17,42,0,307.7885437011719,R_A6,307.7885437011719,1.0,1724.990234375,0.0,STANDARD,17,17,2018-01-01
17,42,0,307.9339294433594,R_A6,307.9339294433594,1.0,1726.5242919921875,0.0,STANDARD,18,18,2018-01-01
17,42,0,307.8942565917969,R_A6,307.8942565917969,1.0,1727.762939453125,0.0,STANDARD,19,25,2018-01-01
17,42,0,308.363525390625,R_A6,308.363525390625,1.0,1729.488037109375,0.0,STANDARD,20,26,2018-01-01
17,42,0,308.52703857421875,R_A6,308.52703857421875,1.0,1731.213134765625,0.0,STANDARD,21,27,2018-01-01
17,42,0,308.6905517578125,R_A6,308.6905517578125,1.0,1732.938232421875,0.0,STANDARD,22,28,2018-01-01
17,42,0,308.54827880859375,R_A6,308.54827880859375,1.0,1734.663330078125,0.0,STANDARD,23,29,2018-01-01
22,30,0,298.56060791015625,R_A2,298.56060791015625,0.051889415830373764,1640.0504150390625,0.0,STANDARD,1,1,2018-03-01
22,30,0,298.6778869628906,R_A2,298.6778869628906,0.054165396839380264,1641.8006591796875,0.0,STANDARD,2,2,2018-03-01
22,30,0,298.7951965332031,R_A2,298.7951965332031,0.05785999819636345,1643.551025390625,0.0,STANDARD,3,3,2018-03-01
22,30,0,298.9125061035156,R_A2,298.9125061035156,0.062347255647182465,1645.30126953125,0.0,STANDARD,4,4,2018-03-01
22,30,0,299.02984619140625,R_A2,299.02984619140625,0.06497222185134888,1647.0516357421875,0.0,STANDARD,5,5,2018-03-01
22,30,0,299.17083740234375,R_A2,299.17083740234375,0.30249589681625366,1648.8018798828125,0.0,STANDARD,6,6,2018-03-01
22,30,0,299.29498291015625,R_A2,299.29498291015625,0.8687684535980225,1650.5521240234375,0.0,STANDARD,7,7,2018-03-01
22,30,0,299.4236145019531,R_A2,299.4236145019531,0.8737871646881104,1652.302490234375,0.0,STANDARD,8,8,2018-03-01
22,30,0,300.0221862792969,R_A2,300.0221862792969,0.8773176670074463,1654.052734375,0.0,STANDARD,9,9,2018-03-01
22,30,0,300.4793395996094,R_A2,300.4793395996094,0.8826023936271667,1655.802978515625,0.0,STANDARD,10,10,2018-03-01
22,30,0,300.2565612792969,R_A2,300.2565612792969,0.0667322427034378,1657.69140625,0.0,STANDARD,11,11,2018-03-01
22,30,0,300.38885498046875,R_A2,300.38885498046875,0.07120487093925476,1659.7178955078125,0.0,STANDARD,12,12,2018-03-01
22,30,0,300.5743408203125,R_A2,300.5743408203125,0.4247024357318878,1661.744384765625,0.0,STANDARD,13,13,2018-03-01
22,30,0,300.7106628417969,R_A2,300.7106628417969,0.4588446617126465,1663.770751953125,0.0,STANDARD,14,14,2018-03-01
22,30,0,300.8472900390625,R_A2,300.8472900390625,0.8956518173217773,1665.7972412109375,0.0,STANDARD,15,15,2018-03-01
22,30,0,300.98345947265625,R_A2,300.98345947265625,0.9203969240188599,1667.82373046875,0.0,STANDARD,16,16,2018-03-01
22,29,0,301.1651306152344,R_A2,301.1651306152344,0.9522340297698975,1672.436767578125,0.0,STANDARD,17,16,2018-03-01
22,29,0,301.3096923828125,R_A2,301.3096923828125,0.9257005453109741,1674.5823974609375,0.0,STANDARD,18,17,2018-03-01
22,29,0,301.4236145019531,R_A2,301.4236145019531,0.9772258996963501,1676.279541015625,0.0,STANDARD,19,18,2018-03-01
22,29,0,302.9371643066406,R_A2,302.9371643066406,1.0,1677.7733154296875,-8.023099407061807e-10,STANDARD,20,25,2018-03-01
22,29,0,302.8925476074219,R_A2,302.8925476074219,1.0,1679.51220703125,-6.147242003623488e-12,STANDARD,21,26,2018-03-01
22,29,0,302.49462890625,R_A2,302.49462890625,0.8628442287445068,1681.2510986328125,0.0,STANDARD,22,27,2018-03-01
22,29,0,302.75445556640625,R_A2,302.75445556640625,1.0,1682.989990234375,-5.305151318246715e-10,STANDARD,23,28,2018-03-01
22,29,0,302.7910461425781,R_A2,302.7910461425781,0.9999946355819702,1684.7288818359375,0.0,STANDARD,24,29,2018-03-01
31,20,0,283.81817626953125,R_A5,283.81817626953125,1.0,1685.613037109375,1.3084709704624942e-10,STANDARD,1,1,2018-04-28
31,20,0,284.0343017578125,R_A5,284.0343017578125,1.0,1687.8955078125,1.1535611355029118e-10,STANDARD,2,2,2018-04-28
31,20,0,284.25042724609375,R_A5,284.25042724609375,1.0,1690.177978515625,1.2494309753474653e-10,STANDARD,3,3,2018-04-28
31,20,0,284.4665832519531,R_A5,284.4665832519531,1.0,1692.46044921875,1.279915617935501e-10,STANDARD,4,4,2018-04-28
31,20,0,284.6826477050781,R_A5,284.6826477050781,1.0,1694.7430419921875,1.1700751478826987e-10,STANDARD,5,5,2018-04-28
31,20,0,284.898681640625,R_A5,284.898681640625,1.0,1697.0255126953125,1.0863848015629785e-10,STANDARD,6,6,2018-04-28
31,20,0,285.42791748046875,R_A5,285.42791748046875,1.0,1699.3079833984375,7.954318627378942e-12,STANDARD,7,7,2018-04-28
31,20,0,285.58123779296875,R_A5,285.58123779296875,1.0,1701.5904541015625,0.0,STANDARD,8,8,2018-04-28
31,21,0,280.2939758300781,R_A5,280.2939758300781,1.0,1700.6256103515625,-5.342647435568892e-10,STANDARD,9,11,2018-04-28
31,21,0,280.46722412109375,R_A5,280.46722412109375,1.0,1702.599853515625,-4.817814480695404e-10,STANDARD,10,12,2018-04-28
31,21,0,280.666015625,R_A5,280.666015625,1.0,1704.57421875,-1.747322599110479e-11,STANDARD,11,13,2018-04-28
31,21,0,280.8528137207031,R_A5,280.8528137207031,1.0,1706.5484619140625,-1.3319961453261975e-11,STANDARD,12,14,2018-04-28
31,21,0,281.0419616699219,R_A5,281.0419616699219,1.0,1708.522705078125,-4.1615036069919675e-12,STANDARD,13,15,2018-04-28
31,21,0,281.3857116699219,R_A5,281.3857116699219,1.0,1710.4970703125,-1.1879367932052243e-12,STANDARD,14,16,2018-04-28
31,21,0,281.5907897949219,R_A5,281.5907897949219,1.0,1712.471435546875,-1.3385773609334017e-12,STANDARD,15,17,2018-04-28
31,21,0,281.7528991699219,R_A5,281.7528991699219,1.0,1714.060546875,-2.2811719960907917e-12,STANDARD,16,18,2018-04-28
31,21,0,281.8258972167969,R_A5,281.8258972167969,1.0,1714.810546875,0.0,STANDARD,17,19,2018-04-28
31,21,0,288.4408264160156,R_A5,288.4408264160156,1.0,1716.09814453125,-8.357605951555222e-19,STANDARD,18,25,2018-04-28
31,21,0,288.80615234375,R_A5,288.80615234375,1.0,1718.3770751953125,-1.5767501372479856e-14,STANDARD,19,26,2018-04-28
31,21,0,299.1129150390625,R_A5,299.1129150390625,1.0,1720.656005859375,-6.729782227424549e-22,STANDARD,20,27,2018-04-28
31,21,0,305.4563903808594,R_A5,305.4563903808594,1.0,1722.9349365234375,2.237686314737905e-23,STANDARD,21,28,2018-04-28
31,21,0,307.3234558105469,R_A5,307.3234558105469,1.0,1725.2138671875,2.276610910751283e-25,STANDARD,22,29,2018-04-28
28,41,0,281.4696960449219,R_A3,281.4696960449219,0.3593834638595581,1609.612548828125,0.0,STANDARD,1,1,2018-07-03
28,41,0,281.5190734863281,R_A3,281.5190734863281,0.17625880241394043,1611.6171875,0.0,STANDARD,2,2,2018-07-03
28,41,0,281.65240478515625,R_A3,281.65240478515625,0.09819795936346054,1613.62158203125,0.0,STANDARD,3,3,2018-07-03
29,41,0,281.05145263671875,R_A3,281.05145263671875,0.16516059637069702,1604.26318359375,0.0,STANDARD,4,3,2018-07-03
29,41,0,281.22772216796875,R_A3,281.22772216796875,0.3089047968387604,1606.346923828125,0.0,STANDARD,5,4,2018-07-03
29,41,0,284.618896484375,R_A3,284.618896484375,0.7596759796142578,1608.4307861328125,0.0,STANDARD,6,5,2018-07-03
29,41,0,285.4476623535156,R_A3,285.4476623535156,0.6639878749847412,1610.5146484375,0.0,STANDARD,7,6,2018-07-03
29,41,0,286.2929992675781,R_A3,286.2929992675781,0.27545228600502014,1612.598388671875,0.0,STANDARD,8,7,2018-07-03
29,41,0,286.43402099609375,R_A3,286.43402099609375,0.1966358870267868,1614.6822509765625,0.0,STANDARD,9,8,2018-07-03
29,41,0,286.649658203125,R_A3,286.649658203125,0.7894110679626465,1616.76611328125,0.0,STANDARD,10,9,2018-07-03
29,41,0,288.21099853515625,R_A3,288.21099853515625,0.800045907497406,1618.849853515625,0.0,STANDARD,11,10,2018-07-03
29,41,0,289.5453796386719,R_A3,289.5453796386719,0.04862148314714432,1621.0479736328125,0.0,STANDARD,12,11,2018-07-03
29,41,0,289.70001220703125,R_A3,289.70001220703125,0.05328657478094101,1623.3603515625,0.0,STANDARD,13,12,2018-07-03
29,41,0,289.85546875,R_A3,289.85546875,0.3693370521068573,1625.6727294921875,0.0,STANDARD,14,13,2018-07-03
29,41,0,290.09381103515625,R_A3,290.09381103515625,0.18589690327644348,1627.985107421875,0.0,STANDARD,15,14,2018-07-03
29,41,0,290.4720764160156,R_A3,290.4720764160156,0.4996480941772461,1630.297607421875,0.0,STANDARD,16,15,2018-07-03
29,41,0,290.5986633300781,R_A3,290.5986633300781,0.7988826632499695,1632.176513671875,0.0,STANDARD,17,16,2018-07-03
29,41,0,291.12982177734375,R_A3,291.12982177734375,0.7461493611335754,1634.6708984375,0.0,STANDARD,18,25,2018-07-03
29,41,0,286.25799560546875,R_A3,286.25799560546875,0.04403847083449364,1638.21435546875,0.0,STANDARD,19,26,2018-07-03
29,41,0,286.4949035644531,R_A3,286.4949035644531,0.04935574531555176,1641.7578125,0.0,STANDARD,20,27,2018-07-03
29,41,0,291.3092041015625,R_A3,291.3092041015625,0.7809315919876099,1645.30126953125,0.0,STANDARD,21,28,2018-07-03
29,41,0,286.8743591308594,R_A3,286.8743591308594,0.09305921941995621,1648.8447265625,0.0,STANDARD,22,29,2018-07-03
30,52,0,279.1580505371094,R_A4,279.1580505371094,0.04798535630106926,1630.5474853515625,0.0,STANDARD,1,1,2018-09-12
31,52,0,278.8946228027344,R_A4,278.8946228027344,0.04570633918046951,1626.392333984375,0.0,STANDARD,2,1,2018-09-12
31,52,0,279.0298767089844,R_A4,279.0298767089844,0.04776208475232124,1628.4208984375,0.0,STANDARD,3,2,2018-09-12
31,52,0,279.1651306152344,R_A4,279.1651306152344,0.049872610718011856,1630.4493408203125,0.0,STANDARD,4,3,2018-09-12
31,52,0,279.3004150390625,R_A4,279.3004150390625,0.05188946798443794,1632.477783203125,0.0,STANDARD,5,4,2018-09-12
31,52,0,279.4356994628906,R_A4,279.4356994628906,0.05304780602455139,1634.5062255859375,0.0,STANDARD,6,5,2018-09-12
32,52,0,279.38433837890625,R_A4,279.38433837890625,0.10004376620054245,1633.7120361328125,0.0,STANDARD,7,5,2018-09-12
32,51,0,279.49609375,R_A4,279.49609375,0.15782195329666138,1636.24072265625,0.0,STANDARD,8,5,2018-09-12
32,51,0,279.37554931640625,R_A4,279.37554931640625,0.05475883558392525,1634.4322509765625,0.0,STANDARD,9,4,2018-09-12
33,51,0,279.5116882324219,R_A4,279.5116882324219,0.05791422724723816,1637.1453857421875,0.0,STANDARD,10,4,2018-09-12
33,51,0,279.39031982421875,R_A4,279.39031982421875,0.13137848675251007,1635.3206787109375,0.0,STANDARD,11,3,2018-09-12
33,50,0,279.8426208496094,R_A4,279.8426208496094,0.060967206954956055,1643.087646484375,0.0,STANDARD,12,4,2018-09-12
34,50,0,279.6271667480469,R_A4,279.6271667480469,0.06281719356775284,1640.859130859375,0.0,STANDARD,13,4,2018-09-12
34,50,0,279.5032043457031,R_A4,279.5032043457031,0.1958252191543579,1639.0001220703125,0.0,STANDARD,14,3,2018-09-12
35,50,0,279.5877380371094,R_A4,279.5877380371094,0.060421910136938095,1641.528076171875,0.0,STANDARD,15,4,2018-09-12
35,50,0,279.46929931640625,R_A4,279.46929931640625,0.22224189341068268,1639.74951171875,0.0,STANDARD,16,3,2018-09-12
35,50,0,279.35052490234375,R_A4,279.35052490234375,0.22025911509990692,1637.9710693359375,0.0,STANDARD,17,2,2018-09-12
35,49,0,279.61065673828125,R_A4,279.61065673828125,0.22851520776748657,1643.23828125,0.0,STANDARD,18,2,2018-09-12
35,49,0,279.4910583496094,R_A4,279.4910583496094,0.1593579649925232,1641.461181640625,0.0,STANDARD,19,1,2018-09-12
36,49,0,278.0754089355469,R_A4,278.0754089355469,0.057689912617206573,1646.4324951171875,0.0,STANDARD,20,28,2018-09-12
36,49,0,277.6690673828125,R_A4,277.6690673828125,0.054591912776231766,1640.433837890625,0.0,STANDARD,21,27,2018-09-12
36,48,0,277.46990966796875,R_A4,277.46990966796875,0.09476524591445923,1641.406982421875,0.0,STANDARD,22,27,2018-09-12
37,48,0,278.1260986328125,R_A4,278.1260986328125,0.14836092293262482,1646.9630126953125,0.0,STANDARD,23,27,2018-09-12
38,48,0,278.6512451171875,R_A4,278.6512451171875,0.654225766658783,1651.1856689453125,0.0,STANDARD,24,27,2018-09-12
38,47,0,278.8963928222656,R_A4,278.8963928222656,0.31793442368507385,1657.4847412109375,0.0,STANDARD,25,27,2018-09-12
17,42,0,276.8952331542969,R_A6,276.8952331542969,1.0,1695.2283935546875,-3.8298376514415977e-13,STANDARD,1,1,2018-11-07
17,42,0,277.3252868652344,R_A6,277.3252868652344,1.0,1696.776611328125,-4.822050148501483e-15,STANDARD,2,2,2018-11-07
17,42,0,277.4153747558594,R_A6,277.4153747558594,1.0,1698.3248291015625,-1.008517237549491e-14,STANDARD,3,3,2018-11-07
17,42,0,277.4846496582031,R_A6,277.4846496582031,1.0,1699.8731689453125,-1.2711326030656351e-14,STANDARD,4,4,2018-11-07
17,42,0,277.5596923828125,R_A6,277.5596923828125,1.0,1701.4215087890625,-1.8496756725014038e-14,STANDARD,5,5,2018-11-07
17,42,0,277.37884521484375,R_A6,277.37884521484375,1.0,1702.9697265625,-9.532655697794268e-13,STANDARD,6,6,2018-11-07
