DRAWDOWN,SWAT,DEPTH,CONBPRES,WELL,CONIDX,CONKPOS,WELLMODEL,CONJPOS,DATE,CONIPOS,SGAS,PRESSURE
0,0.9939976930618286,1674.229736328125,302.89569091796875,R_A2,19,18,STANDARD,29,2018-01-01,22,0.0,302.89569091796875
0,1.0,1676.1676025390625,303.02569580078125,R_A2,20,27,STANDARD,29,2018-01-01,22,0.0,303.02569580078125
0,1.0,1677.9368896484375,303.47802734375,R_A2,21,28,STANDARD,29,2018-01-01,22,0.0,303.47802734375
0,1.0,1679.7061767578125,303.64569091796875,R_A2,22,29,STANDARD,29,2018-01-01,22,0.0,303.64569091796875
0,1.0,1681.4754638671875,303.8133544921875,R_A2,23,30,STANDARD,29,2018-01-01,22,0.0,303.8133544921875
0,1.0,1683.2447509765625,303.98101806640625,R_A2,24,31,STANDARD,29,2018-01-01,22,0.0,303.98101806640625
0,0.6481541991233826,1609.243408203125,298.53814697265625,R_A3,1,1,STANDARD,41,2018-01-01,28,0.0,298.53814697265625
0,0.11823459714651108,1611.3077392578125,298.676513671875,R_A3,2,2,STANDARD,41,2018-01-01,28,0.0,298.676513671875
0,0.17559900879859924,1613.3720703125,298.8148498535156,R_A3,3,3,STANDARD,41,2018-01-01,28,0.0,298.8148498535156
0,0.18915219604969025,1615.4365234375,298.9532165527344,R_A3,4,4,STANDARD,41,2018-01-01,28,0.0,298.9532165527344
0,0.6481541991233826,1617.5008544921875,299.0915832519531,R_A3,5,5,STANDARD,41,2018-01-01,28,0.0,299.0915832519531
0,0.2591858208179474,1619.565185546875,299.2299499511719,R_A3,6,6,STANDARD,41,2018-01-01,28,0.0,299.2299499511719
0,0.23034392297267914,1609.3663330078125,298.54638671875,R_A3,7,6,STANDARD,41,2018-01-01,29,0.0,298.54638671875
0,0.19715377688407898,1611.4163818359375,298.68377685546875,R_A3,8,7,STANDARD,41,2018-01-01,29,0.0,298.68377685546875
0,0.24272115528583527,1613.46630859375,298.8211669921875,R_A3,9,8,STANDARD,41,2018-01-01,29,0.0,298.8211669921875
0,0.7983514070510864,1615.516357421875,298.95855712890625,R_A3,10,9,STANDARD,41,2018-01-01,29,0.0,298.95855712890625
0,0.7988103032112122,1617.5662841796875,299.095947265625,R_A3,11,10,STANDARD,41,2018-01-01,29,0.0,299.095947265625
0,0.048717088997364044,1619.750732421875,299.24237060546875,R_A3,12,11,STANDARD,41,2018-01-01,29,0.0,299.24237060546875
0,0.05399089306592941,1622.0697021484375,299.3978271484375,R_A3,13,12,STANDARD,41,2018-01-01,29,0.0,299.3978271484375
0,0.3697081506252289,1624.388671875,299.5532531738281,R_A3,14,13,STANDARD,41,2018-01-01,29,0.0,299.5532531738281
0,0.38560113310813904,1626.707763671875,299.7087097167969,R_A3,15,14,STANDARD,41,2018-01-01,29,0.0,299.7087097167969
0,0.5033208727836609,1629.026611328125,299.8641662597656,R_A3,16,15,STANDARD,41,2018-01-01,29,0.0,299.8641662597656
0,0.8153588175773621,1630.9468994140625,299.992919921875,R_A3,17,16,STANDARD,41,2018-01-01,29,0.0,299.992919921875
0,1.0,1633.5262451171875,300.16583251953125,R_A3,18,27,STANDARD,41,2018-01-01,29,0.0,300.16583251953125
0,0.05029548332095146,1637.1630859375,300.40966796875,R_A3,19,28,STANDARD,41,2018-01-01,29,0.0,300.40966796875
0,0.08577360957860947,1640.8001708984375,300.6535339355469,R_A3,20,29,STANDARD,41,2018-01-01,29,0.0,300.6535339355469
0,0.6888055205345154,1644.4371337890625,300.89739990234375,R_A3,21,30,STANDARD,41,2018-01-01,29,0.0,300.89739990234375
0,0.09458150714635849,1648.0740966796875,301.14129638671875,R_A3,22,31,STANDARD,41,2018-01-01,29,0.0,301.14129638671875
0,0.04987418279051781,1631.1873779296875,300.009033203125,R_A4,1,1,STANDARD,52,2018-01-01,30,0.0,300.009033203125
0,0.062354348599910736,1627.4293212890625,299.7571105957031,R_A4,2,1,STANDARD,52,2018-01-01,31,0.0,299.7571105957031
0,0.06649763137102127,1629.4896240234375,299.89520263671875,R_A4,3,2,STANDARD,52,2018-01-01,31,0.0,299.89520263671875
0,0.05385250598192215,1631.5498046875,300.0333251953125,R_A4,4,3,STANDARD,52,2018-01-01,31,0.0,300.0333251953125
0,0.057518646121025085,1633.610107421875,300.17144775390625,R_A4,5,4,STANDARD,52,2018-01-01,31,0.0,300.17144775390625
0,0.05650549381971359,1632.3968505859375,300.0901184082031,R_A4,6,4,STANDARD,52,2018-01-01,32,0.0,300.0901184082031
0,0.05973724648356438,1635.880615234375,300.3236999511719,R_A4,7,4,STANDARD,51,2018-01-01,32,0.0,300.3236999511719
0,0.060658808797597885,1637.321044921875,300.4202575683594,R_A4,8,4,STANDARD,51,2018-01-01,33,0.0,300.4202575683594
0,0.058803532272577286,1635.474609375,300.29644775390625,R_A4,9,3,STANDARD,51,2018-01-01,33,0.0,300.29644775390625
0,0.06411956250667572,1642.1485595703125,300.74395751953125,R_A4,10,4,STANDARD,50,2018-01-01,33,0.0,300.74395751953125
0,0.06115506589412689,1641.132080078125,300.67578125,R_A4,11,4,STANDARD,50,2018-01-01,34,0.0,300.67578125
0,0.10109613835811615,1639.20703125,300.5467224121094,R_A4,12,3,STANDARD,50,2018-01-01,34,0.0,300.5467224121094
0,0.09800664335489273,1640.9061279296875,300.66064453125,R_A4,13,3,STANDARD,50,2018-01-01,35,0.0,300.66064453125
0,0.20057255029678345,1639.0426025390625,300.53570556640625,R_A4,14,2,STANDARD,50,2018-01-01,35,0.0,300.53570556640625
0,0.23823222517967224,1641.93212890625,300.72943115234375,R_A4,15,2,STANDARD,49,2018-01-01,35,0.0,300.72943115234375
0,0.05358772352337837,1642.357421875,300.7579650878906,R_A4,16,30,STANDARD,49,2018-01-01,36,0.0,300.7579650878906
0,0.08878301084041595,1639.6068115234375,300.5735168457031,R_A4,17,30,STANDARD,48,2018-01-01,36,0.0,300.5735168457031
0,0.18201863765716553,1646.7513427734375,301.0526123046875,R_A4,18,30,STANDARD,48,2018-01-01,37,0.0,301.0526123046875
0,0.32039687037467957,1653.461669921875,301.5025939941406,R_A4,19,30,STANDARD,48,2018-01-01,38,0.0,301.5025939941406
0,0.15317369997501373,1657.8184814453125,301.7947998046875,R_A4,20,30,STANDARD,47,2018-01-01,38,0.0,301.7947998046875
0,1.0,1685.026611328125,303.8440856933594,R_A5,1,1,STANDARD,20,2018-01-01,31,0.0,303.8440856933594
0,1.0,1687.3070068359375,304.0601806640625,R_A5,2,2,STANDARD,20,2018-01-01,31,0.0,304.0601806640625
0,1.0,1689.5875244140625,304.27630615234375,R_A5,3,3,STANDARD,20,2018-01-01,31,0.0,304.27630615234375
0,1.0,1691.8680419921875,304.4924011230469,R_A5,4,4,STANDARD,20,2018-01-01,31,0.0,304.4924011230469
0,1.0,1694.1485595703125,304.7085266113281,R_A5,5,5,STANDARD,20,2018-01-01,31,0.0,304.7085266113281
0,1.0,1696.4290771484375,304.9246520996094,R_A5,6,6,STANDARD,20,2018-01-01,31,0.0,304.9246520996094
0,1.0,1698.70947265625,305.446533203125,R_A5,7,7,STANDARD,20,2018-01-01,31,0.0,305.446533203125
0,1.0,1707.6488037109375,305.988037109375,R_A5,8,11,STANDARD,20,2018-01-01,31,0.0,305.988037109375
0,1.0,1709.5638427734375,306.1695251464844,R_A5,9,12,STANDARD,20,2018-01-01,31,0.0,306.1695251464844
0,1.0,1701.7845458984375,305.4322814941406,R_A5,10,12,STANDARD,21,2018-01-01,31,0.0,305.4322814941406
0,1.0,1703.735107421875,305.6291198730469,R_A5,11,13,STANDARD,21,2018-01-01,31,0.0,305.6291198730469
0,1.0,1705.6856689453125,305.81396484375,R_A5,12,14,STANDARD,21,2018-01-01,31,0.0,305.81396484375
0,1.0,1707.63623046875,305.9988098144531,R_A5,13,15,STANDARD,21,2018-01-01,31,0.0,305.9988098144531
0,1.0,1709.5867919921875,306.3287048339844,R_A5,14,16,STANDARD,21,2018-01-01,31,0.0,306.3287048339844
0,1.0,1711.537353515625,306.5135498046875,R_A5,15,17,STANDARD,21,2018-01-01,31,0.0,306.5135498046875
0,1.0,1713.35400390625,306.6856994628906,R_A5,16,18,STANDARD,21,2018-01-01,31,0.0,306.6856994628906
0,1.0,1714.3951416015625,306.7843933105469,R_A5,17,19,STANDARD,21,2018-01-01,31,0.0,306.7843933105469
0,1.0,1715.7628173828125,306.75689697265625,R_A5,18,27,STANDARD,21,2018-01-01,31,0.0,306.75689697265625
0,1.0,1718.098388671875,306.978271484375,R_A5,19,28,STANDARD,21,2018-01-01,31,0.0,306.978271484375
0,1.0,1720.43408203125,307.5054016113281,R_A5,20,29,STANDARD,21,2018-01-01,31,0.0,307.5054016113281
0,1.0,1722.7696533203125,307.7267761230469,R_A5,21,30,STANDARD,21,2018-01-01,31,0.0,307.7267761230469
0,1.0,1725.105224609375,307.9481506347656,R_A5,22,31,STANDARD,21,2018-01-01,31,0.0,307.9481506347656
0,1.0,1695.20263671875,305.11419677734375,R_A6,1,1,STANDARD,42,2018-01-01,17,0.0,305.11419677734375
0,1.0,1696.7510986328125,305.2609558105469,R_A6,2,2,STANDARD,42,2018-01-01,17,0.0,305.2609558105469
0,1.0,1698.299560546875,305.4076843261719,R_A6,3,3,STANDARD,42,2018-01-01,17,0.0,305.4076843261719
0,1.0,1699.84814453125,305.554443359375,R_A6,4,4,STANDARD,42,2018-01-01,17,0.0,305.554443359375
0,1.0,1701.3966064453125,305.7012023925781,R_A6,5,5,STANDARD,42,2018-01-01,17,0.0,305.7012023925781
0,1.0,1702.9451904296875,305.54888916015625,R_A6,6,6,STANDARD,42,2018-01-01,17,0.0,305.54888916015625
0,1.0,1704.49365234375,305.6956481933594,R_A6,7,7,STANDARD,42,2018-01-01,17,0.0,305.6956481933594
0,1.0,1706.042236328125,305.8424072265625,R_A6,8,8,STANDARD,42,2018-01-01,17,0.0,305.8424072265625
0,1.0,1707.5906982421875,306.2882080078125,R_A6,9,9,STANDARD,42,2018-01-01,17,0.0,306.2882080078125
0,1.0,1709.1392822265625,306.1291809082031,R_A6,10,10,STANDARD,42,2018-01-01,17,0.0,306.1291809082031
0,1.0,1711.055419921875,306.3109130859375,R_A6,11,11,STANDARD,42,2018-01-01,17,0.0,306.3109130859375
0,1.0,1713.3392333984375,306.52734375,R_A6,12,12,STANDARD,42,2018-01-01,17,0.0,306.52734375
0,1.0,1715.623046875,306.7557678222656,R_A6,13,13,STANDARD,42,2018-01-01,17,0.0,306.7557678222656
0,1.0,1717.9068603515625,306.9721984863281,R_A6,14,14,STANDARD,42,2018-01-01,17,0.0,306.9721984863281
0,1.0,1720.190673828125,307.18865966796875,R_A6,15,15,STANDARD,42,2018-01-01,17,0.0,307.18865966796875
0,1.0,1722.474365234375,307.55010986328125,R_A6,16,16,STANDARD,42,2018-01-01,17,0.0,307.55010986328125
0,1.0,1724.7581787109375,307.7665710449219,R_A6,17,17,STANDARD,42,2018-01-01,17,0.0,307.7665710449219
0,1.0,1726.394287109375,307.921630859375,R_A6,18,18,STANDARD,42,2018-01-01,17,0.0,307.921630859375
0,1.0,1727.7508544921875,307.8930969238281,R_A6,19,27,STANDARD,42,2018-01-01,17,0.0,307.8930969238281
0,1.0,1729.4755859375,308.3623352050781,R_A6,20,28,STANDARD,42,2018-01-01,17,0.0,308.3623352050781
0,1.0,1731.2001953125,308.52581787109375,R_A6,21,29,STANDARD,42,2018-01-01,17,0.0,308.52581787109375
0,1.0,1732.9249267578125,308.68927001953125,R_A6,22,30,STANDARD,42,2018-01-01,17,0.0,308.68927001953125
0,1.0,1734.649658203125,308.5469665527344,R_A6,23,31,STANDARD,42,2018-01-01,17,0.0,308.5469665527344
0,0.11641854792833328,1641.094970703125,297.8764953613281,R_A2,1,1,STANDARD,30,2018-03-01,22,0.0,297.8764953613281
0,0.0591604970395565,1642.8890380859375,297.9968566894531,R_A2,2,2,STANDARD,30,2018-03-01,22,0.0,297.9968566894531
0,0.12652961909770966,1644.68310546875,298.11761474609375,R_A2,3,3,STANDARD,30,2018-03-01,22,0.0,298.11761474609375
0,0.10863983631134033,1646.4771728515625,298.238037109375,R_A2,4,4,STANDARD,30,2018-03-01,22,0.0,298.238037109375
0,0.11104708164930344,1648.2713623046875,298.35821533203125,R_A2,5,5,STANDARD,30,2018-03-01,22,0.0,298.35821533203125
0,0.3144512474536896,1650.0654296875,298.54229736328125,R_A2,6,6,STANDARD,30,2018-03-01,22,0.0,298.54229736328125
0,0.8964848518371582,1651.859619140625,298.66204833984375,R_A2,7,7,STANDARD,30,2018-03-01,22,0.0,298.66204833984375
0,0.8728542923927307,1653.6536865234375,298.7853698730469,R_A2,8,8,STANDARD,30,2018-03-01,22,0.0,298.7853698730469
0,0.9158062934875488,1655.44775390625,299.10223388671875,R_A2,9,9,STANDARD,30,2018-03-01,22,0.0,299.10223388671875
0,0.9034236073493958,1657.2418212890625,299.7269592285156,R_A2,10,10,STANDARD,30,2018-03-01,22,0.0,299.7269592285156
0,0.07601608335971832,1659.1368408203125,299.8573913574219,R_A2,11,11,STANDARD,30,2018-03-01,22,0.0,299.8573913574219
0,0.08051613718271255,1661.132568359375,299.9759521484375,R_A2,12,12,STANDARD,30,2018-03-01,22,0.0,299.9759521484375
0,0.454994797706604,1663.12841796875,300.2684020996094,R_A2,13,13,STANDARD,30,2018-03-01,22,0.0,300.2684020996094
0,0.515297532081604,1665.1241455078125,300.50128173828125,R_A2,14,14,STANDARD,30,2018-03-01,22,0.0,300.50128173828125
0,0.7126965522766113,1667.1199951171875,300.6339111328125,R_A2,15,15,STANDARD,30,2018-03-01,22,0.0,300.6339111328125
0,0.980492353439331,1669.11572265625,300.7608337402344,R_A2,16,16,STANDARD,30,2018-03-01,22,0.0,300.7608337402344
0,0.9451450109481812,1671.111572265625,300.8927917480469,R_A2,17,17,STANDARD,30,2018-03-01,22,0.0,300.8927917480469
0,0.9814755320549011,1672.9881591796875,301.0184020996094,R_A2,18,18,STANDARD,30,2018-03-01,22,0.0,301.0184020996094
0,0.9939940571784973,1674.229736328125,300.91973876953125,R_A2,19,18,STANDARD,29,2018-03-01,22,0.0,300.91973876953125
0,0.9999999403953552,1676.1676025390625,302.6319885253906,R_A2,20,27,STANDARD,29,2018-03-01,22,-5.424131810372046e-09,302.6319885253906
0,1.0,1677.9368896484375,302.8120422363281,R_A2,21,28,STANDARD,29,2018-03-01,22,-1.8370848930234271e-16,302.8120422363281
0,1.0,1679.7061767578125,302.2315673828125,R_A2,22,29,STANDARD,29,2018-03-01,22,-8.809016125898227e-16,302.2315673828125
0,1.0,1681.4754638671875,301.4761962890625,R_A2,23,30,STANDARD,29,2018-03-01,22,-7.209158964238682e-11,301.4761962890625
0,1.0,1683.2447509765625,302.20428466796875,R_A2,24,31,STANDARD,29,2018-03-01,22,-1.696302987931638e-16,302.20428466796875
0,1.0,1685.026611328125,271.5632019042969,R_A5,1,1,STANDARD,20,2018-04-28,31,2.9859099883818203e-16,271.5632019042969
0,1.0,1687.3070068359375,271.7789611816406,R_A5,2,2,STANDARD,20,2018-04-28,31,3.06230627217485e-16,271.7789611816406
0,1.0,1689.5875244140625,271.99468994140625,R_A5,3,3,STANDARD,20,2018-04-28,31,2.7207132370193595e-16,271.99468994140625
0,1.0,1691.8680419921875,272.21044921875,R_A5,4,4,STANDARD,20,2018-04-28,31,2.596509619589909e-16,272.21044921875
0,1.0,1694.1485595703125,272.4262390136719,R_A5,5,5,STANDARD,20,2018-04-28,31,2.816156909515974e-16,272.4262390136719
0,1.0,1696.4290771484375,272.64202880859375,R_A5,6,6,STANDARD,20,2018-04-28,31,1.9757995083283236e-16,272.64202880859375
0,1.0,1698.70947265625,273.17718505859375,R_A5,7,7,STANDARD,20,2018-04-28,31,8.950787736049324e-17,273.17718505859375
0,1.0,1707.6488037109375,275.5428771972656,R_A5,8,11,STANDARD,20,2018-04-28,31,-6.335556401336137e-14,275.5428771972656
0,1.0,1709.5638427734375,275.7281799316406,R_A5,9,12,STANDARD,20,2018-04-28,31,-5.673686550417521e-14,275.7281799316406
0,1.0,1701.7845458984375,274.40032958984375,R_A5,10,12,STANDARD,21,2018-04-28,31,-3.3568189460736475e-12,274.40032958984375
0,1.0,1703.735107421875,274.6002197265625,R_A5,11,13,STANDARD,21,2018-04-28,31,-6.912046347611056e-13,274.6002197265625
0,1.0,1705.6856689453125,274.790283203125,R_A5,12,14,STANDARD,21,2018-04-28,31,-8.413948791169412e-13,274.790283203125
0,1.0,1707.63623046875,274.9858093261719,R_A5,13,15,STANDARD,21,2018-04-28,31,-3.604060951588328e-13,274.9858093261719
0,1.0,1709.5867919921875,275.35882568359375,R_A5,14,16,STANDARD,21,2018-04-28,31,-4.848210049569757e-13,275.35882568359375
0,1.0,1711.537353515625,275.6452941894531,R_A5,15,17,STANDARD,21,2018-04-28,31,-6.273115165343623e-14,275.6452941894531
0,1.0,1713.35400390625,275.9215393066406,R_A5,16,18,STANDARD,21,2018-04-28,31,-9.00562380202162e-14,275.9215393066406
0,1.0,1714.3951416015625,276.06158447265625,R_A5,17,19,STANDARD,21,2018-04-28,31,0.0,276.06158447265625
0,1.0,1715.7628173828125,276.0597229003906,R_A5,18,27,STANDARD,21,2018-04-28,31,-5.643681268846512e-12,276.0597229003906
0,1.0,1718.098388671875,276.295654296875,R_A5,19,28,STANDARD,21,2018-04-28,31,-4.36304074466487e-12,276.295654296875
0,1.0,1720.43408203125,291.4831848144531,R_A5,20,29,STANDARD,21,2018-04-28,31,-3.7466812388404953e-19,291.4831848144531
0,1.0,1722.7696533203125,302.7377624511719,R_A5,21,30,STANDARD,21,2018-04-28,31,-6.667145611320944e-21,302.7377624511719
0,1.0,1725.105224609375,306.023681640625,R_A5,22,31,STANDARD,21,2018-04-28,31,-8.459300565999289e-22,306.023681640625
0,0.6493528485298157,1609.243408203125,279.62042236328125,R_A3,1,1,STANDARD,41,2018-07-03,28,0.0,279.62042236328125
0,0.11850345879793167,1611.3077392578125,279.7626647949219,R_A3,2,2,STANDARD,41,2018-07-03,28,0.0,279.7626647949219
0,0.1759774386882782,1613.3720703125,279.90057373046875,R_A3,3,3,STANDARD,41,2018-07-03,28,0.0,279.90057373046875
0,0.18979834020137787,1615.4365234375,280.0386657714844,R_A3,4,4,STANDARD,41,2018-07-03,28,0.0,280.0386657714844
0,0.649579644203186,1617.5008544921875,280.17645263671875,R_A3,5,5,STANDARD,41,2018-07-03,28,0.0,280.17645263671875
0,0.2596527934074402,1619.565185546875,280.3146057128906,R_A3,6,6,STANDARD,41,2018-07-03,28,0.0,280.3146057128906
0,0.23085711896419525,1609.3663330078125,279.5297546386719,R_A3,7,6,STANDARD,41,2018-07-03,29,0.0,279.5297546386719
0,0.19815321266651154,1611.4163818359375,279.6669616699219,R_A3,8,7,STANDARD,41,2018-07-03,29,0.0,279.6669616699219
0,0.24531877040863037,1613.46630859375,279.8045959472656,R_A3,9,8,STANDARD,41,2018-07-03,29,0.0,279.8045959472656
0,0.7973008751869202,1615.516357421875,280.03594970703125,R_A3,10,9,STANDARD,41,2018-07-03,29,0.0,280.03594970703125
0,0.7963665723800659,1617.5662841796875,282.5325012207031,R_A3,11,10,STANDARD,41,2018-07-03,29,0.0,282.5325012207031
0,0.04881671443581581,1619.750732421875,283.0740966796875,R_A3,12,11,STANDARD,41,2018-07-03,29,0.0,283.0740966796875
0,0.05410722643136978,1622.0697021484375,283.2289123535156,R_A3,13,12,STANDARD,41,2018-07-03,29,0.0,283.2289123535156
0,0.3702396750450134,1624.388671875,283.38427734375,R_A3,14,13,STANDARD,41,2018-07-03,29,0.0,283.38427734375
0,0.3862508237361908,1626.707763671875,283.86016845703125,R_A3,15,14,STANDARD,41,2018-07-03,29,0.0,283.86016845703125
0,0.5034319162368774,1629.026611328125,284.4073486328125,R_A3,16,15,STANDARD,41,2018-07-03,29,0.0,284.4073486328125
0,0.8144925236701965,1630.9468994140625,284.5499267578125,R_A3,17,16,STANDARD,41,2018-07-03,29,0.0,284.5499267578125
0,1.0,1633.5262451171875,286.076904296875,R_A3,18,27,STANDARD,41,2018-07-03,29,7.1747915768305415e-12,286.076904296875
0,0.05051630362868309,1637.1630859375,284.2518615722656,R_A3,19,28,STANDARD,41,2018-07-03,29,0.0,284.2518615722656
0,0.08617210388183594,1640.8001708984375,284.4947509765625,R_A3,20,29,STANDARD,41,2018-07-03,29,0.0,284.4947509765625
0,0.6903064846992493,1644.4371337890625,284.6983337402344,R_A3,21,30,STANDARD,41,2018-07-03,29,0.0,284.6983337402344
0,0.09485456347465515,1648.0740966796875,284.9146423339844,R_A3,22,31,STANDARD,41,2018-07-03,29,0.0,284.9146423339844
0,0.049999985843896866,1631.1873779296875,277.1448059082031,R_A4,1,1,STANDARD,52,2018-09-12,30,0.0,277.1448059082031
0,0.06250359863042831,1627.4293212890625,277.0703125,R_A4,2,1,STANDARD,52,2018-09-12,31,0.0,277.0703125
0,0.06665964424610138,1629.4896240234375,277.20758056640625,R_A4,3,2,STANDARD,52,2018-09-12,31,0.0,277.20758056640625
0,0.05397568270564079,1631.5498046875,277.3447265625,R_A4,4,3,STANDARD,52,2018-09-12,31,0.0,277.3447265625
0,0.057645611464977264,1633.610107421875,277.4819641113281,R_A4,5,4,STANDARD,52,2018-09-12,31,0.0,277.4819641113281
0,0.05662084370851517,1632.3968505859375,277.5682067871094,R_A4,6,4,STANDARD,52,2018-09-12,32,0.0,277.5682067871094
0,0.059873782098293304,1635.880615234375,277.529052734375,R_A4,7,4,STANDARD,51,2018-09-12,32,0.0,277.529052734375
0,0.060875292867422104,1637.321044921875,277.8021240234375,R_A4,8,4,STANDARD,51,2018-09-12,33,0.0,277.8021240234375
0,0.058891911059617996,1635.474609375,277.67889404296875,R_A4,9,3,STANDARD,51,2018-09-12,33,0.0,277.67889404296875
0,0.06431862711906433,1642.1485595703125,277.87738037109375,R_A4,10,4,STANDARD,50,2018-09-12,33,0.0,277.87738037109375
0,0.06132633984088898,1641.132080078125,278.0476989746094,R_A4,11,4,STANDARD,50,2018-09-12,34,0.0,278.0476989746094
0,0.10128843784332275,1639.20703125,277.9198303222656,R_A4,12,3,STANDARD,50,2018-09-12,34,0.0,277.9198303222656
0,0.09817490726709366,1640.9061279296875,278.2429504394531,R_A4,13,3,STANDARD,50,2018-09-12,35,0.0,278.2429504394531
0,0.20095527172088623,1639.0426025390625,278.1200256347656,R_A4,14,2,STANDARD,50,2018-09-12,35,0.0,278.1200256347656
0,0.23830382525920868,1641.93212890625,278.1678466796875,R_A4,15,2,STANDARD,49,2018-09-12,35,0.0,278.1678466796875
0,0.05505623668432236,1642.357421875,279.77587890625,R_A4,16,30,STANDARD,49,2018-09-12,36,0.0,279.77587890625
0,0.09942348301410675,1639.6068115234375,279.5224304199219,R_A4,17,30,STANDARD,48,2018-09-12,36,0.0,279.5224304199219
0,0.18909607827663422,1646.7513427734375,280.1142272949219,R_A4,18,30,STANDARD,48,2018-09-12,37,0.0,280.1142272949219
0,0.32798629999160767,1653.461669921875,280.6732177734375,R_A4,19,30,STANDARD,48,2018-09-12,38,0.0,280.6732177734375
0,0.1801396608352661,1657.8184814453125,280.90252685546875,R_A4,20,30,STANDARD,47,2018-09-12,38,0.0,280.90252685546875
0,1.0,1695.20263671875,276.2655334472656,R_A6,1,1,STANDARD,42,2018-11-07,17,-2.3164021766800165e-16,276.2655334472656
0,1.0,1696.7510986328125,276.41082763671875,R_A6,2,2,STANDARD,42,2018-11-07,17,-1.2528597995225345e-16,276.41082763671875
0,1.0,1698.299560546875,276.553466796875,R_A6,3,3,STANDARD,42,2018-11-07,17,-8.96976458279027e-17,276.553466796875
0,1.0,1699.84814453125,276.6928405761719,R_A6,4,4,STANDARD,42,2018-11-07,17,-8.901544681567307e-17,276.6928405761719
0,1.0,1701.3966064453125,276.8304138183594,R_A6,5,5,STANDARD,42,2018-11-07,17,-1.0167396378313946e-16,276.8304138183594
0,1.0,1702.9451904296875,276.6710510253906,R_A6,6,6,STANDARD,42,2018-11-07,17,-6.175148859323496e-15,276.6710510253906
0,1.0,1704.49365234375,276.8173828125,R_A6,7,7,STANDARD,42,2018-11-07,17,-1.1672034392067217e-14,276.8173828125
0,1.0,1706.042236328125,276.9658508300781,R_A6,8,8,STANDARD,42,2018-11-07,17,-7.928467249591377e-15,276.9658508300781
0,1.0,1707.5906982421875,277.4193115234375,R_A6,9,9,STANDARD,42,2018-11-07,17,-7.294049524735036e-16,277.4193115234375
0,1.0,1709.1392822265625,277.277099609375,R_A6,10,10,STANDARD,42,2018-11-07,17,-7.875913598598752e-14,277.277099609375
0,1.0,1711.055419921875,277.478759765625,R_A6,11,11,STANDARD,42,2018-11-07,17,-4.951809497383622e-14,277.478759765625
0,1.0,1713.3392333984375,277.6950988769531,R_A6,12,12,STANDARD,42,2018-11-07,17,-1.6256977995775593e-14,277.6950988769531
0,1.0,1715.623046875,277.923828125,R_A6,13,13,STANDARD,42,2018-11-07,17,-1.0169003226284667e-15,277.923828125
0,1.0,1717.9068603515625,278.14093017578125,R_A6,14,14,STANDARD,42,2018-11-07,17,-7.227012690311371e-16,278.14093017578125
0,1.0,1720.190673828125,278.364013671875,R_A6,15,15,STANDARD,42,2018-11-07,17,-4.816732793295976e-16,278.364013671875
