CONIPOS,CONJPOS,CONKPOS,DEPTH,PRESSURE,SWAT,SGAS,CONIDX,Drawdown,DATE,WELL,WELLMODEL,CONBPRES
27,30,5,1610.4415283203125,303.5220947265625,0.06261742860078812,0.0,1,0,2000-02-01,OP_1,MULTISEG,303.5220947265625
27,30,6,1613.2760009765625,303.69207763671875,0.03580755367875099,0.0,2,0,2000-02-01,OP_1,MULTISEG,303.69207763671875
27,30,7,1615.937255859375,303.8618469238281,0.03185582906007767,0.0,3,0,2000-02-01,OP_1,MULTISEG,303.8618469238281
27,30,8,1618.5986328125,304.0316162109375,0.03219630569219589,0.0,4,0,2000-02-01,OP_1,MULTISEG,304.0316162109375
27,30,9,1621.259765625,304.2013854980469,0.03773670271039009,0.0,5,0,2000-02-01,OP_1,MULTISEG,304.2013854980469
27,30,10,1623.9208984375,304.3711853027344,0.039340462535619736,0.0,6,0,2000-02-01,OP_1,MULTISEG,304.3711853027344
27,30,11,1626.63037109375,304.5440368652344,0.11562441289424896,0.0,7,0,2000-02-01,OP_1,MULTISEG,304.5440368652344
20,13,6,1651.3226318359375,305.4811706542969,0.07383876293897629,0.0,1,0,2000-02-01,OP_2,MULTISEG,305.4811706542969
20,13,7,1654.478271484375,305.6821594238281,0.1081211268901825,0.0,2,0,2000-02-01,OP_2,MULTISEG,305.6821594238281
20,13,8,1657.634033203125,305.8834228515625,0.05607711896300316,0.0,3,0,2000-02-01,OP_2,MULTISEG,305.8834228515625
20,13,9,1660.7899169921875,306.0848083496094,0.06950613856315613,0.0,4,0,2000-02-01,OP_2,MULTISEG,306.0848083496094
20,13,10,1663.945556640625,306.28497314453125,0.3112746775150299,0.0,5,0,2000-02-01,OP_2,MULTISEG,306.28497314453125
28,47,8,1655.16943359375,306.36529541015625,0.1440393477678299,0.0,1,0,2000-02-01,OP_3,MULTISEG,306.36529541015625
28,47,9,1658.0604248046875,306.5498046875,0.2027856558561325,0.0,2,0,2000-02-01,OP_3,MULTISEG,306.5498046875
28,47,10,1660.9515380859375,306.734375,0.14508062601089478,0.0,3,0,2000-02-01,OP_3,MULTISEG,306.734375
28,47,11,1663.80224609375,306.9163513183594,0.06943529844284058,0.0,4,0,2000-02-01,OP_3,MULTISEG,306.9163513183594
28,47,12,1666.6124267578125,307.09576416015625,0.06662708520889282,0.0,5,0,2000-02-01,OP_3,MULTISEG,307.09576416015625
28,47,13,1669.422607421875,307.27520751953125,0.10974781215190887,0.0,6,0,2000-02-01,OP_3,MULTISEG,307.27520751953125
28,47,14,1672.2330322265625,307.45465087890625,0.06361058354377747,0.0,7,0,2000-02-01,OP_3,MULTISEG,307.45465087890625
14,38,2,1702.649169921875,309.5397033691406,0.9999947547912598,0.0,1,0,2000-02-01,WI_1,MULTISEG,309.5397033691406
14,38,3,1705.080810546875,309.76922607421875,0.9999953508377075,0.0,2,0,2000-02-01,WI_1,MULTISEG,309.76922607421875
14,38,4,1707.51220703125,309.9987487792969,0.9999995827674866,-9.259603217515178e-08,3,0,2000-02-01,WI_1,MULTISEG,309.9987487792969
