Project name			: /private/asny/Desktop/reek/resmod/ff/2019a/r001/rms/model/reek.rms11.0.1
Date				: 2020.02.19 17:22:07
Grid model name			: Simgrid

   Zone      Region index          Bulk                Pore                Hcpv               Stoiip       
UpperReek  1                       279231356.81         49457383.48         39151966.04         24623877.61
UpperReek  2                               0.00                0.00                0.00                0.00
UpperReek  Totals                  279231356.81         49457383.48         39151966.04         24623877.61
MidReek    1                       202048568.59         38704874.28         31251428.40         19654986.08
MidReek    2                               0.00                0.00                0.00                0.00
MidReek    Totals                  202048568.59         38704874.28         31251428.40         19654986.08
LowerReek  1                       125482403.50         25441837.08         20666543.06         12997825.60
LowerReek  2                               0.00                0.00                0.00                0.00
LowerReek  Totals                  125482403.50         25441837.08         20666543.06         12997825.60
Totals     1                       606762328.90        113604094.85         91069937.49         57276689.29
Totals     2                               0.00                0.00                0.00                0.00
Totals     Totals                  606762328.90        113604094.85         91069937.49         57276689.29
