CONIPOS,CONJPOS,CONKPOS,DEPTH,PRESSURE,SWAT,SGAS,CONIDX,Drawdown,DATE,WELL,WELLMODEL,CONBPRES
27,30,5,1609.3677978515625,303.48687744140625,0.032470591366291046,0.0,1,0,2000-02-01,OP_1,MULTISEG,303.48687744140625
27,30,6,1612.1712646484375,303.66571044921875,0.03525535762310028,0.0,2,0,2000-02-01,OP_1,MULTISEG,303.66571044921875
27,30,7,1615.425537109375,303.8733215332031,0.03261733427643776,0.0,3,0,2000-02-01,OP_1,MULTISEG,303.8733215332031
27,30,8,1618.6798095703125,304.0809020996094,0.03242237865924835,0.0,4,0,2000-02-01,OP_1,MULTISEG,304.0809020996094
27,30,9,1621.9339599609375,304.28851318359375,0.038863398134708405,0.0,5,0,2000-02-01,OP_1,MULTISEG,304.28851318359375
27,30,10,1625.1883544921875,304.49615478515625,0.04223528504371643,0.0,6,0,2000-02-01,OP_1,MULTISEG,304.49615478515625
20,13,6,1651.76904296875,305.9913024902344,0.17660066485404968,0.0,1,0,2000-02-01,OP_2,MULTISEG,305.9913024902344
20,13,7,1654.7567138671875,306.18096923828125,0.0787292867898941,0.0,2,0,2000-02-01,OP_2,MULTISEG,306.18096923828125
20,13,8,1657.7445068359375,306.37164306640625,0.05609792843461037,0.0,3,0,2000-02-01,OP_2,MULTISEG,306.37164306640625
20,13,9,1660.7325439453125,306.56243896484375,0.050702907145023346,0.0,4,0,2000-02-01,OP_2,MULTISEG,306.56243896484375
20,13,10,1663.72021484375,306.75390625,0.12311942875385284,0.0,5,0,2000-02-01,OP_2,MULTISEG,306.75390625
28,47,8,1657.327392578125,306.5398254394531,0.16554272174835205,0.0,1,0,2000-02-01,OP_3,MULTISEG,306.5398254394531
28,47,9,1660.5216064453125,306.7437438964844,0.11172065883874893,0.0,2,0,2000-02-01,OP_3,MULTISEG,306.7437438964844
28,47,10,1663.7159423828125,306.9476623535156,0.07374804466962814,0.0,3,0,2000-02-01,OP_3,MULTISEG,306.9476623535156
28,47,11,1666.6627197265625,307.13580322265625,0.05519353970885277,0.0,4,0,2000-02-01,OP_3,MULTISEG,307.13580322265625
28,47,12,1669.3614501953125,307.30810546875,0.051617641001939774,0.0,5,0,2000-02-01,OP_3,MULTISEG,307.30810546875
28,47,13,1672.06005859375,307.4804382324219,0.05738106742501259,0.0,6,0,2000-02-01,OP_3,MULTISEG,307.4804382324219
28,47,14,1674.7586669921875,307.6527404785156,0.10206025838851929,0.0,7,0,2000-02-01,OP_3,MULTISEG,307.6527404785156
14,38,2,1702.6534423828125,309.5354309082031,0.9999894499778748,0.0,1,0,2000-02-01,WI_1,MULTISEG,309.5354309082031
14,38,3,1704.9827880859375,309.7530822753906,0.9999942183494568,0.0,2,0,2000-02-01,WI_1,MULTISEG,309.7530822753906
14,38,4,1707.3118896484375,309.97100830078125,0.9999985694885254,0.0,3,0,2000-02-01,WI_1,MULTISEG,309.97100830078125
14,38,5,1709.6407470703125,310.1888732910156,0.9999955892562866,0.0,4,0,2000-02-01,WI_1,MULTISEG,310.1888732910156
14,38,6,1711.9937744140625,310.4468994140625,1.0,-3.6258878122197302e-09,5,0,2000-02-01,WI_1,MULTISEG,310.4468994140625
28,20,7,1691.238037109375,281.7262268066406,0.32762041687965393,0.0,1,0,2000-06-01,WI_2,MULTISEG,281.7262268066406
28,20,8,1694.101806640625,281.9201354980469,0.20062652230262756,0.0,2,0,2000-06-01,WI_2,MULTISEG,281.9201354980469
28,20,9,1696.96533203125,282.1258544921875,0.5811376571655273,0.0,3,0,2000-06-01,WI_2,MULTISEG,282.1258544921875
28,20,10,1699.828857421875,282.36456298828125,0.9093007445335388,0.0,4,0,2000-06-01,WI_2,MULTISEG,282.36456298828125
