DATE,BLOCK,BPR
2000-01-01,1095,309.021484375
2000-01-01,"15,28,1",309.021484375
2000-01-01,"15,28,10",310.18621826171875
2000-01-01,"15,28,13",310.6214599609375
2000-01-01,24135,310.18621826171875
2000-01-01,31815,310.6214599609375
2000-02-01,1095,309.1068115234375
2000-02-01,"15,28,1",309.1068115234375
2000-02-01,"15,28,10",310.2743835449219
2000-02-01,"15,28,13",310.7093505859375
2000-02-01,24135,310.2743835449219
2000-02-01,31815,310.7093505859375
2000-03-01,1095,310.6703796386719
2000-03-01,"15,28,1",310.6703796386719
2000-03-01,"15,28,10",308.20574951171875
2000-03-01,"15,28,13",308.6396789550781
2000-03-01,24135,308.20574951171875
2000-03-01,31815,308.6396789550781
2000-04-01,1095,305.2382507324219
2000-04-01,"15,28,1",305.2382507324219
2000-04-01,"15,28,10",302.6184997558594
2000-04-01,"15,28,13",303.0513000488281
2000-04-01,24135,302.6184997558594
2000-04-01,31815,303.0513000488281
2000-05-01,1095,299.6430969238281
2000-05-01,"15,28,1",299.6430969238281
2000-05-01,"15,28,10",297.07208251953125
2000-05-01,"15,28,13",297.5041198730469
2000-05-01,24135,297.07208251953125
2000-05-01,31815,297.5041198730469
2000-06-01,1095,294.06854248046875
2000-06-01,"15,28,1",294.06854248046875
2000-06-01,"15,28,10",291.50811767578125
2000-06-01,"15,28,13",291.9397888183594
2000-06-01,24135,291.50811767578125
2000-06-01,31815,291.9397888183594
2000-07-01,1095,290.7638854980469
2000-07-01,"15,28,1",290.7638854980469
2000-07-01,"15,28,10",288.423583984375
2000-07-01,"15,28,13",288.8562316894531
2000-07-01,24135,288.423583984375
2000-07-01,31815,288.8562316894531
2000-08-01,1095,288.769287109375
2000-08-01,"15,28,1",288.769287109375
2000-08-01,"15,28,10",286.3995361328125
2000-08-01,"15,28,13",286.8325500488281
2000-08-01,24135,286.3995361328125
2000-08-01,31815,286.8325500488281
2000-09-01,1095,287.34173583984375
2000-09-01,"15,28,1",287.34173583984375
2000-09-01,"15,28,10",284.90655517578125
2000-09-01,"15,28,13",285.3396911621094
2000-09-01,24135,284.90655517578125
2000-09-01,31815,285.3396911621094
2000-10-01,1095,286.28167724609375
2000-10-01,"15,28,1",286.28167724609375
2000-10-01,"15,28,10",283.7850036621094
2000-10-01,"15,28,13",284.2181091308594
2000-10-01,24135,283.7850036621094
2000-10-01,31815,284.2181091308594
2000-11-01,1095,285.41583251953125
2000-11-01,"15,28,1",285.41583251953125
2000-11-01,"15,28,10",282.8699035644531
2000-11-01,"15,28,13",283.3030090332031
2000-11-01,24135,282.8699035644531
2000-11-01,31815,283.3030090332031
2000-12-01,1095,284.745849609375
2000-12-01,"15,28,1",284.745849609375
2000-12-01,"15,28,10",282.1534423828125
2000-12-01,"15,28,13",282.5865478515625
2000-12-01,24135,282.1534423828125
2000-12-01,31815,282.5865478515625
2001-01-01,1095,284.1885986328125
2001-01-01,"15,28,1",284.1885986328125
2001-01-01,"15,28,10",281.5435485839844
2001-01-01,"15,28,13",281.97662353515625
2001-01-01,24135,281.5435485839844
2001-01-01,31815,281.97662353515625
2001-02-01,1095,271.8527526855469
2001-02-01,"15,28,1",271.8527526855469
2001-02-01,"15,28,10",271.6817321777344
2001-02-01,"15,28,13",272.1092224121094
2001-02-01,24135,271.6817321777344
2001-02-01,31815,272.1092224121094
2001-03-01,1095,271.2306823730469
2001-03-01,"15,28,1",271.2306823730469
2001-03-01,"15,28,10",270.4772644042969
2001-03-01,"15,28,13",270.90618896484375
2001-03-01,24135,270.4772644042969
2001-03-01,31815,270.90618896484375
