ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL,BULK_GAS,PORV_GAS,HCPV_GAS,GIIP_GAS,ASSOCIATEDOIL_GAS
Valysar,WestLowland,6819789,1080278,546248,380926,53634407,0,0,0,0,0
Valysar,CentralSouth,48811740,9686849,7372813,5141432,723913597,0,0,0,0,0
Valysar,CentralNorth,26868670,4470332,3182525,2219334,312482245,0,0,0,0,0
Valysar,NorthHorst,4006065,514148,258994,159087,31165172,26305522,3564715,2386618,555027343,84919
Valysar,CentralRamp,13814393,2414493,1870177,1304168,183626898,0,0,0,0,0
Valysar,CentralHorst,76993048,12955242,9858635,6874920,967988724,0,0,0,0,0
Valysar,EastLowland,1621078,229738,84957,59244,8341620,0,0,0,0,0
Therys,WestLowland,2563877,489124,224402,156486,22033287,0,0,0,0,0
Therys,CentralSouth,2633507,761753,457382,318955,44908926,0,0,0,0,0
Therys,CentralNorth,14002481,2627697,1422773,992171,139697616,0,0,0,0,0
Therys,NorthHorst,8361576,1168768,455209,279612,54776039,18144997,2657055,1632296,379603623,58079
Therys,CentralRamp,6530448,1473289,1080402,753418,106081280,0,0,0,0,0
Therys,CentralHorst,23766117,6238454,4913061,3426123,482398183,0,0,0,0,0
Therys,EastLowland,217,0,0,0,0,0,0,0,0,0
Volon,WestLowland,410096,59142,31311,21835,3074316,0,0,0,0,0
Volon,CentralSouth,24974159,4724057,3308791,2307385,324879880,0,0,0,0,0
Volon,CentralNorth,2723447,397819,186773,130246,18338649,0,0,0,0,0
Volon,NorthHorst,5961154,1072175,770431,473238,92707270,2749218,494067,415142,96544714,14771
Volon,CentralRamp,10251204,1863717,1346111,938711,132170454,0,0,0,0,0
Volon,CentralHorst,73838921,12594382,9223224,6431816,905599764,0,0,0,0,0
Volon,EastLowland,2563,241,0,0,0,0,0,0,0,0
