ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL,BULK_GAS,PORV_GAS,HCPV_GAS,GIIP_GAS,ASSOCIATEDOIL_GAS
Valysar,WestLowland,70837831,11914843,7317691,5102992,718501358,0,0,0,0,0
Valysar,CentralSouth,70547600,13488427,10415736,7263414,1022688773,0,0,0,0,0
Valysar,CentralNorth,37394243,6638484,4965930,3462992,487589265,0,0,0,0,0
Valysar,NorthHorst,4717217,518721,252389,155030,30370392,23003555,3149295,2066005,480466290,73511
Valysar,CentralRamp,12985932,2056180,1476794,1029843,145001855,0,0,0,0,0
Valysar,CentralHorst,85763994,14601358,11308688,7886115,1110364965,0,0,0,0,0
Valysar,EastLowland,398652,77102,41060,28633,4031539,0,0,0,0,0
Therys,WestLowland,28337106,7812206,5783853,4033370,567898519,0,0,0,0,0
Therys,CentralSouth,14435922,3506667,2233282,1557379,219279027,0,0,0,0,0
Therys,CentralNorth,19835263,3840783,2225819,1552175,218546210,0,0,0,0,0
Therys,NorthHorst,7139492,976779,348330,213962,41915174,15519529,2639738,1673974,389296284,59562
Therys,CentralRamp,6279003,1310477,1037551,723536,101873880,0,0,0,0,0
Therys,CentralHorst,30131750,6988996,5438982,3792874,534036716,0,0,0,0,0
Therys,EastLowland,0,0,0,0,0,0,0,0,0,0
Volon,WestLowland,2015124,245506,98777,68882,9698558,0,0,0,0,0
Volon,CentralSouth,37094639,6810894,4931206,3438777,484179794,0,0,0,0,0
Volon,CentralNorth,6076575,856654,471437,328757,46288939,0,0,0,0,0
Volon,NorthHorst,4605251,886801,710224,436255,85462408,3033378,577703,516556,120129231,18380
Volon,CentralRamp,12987145,2199665,1630999,1137377,160142684,0,0,0,0,0
Volon,CentralHorst,82579940,13887065,10332776,7205562,1014543162,0,0,0,0,0
Volon,EastLowland,0,0,0,0,0,0,0,0,0,0
