Project name			: /private/asny/Desktop/reek/resmod/ff/2019a/r001/rms/model/reek.rms11.0.1
Date				: 2020.02.19 16:21:20
Grid model name			: Simgrid

   Zone      Region index          Bulk                Pore                Hcpv               Stoiip       
UpperReek  1                       256826562.49         39643962.78         28892932.76         18171655.52
UpperReek  2                               0.00                0.00                0.00                0.00
UpperReek  Totals                  256826562.49         39643962.78         28892932.76         18171655.52
MidReek    1                       210938396.91         40133479.33         31128891.14         19577918.64
MidReek    2                               0.00                0.00                0.00                0.00
MidReek    Totals                  210938396.91         40133479.33         31128891.14         19577918.64
LowerReek  1                       126026763.99         26401767.38         21649165.57         13615827.18
LowerReek  2                               0.00                0.00                0.00                0.00
LowerReek  Totals                  126026763.99         26401767.38         21649165.57         13615827.18
Totals     1                       593791723.40        106179209.49         81670989.47         51365401.33
Totals     2                               0.00                0.00                0.00                0.00
Totals     Totals                  593791723.40        106179209.49         81670989.47         51365401.33
