DATE,BLOCK,BPR
2000-01-01,1095,309.4264831542969
2000-01-01,"15,28,1",309.4264831542969
2000-01-01,"15,28,10",310.3724365234375
2000-01-01,"15,28,13",311.0015563964844
2000-01-01,24135,310.3724365234375
2000-01-01,31815,311.0015563964844
2000-02-01,1095,309.312255859375
2000-02-01,"15,28,1",309.312255859375
2000-02-01,"15,28,10",310.358642578125
2000-02-01,"15,28,13",310.99249267578125
2000-02-01,24135,310.358642578125
2000-02-01,31815,310.99249267578125
2000-03-01,1095,306.6805419921875
2000-03-01,"15,28,1",306.6805419921875
2000-03-01,"15,28,10",306.9720153808594
2000-03-01,"15,28,13",307.7870788574219
2000-03-01,24135,306.9720153808594
2000-03-01,31815,307.7870788574219
2000-04-01,1095,302.07623291015625
2000-04-01,"15,28,1",302.07623291015625
2000-04-01,"15,28,10",302.1662902832031
2000-04-01,"15,28,13",302.97467041015625
2000-04-01,24135,302.1662902832031
2000-04-01,31815,302.97467041015625
2000-05-01,1095,297.6988830566406
2000-05-01,"15,28,1",297.6988830566406
2000-05-01,"15,28,10",297.7452087402344
2000-05-01,"15,28,13",298.514892578125
2000-05-01,24135,297.7452087402344
2000-05-01,31815,298.514892578125
2000-06-01,1095,293.1146545410156
2000-06-01,"15,28,1",293.1146545410156
2000-06-01,"15,28,10",293.1150817871094
2000-06-01,"15,28,13",293.85296630859375
2000-06-01,24135,293.1150817871094
2000-06-01,31815,293.85296630859375
2000-07-01,1095,289.38916015625
2000-07-01,"15,28,1",289.38916015625
2000-07-01,"15,28,10",289.56170654296875
2000-07-01,"15,28,13",290.2597351074219
2000-07-01,24135,289.56170654296875
2000-07-01,31815,290.2597351074219
2000-08-01,1095,286.7807312011719
2000-08-01,"15,28,1",286.7807312011719
2000-08-01,"15,28,10",287.08056640625
2000-08-01,"15,28,13",287.7716979980469
2000-08-01,24135,287.08056640625
2000-08-01,31815,287.7716979980469
2000-09-01,1095,284.9914245605469
2000-09-01,"15,28,1",284.9914245605469
2000-09-01,"15,28,10",285.39544677734375
2000-09-01,"15,28,13",286.0894775390625
2000-09-01,24135,285.39544677734375
2000-09-01,31815,286.0894775390625
2000-10-01,1095,283.7253112792969
2000-10-01,"15,28,1",283.7253112792969
2000-10-01,"15,28,10",284.2184143066406
2000-10-01,"15,28,13",284.9171447753906
2000-10-01,24135,284.2184143066406
2000-10-01,31815,284.9171447753906
2000-11-01,1095,282.7563781738281
2000-11-01,"15,28,1",282.7563781738281
2000-11-01,"15,28,10",283.3178405761719
2000-11-01,"15,28,13",284.0216369628906
2000-11-01,24135,283.3178405761719
2000-11-01,31815,284.0216369628906
2000-12-01,1095,282.0177917480469
2000-12-01,"15,28,1",282.0177917480469
2000-12-01,"15,28,10",282.6396789550781
2000-12-01,"15,28,13",283.34820556640625
2000-12-01,24135,282.6396789550781
2000-12-01,31815,283.34820556640625
2001-01-01,1095,281.4095764160156
2001-01-01,"15,28,1",281.4095764160156
2001-01-01,"15,28,10",282.0843200683594
2001-01-01,"15,28,13",282.7973327636719
2001-01-01,24135,282.0843200683594
2001-01-01,31815,282.7973327636719
2001-02-01,1095,263.2579345703125
2001-02-01,"15,28,1",263.2579345703125
2001-02-01,"15,28,10",269.237548828125
2001-02-01,"15,28,13",269.9755859375
2001-02-01,24135,269.237548828125
2001-02-01,31815,269.9755859375
2001-03-01,1095,261.9570007324219
2001-03-01,"15,28,1",261.9570007324219
2001-03-01,"15,28,10",266.9148254394531
2001-03-01,"15,28,13",267.6475524902344
2001-03-01,24135,266.9148254394531
2001-03-01,31815,267.6475524902344
2001-04-01,1095,262.0823059082031
2001-04-01,"15,28,1",262.0823059082031
2001-04-01,"15,28,10",266.7799377441406
2001-04-01,"15,28,13",267.4277038574219
2001-04-01,24135,266.7799377441406
2001-04-01,31815,267.4277038574219
2001-05-01,1095,262.281005859375
2001-05-01,"15,28,1",262.281005859375
2001-05-01,"15,28,10",266.8959045410156
2001-05-01,"15,28,13",267.5291442871094
2001-05-01,24135,266.8959045410156
2001-05-01,31815,267.5291442871094
2001-06-01,1095,262.6053466796875
2001-06-01,"15,28,1",262.6053466796875
2001-06-01,"15,28,10",267.04425048828125
2001-06-01,"15,28,13",267.6849060058594
2001-06-01,24135,267.04425048828125
2001-06-01,31815,267.6849060058594
2001-07-01,1095,263.1266784667969
