CONIPOS,WELL,PRESSURE,SWAT,CONKPOS,DRAWDOWN,DATE,DEPTH,CONIDX,WELLMODEL,CONJPOS,SGAS,CONBPRES
22,R_A2,300.68536376953125,0.052580468356609344,1,0,2018-01-01,1639.4605712890625,1,STANDARD,30,0.0,300.68536376953125
22,R_A2,300.8036804199219,0.05432970076799393,2,0,2018-01-01,1641.2249755859375,2,STANDARD,30,0.0,300.8036804199219
22,R_A2,300.9219665527344,0.05683725327253342,3,0,2018-01-01,1642.9893798828125,3,STANDARD,30,0.0,300.9219665527344
22,R_A2,301.040283203125,0.06168438494205475,4,0,2018-01-01,1644.7537841796875,4,STANDARD,30,0.0,301.040283203125
22,R_A2,301.15863037109375,0.06506799906492233,5,0,2018-01-01,1646.5181884765625,5,STANDARD,30,0.0,301.15863037109375
22,R_A2,301.2769470214844,0.1651587188243866,6,0,2018-01-01,1648.2825927734375,6,STANDARD,30,0.0,301.2769470214844
22,R_A2,301.395263671875,0.8711990714073181,7,0,2018-01-01,1650.046875,7,STANDARD,30,0.0,301.395263671875
22,R_A2,301.5135803222656,0.8406481146812439,8,0,2018-01-01,1651.811279296875,8,STANDARD,30,0.0,301.5135803222656
22,R_A2,301.6319274902344,0.8757959008216858,9,0,2018-01-01,1653.57568359375,9,STANDARD,30,0.0,301.6319274902344
22,R_A2,301.7502746582031,0.8842324614524841,10,0,2018-01-01,1655.340087890625,10,STANDARD,30,0.0,301.7502746582031
22,R_A2,301.875732421875,0.06698277592658997,11,0,2018-01-01,1657.2105712890625,11,STANDARD,30,0.0,301.875732421875
22,R_A2,302.00830078125,0.16317491233348846,12,0,2018-01-01,1659.187255859375,12,STANDARD,30,0.0,302.00830078125
22,R_A2,302.1408996582031,0.42288458347320557,13,0,2018-01-01,1661.1640625,13,STANDARD,30,0.0,302.1408996582031
22,R_A2,302.27349853515625,0.4582725465297699,14,0,2018-01-01,1663.1407470703125,14,STANDARD,30,0.0,302.27349853515625
22,R_A2,302.4060974121094,0.8936313390731812,15,0,2018-01-01,1665.117431640625,15,STANDARD,30,0.0,302.4060974121094
22,R_A2,302.5386962890625,0.910557746887207,16,0,2018-01-01,1667.0941162109375,16,STANDARD,30,0.0,302.5386962890625
22,R_A2,302.6712951660156,0.8687159419059753,17,0,2018-01-01,1669.07080078125,17,STANDARD,30,0.0,302.6712951660156
22,R_A2,302.98773193359375,0.9383198022842407,17,0,2018-01-01,1673.7877197265625,18,STANDARD,29,0.0,302.98773193359375
22,R_A2,303.11297607421875,0.9801596403121948,18,0,2018-01-01,1675.654541015625,19,STANDARD,29,0.0,303.11297607421875
22,R_A2,303.2242126464844,1.0,25,0,2018-01-01,1677.31201171875,20,STANDARD,29,0.0,303.2242126464844
22,R_A2,303.341064453125,1.0,26,0,2018-01-01,1679.0538330078125,21,STANDARD,29,0.0,303.341064453125
22,R_A2,303.45794677734375,1.0,27,0,2018-01-01,1680.795654296875,22,STANDARD,29,0.0,303.45794677734375
22,R_A2,303.91400146484375,1.0,28,0,2018-01-01,1682.5374755859375,23,STANDARD,29,0.0,303.91400146484375
22,R_A2,304.07904052734375,1.0,29,0,2018-01-01,1684.279296875,24,STANDARD,29,0.0,304.07904052734375
28,R_A3,298.71368408203125,0.6481541991233826,1,0,2018-01-01,1610.04833984375,1,STANDARD,41,0.0,298.71368408203125
28,R_A3,298.84588623046875,0.11823459714651108,2,0,2018-01-01,1612.0208740234375,2,STANDARD,41,0.0,298.84588623046875
29,R_A3,298.1700134277344,0.11823459714651108,2,0,2018-01-01,1601.9356689453125,3,STANDARD,41,0.0,298.1700134277344
29,R_A3,298.31103515625,0.11823459714651108,3,0,2018-01-01,1604.0400390625,4,STANDARD,41,0.0,298.31103515625
29,R_A3,298.4520568847656,0.1586158722639084,4,0,2018-01-01,1606.144287109375,5,STANDARD,41,0.0,298.4520568847656
29,R_A3,298.59307861328125,0.8105937242507935,5,0,2018-01-01,1608.248779296875,6,STANDARD,41,0.0,298.59307861328125
29,R_A3,298.7341003417969,0.6481541991233826,6,0,2018-01-01,1610.3531494140625,7,STANDARD,41,0.0,298.7341003417969
29,R_A3,298.8751525878906,0.19189682602882385,7,0,2018-01-01,1612.45751953125,8,STANDARD,41,0.0,298.8751525878906
29,R_A3,299.01617431640625,0.19543717801570892,8,0,2018-01-01,1614.5618896484375,9,STANDARD,41,0.0,299.01617431640625
29,R_A3,299.1572265625,0.7925833463668823,9,0,2018-01-01,1616.666259765625,10,STANDARD,41,0.0,299.1572265625
29,R_A3,299.29827880859375,0.7942190170288086,10,0,2018-01-01,1618.7706298828125,11,STANDARD,41,0.0,299.29827880859375
29,R_A3,299.4445495605469,0.05142571032047272,11,0,2018-01-01,1620.9527587890625,12,STANDARD,41,0.0,299.4445495605469
29,R_A3,299.5960388183594,0.05298232659697533,12,0,2018-01-01,1623.21240234375,13,STANDARD,41,0.0,299.5960388183594
29,R_A3,299.74749755859375,0.36756861209869385,13,0,2018-01-01,1625.47216796875,14,STANDARD,41,0.0,299.74749755859375
29,R_A3,299.89898681640625,0.05571233481168747,14,0,2018-01-01,1627.73193359375,15,STANDARD,41,0.0,299.89898681640625
29,R_A3,300.0505065917969,0.601466715335846,15,0,2018-01-01,1629.99169921875,16,STANDARD,41,0.0,300.0505065917969
29,R_A3,300.17626953125,0.8076146841049194,16,0,2018-01-01,1631.8677978515625,17,STANDARD,41,0.0,300.17626953125
29,R_A3,300.34722900390625,1.0,25,0,2018-01-01,1634.417724609375,18,STANDARD,41,0.0,300.34722900390625
29,R_A3,300.5834655761719,0.04617999494075775,26,0,2018-01-01,1637.9407958984375,19,STANDARD,41,0.0,300.5834655761719
29,R_A3,300.8197021484375,0.05088374391198158,27,0,2018-01-01,1641.4639892578125,20,STANDARD,41,0.0,300.8197021484375
29,R_A3,301.05596923828125,1.0,28,0,2018-01-01,1644.9873046875,21,STANDARD,41,0.0,301.05596923828125
29,R_A3,301.292236328125,0.1565084159374237,29,0,2018-01-01,1648.510498046875,22,STANDARD,41,0.0,301.292236328125
30,R_A4,299.990234375,0.04746987298130989,1,0,2018-01-01,1629.0928955078125,1,STANDARD,52,0.0,299.990234375
31,R_A4,299.82861328125,0.046530552208423615,1,0,2018-01-01,1626.6820068359375,2,STANDARD,52,0.0,299.82861328125
31,R_A4,299.9657897949219,0.04862795025110245,2,0,2018-01-01,1628.728271484375,3,STANDARD,52,0.0,299.9657897949219
