ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,5935291,729868,343034,239215,33681415
Valysar,CentralSouth,70946904,12996664,9945934,6935798,976560415
Valysar,CentralNorth,35278024,5872043,4220318,2943039,414379880
Valysar,NorthHorst,4296788,721193,473157,290637,56935750
Valysar,CentralRamp,13724047,2036188,1351130,942210,132663236
Valysar,CentralHorst,86051235,14649414,11297698,7878451,1109285877
Valysar,EastLowland,5599235,820700,484047,337550,47527082
Therys,WestLowland,2244171,398835,206528,144022,20278345
Therys,CentralSouth,21455166,4999564,3314175,2311140,325408523
Therys,CentralNorth,15566017,3183696,1966204,1371133,193055513
Therys,NorthHorst,7710779,936954,311612,191408,37496754
Therys,CentralRamp,6724860,1468492,1146944,799822,112614916
Therys,CentralHorst,25755972,6721406,5299055,3695297,520297799
Therys,EastLowland,0,0,0,0,0
Volon,WestLowland,196643,31711,17328,12084,1701410
Volon,CentralSouth,42007714,7725029,5690727,3968429,558754854
Volon,CentralNorth,5897414,902723,566041,394729,55577816
Volon,NorthHorst,6072168,1136323,840286,516146,101113068
Volon,CentralRamp,11507489,2294643,1910868,1332544,187622196
Volon,CentralHorst,79980726,14162667,11275369,7862880,1107093505
Volon,EastLowland,0,0,0,0,0
