ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,21037036,3334959,1818598,1268199,178562450
Valysar,CentralSouth,68773568,12450849,8812949,6145711,865316094
Valysar,CentralNorth,34938611,5319368,3493227,2436002,342989068
Valysar,NorthHorst,3937625,480495,171532,105363,20640708
Valysar,CentralRamp,13285648,2437636,1810883,1262819,177804968
Valysar,CentralHorst,83273310,14617432,11046317,7703150,1084603540
Valysar,EastLowland,1540216,352206,196652,137136,19308682
Therys,WestLowland,4263097,854660,419971,292867,41235637
Therys,CentralSouth,11115627,2995364,2024129,1411526,198742910
Therys,CentralNorth,19560280,3608939,2173171,1515461,213376922
Therys,NorthHorst,4898623,746099,291650,179146,35094784
Therys,CentralRamp,6555219,1457009,1090961,760782,107118074
Therys,CentralHorst,26104602,6420628,5005322,3490462,491457017
Therys,EastLowland,0,0,0,0,0
Volon,WestLowland,670567,115625,65529,45696,6434041
Volon,CentralSouth,33539694,5747453,3680107,2566323,361338238
Volon,CentralNorth,5970692,939261,546022,380768,53612193
Volon,NorthHorst,2671230,523942,380702,233846,45810490
Volon,CentralRamp,11489528,2169364,1692167,1180033,166148587
Volon,CentralHorst,83868433,14796380,11346518,7912496,1114079400
Volon,EastLowland,0,0,0,0,0
